"FinalRoundPerformance_RANKTHISWEEK_2016","FinalRoundPerformance_RANKLASTWEEK_2016","FinalRoundPerformance_PLAYERNAME_2016","FinalRoundPerformance_EVENTS_2016","FinalRoundPerformance_Pct_2016","stat_name","year"
185,183,"Ken Duke",9,25,"FinalRoundPerformance",2016
185,183,"DH Lee",13,25,"FinalRoundPerformance",2016
185,183,"Geoff Ogilvy",14,25,"FinalRoundPerformance",2016
185,183,"DA Points",11,25,"FinalRoundPerformance",2016
185,183,"Ollie Schniederjans",7,25,"FinalRoundPerformance",2016
191,183,"Jeff Overton",17,22.22,"FinalRoundPerformance",2016
192,192,"Shane Bertsch",9,20,"FinalRoundPerformance",2016
192,192,"Rhein Gibson",13,20,"FinalRoundPerformance",2016
192,192,"Andres Gonzales",17,20,"FinalRoundPerformance",2016
192,191,"Steve Wheatcroft",16,20,"FinalRoundPerformance",2016
196,199,"Derek Ernst",12,16.67,"FinalRoundPerformance",2016
196,196,"Shawn Stefani",16,16.67,"FinalRoundPerformance",2016
198,199,"Henrik Norlander",13,14.29,"FinalRoundPerformance",2016
199,198,"JJ Henry",14,12.5,"FinalRoundPerformance",2016
200,199,"Robert Allenby",16,0,"FinalRoundPerformance",2016
200,199,"Abraham Ancer",11,0,"FinalRoundPerformance",2016
200,199,"Miguel Angel Carballo",11,0,"FinalRoundPerformance",2016
200,199,"Andrew Landry",9,0,"FinalRoundPerformance",2016
200,199,"Hunter Mahan",14,0,"FinalRoundPerformance",2016
200,199,"Cameron Percy",7,0,"FinalRoundPerformance",2016
200,199,"Dicky Pride",13,0,"FinalRoundPerformance",2016
