"Top5FinalRoundPerformance_RANKTHISWEEK_2011","Top5FinalRoundPerformance_RANKLASTWEEK_2011","Top5FinalRoundPerformance_PLAYERNAME_2011","Top5FinalRoundPerformance_EVENTS_2011","Top5FinalRoundPerformance_PctTIMESIMPROVED_2011","Top5FinalRoundPerformance_OFTIMESIMPROVED_2011","stat_name","year"
1,1,"Briny Baird",19,100,1,"Top5FinalRoundPerformance",2011
1,1,"Ricky Barnes",23,100,1,"Top5FinalRoundPerformance",2011
1,1,"Michael Bradley",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Kevin Chappell",26,100,2,"Top5FinalRoundPerformance",2011
1,1,"James Driscoll",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Ernie Els",21,100,1,"Top5FinalRoundPerformance",2011
1,1,"Harrison Frazar",19,100,1,"Top5FinalRoundPerformance",2011
1,1,"Bobby Gates",29,100,1,"Top5FinalRoundPerformance",2011
1,1,"Tom Gillis",19,100,1,"Top5FinalRoundPerformance",2011
1,1,"Retief Goosen",16,100,1,"Top5FinalRoundPerformance",2011
1,1,"Hunter Haas",30,100,1,"Top5FinalRoundPerformance",2011
1,1,"Tim Herron",28,100,1,"Top5FinalRoundPerformance",2011
1,1,"Ryuji Imada",29,100,1,"Top5FinalRoundPerformance",2011
1,1,"Trevor Immelman",25,100,1,"Top5FinalRoundPerformance",2011
1,1,"Dustin Johnson",21,100,3,"Top5FinalRoundPerformance",2011
1,1,"Robert Karlsson",18,100,1,"Top5FinalRoundPerformance",2011
1,1,"Justin Leonard",26,100,1,"Top5FinalRoundPerformance",2011
1,1,"Jarrod Lyle",29,100,1,"Top5FinalRoundPerformance",2011
1,1,"Troy Matteson",28,100,1,"Top5FinalRoundPerformance",2011
1,1,"Phil Mickelson",21,100,2,"Top5FinalRoundPerformance",2011
1,1,"Ryan Moore",22,100,2,"Top5FinalRoundPerformance",2011
1,1,"Kevin Na",26,100,3,"Top5FinalRoundPerformance",2011
1,1,"Sean OHair",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Joe Ogilvie",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Ryan Palmer",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Carl Pettersson",27,100,2,"Top5FinalRoundPerformance",2011
1,1,"Scott Piercy",23,100,1,"Top5FinalRoundPerformance",2011
1,1,"DA Points",26,100,1,"Top5FinalRoundPerformance",2011
1,1,"Chez Reavie",27,100,2,"Top5FinalRoundPerformance",2011
1,1,"Rory Sabbatini",24,100,1,"Top5FinalRoundPerformance",2011
1,1,"Charl Schwartzel",15,100,1,"Top5FinalRoundPerformance",2011
1,1,"Vijay Singh",25,100,2,"Top5FinalRoundPerformance",2011
1,1,"Brandt Snedeker",26,100,1,"Top5FinalRoundPerformance",2011
1,1,"Scott Stallings",28,100,2,"Top5FinalRoundPerformance",2011
1,1,"Chris Stroud",28,100,1,"Top5FinalRoundPerformance",2011
1,1,"Michael Thompson",25,100,1,"Top5FinalRoundPerformance",2011
1,1,"David Toms",23,100,3,"Top5FinalRoundPerformance",2011
1,1,"Cameron Tringale",32,100,1,"Top5FinalRoundPerformance",2011
1,1,"Jhonattan Vegas",25,100,1,"Top5FinalRoundPerformance",2011
1,1,"Johnson Wagner",25,100,1,"Top5FinalRoundPerformance",2011
1,1,"YE Yang",18,100,2,"Top5FinalRoundPerformance",2011
42,42,"KJ Choi",22,80,4,"Top5FinalRoundPerformance",2011
42,42,"Tommy Gainey",34,80,4,"Top5FinalRoundPerformance",2011
42,42,"Nick Watney",22,80,4,"Top5FinalRoundPerformance",2011
