"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2008","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2008","GoingfortheGreenBirdieorBetter_PLAYERNAME_2008","GoingfortheGreenBirdieorBetter_ROUNDS_2008","GoingfortheGreenBirdieorBetter_Pct_2008","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2008","GoingfortheGreenBirdieorBetter_ATTEMPTS_2008","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2008","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2008","stat_name","year"
106,106,"Matt Jones",95,55.25,100,181,-108,1,"GoingfortheGreenBirdieorBetter",2008
107,107,"Retief Goosen",59,55.07,38,69,-40,-3,"GoingfortheGreenBirdieorBetter",2008
108,108,"Kent Jones",68,55.06,49,89,-52,-2,"GoingfortheGreenBirdieorBetter",2008
109,109,"Brad Adamonis",87,55.03,82,149,-89,6,"GoingfortheGreenBirdieorBetter",2008
110,110,"Mark Wilson",107,54.9,84,153,-88,-32,"GoingfortheGreenBirdieorBetter",2008
111,111,"Bob Tway",70,54.88,45,82,-48,-30,"GoingfortheGreenBirdieorBetter",2008
112,112,"Nick OHern",82,54.84,34,62,-34,-43,"GoingfortheGreenBirdieorBetter",2008
113,113,"John Senden",93,54.55,78,143,-84,-12,"GoingfortheGreenBirdieorBetter",2008
114,114,"Jeff Maggert",86,54.48,73,134,-75,10,"GoingfortheGreenBirdieorBetter",2008
115,115,"Cliff Kresge",84,54.46,55,101,-56,-13,"GoingfortheGreenBirdieorBetter",2008
116,116,"Briny Baird",113,54.41,74,136,-78,-18,"GoingfortheGreenBirdieorBetter",2008
117,117,"Carl Pettersson",110,54.3,82,151,-90,-21,"GoingfortheGreenBirdieorBetter",2008
118,118,"Greg Kraft",63,54.17,26,48,-28,-4,"GoingfortheGreenBirdieorBetter",2008
118,118,"Troy Matteson",94,54.17,104,192,-108,-8,"GoingfortheGreenBirdieorBetter",2008
120,120,"Hunter Mahan",87,54.14,72,133,-77,-15,"GoingfortheGreenBirdieorBetter",2008
121,121,"Andres Romero",69,54.13,59,109,-62,1,"GoingfortheGreenBirdieorBetter",2008
121,121,"Dean Wilson",109,54.13,59,109,-61,-36,"GoingfortheGreenBirdieorBetter",2008
123,123,"Patrick Sheehan",124,54.11,79,146,-83,-18,"GoingfortheGreenBirdieorBetter",2008
124,124,"Craig Kanada",65,53.85,28,52,-30,-27,"GoingfortheGreenBirdieorBetter",2008
125,125,"Brandt Jobe",52,53.49,46,86,-49,3,"GoingfortheGreenBirdieorBetter",2008
126,126,"Chris Riley",51,53.45,31,58,-33,-21,"GoingfortheGreenBirdieorBetter",2008
127,127,"Jason Gore",94,53.41,94,176,-100,-22,"GoingfortheGreenBirdieorBetter",2008
128,128,"Mathias Gronberg",87,53.37,95,178,-109,8,"GoingfortheGreenBirdieorBetter",2008
129,129,"Tommy Gainey",60,53.33,56,105,-60,14,"GoingfortheGreenBirdieorBetter",2008
130,130,"Jeff Overton",103,53.2,108,203,-113,7,"GoingfortheGreenBirdieorBetter",2008
131,131,"Jeff Quinney",87,53.16,42,79,-46,-27,"GoingfortheGreenBirdieorBetter",2008
132,132,"Justin Leonard",101,53.01,44,83,-47,-43,"GoingfortheGreenBirdieorBetter",2008
133,133,"Zach Johnson",85,53,53,100,-56,-18,"GoingfortheGreenBirdieorBetter",2008
134,134,"Rod Pampling",83,52.94,72,136,-76,-13,"GoingfortheGreenBirdieorBetter",2008
135,135,"Justin Bolli",87,52.78,57,108,-63,-15,"GoingfortheGreenBirdieorBetter",2008
136,136,"Chad Collins",72,52.75,48,91,-51,-2,"GoingfortheGreenBirdieorBetter",2008
137,137,"JJ Henry",108,52.74,77,146,-81,-18,"GoingfortheGreenBirdieorBetter",2008
138,138,"DJ Trahan",94,52.6,91,173,-98,-3,"GoingfortheGreenBirdieorBetter",2008
139,139,"Kenneth Ferrie",72,52.54,62,118,-64,8,"GoingfortheGreenBirdieorBetter",2008
140,140,"Corey Pavin",69,52.5,21,40,-22,-28,"GoingfortheGreenBirdieorBetter",2008
141,141,"Robert Allenby",108,52.49,95,181,-100,-13,"GoingfortheGreenBirdieorBetter",2008
142,142,"Johnson Wagner",83,52.46,64,122,-67,-16,"GoingfortheGreenBirdieorBetter",2008
143,143,"Vaughn Taylor",103,52.24,70,134,-70,-14,"GoingfortheGreenBirdieorBetter",2008
144,144,"Geoff Ogilvy",65,52.05,38,73,-41,-11,"GoingfortheGreenBirdieorBetter",2008
145,145,"Bob Sowards",61,52.04,51,98,-56,1,"GoingfortheGreenBirdieorBetter",2008
146,146,"Ben Crane",86,52.03,64,123,-66,-29,"GoingfortheGreenBirdieorBetter",2008
147,147,"Lee Janzen",89,51.92,54,104,-55,-1,"GoingfortheGreenBirdieorBetter",2008
148,148,"Chris Stroud",81,51.82,57,110,-63,-20,"GoingfortheGreenBirdieorBetter",2008
149,149,"John Riegger",73,51.79,58,112,-65,-12,"GoingfortheGreenBirdieorBetter",2008
150,150,"Kevin Streelman",114,51.72,105,203,-115,-12,"GoingfortheGreenBirdieorBetter",2008
151,151,"Will Ma Kenzie",62,51.58,49,95,-56,-7,"GoingfortheGreenBirdieorBetter",2008
151,151,"Scott McCarron",63,51.58,49,95,-49,-5,"GoingfortheGreenBirdieorBetter",2008
153,153,"Stephen Leaney",53,51.52,17,33,-17,-20,"GoingfortheGreenBirdieorBetter",2008
154,154,"Billy Mayfair",103,51.39,74,144,-79,-26,"GoingfortheGreenBirdieorBetter",2008
155,155,"Travis Perkins",53,51.35,38,74,-38,9,"GoingfortheGreenBirdieorBetter",2008
156,156,"Ian Poulter",51,51.22,21,41,-22,-14,"GoingfortheGreenBirdieorBetter",2008
156,156,"Omar Uresti",74,51.22,42,82,-44,-38,"GoingfortheGreenBirdieorBetter",2008
158,158,"Steve Allan",58,51.2,64,125,-68,1,"GoingfortheGreenBirdieorBetter",2008
159,159,"Harrison Frazar",73,51.08,71,139,-72,-5,"GoingfortheGreenBirdieorBetter",2008
160,160,"Ryan Moore",72,51.05,73,143,-75,0,"GoingfortheGreenBirdieorBetter",2008
161,161,"Robert Gamez",79,51,51,100,-54,-7,"GoingfortheGreenBirdieorBetter",2008
162,162,"Todd Hamilton",92,50.98,52,102,-54,-33,"GoingfortheGreenBirdieorBetter",2008
163,163,"Glen Day",64,50.82,31,61,-32,-23,"GoingfortheGreenBirdieorBetter",2008
164,164,"Bart Bryant",81,50.75,34,67,-38,-22,"GoingfortheGreenBirdieorBetter",2008
164,164,"Alejandro Canizares",52,50.75,34,67,-39,4,"GoingfortheGreenBirdieorBetter",2008
166,166,"Joe Durant",92,50.7,72,142,-80,-10,"GoingfortheGreenBirdieorBetter",2008
167,167,"Angel Cabrera",55,50.52,49,97,-51,-2,"GoingfortheGreenBirdieorBetter",2008
168,168,"Rich Beem",90,50.34,74,147,-81,-20,"GoingfortheGreenBirdieorBetter",2008
169,169,"Ryan Armour",87,50,56,112,-59,-7,"GoingfortheGreenBirdieorBetter",2008
169,169,"Ken Duke",116,50,87,174,-91,-48,"GoingfortheGreenBirdieorBetter",2008
169,169,"Brad Elder",67,50,43,86,-43,-7,"GoingfortheGreenBirdieorBetter",2008
172,172,"Charles Warren",79,49.74,94,189,-100,9,"GoingfortheGreenBirdieorBetter",2008
173,173,"Jon Mills",95,49.66,72,145,-78,2,"GoingfortheGreenBirdieorBetter",2008
174,174,"Ted Purdy",68,49.59,61,123,-64,-8,"GoingfortheGreenBirdieorBetter",2008
175,175,"Steve Elkington",84,49.5,50,101,-51,-26,"GoingfortheGreenBirdieorBetter",2008
176,176,"Jay Williamson",96,49.48,48,97,-51,-15,"GoingfortheGreenBirdieorBetter",2008
177,177,"Cody Freeman",66,49.41,42,85,-42,1,"GoingfortheGreenBirdieorBetter",2008
178,178,"David Lutterus",59,49.33,37,75,-39,14,"GoingfortheGreenBirdieorBetter",2008
179,179,"Paul Goydos",78,49.3,35,71,-37,-24,"GoingfortheGreenBirdieorBetter",2008
180,180,"John Rollins",94,48.98,72,147,-80,-12,"GoingfortheGreenBirdieorBetter",2008
181,181,"Paul Casey",55,48.44,31,64,-32,0,"GoingfortheGreenBirdieorBetter",2008
182,182,"Charlie Wi",97,48.28,70,145,-78,-18,"GoingfortheGreenBirdieorBetter",2008
183,183,"Bob Estes",90,48.25,55,114,-59,-30,"GoingfortheGreenBirdieorBetter",2008
184,184,"Richard Johnson",60,48.21,27,56,-29,-2,"GoingfortheGreenBirdieorBetter",2008
185,185,"Scott Verplank",82,47.92,46,96,-47,-28,"GoingfortheGreenBirdieorBetter",2008
186,186,"David Duval",51,47.76,32,67,-36,10,"GoingfortheGreenBirdieorBetter",2008
187,187,"Billy Andrade",71,47.44,37,78,-39,-1,"GoingfortheGreenBirdieorBetter",2008
188,188,"Alex Cejka",75,47.06,40,85,-40,-9,"GoingfortheGreenBirdieorBetter",2008
189,189,"Nick Flanagan",89,47.02,79,168,-87,0,"GoingfortheGreenBirdieorBetter",2008
190,190,"Olin Browne",77,46.43,26,56,-26,-15,"GoingfortheGreenBirdieorBetter",2008
191,191,"Jimmy Walker",73,46.32,63,136,-69,11,"GoingfortheGreenBirdieorBetter",2008
193,193,"Jin Park",85,45.83,33,72,-36,-16,"GoingfortheGreenBirdieorBetter",2008
194,194,"Heath Slocum",104,44.09,41,93,-43,-36,"GoingfortheGreenBirdieorBetter",2008
195,195,"Chez Reavie",102,43.75,49,112,-51,-27,"GoingfortheGreenBirdieorBetter",2008
196,196,"Steve Lowery",74,41.98,55,131,-61,14,"GoingfortheGreenBirdieorBetter",2008
197,197,"Paul Claxton",63,37.29,22,59,-23,-5,"GoingfortheGreenBirdieorBetter",2008
