"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2008","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2008","AverageGoingforitShotDistanceinYards_PLAYERNAME_2008","AverageGoingforitShotDistanceinYards_EVENTS_2008","AverageGoingforitShotDistanceinYards_AVG_2008","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2008","AverageGoingforitShotDistanceinYards_ATTEMPTS_2008","stat_name","year"
26,26,"Marc Turnesa",29,255.4,993140,108,"AverageGoingforitShotDistanceinYards",2008
27,27,"Mark Calcavecchia",25,255.5,873963,95,"AverageGoingforitShotDistanceinYards",2008
27,27,"Jim Furyk",26,255.5,993362,108,"AverageGoingforitShotDistanceinYards",2008
27,27,"Travis Perkins",23,255.5,680759,74,"AverageGoingforitShotDistanceinYards",2008
30,30,"Ian Poulter",15,255.7,377464,41,"AverageGoingforitShotDistanceinYards",2008
31,31,"Stuart Appleby",23,255.8,939188,102,"AverageGoingforitShotDistanceinYards",2008
31,31,"Chad Campbell",28,255.8,1224684,133,"AverageGoingforitShotDistanceinYards",2008
33,33,"Billy Andrade",24,255.9,718583,78,"AverageGoingforitShotDistanceinYards",2008
33,33,"Vijay Singh",23,255.9,1326397,144,"AverageGoingforitShotDistanceinYards",2008
35,35,"Jimmy Walker",24,256.2,1254464,136,"AverageGoingforitShotDistanceinYards",2008
36,36,"Michael Allen",28,256.4,1199837,130,"AverageGoingforitShotDistanceinYards",2008
37,37,"Lee Janzen",28,256.5,960206,104,"AverageGoingforitShotDistanceinYards",2008
38,38,"Gavin Coles",16,256.6,314019,34,"AverageGoingforitShotDistanceinYards",2008
39,39,"John Huston",18,256.7,924195,100,"AverageGoingforitShotDistanceinYards",2008
40,40,"Cody Freeman",26,256.8,785809,85,"AverageGoingforitShotDistanceinYards",2008
41,41,"Trevor Immelman",22,256.9,582695,63,"AverageGoingforitShotDistanceinYards",2008
41,41,"Michael Letzig",29,256.9,1415234,153,"AverageGoingforitShotDistanceinYards",2008
43,43,"Olin Browne",27,257,518192,56,"AverageGoingforitShotDistanceinYards",2008
43,43,"Tim Wilkinson",29,257,1026825,111,"AverageGoingforitShotDistanceinYards",2008
45,45,"KJ Choi",21,257.2,814710,88,"AverageGoingforitShotDistanceinYards",2008
46,46,"Kent Jones",23,257.4,824668,89,"AverageGoingforitShotDistanceinYards",2008
46,46,"Craig Kanada",23,257.4,481802,52,"AverageGoingforitShotDistanceinYards",2008
48,48,"Jeff Quinney",28,257.5,732459,79,"AverageGoingforitShotDistanceinYards",2008
49,49,"Ken Duke",33,257.6,1613513,174,"AverageGoingforitShotDistanceinYards",2008
49,49,"Joe Durant",28,257.6,1316724,142,"AverageGoingforitShotDistanceinYards",2008
49,49,"Chris Stroud",29,257.6,1019916,110,"AverageGoingforitShotDistanceinYards",2008
49,49,"Omar Uresti",24,257.6,760288,82,"AverageGoingforitShotDistanceinYards",2008
53,53,"Tim Clark",27,257.7,686509,74,"AverageGoingforitShotDistanceinYards",2008
53,53,"Glen Day",19,257.7,565817,61,"AverageGoingforitShotDistanceinYards",2008
53,53,"JB Holmes",26,257.7,1660463,179,"AverageGoingforitShotDistanceinYards",2008
53,53,"Dean Wilson",32,257.7,1011211,109,"AverageGoingforitShotDistanceinYards",2008
57,57,"Justin Leonard",25,257.8,770298,83,"AverageGoingforitShotDistanceinYards",2008
58,58,"Ryan Armour",32,258,1040240,112,"AverageGoingforitShotDistanceinYards",2008
59,59,"Todd Demsey",25,258.2,1273347,137,"AverageGoingforitShotDistanceinYards",2008
59,59,"Padraig Harrington",15,258.2,576212,62,"AverageGoingforitShotDistanceinYards",2008
59,59,"Zach Johnson",25,258.2,929561,100,"AverageGoingforitShotDistanceinYards",2008
59,59,"Patrick Sheehan",35,258.2,1357104,146,"AverageGoingforitShotDistanceinYards",2008
59,59,"YE Yang",29,258.2,1422379,153,"AverageGoingforitShotDistanceinYards",2008
64,64,"Ben Crane",25,258.3,1143952,123,"AverageGoingforitShotDistanceinYards",2008
64,64,"Lucas Glover",26,258.3,1497104,161,"AverageGoingforitShotDistanceinYards",2008
64,64,"Geoff Ogilvy",20,258.3,678732,73,"AverageGoingforitShotDistanceinYards",2008
64,64,"Tim Petrovic",32,258.3,1236544,133,"AverageGoingforitShotDistanceinYards",2008
68,68,"Chris DiMarco",29,258.4,892952,96,"AverageGoingforitShotDistanceinYards",2008
68,68,"Dustin Johnson",30,258.4,1851343,199,"AverageGoingforitShotDistanceinYards",2008
68,68,"Bubba Watson",29,258.4,1990695,214,"AverageGoingforitShotDistanceinYards",2008
71,71,"Steve Marino",32,258.5,1796261,193,"AverageGoingforitShotDistanceinYards",2008
72,72,"Ryuji Imada",25,258.8,913153,98,"AverageGoingforitShotDistanceinYards",2008
73,73,"Bill Haas",31,258.9,1882859,202,"AverageGoingforitShotDistanceinYards",2008
73,73,"Anthony Kim",22,258.9,1258088,135,"AverageGoingforitShotDistanceinYards",2008
75,75,"Tommy Gainey",24,259,979154,105,"AverageGoingforitShotDistanceinYards",2008
76,76,"Bob Estes",28,259.1,1063397,114,"AverageGoingforitShotDistanceinYards",2008
76,76,"Martin Laird",29,259.1,1800156,193,"AverageGoingforitShotDistanceinYards",2008
76,76,"Jeff Overton",32,259.1,1893517,203,"AverageGoingforitShotDistanceinYards",2008
79,79,"Jeff Gove",18,259.2,569287,61,"AverageGoingforitShotDistanceinYards",2008
79,79,"Tom Pernice Jr",30,259.2,1259815,135,"AverageGoingforitShotDistanceinYards",2008
81,81,"Matt Kuchar",27,259.3,718683,77,"AverageGoingforitShotDistanceinYards",2008
81,81,"Ryan Moore",24,259.3,1334776,143,"AverageGoingforitShotDistanceinYards",2008
83,83,"Steve Flesch",29,259.5,1121030,120,"AverageGoingforitShotDistanceinYards",2008
83,83,"Tim Herron",28,259.5,1448226,155,"AverageGoingforitShotDistanceinYards",2008
85,85,"John Mallinger",29,259.6,1028039,110,"AverageGoingforitShotDistanceinYards",2008
85,85,"DJ Trahan",27,259.6,1617017,173,"AverageGoingforitShotDistanceinYards",2008
87,87,"Mathias Gronberg",30,259.7,1663949,178,"AverageGoingforitShotDistanceinYards",2008
88,88,"Carlos Franco",25,260,1076248,115,"AverageGoingforitShotDistanceinYards",2008
88,88,"John Merrick",28,260,1394495,149,"AverageGoingforitShotDistanceinYards",2008
90,90,"Todd Hamilton",28,260.1,955242,102,"AverageGoingforitShotDistanceinYards",2008
90,90,"John Senden",28,260.1,1338770,143,"AverageGoingforitShotDistanceinYards",2008
92,92,"Freddie Jacobson",24,260.2,777505,83,"AverageGoingforitShotDistanceinYards",2008
92,92,"Bo Van Pelt",32,260.2,1686313,180,"AverageGoingforitShotDistanceinYards",2008
94,94,"Matt Jones",31,260.3,1695933,181,"AverageGoingforitShotDistanceinYards",2008
95,95,"JJ Henry",34,260.4,1368539,146,"AverageGoingforitShotDistanceinYards",2008
96,96,"Sergio Garcia",19,260.5,1115945,119,"AverageGoingforitShotDistanceinYards",2008
96,96,"Hunter Mahan",27,260.5,1247181,133,"AverageGoingforitShotDistanceinYards",2008
96,96,"Jesper Parnevik",29,260.5,1378414,147,"AverageGoingforitShotDistanceinYards",2008
99,99,"Brad Adamonis",29,260.6,1397620,149,"AverageGoingforitShotDistanceinYards",2008
99,99,"Jim McGovern",26,260.6,637959,68,"AverageGoingforitShotDistanceinYards",2008
99,99,"Vaughn Taylor",32,260.6,1257225,134,"AverageGoingforitShotDistanceinYards",2008
102,102,"Jason Allred",23,260.8,976257,104,"AverageGoingforitShotDistanceinYards",2008
103,103,"Brenden Pappas",24,260.9,1033126,110,"AverageGoingforitShotDistanceinYards",2008
103,103,"David Toms",20,260.9,807631,86,"AverageGoingforitShotDistanceinYards",2008
103,103,"Mark Wilson",29,260.9,1437038,153,"AverageGoingforitShotDistanceinYards",2008
107,107,"Robert Allenby",28,261,1700914,181,"AverageGoingforitShotDistanceinYards",2008
107,107,"Briny Baird",30,261,1278008,136,"AverageGoingforitShotDistanceinYards",2008
107,107,"Troy Matteson",30,261,1803702,192,"AverageGoingforitShotDistanceinYards",2008
107,107,"Andres Romero",20,261,1024094,109,"AverageGoingforitShotDistanceinYards",2008
111,111,"Angel Cabrera",17,261.2,912187,97,"AverageGoingforitShotDistanceinYards",2008
111,111,"Ben Curtis",22,261.2,865121,92,"AverageGoingforitShotDistanceinYards",2008
111,111,"Sean OHair",25,261.2,1156380,123,"AverageGoingforitShotDistanceinYards",2008
114,114,"Brandt Jobe",19,261.3,809046,86,"AverageGoingforitShotDistanceinYards",2008
114,114,"Kevin Na",29,261.3,1524165,162,"AverageGoingforitShotDistanceinYards",2008
114,114,"Joe Ogilvie",29,261.3,1523928,162,"AverageGoingforitShotDistanceinYards",2008
114,114,"Charles Warren",29,261.3,1777738,189,"AverageGoingforitShotDistanceinYards",2008
118,118,"Nick Flanagan",29,261.4,1581221,168,"AverageGoingforitShotDistanceinYards",2008
119,119,"Cliff Kresge",28,261.5,950796,101,"AverageGoingforitShotDistanceinYards",2008
119,119,"Adam Scott",15,261.5,790710,84,"AverageGoingforitShotDistanceinYards",2008
119,119,"Mike Weir",26,261.5,1007256,107,"AverageGoingforitShotDistanceinYards",2008
122,122,"Mathew Goggin",27,261.6,1798755,191,"AverageGoingforitShotDistanceinYards",2008
123,123,"Pat Perez",27,261.8,1649555,175,"AverageGoingforitShotDistanceinYards",2008
124,124,"Tommy Armour III",25,261.9,678904,72,"AverageGoingforitShotDistanceinYards",2008
124,124,"Nick OHern",26,261.9,584488,62,"AverageGoingforitShotDistanceinYards",2008
126,126,"Brett Rumford",26,262,839330,89,"AverageGoingforitShotDistanceinYards",2008
126,126,"Nick Watney",27,262,2253922,239,"AverageGoingforitShotDistanceinYards",2008
128,128,"Carl Pettersson",29,262.1,1424631,151,"AverageGoingforitShotDistanceinYards",2008
128,128,"Bob Tway",20,262.1,773655,82,"AverageGoingforitShotDistanceinYards",2008
130,130,"Aaron Baddeley",22,262.2,1246121,132,"AverageGoingforitShotDistanceinYards",2008
130,130,"Jeff Maggert",28,262.2,1265030,134,"AverageGoingforitShotDistanceinYards",2008
130,130,"Kenny Perry",26,262.2,1661224,176,"AverageGoingforitShotDistanceinYards",2008
133,133,"Shane Bertsch",29,262.3,934660,99,"AverageGoingforitShotDistanceinYards",2008
133,133,"Charles Howell III",31,262.3,1822199,193,"AverageGoingforitShotDistanceinYards",2008
133,133,"Scott McCarron",22,262.3,896954,95,"AverageGoingforitShotDistanceinYards",2008
133,133,"Kevin Streelman",32,262.3,1917125,203,"AverageGoingforitShotDistanceinYards",2008
137,137,"Billy Mayfair",29,262.4,1360259,144,"AverageGoingforitShotDistanceinYards",2008
138,138,"Parker McLachlin",27,262.5,1256921,133,"AverageGoingforitShotDistanceinYards",2008
139,139,"Chez Reavie",30,262.6,1058616,112,"AverageGoingforitShotDistanceinYards",2008
140,140,"Brian Gay",31,262.7,671452,71,"AverageGoingforitShotDistanceinYards",2008
141,141,"Robert Garrigus",29,262.8,2393321,253,"AverageGoingforitShotDistanceinYards",2008
142,142,"Woody Austin",30,262.9,1599551,169,"AverageGoingforitShotDistanceinYards",2008
143,143,"David Lutterus",23,263,710156,75,"AverageGoingforitShotDistanceinYards",2008
144,144,"Marco Dawson",21,263.1,700966,74,"AverageGoingforitShotDistanceinYards",2008
144,144,"Frank Lickliter II",32,263.1,1695163,179,"AverageGoingforitShotDistanceinYards",2008
144,144,"Kyle Thompson",26,263.1,748238,79,"AverageGoingforitShotDistanceinYards",2008
147,147,"Cameron Beckman",29,263.2,947350,100,"AverageGoingforitShotDistanceinYards",2008
147,147,"Phil Mickelson",21,263.2,1364529,144,"AverageGoingforitShotDistanceinYards",2008
149,149,"Scott Verplank",24,263.3,909887,96,"AverageGoingforitShotDistanceinYards",2008
150,150,"Eric Axley",35,263.4,1526864,161,"AverageGoingforitShotDistanceinYards",2008
151,151,"Mark Hensby",26,263.6,1148158,121,"AverageGoingforitShotDistanceinYards",2008
152,152,"Rod Pampling",28,263.7,1290894,136,"AverageGoingforitShotDistanceinYards",2008
152,152,"Rory Sabbatini",23,263.7,1148852,121,"AverageGoingforitShotDistanceinYards",2008
152,152,"Kevin Sutherland",26,263.7,1623044,171,"AverageGoingforitShotDistanceinYards",2008
155,155,"Robert Gamez",26,263.8,949834,100,"AverageGoingforitShotDistanceinYards",2008
155,155,"Jay Williamson",33,263.8,921288,97,"AverageGoingforitShotDistanceinYards",2008
157,157,"Charley Hoffman",29,263.9,1880866,198,"AverageGoingforitShotDistanceinYards",2008
158,158,"Jin Park",30,264,684176,72,"AverageGoingforitShotDistanceinYards",2008
159,159,"Bob Sowards",22,264.3,932326,98,"AverageGoingforitShotDistanceinYards",2008
160,160,"Alejandro Canizares",16,264.4,637658,67,"AverageGoingforitShotDistanceinYards",2008
160,160,"Steve Lowery",25,264.4,1247135,131,"AverageGoingforitShotDistanceinYards",2008
160,160,"Ryan Palmer",22,264.4,1104063,116,"AverageGoingforitShotDistanceinYards",2008
163,163,"Jon Mills",32,264.5,1380862,145,"AverageGoingforitShotDistanceinYards",2008
164,164,"Tom Lehman",17,264.6,581082,61,"AverageGoingforitShotDistanceinYards",2008
165,165,"Justin Bolli",28,264.7,1029271,108,"AverageGoingforitShotDistanceinYards",2008
165,165,"Brian Davis",34,264.7,1391390,146,"AverageGoingforitShotDistanceinYards",2008
165,165,"Ted Purdy",25,264.7,1172138,123,"AverageGoingforitShotDistanceinYards",2008
168,168,"John Rollins",28,264.8,1401502,147,"AverageGoingforitShotDistanceinYards",2008
169,169,"Nicholas Thompson",36,264.9,2078945,218,"AverageGoingforitShotDistanceinYards",2008
170,170,"Rich Beem",29,265.1,1403046,147,"AverageGoingforitShotDistanceinYards",2008
170,170,"James Driscoll",28,265.1,1650909,173,"AverageGoingforitShotDistanceinYards",2008
170,170,"Peter Lonard",30,265.1,1259828,132,"AverageGoingforitShotDistanceinYards",2008
173,173,"Jonathan Byrd",27,265.2,1527759,160,"AverageGoingforitShotDistanceinYards",2008
173,173,"Brett Quigley",25,265.2,1269543,133,"AverageGoingforitShotDistanceinYards",2008
175,175,"Alex Cejka",25,265.5,812277,85,"AverageGoingforitShotDistanceinYards",2008
176,176,"Chad Collins",24,265.6,870054,91,"AverageGoingforitShotDistanceinYards",2008
176,176,"Corey Pavin",20,265.6,382457,40,"AverageGoingforitShotDistanceinYards",2008
176,176,"Kevin Stadler",30,265.6,1453404,152,"AverageGoingforitShotDistanceinYards",2008
179,179,"Tag Ridings",29,265.8,1875186,196,"AverageGoingforitShotDistanceinYards",2008
180,180,"JP Hayes",26,266.2,776262,81,"AverageGoingforitShotDistanceinYards",2008
180,180,"Charlie Wi",27,266.2,1389604,145,"AverageGoingforitShotDistanceinYards",2008
182,182,"Heath Slocum",29,266.6,892503,93,"AverageGoingforitShotDistanceinYards",2008
183,183,"Jason Day",28,267.4,1742125,181,"AverageGoingforitShotDistanceinYards",2008
183,183,"Rocco Mediate",27,267.4,1068393,111,"AverageGoingforitShotDistanceinYards",2008
185,185,"Brad Elder",23,267.5,828287,86,"AverageGoingforitShotDistanceinYards",2008
186,186,"Shigeki Maruyama",18,267.6,462493,48,"AverageGoingforitShotDistanceinYards",2008
187,187,"Steve Allan",21,267.8,1205135,125,"AverageGoingforitShotDistanceinYards",2008
188,188,"Paul Goydos",25,267.9,684802,71,"AverageGoingforitShotDistanceinYards",2008
189,189,"Paul Claxton",23,268.7,570716,59,"AverageGoingforitShotDistanceinYards",2008
190,190,"Harrison Frazar",23,268.8,1345249,139,"AverageGoingforitShotDistanceinYards",2008
191,191,"Chris Riley",17,269,561702,58,"AverageGoingforitShotDistanceinYards",2008
192,192,"Johnson Wagner",26,269.2,1182496,122,"AverageGoingforitShotDistanceinYards",2008
193,193,"Stephen Leaney",17,269.5,320182,33,"AverageGoingforitShotDistanceinYards",2008
194,194,"Kenneth Ferrie",25,269.7,1145888,118,"AverageGoingforitShotDistanceinYards",2008
195,195,"Nathan Green",30,269.8,1690177,174,"AverageGoingforitShotDistanceinYards",2008
195,195,"Dudley Hart",22,269.8,786683,81,"AverageGoingforitShotDistanceinYards",2008
197,197,"Steve Elkington",25,273.9,995844,101,"AverageGoingforitShotDistanceinYards",2008
