"BestYTDStreakwoa3Putt_RANKTHISWEEK_2016","BestYTDStreakwoa3Putt_RANKLASTWEEK_2016","BestYTDStreakwoa3Putt_PLAYERNAME_2016","BestYTDStreakwoa3Putt_EVENTS_2016","BestYTDStreakwoa3Putt_BESTSTREAK_2016","BestYTDStreakwoa3Putt_CURRENTSTREAK_2016","stat_name","year"
344,342,"Miguel Suarez",1,34,34,"BestYTDStreakwoa3Putt",2016
348,346,"Brad Dalke",1,33,2,"BestYTDStreakwoa3Putt",2016
348,346,"David Duval",1,33,33,"BestYTDStreakwoa3Putt",2016
348,346,"Jorge Fernandez Valdes",1,33,33,"BestYTDStreakwoa3Putt",2016
351,349,"Joe Affrunti",2,32,30,"BestYTDStreakwoa3Putt",2016
351,349,"Gavin Coles",1,32,3,"BestYTDStreakwoa3Putt",2016
351,349,"Charlie Danielson",1,32,21,"BestYTDStreakwoa3Putt",2016
351,349,"Jason Schmuhl",1,32,1,"BestYTDStreakwoa3Putt",2016
351,349,"Zach Wright",1,32,3,"BestYTDStreakwoa3Putt",2016
356,354,"Darren Clarke",2,31,1,"BestYTDStreakwoa3Putt",2016
356,354,"Case Cochran",1,31,NA,"BestYTDStreakwoa3Putt",2016
356,354,"Ben Geyer",1,31,4,"BestYTDStreakwoa3Putt",2016
356,354,"Steven Jeffress",1,31,14,"BestYTDStreakwoa3Putt",2016
356,354,"Robby Ormand",1,31,4,"BestYTDStreakwoa3Putt",2016
356,354,"Benjamin Taylor",1,31,31,"BestYTDStreakwoa3Putt",2016
362,361,"Martin Flores",1,30,23,"BestYTDStreakwoa3Putt",2016
362,361,"Byron Meth",1,30,30,"BestYTDStreakwoa3Putt",2016
362,NA,"Corey Nagy",1,30,1,"BestYTDStreakwoa3Putt",2016
362,361,"Jonathan Randolph",1,30,5,"BestYTDStreakwoa3Putt",2016
366,364,"Mardan Mamat",1,29,7,"BestYTDStreakwoa3Putt",2016
366,364,"Parker McLachlin",1,29,29,"BestYTDStreakwoa3Putt",2016
366,364,"Alan Morin",2,29,27,"BestYTDStreakwoa3Putt",2016
366,364,"Brett Quigley",1,29,18,"BestYTDStreakwoa3Putt",2016
366,364,"Clayton Rask",1,29,29,"BestYTDStreakwoa3Putt",2016
366,364,"Tom Watson",1,29,29,"BestYTDStreakwoa3Putt",2016
366,364,"Casey Wittenberg",1,29,29,"BestYTDStreakwoa3Putt",2016
373,371,"Hyung Sung Kim",1,28,28,"BestYTDStreakwoa3Putt",2016
373,371,"Romain Langasque",1,28,28,"BestYTDStreakwoa3Putt",2016
373,371,"Cory Renfrew",1,28,6,"BestYTDStreakwoa3Putt",2016
376,374,"Connor Arendell",1,27,3,"BestYTDStreakwoa3Putt",2016
376,374,"Arjun Atwal",1,27,8,"BestYTDStreakwoa3Putt",2016
376,374,"Derek Bard",1,27,27,"BestYTDStreakwoa3Putt",2016
376,374,"John Daly",1,27,8,"BestYTDStreakwoa3Putt",2016
376,374,"Jack Maguire",2,27,24,"BestYTDStreakwoa3Putt",2016
376,374,"JJ Spaun",1,27,8,"BestYTDStreakwoa3Putt",2016
376,374,"Adam Svensson",2,27,2,"BestYTDStreakwoa3Putt",2016
383,381,"Mark Brooks",1,26,13,"BestYTDStreakwoa3Putt",2016
383,381,"Jacob Eggers",1,26,7,"BestYTDStreakwoa3Putt",2016
383,381,"Tommy Fleetwood",1,26,1,"BestYTDStreakwoa3Putt",2016
383,381,"Oscar Fraustro",1,26,2,"BestYTDStreakwoa3Putt",2016
387,385,"Matt Mabrey",1,25,10,"BestYTDStreakwoa3Putt",2016
387,385,"Mark OMeara",1,25,5,"BestYTDStreakwoa3Putt",2016
387,385,"Garrett Okamura",1,25,25,"BestYTDStreakwoa3Putt",2016
387,385,"Yoshio Yamamoto",1,25,25,"BestYTDStreakwoa3Putt",2016
391,389,"Dean Burmester",1,24,18,"BestYTDStreakwoa3Putt",2016
391,NA,"Mackenzie Hughes",1,24,7,"BestYTDStreakwoa3Putt",2016
391,389,"Tim Yelverton",1,24,11,"BestYTDStreakwoa3Putt",2016
394,391,"Chris Baker",1,23,12,"BestYTDStreakwoa3Putt",2016
394,391,"Wil Bateman",1,23,23,"BestYTDStreakwoa3Putt",2016
394,391,"Austin Cook",1,23,6,"BestYTDStreakwoa3Putt",2016
394,391,"Eric Hallberg",1,23,23,"BestYTDStreakwoa3Putt",2016
394,391,"Michael Schoolcraft",1,23,12,"BestYTDStreakwoa3Putt",2016
394,391,"Xinjun Zhang",1,23,15,"BestYTDStreakwoa3Putt",2016
400,397,"Zecheng Dou",1,22,19,"BestYTDStreakwoa3Putt",2016
400,397,"Sandy Lyle",1,22,NA,"BestYTDStreakwoa3Putt",2016
400,397,"Curtis Reed",1,22,10,"BestYTDStreakwoa3Putt",2016
400,397,"Tim Weinhart",1,22,7,"BestYTDStreakwoa3Putt",2016
400,397,"Brett Wetterich",1,22,22,"BestYTDStreakwoa3Putt",2016
400,397,"Scott Wolfes",1,22,6,"BestYTDStreakwoa3Putt",2016
406,403,"Dennis Downs",1,21,5,"BestYTDStreakwoa3Putt",2016
406,NA,"Ethan Tracy",1,21,5,"BestYTDStreakwoa3Putt",2016
408,404,"Max Alverio",1,20,4,"BestYTDStreakwoa3Putt",2016
408,404,"Edward Figueroa",1,20,1,"BestYTDStreakwoa3Putt",2016
408,404,"Jordan Payne",1,20,15,"BestYTDStreakwoa3Putt",2016
408,404,"Dalton Ward",1,20,20,"BestYTDStreakwoa3Putt",2016
412,408,"Mark Anderson",1,18,2,"BestYTDStreakwoa3Putt",2016
412,408,"Cory Cooper",1,18,18,"BestYTDStreakwoa3Putt",2016
412,408,"Nacho Elvira",1,18,18,"BestYTDStreakwoa3Putt",2016
412,408,"David Hronek",1,18,17,"BestYTDStreakwoa3Putt",2016
412,408,"Marty Jertson",1,18,18,"BestYTDStreakwoa3Putt",2016
417,413,"Renato Paratore",1,17,17,"BestYTDStreakwoa3Putt",2016
418,414,"David Skinns",1,16,3,"BestYTDStreakwoa3Putt",2016
419,415,"Rod Perry",1,15,15,"BestYTDStreakwoa3Putt",2016
419,415,"David Solomon",1,15,15,"BestYTDStreakwoa3Putt",2016
419,415,"Fabrizio Zanotti",1,15,6,"BestYTDStreakwoa3Putt",2016
422,418,"Denny McCarthy",1,14,13,"BestYTDStreakwoa3Putt",2016
422,418,"Jon McLean",1,14,13,"BestYTDStreakwoa3Putt",2016
422,NA,"Blake Olson",1,14,9,"BestYTDStreakwoa3Putt",2016
422,418,"Charlie Wi",1,14,14,"BestYTDStreakwoa3Putt",2016
422,418,"Ian Woosnam",1,14,4,"BestYTDStreakwoa3Putt",2016
427,422,"Mark Blakefield",1,13,13,"BestYTDStreakwoa3Putt",2016
427,422,"Paul Chaplet",1,13,7,"BestYTDStreakwoa3Putt",2016
427,422,"Brian Maurer",1,13,12,"BestYTDStreakwoa3Putt",2016
430,425,"Sammy Schmitz",1,12,7,"BestYTDStreakwoa3Putt",2016
431,426,"SJ Park",1,11,6,"BestYTDStreakwoa3Putt",2016
432,427,"John Mallinger",1,10,10,"BestYTDStreakwoa3Putt",2016
433,428,"Jeff Karlsson",1,9,2,"BestYTDStreakwoa3Putt",2016
434,429,"Cheng Jin",1,8,8,"BestYTDStreakwoa3Putt",2016
