"MoneyLeaders_RANKTHISWEEK_2007","MoneyLeaders_RANKLASTWEEK_2007","MoneyLeaders_PLAYERNAME_2007","MoneyLeaders_EVENTS_2007","MoneyLeaders_MONEY_2007","MoneyLeaders_YTDVICTORIES_2007","stat_name","year"
1,1,"Tiger Woods",16,10867052,7,"MoneyLeaders",2007
2,2,"Phil Mickelson",22,5819988,3,"MoneyLeaders",2007
3,3,"Vijay Singh",27,4728376,2,"MoneyLeaders",2007
4,4,"Steve Stricker",23,4663077,1,"MoneyLeaders",2007
5,5,"KJ Choi",25,4587859,2,"MoneyLeaders",2007
6,6,"Rory Sabbatini",23,4550040,1,"MoneyLeaders",2007
7,7,"Jim Furyk",23,4154046,1,"MoneyLeaders",2007
8,8,"Zach Johnson",23,3922338,2,"MoneyLeaders",2007
9,9,"Sergio Garcia",19,3721185,NA,"MoneyLeaders",2007
10,10,"Aaron Baddeley",23,3441119,1,"MoneyLeaders",2007
11,11,"Adam Scott",19,3413185,1,"MoneyLeaders",2007
12,12,"Scott Verplank",23,3114289,1,"MoneyLeaders",2007
13,13,"Mark Calcavecchia",28,2993332,1,"MoneyLeaders",2007
14,14,"Geoff Ogilvy",22,2943203,NA,"MoneyLeaders",2007
15,15,"Woody Austin",27,2887596,1,"MoneyLeaders",2007
16,16,"Hunter Mahan",27,2858995,1,"MoneyLeaders",2007
17,17,"Brandt Snedeker",29,2836643,1,"MoneyLeaders",2007
18,18,"Charles Howell III",26,2832091,1,"MoneyLeaders",2007
19,19,"Justin Rose",16,2705875,NA,"MoneyLeaders",2007
20,20,"Ernie Els",16,2705715,NA,"MoneyLeaders",2007
21,21,"Padraig Harrington",18,2658283,1,"MoneyLeaders",2007
22,22,"Tim Clark",19,2615152,NA,"MoneyLeaders",2007
23,23,"Boo Weekley",29,2613211,1,"MoneyLeaders",2007
24,24,"John Rollins",29,2488891,NA,"MoneyLeaders",2007
25,25,"Stewart Cink",25,2483146,NA,"MoneyLeaders",2007
26,26,"Steve Flesch",31,2288899,2,"MoneyLeaders",2007
27,27,"Robert Allenby",28,2219538,NA,"MoneyLeaders",2007
28,28,"Brett Wetterich",28,2208282,NA,"MoneyLeaders",2007
29,29,"Luke Donald",20,2190053,NA,"MoneyLeaders",2007
30,30,"Heath Slocum",28,2184379,NA,"MoneyLeaders",2007
31,31,"Stephen Ames",23,2103426,1,"MoneyLeaders",2007
32,32,"David Toms",22,2095837,NA,"MoneyLeaders",2007
33,33,"Justin Leonard",29,2079248,1,"MoneyLeaders",2007
34,34,"Carl Pettersson",31,2040938,NA,"MoneyLeaders",2007
35,35,"Mike Weir",23,1986053,1,"MoneyLeaders",2007
36,36,"Jerry Kelly",28,1978034,NA,"MoneyLeaders",2007
37,37,"Ken Duke",31,1927102,NA,"MoneyLeaders",2007
38,38,"Sean OHair",28,1921226,NA,"MoneyLeaders",2007
39,39,"John Senden",27,1899558,NA,"MoneyLeaders",2007
40,40,"Henrik Stenson",15,1897554,1,"MoneyLeaders",2007
41,41,"Camilo Villegas",24,1866961,NA,"MoneyLeaders",2007
42,42,"Jonathan Byrd",23,1854906,1,"MoneyLeaders",2007
43,43,"Nick Watney",26,1838629,1,"MoneyLeaders",2007
44,44,"Billy Mayfair",30,1814518,NA,"MoneyLeaders",2007
45,45,"Stuart Appleby",24,1803385,NA,"MoneyLeaders",2007
46,46,"Trevor Immelman",21,1801647,NA,"MoneyLeaders",2007
47,47,"Arron Oberholser",21,1797458,NA,"MoneyLeaders",2007
48,48,"Daniel Chopra",34,1755110,1,"MoneyLeaders",2007
49,49,"Chad Campbell",28,1701242,1,"MoneyLeaders",2007
50,50,"Charley Hoffman",30,1689366,1,"MoneyLeaders",2007
51,51,"John Mallinger",29,1681764,NA,"MoneyLeaders",2007
52,52,"Pat Perez",27,1678295,NA,"MoneyLeaders",2007
53,53,"Lucas Glover",29,1664167,NA,"MoneyLeaders",2007
54,54,"Angel Cabrera",14,1661106,1,"MoneyLeaders",2007
55,55,"Bubba Watson",26,1654807,NA,"MoneyLeaders",2007
56,56,"Mark Wilson",25,1637112,1,"MoneyLeaders",2007
57,57,"Jeff Quinney",29,1612056,NA,"MoneyLeaders",2007
58,58,"Bo Van Pelt",30,1559181,NA,"MoneyLeaders",2007
59,59,"Ryan Moore",28,1554901,NA,"MoneyLeaders",2007
60,60,"Anthony Kim",26,1545195,NA,"MoneyLeaders",2007
61,61,"George McNeill",30,1504627,1,"MoneyLeaders",2007
62,62,"Rod Pampling",25,1475970,NA,"MoneyLeaders",2007
63,63,"Freddie Jacobson",20,1469541,NA,"MoneyLeaders",2007
64,64,"Ian Poulter",18,1431390,NA,"MoneyLeaders",2007
65,65,"Ryuji Imada",32,1414864,NA,"MoneyLeaders",2007
66,66,"Nathan Green",29,1380317,NA,"MoneyLeaders",2007
67,67,"Kevin Sutherland",25,1351942,NA,"MoneyLeaders",2007
68,68,"Nick OHern",22,1342391,NA,"MoneyLeaders",2007
69,69,"Joe Ogilvie",31,1339153,1,"MoneyLeaders",2007
70,70,"Vaughn Taylor",28,1313353,NA,"MoneyLeaders",2007
71,71,"Brian Davis",28,1289207,NA,"MoneyLeaders",2007
72,72,"Jose Coceres",17,1287843,NA,"MoneyLeaders",2007
73,73,"Troy Matteson",26,1282421,NA,"MoneyLeaders",2007
74,74,"Robert Garrigus",28,1260010,NA,"MoneyLeaders",2007
75,75,"Peter Lonard",27,1259881,NA,"MoneyLeaders",2007
