"PercentageofAvailablePurseWon_RANKTHISWEEK_2013","PercentageofAvailablePurseWon_RANKLASTWEEK_2013","PercentageofAvailablePurseWon_PLAYERNAME_2013","PercentageofAvailablePurseWon_EVENTS_2013","PercentageofAvailablePurseWon_Pct_2013","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2013","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2013","stat_name","year"
1,1,"Tiger Woods",16,6.88,8553438,124250000,"PercentageofAvailablePurseWon",2013
2,2,"Henrik Stenson",18,4.83,6388228,132200000,"PercentageofAvailablePurseWon",2013
3,3,"Steve Stricker",13,4.43,4440531,100250000,"PercentageofAvailablePurseWon",2013
4,4,"Adam Scott",16,3.93,4892607,124550000,"PercentageofAvailablePurseWon",2013
5,5,"Phil Mickelson",21,3.59,5495791,153100000,"PercentageofAvailablePurseWon",2013
6,6,"Matt Kuchar",23,3.39,5616807,165650000,"PercentageofAvailablePurseWon",2013
7,7,"Brandt Snedeker",23,3.33,5318086,159850000,"PercentageofAvailablePurseWon",2013
8,8,"Justin Rose",17,3.17,4146147,130850000,"PercentageofAvailablePurseWon",2013
9,9,"Jordan Spieth",23,2.57,3879817,151100000,"PercentageofAvailablePurseWon",2013
10,10,"Zach Johnson",24,2.41,4044507,168050000,"PercentageofAvailablePurseWon",2013
11,11,"Jason Day",21,2.33,3625026,155450000,"PercentageofAvailablePurseWon",2013
12,12,"Keegan Bradley",25,2.04,3636810,178550000,"PercentageofAvailablePurseWon",2013
13,13,"Shane Bertsch",1,2,112000,5600000,"PercentageofAvailablePurseWon",2013
13,13,"Danny Lee",1,2,112000,5600000,"PercentageofAvailablePurseWon",2013
15,15,"Jim Furyk",22,1.99,3204778,161250000,"PercentageofAvailablePurseWon",2013
15,15,"Miguel Angel Jimenez",3,1.99,491546,24750000,"PercentageofAvailablePurseWon",2013
17,17,"Billy Horschel",26,1.98,3501701,177050000,"PercentageofAvailablePurseWon",2013
18,18,"Jason Dufner",22,1.95,3132266,160950000,"PercentageofAvailablePurseWon",2013
19,19,"Bill Haas",25,1.94,3475561,179150000,"PercentageofAvailablePurseWon",2013
20,20,"Dustin Johnson",22,1.85,2963212,159950000,"PercentageofAvailablePurseWon",2013
21,21,"Kevin Streelman",25,1.82,3088281,169750000,"PercentageofAvailablePurseWon",2013
22,22,"Jonathan Randolph",1,1.8,54000,3e+06,"PercentageofAvailablePurseWon",2013
23,23,"Graeme McDowell",16,1.78,2174593,121950000,"PercentageofAvailablePurseWon",2013
24,24,"Franklin Corpening",1,1.75,112000,6400000,"PercentageofAvailablePurseWon",2013
25,25,"Sergio Garcia",17,1.73,2251136,130050000,"PercentageofAvailablePurseWon",2013
26,26,"Hunter Mahan",25,1.71,3036163,177800000,"PercentageofAvailablePurseWon",2013
27,27,"Graham DeLaet",26,1.66,2834897,171200000,"PercentageofAvailablePurseWon",2013
27,27,"Webb Simpson",25,1.66,2957579,177850000,"PercentageofAvailablePurseWon",2013
29,29,"Hideki Matsuyama",7,1.57,771638,49250000,"PercentageofAvailablePurseWon",2013
29,29,"Charl Schwartzel",19,1.57,2256721,143450000,"PercentageofAvailablePurseWon",2013
31,31,"Boo Weekley",27,1.55,2786659,179250000,"PercentageofAvailablePurseWon",2013
32,32,"Luke Donald",17,1.49,1930645,129450000,"PercentageofAvailablePurseWon",2013
33,33,"Rory McIlroy",16,1.46,1802441,123050000,"PercentageofAvailablePurseWon",2013
33,33,"Lee Westwood",19,1.46,2081729,142250000,"PercentageofAvailablePurseWon",2013
35,35,"Ian Poulter",16,1.42,1723461,121650000,"PercentageofAvailablePurseWon",2013
36,36,"DA Points",28,1.4,2658886,189650000,"PercentageofAvailablePurseWon",2013
37,37,"Nick Watney",26,1.34,2477637,184350000,"PercentageofAvailablePurseWon",2013
38,38,"Jimmy Walker",24,1.32,2117569,160200000,"PercentageofAvailablePurseWon",2013
39,39,"Woody Austin",8,1.31,568800,43400000,"PercentageofAvailablePurseWon",2013
40,40,"Harris English",26,1.27,2201163,173350000,"PercentageofAvailablePurseWon",2013
41,41,"Jonas Blixt",24,1.26,2027515,161350000,"PercentageofAvailablePurseWon",2013
42,42,"John Merrick",23,1.23,1969476,1.6e+08,"PercentageofAvailablePurseWon",2013
43,43,"Angel Cabrera",21,1.22,1791181,146950000,"PercentageofAvailablePurseWon",2013
43,43,"Peter Lonard",1,1.22,36666,3e+06,"PercentageofAvailablePurseWon",2013
43,43,"Patrick Reed",26,1.22,1961518,160300000,"PercentageofAvailablePurseWon",2013
43,43,"Paul Stankowski",1,1.22,36666,3e+06,"PercentageofAvailablePurseWon",2013
47,47,"Martin Laird",21,1.2,1755393,146650000,"PercentageofAvailablePurseWon",2013
48,48,"Eduardo De La Riva",1,1.19,95043,8e+06,"PercentageofAvailablePurseWon",2013
49,49,"Russell Henley",24,1.17,2008023,171350000,"PercentageofAvailablePurseWon",2013
49,49,"Gary Woodland",26,1.17,1915730,164400000,"PercentageofAvailablePurseWon",2013
51,51,"Roberto Castro",29,1.16,2154895,185300000,"PercentageofAvailablePurseWon",2013
51,51,"David Lingmerth",23,1.16,1748108,150800000,"PercentageofAvailablePurseWon",2013
53,53,"Bubba Watson",21,1.14,1759274,153950000,"PercentageofAvailablePurseWon",2013
54,54,"Rickie Fowler",22,1.13,1816740,160450000,"PercentageofAvailablePurseWon",2013
54,54,"Matt Jones",24,1.13,1724706,152800000,"PercentageofAvailablePurseWon",2013
54,54,"Chris Kirk",24,1.13,1728615,153200000,"PercentageofAvailablePurseWon",2013
57,57,"Charles Howell III",26,1.1,1877385,170900000,"PercentageofAvailablePurseWon",2013
58,58,"Michael Thompson",22,1.09,1707636,156300000,"PercentageofAvailablePurseWon",2013
59,59,"Mathew Goggin",1,1.08,86579,8e+06,"PercentageofAvailablePurseWon",2013
60,60,"Scott Piercy",24,1.07,1830083,171450000,"PercentageofAvailablePurseWon",2013
61,61,"Ryan Palmer",22,1.05,1521591,145500000,"PercentageofAvailablePurseWon",2013
62,62,"Charley Hoffman",23,1.04,1582423,152600000,"PercentageofAvailablePurseWon",2013
62,62,"David Lynn",22,1.04,1633253,157250000,"PercentageofAvailablePurseWon",2013
64,64,"Sangmoon Bae",26,1.01,1714637,170550000,"PercentageofAvailablePurseWon",2013
