"PuttsperRoundRound1_RANKTHISWEEK_2006","PuttsperRoundRound1_RANKLASTWEEK_2006","PuttsperRoundRound1_PLAYERNAME_2006","PuttsperRoundRound1__2006","PuttsperRoundRound1_AVG_2006","PuttsperRoundRound1_TOTALPUTTS_2006","PuttsperRoundRound1_TOTALROUNDS_2006","stat_name","year"
1,1,"Olin Browne",NA,27.79,806,29,"PuttsperRoundRound1",2006
2,2,"David Howell",NA,27.83,334,12,"PuttsperRoundRound1",2006
3,3,"Aaron Baddeley",NA,27.88,669,24,"PuttsperRoundRound1",2006
4,4,"Nathan Green",NA,27.97,811,29,"PuttsperRoundRound1",2006
5,5,"Steve Stricker",NA,28,448,16,"PuttsperRoundRound1",2006
6,6,"Ernie Els",NA,28.06,449,16,"PuttsperRoundRound1",2006
7,7,"Harrison Frazar",NA,28.07,786,28,"PuttsperRoundRound1",2006
8,8,"Daniel Chopra",NA,28.09,899,32,"PuttsperRoundRound1",2006
9,9,"Brian Gay",NA,28.1,871,31,"PuttsperRoundRound1",2006
10,10,"Ryan Moore",NA,28.19,592,21,"PuttsperRoundRound1",2006
11,11,"John Huston",NA,28.21,677,24,"PuttsperRoundRound1",2006
12,12,"Greg Chalmers",NA,28.22,762,27,"PuttsperRoundRound1",2006
13,13,"Mark OMeara",NA,28.24,480,17,"PuttsperRoundRound1",2006
14,14,"Rod Pampling",NA,28.32,623,22,"PuttsperRoundRound1",2006
15,15,"Doug Barron",NA,28.33,765,27,"PuttsperRoundRound1",2006
15,15,"Tim Clark",NA,28.33,595,21,"PuttsperRoundRound1",2006
15,15,"Ben Crane",NA,28.33,680,24,"PuttsperRoundRound1",2006
18,18,"Phil Mickelson",NA,28.41,483,17,"PuttsperRoundRound1",2006
19,19,"John Rollins",NA,28.44,768,27,"PuttsperRoundRound1",2006
20,20,"Brent Geiberger",NA,28.45,825,29,"PuttsperRoundRound1",2006
20,20,"Lucas Glover",NA,28.45,825,29,"PuttsperRoundRound1",2006
22,22,"Paul Azinger",NA,28.48,826,29,"PuttsperRoundRound1",2006
22,22,"Robert Damron",NA,28.48,883,31,"PuttsperRoundRound1",2006
22,22,"Dean Wilson",NA,28.48,940,33,"PuttsperRoundRound1",2006
25,25,"Padraig Harrington",NA,28.5,399,14,"PuttsperRoundRound1",2006
25,25,"Jesper Parnevik",NA,28.5,684,24,"PuttsperRoundRound1",2006
27,27,"Kirk Triplett",NA,28.53,485,17,"PuttsperRoundRound1",2006
28,28,"Chris Riley",NA,28.54,742,26,"PuttsperRoundRound1",2006
29,29,"Jeff Sluman",NA,28.55,828,29,"PuttsperRoundRound1",2006
30,30,"Mike Weir",NA,28.57,657,23,"PuttsperRoundRound1",2006
31,31,"Marco Dawson",NA,28.59,772,27,"PuttsperRoundRound1",2006
32,32,"Hidemichi Tanaka",NA,28.6,858,30,"PuttsperRoundRound1",2006
33,33,"Jim Furyk",NA,28.61,658,23,"PuttsperRoundRound1",2006
33,33,"Bo Van Pelt",NA,28.61,801,28,"PuttsperRoundRound1",2006
35,35,"Davis Love III",NA,28.62,601,21,"PuttsperRoundRound1",2006
35,35,"Vijay Singh",NA,28.62,744,26,"PuttsperRoundRound1",2006
37,37,"Geoff Ogilvy",NA,28.63,544,19,"PuttsperRoundRound1",2006
37,37,"DA Points",NA,28.63,773,27,"PuttsperRoundRound1",2006
39,39,"Bubba Watson",NA,28.64,716,25,"PuttsperRoundRound1",2006
40,40,"David Duval",NA,28.65,659,23,"PuttsperRoundRound1",2006
41,41,"Skip Kendall",NA,28.68,631,22,"PuttsperRoundRound1",2006
41,41,"Len Mattiace",NA,28.68,631,22,"PuttsperRoundRound1",2006
