"Puttingfrom8_RANKTHISWEEK_2005","Puttingfrom8_RANKLASTWEEK_2005","Puttingfrom8_PLAYERNAME_2005","Puttingfrom8_ROUNDS_2005","Puttingfrom8_PctMADE_2005","Puttingfrom8_ATTEMPTS_2005","Puttingfrom8_PUTTSMADE_2005","stat_name","year"
1,1,"David Toms",87,70.91,55,39,"Puttingfrom8",2005
2,2,"Nick Watney",91,68.97,58,40,"Puttingfrom8",2005
3,3,"Rory Sabbatini",81,66.67,39,26,"Puttingfrom8",2005
4,4,"Stephen Ames",82,66,50,33,"Puttingfrom8",2005
5,5,"Mark OMeara",66,65.79,38,25,"Puttingfrom8",2005
6,6,"Brenden Pappas",51,65.71,35,23,"Puttingfrom8",2005
7,7,"Sergio Garcia",73,65.63,32,21,"Puttingfrom8",2005
8,8,"Danny Briggs",70,65.52,58,38,"Puttingfrom8",2005
9,9,"Tim Herron",100,65.22,69,45,"Puttingfrom8",2005
10,10,"Tom Byrum",83,65,60,39,"Puttingfrom8",2005
11,11,"Tom Pernice Jr",111,64.47,76,49,"Puttingfrom8",2005
12,12,"Ben Curtis",65,64.44,45,29,"Puttingfrom8",2005
13,13,"Gavin Coles",70,64.41,59,38,"Puttingfrom8",2005
14,14,"Arjun Atwal",65,64.06,64,41,"Puttingfrom8",2005
15,15,"Ben Crane",78,63.79,58,37,"Puttingfrom8",2005
16,16,"Brian Gay",101,63.49,63,40,"Puttingfrom8",2005
17,17,"Joe Ogilvie",103,63.16,76,48,"Puttingfrom8",2005
18,18,"Olin Browne",99,63.08,65,41,"Puttingfrom8",2005
19,19,"Mark Brooks",72,63.04,46,29,"Puttingfrom8",2005
20,20,"Jeff Sluman",94,62.5,64,40,"Puttingfrom8",2005
21,21,"Skip Kendall",80,62.3,61,38,"Puttingfrom8",2005
22,22,"Tjaart van der Walt",56,62.16,37,23,"Puttingfrom8",2005
23,23,"Ryan Palmer",101,61.97,71,44,"Puttingfrom8",2005
24,24,"Scott Verplank",87,61.9,63,39,"Puttingfrom8",2005
25,25,"Dan Forsman",52,61.76,34,21,"Puttingfrom8",2005
26,26,"Davis Love III",80,61.7,47,29,"Puttingfrom8",2005
27,27,"Jason Allred",75,61.67,60,37,"Puttingfrom8",2005
28,28,"Duffy Waldorf",86,61.54,52,32,"Puttingfrom8",2005
29,29,"Scott Gutschewski",86,61.4,57,35,"Puttingfrom8",2005
30,30,"Charlie Wi",67,61.36,44,27,"Puttingfrom8",2005
31,31,"Chris DiMarco",83,60.71,56,34,"Puttingfrom8",2005
32,32,"KJ Choi",78,60.42,48,29,"Puttingfrom8",2005
32,32,"Carlos Franco",78,60.42,48,29,"Puttingfrom8",2005
34,34,"Jerry Kelly",101,60,50,30,"Puttingfrom8",2005
34,34,"Phil Mickelson",81,60,45,27,"Puttingfrom8",2005
34,34,"Corey Pavin",77,60,50,30,"Puttingfrom8",2005
37,37,"Darron Stiles",78,59.65,57,34,"Puttingfrom8",2005
38,38,"Bill Glasson",54,59.38,32,19,"Puttingfrom8",2005
38,38,"Freddie Jacobson",72,59.38,64,38,"Puttingfrom8",2005
40,40,"Bo Van Pelt",112,59.21,76,45,"Puttingfrom8",2005
41,41,"Matt Davidson",53,59.09,44,26,"Puttingfrom8",2005
42,42,"Tiger Woods",76,58.97,39,23,"Puttingfrom8",2005
43,43,"Andrew Magee",82,58.82,68,40,"Puttingfrom8",2005
