"3PuttAvoidance_RANKTHISWEEK_2012","3PuttAvoidance_RANKLASTWEEK_2012","3PuttAvoidance_PLAYERNAME_2012","3PuttAvoidance_ROUNDS_2012","3PuttAvoidance_Pct_2012","3PuttAvoidance_TOTAL3PUTTS_2012","3PuttAvoidance_TOTALHOLESOVERALL_2012","stat_name","year"
32,32,"Bryce Molder",83,2.39,34,1422,"3PuttAvoidance",2012
33,33,"Seung Yul Noh",105,2.42,44,1818,"3PuttAvoidance",2012
33,33,"Jimmy Walker",101,2.42,44,1818,"3PuttAvoidance",2012
35,35,"Ryo Ishikawa",54,2.46,23,936,"3PuttAvoidance",2012
36,36,"Aaron Baddeley",73,2.47,32,1296,"3PuttAvoidance",2012
37,37,"Zach Johnson",95,2.48,42,1692,"3PuttAvoidance",2012
37,37,"Jeff Overton",101,2.48,45,1818,"3PuttAvoidance",2012
39,39,"Dustin Johnson",70,2.49,30,1206,"3PuttAvoidance",2012
40,40,"John Daly",50,2.54,21,828,"3PuttAvoidance",2012
41,41,"Padraig Harrington",67,2.56,29,1134,"3PuttAvoidance",2012
42,42,"Hunter Mahan",88,2.57,38,1476,"3PuttAvoidance",2012
43,43,"JJ Killeen",101,2.58,45,1746,"3PuttAvoidance",2012
44,44,"Rocco Mediate",70,2.61,32,1224,"3PuttAvoidance",2012
45,45,"Webb Simpson",77,2.63,36,1368,"3PuttAvoidance",2012
46,46,"Chris Stroud",86,2.65,41,1548,"3PuttAvoidance",2012
47,47,"Stuart Appleby",75,2.66,34,1278,"3PuttAvoidance",2012
48,48,"Ryan Palmer",81,2.67,39,1458,"3PuttAvoidance",2012
49,49,"JJ Henry",93,2.68,43,1602,"3PuttAvoidance",2012
49,49,"Kevin Streelman",89,2.68,43,1602,"3PuttAvoidance",2012
51,51,"Davis Love III",64,2.69,31,1152,"3PuttAvoidance",2012
51,51,"Bubba Watson",68,2.69,32,1188,"3PuttAvoidance",2012
53,53,"Matt Bettencourt",80,2.7,37,1368,"3PuttAvoidance",2012
53,53,"KJ Choi",71,2.7,34,1260,"3PuttAvoidance",2012
53,53,"Billy Hurley III",70,2.7,33,1224,"3PuttAvoidance",2012
56,56,"Michael Bradley",63,2.73,31,1134,"3PuttAvoidance",2012
56,56,"Edward Loar",59,2.73,28,1026,"3PuttAvoidance",2012
56,56,"Louis Oosthuizen",65,2.73,31,1134,"3PuttAvoidance",2012
59,59,"Jason Bohn",81,2.74,38,1386,"3PuttAvoidance",2012
59,59,"Chris DiMarco",83,2.74,40,1458,"3PuttAvoidance",2012
59,59,"Vaughn Taylor",81,2.74,39,1422,"3PuttAvoidance",2012
59,59,"Bo Van Pelt",84,2.74,41,1494,"3PuttAvoidance",2012
63,63,"Brian Harman",101,2.75,50,1818,"3PuttAvoidance",2012
64,64,"Tim Clark",60,2.78,30,1080,"3PuttAvoidance",2012
64,64,"Rod Pampling",88,2.78,42,1512,"3PuttAvoidance",2012
64,64,"John Senden",81,2.78,39,1404,"3PuttAvoidance",2012
64,64,"YE Yang",64,2.78,31,1116,"3PuttAvoidance",2012
68,68,"Arjun Atwal",79,2.81,38,1350,"3PuttAvoidance",2012
68,68,"George McNeill",85,2.81,43,1530,"3PuttAvoidance",2012
68,68,"Daniel Summerhays",81,2.81,41,1458,"3PuttAvoidance",2012
71,71,"Hunter Haas",69,2.82,33,1170,"3PuttAvoidance",2012
71,71,"Tiger Woods",69,2.82,34,1206,"3PuttAvoidance",2012
73,73,"Jerry Kelly",84,2.84,43,1512,"3PuttAvoidance",2012
74,74,"Brendon Todd",78,2.85,38,1332,"3PuttAvoidance",2012
75,75,"David Hearn",95,2.87,49,1710,"3PuttAvoidance",2012
76,76,"Angel Cabrera",54,2.88,28,972,"3PuttAvoidance",2012
76,76,"Kevin Stadler",85,2.88,42,1458,"3PuttAvoidance",2012
78,78,"Ernie Els",80,2.92,41,1404,"3PuttAvoidance",2012
79,79,"Geoff Ogilvy",73,2.93,38,1296,"3PuttAvoidance",2012
80,80,"Brendon de Jonge",115,2.95,61,2070,"3PuttAvoidance",2012
80,80,"Derek Lamely",64,2.95,34,1152,"3PuttAvoidance",2012
82,82,"Erik Compton",81,2.96,41,1386,"3PuttAvoidance",2012
83,83,"Michael Thompson",80,2.99,43,1440,"3PuttAvoidance",2012
84,84,"Charles Howell III",98,3,53,1764,"3PuttAvoidance",2012
85,85,"Roberto Castro",92,3.02,49,1620,"3PuttAvoidance",2012
85,85,"Danny Lee",74,3.02,38,1260,"3PuttAvoidance",2012
85,85,"Phil Mickelson",79,3.02,43,1422,"3PuttAvoidance",2012
85,85,"Pat Perez",81,3.02,43,1422,"3PuttAvoidance",2012
89,89,"Bud Cauley",99,3.03,54,1782,"3PuttAvoidance",2012
89,89,"Tim Herron",88,3.03,48,1584,"3PuttAvoidance",2012
89,89,"Colt Knost",79,3.03,42,1386,"3PuttAvoidance",2012
92,92,"Matt Jones",53,3.04,29,954,"3PuttAvoidance",2012
93,93,"Blake Adams",107,3.06,59,1926,"3PuttAvoidance",2012
94,94,"David Toms",60,3.07,32,1044,"3PuttAvoidance",2012
95,95,"Jeff Maggert",83,3.08,46,1494,"3PuttAvoidance",2012
96,96,"Tommy Biershenk",74,3.09,40,1296,"3PuttAvoidance",2012
96,96,"Will Claxton",99,3.09,55,1782,"3PuttAvoidance",2012
96,96,"Mathew Goggin",65,3.09,35,1134,"3PuttAvoidance",2012
96,96,"John Huh",99,3.09,55,1782,"3PuttAvoidance",2012
96,96,"Rory McIlroy",60,3.09,30,972,"3PuttAvoidance",2012
101,101,"Gavin Coles",72,3.1,39,1260,"3PuttAvoidance",2012
101,101,"Ken Duke",104,3.1,58,1872,"3PuttAvoidance",2012
101,101,"John Mallinger",74,3.1,39,1260,"3PuttAvoidance",2012
101,101,"Steve Wheatcroft",56,3.1,29,936,"3PuttAvoidance",2012
105,105,"Harris English",98,3.12,55,1764,"3PuttAvoidance",2012
105,105,"Garth Mulroy",59,3.12,32,1026,"3PuttAvoidance",2012
107,107,"Bill Haas",79,3.13,44,1404,"3PuttAvoidance",2012
108,108,"Freddie Jacobson",61,3.15,34,1080,"3PuttAvoidance",2012
109,109,"Tommy Gainey",98,3.17,56,1764,"3PuttAvoidance",2012
109,109,"Patrick Sheehan",58,3.17,32,1008,"3PuttAvoidance",2012
111,111,"Heath Slocum",93,3.18,51,1602,"3PuttAvoidance",2012
112,112,"Gary Christian",91,3.19,50,1566,"3PuttAvoidance",2012
112,112,"Justin Rose",69,3.19,39,1224,"3PuttAvoidance",2012
114,114,"Billy Horschel",63,3.2,34,1062,"3PuttAvoidance",2012
115,115,"Rickie Fowler",84,3.21,48,1494,"3PuttAvoidance",2012
115,115,"Troy Kelly",68,3.21,37,1152,"3PuttAvoidance",2012
117,117,"Scott Piercy",95,3.22,55,1710,"3PuttAvoidance",2012
118,118,"Troy Matteson",100,3.23,57,1764,"3PuttAvoidance",2012
118,118,"Kyle Reifers",86,3.23,50,1548,"3PuttAvoidance",2012
120,120,"Ben Crane",73,3.24,42,1296,"3PuttAvoidance",2012
121,121,"Sangmoon Bae",81,3.25,45,1386,"3PuttAvoidance",2012
121,121,"Jason Dufner",83,3.25,48,1476,"3PuttAvoidance",2012
123,123,"Matt Every",80,3.26,47,1440,"3PuttAvoidance",2012
123,123,"Tom Gillis",75,3.26,44,1350,"3PuttAvoidance",2012
123,123,"Justin Leonard",79,3.26,44,1350,"3PuttAvoidance",2012
123,123,"Tom Pernice Jr",62,3.26,34,1044,"3PuttAvoidance",2012
127,127,"Mark Wilson",84,3.28,46,1404,"3PuttAvoidance",2012
128,128,"JB Holmes",90,3.29,51,1548,"3PuttAvoidance",2012
129,129,"Nathan Green",73,3.3,41,1242,"3PuttAvoidance",2012
130,130,"Charlie Beljan",61,3.31,34,1026,"3PuttAvoidance",2012
130,130,"Ryan Moore",89,3.31,53,1602,"3PuttAvoidance",2012
130,130,"Sean OHair",84,3.31,50,1512,"3PuttAvoidance",2012
133,133,"Camilo Villegas",79,3.32,46,1386,"3PuttAvoidance",2012
134,134,"Jason Day",57,3.33,33,990,"3PuttAvoidance",2012
135,135,"Jonathan Byrd",69,3.35,41,1224,"3PuttAvoidance",2012
135,135,"Alexandre Rocha",62,3.35,35,1044,"3PuttAvoidance",2012
137,137,"Nick OHern",78,3.38,45,1332,"3PuttAvoidance",2012
138,138,"John Rollins",81,3.39,47,1386,"3PuttAvoidance",2012
139,139,"Ryuji Imada",78,3.44,47,1368,"3PuttAvoidance",2012
140,140,"Johnson Wagner",88,3.47,55,1584,"3PuttAvoidance",2012
141,141,"Stephen Ames",54,3.5,34,972,"3PuttAvoidance",2012
142,142,"Chad Campbell",84,3.51,53,1512,"3PuttAvoidance",2012
142,142,"Rory Sabbatini",84,3.51,53,1512,"3PuttAvoidance",2012
142,142,"Kyle Stanley",86,3.51,53,1512,"3PuttAvoidance",2012
145,145,"John Merrick",83,3.52,50,1422,"3PuttAvoidance",2012
146,146,"Stephen Gangluff",57,3.54,35,990,"3PuttAvoidance",2012
146,146,"DA Points",88,3.54,56,1584,"3PuttAvoidance",2012
148,148,"Robert Allenby",76,3.58,49,1368,"3PuttAvoidance",2012
148,148,"Sung Kang",75,3.58,47,1314,"3PuttAvoidance",2012
150,150,"Vijay Singh",99,3.59,64,1782,"3PuttAvoidance",2012
151,151,"Jhonattan Vegas",77,3.61,50,1386,"3PuttAvoidance",2012
151,151,"Nick Watney",97,3.61,61,1692,"3PuttAvoidance",2012
153,153,"Miguel Angel Carballo",73,3.62,45,1242,"3PuttAvoidance",2012
154,154,"Jason Kokrak",79,3.63,49,1350,"3PuttAvoidance",2012
155,155,"Stewart Cink",71,3.65,44,1206,"3PuttAvoidance",2012
156,156,"Roland Thatcher",55,3.67,35,954,"3PuttAvoidance",2012
157,157,"Chris Kirk",93,3.68,59,1602,"3PuttAvoidance",2012
157,157,"Billy Mayfair",90,3.68,57,1548,"3PuttAvoidance",2012
159,159,"Scott Stallings",78,3.7,52,1404,"3PuttAvoidance",2012
159,159,"Lee Westwood",60,3.7,36,972,"3PuttAvoidance",2012
161,161,"Bobby Gates",87,3.73,57,1530,"3PuttAvoidance",2012
162,162,"Adam Scott",59,3.74,39,1044,"3PuttAvoidance",2012
163,163,"DJ Trahan",73,3.78,47,1242,"3PuttAvoidance",2012
164,164,"Graham DeLaet",79,3.8,54,1422,"3PuttAvoidance",2012
165,165,"Henrik Stenson",51,3.81,35,918,"3PuttAvoidance",2012
165,165,"Boo Weekley",74,3.81,48,1260,"3PuttAvoidance",2012
167,167,"Greg Owen",90,3.83,62,1620,"3PuttAvoidance",2012
168,168,"Marc Leishman",84,3.84,58,1512,"3PuttAvoidance",2012
169,169,"Keegan Bradley",90,3.85,61,1584,"3PuttAvoidance",2012
170,170,"Chez Reavie",83,3.88,58,1494,"3PuttAvoidance",2012
171,171,"Ted Potter Jr",77,3.9,54,1386,"3PuttAvoidance",2012
172,172,"Cameron Tringale",88,3.91,62,1584,"3PuttAvoidance",2012
173,173,"Harrison Frazar",56,4.01,39,972,"3PuttAvoidance",2012
174,174,"Trevor Immelman",76,4.09,56,1368,"3PuttAvoidance",2012
175,175,"Kris Blanks",65,4.1,48,1170,"3PuttAvoidance",2012
175,175,"Charley Hoffman",88,4.1,65,1584,"3PuttAvoidance",2012
177,177,"Mark Anderson",75,4.11,54,1314,"3PuttAvoidance",2012
178,178,"Kevin Chappell",91,4.15,65,1566,"3PuttAvoidance",2012
178,178,"Bill Lunde",83,4.15,59,1422,"3PuttAvoidance",2012
180,180,"Josh Teater",97,4.18,70,1674,"3PuttAvoidance",2012
181,181,"Robert Garrigus",89,4.24,68,1602,"3PuttAvoidance",2012
182,182,"Martin Laird",77,4.26,56,1314,"3PuttAvoidance",2012
183,183,"Scott Brown",65,4.41,50,1134,"3PuttAvoidance",2012
184,184,"Brendan Steele",77,4.57,60,1314,"3PuttAvoidance",2012
185,185,"Andres Romero",68,4.6,53,1152,"3PuttAvoidance",2012
186,186,"Kyle Thompson",51,4.65,41,882,"3PuttAvoidance",2012
187,187,"Ricky Barnes",92,4.67,74,1584,"3PuttAvoidance",2012
188,188,"Cameron Beckman",81,4.83,67,1386,"3PuttAvoidance",2012
189,189,"Gary Woodland",70,4.91,61,1242,"3PuttAvoidance",2012
190,190,"Scott Dunlap",57,5.14,49,954,"3PuttAvoidance",2012
191,191,"Robert Karlsson",54,5.24,49,936,"3PuttAvoidance",2012
