"PuttsMadePerEventOver20_RANKTHISWEEK_2009","PuttsMadePerEventOver20_RANKLASTWEEK_2009","PuttsMadePerEventOver20_PLAYERNAME_2009","PuttsMadePerEventOver20_ROUNDS_2009","PuttsMadePerEventOver20_PUTTSMADE_2009","stat_name","year"
1,1,"Ted Purdy",101,2.1,"PuttsMadePerEventOver20",2009
2,2,"Luke Donald",79,2,"PuttsMadePerEventOver20",2009
2,2,"Brian Gay",96,2,"PuttsMadePerEventOver20",2009
4,4,"Zach Johnson",94,1.9,"PuttsMadePerEventOver20",2009
4,4,"Nick OHern",90,1.9,"PuttsMadePerEventOver20",2009
4,4,"Kenny Perry",92,1.9,"PuttsMadePerEventOver20",2009
4,4,"Tiger Woods",64,1.9,"PuttsMadePerEventOver20",2009
8,8,"Ben Crane",93,1.8,"PuttsMadePerEventOver20",2009
8,8,"Ben Curtis",63,1.8,"PuttsMadePerEventOver20",2009
8,8,"Marc Leishman",91,1.8,"PuttsMadePerEventOver20",2009
8,8,"Hunter Mahan",94,1.8,"PuttsMadePerEventOver20",2009
8,8,"Geoff Ogilvy",78,1.8,"PuttsMadePerEventOver20",2009
13,13,"Cameron Beckman",87,1.7,"PuttsMadePerEventOver20",2009
13,13,"Greg Chalmers",85,1.7,"PuttsMadePerEventOver20",2009
13,13,"Jason Day",61,1.7,"PuttsMadePerEventOver20",2009
13,13,"Sergio Garcia",59,1.7,"PuttsMadePerEventOver20",2009
13,13,"Spencer Levin",75,1.7,"PuttsMadePerEventOver20",2009
13,13,"Kevin Na",91,1.7,"PuttsMadePerEventOver20",2009
13,13,"Rod Pampling",72,1.7,"PuttsMadePerEventOver20",2009
13,13,"Justin Rose",71,1.7,"PuttsMadePerEventOver20",2009
13,13,"Mark Wilson",99,1.7,"PuttsMadePerEventOver20",2009
22,22,"Jim Furyk",86,1.6,"PuttsMadePerEventOver20",2009
22,22,"Ryuji Imada",85,1.6,"PuttsMadePerEventOver20",2009
22,22,"Chris Riley",77,1.6,"PuttsMadePerEventOver20",2009
22,22,"Webb Simpson",94,1.6,"PuttsMadePerEventOver20",2009
22,22,"Steve Stricker",81,1.6,"PuttsMadePerEventOver20",2009
22,22,"David Toms",98,1.6,"PuttsMadePerEventOver20",2009
22,22,"Boo Weekley",79,1.6,"PuttsMadePerEventOver20",2009
29,29,"Aaron Baddeley",66,1.5,"PuttsMadePerEventOver20",2009
29,29,"Chad Campbell",90,1.5,"PuttsMadePerEventOver20",2009
29,29,"JJ Henry",97,1.5,"PuttsMadePerEventOver20",2009
29,29,"Jerry Kelly",90,1.5,"PuttsMadePerEventOver20",2009
29,29,"Matt Kuchar",82,1.5,"PuttsMadePerEventOver20",2009
29,29,"Steve Marino",98,1.5,"PuttsMadePerEventOver20",2009
29,29,"Parker McLachlin",71,1.5,"PuttsMadePerEventOver20",2009
