"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2016","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2016","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2016","FirstTeeLatePar3ScoringAverage_ROUNDS_2016","FirstTeeLatePar3ScoringAverage_AVG_2016","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2016","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Matthew Fitzpatrick",23,2.78,89,32,"FirstTeeLatePar3ScoringAverage",2016
2,2,"Scott Pinckney",53,2.85,114,40,"FirstTeeLatePar3ScoringAverage",2016
2,2,"Chez Reavie",56,2.85,137,48,"FirstTeeLatePar3ScoringAverage",2016
4,5,"Michael Thompson",46,2.87,129,45,"FirstTeeLatePar3ScoringAverage",2016
5,6,"Troy Merritt",41,2.88,115,40,"FirstTeeLatePar3ScoringAverage",2016
5,6,"Pat Perez",28,2.88,46,16,"FirstTeeLatePar3ScoringAverage",2016
7,8,"Louis Oosthuizen",25,2.89,136,47,"FirstTeeLatePar3ScoringAverage",2016
8,9,"Fabian Gomez",49,2.92,108,37,"FirstTeeLatePar3ScoringAverage",2016
8,10,"Bryce Molder",50,2.92,140,48,"FirstTeeLatePar3ScoringAverage",2016
10,12,"Bronson Burgoon",53,2.93,167,57,"FirstTeeLatePar3ScoringAverage",2016
10,12,"Ryan Moore",40,2.93,161,55,"FirstTeeLatePar3ScoringAverage",2016
12,16,"Whee Kim",54,2.94,182,62,"FirstTeeLatePar3ScoringAverage",2016
12,12,"Patrick Reed",53,2.94,256,87,"FirstTeeLatePar3ScoringAverage",2016
12,12,"Adam Scott",39,2.94,235,80,"FirstTeeLatePar3ScoringAverage",2016
15,17,"Jon Curran",55,2.95,195,66,"FirstTeeLatePar3ScoringAverage",2016
15,17,"Peter Malnati",53,2.95,174,59,"FirstTeeLatePar3ScoringAverage",2016
15,17,"Andres Romero",22,2.95,59,20,"FirstTeeLatePar3ScoringAverage",2016
18,21,"Freddie Jacobson",54,2.96,240,81,"FirstTeeLatePar3ScoringAverage",2016
18,21,"Graeme McDowell",33,2.96,169,57,"FirstTeeLatePar3ScoringAverage",2016
18,21,"Cameron Percy",22,2.96,71,24,"FirstTeeLatePar3ScoringAverage",2016
18,21,"Vaughn Taylor",30,2.96,83,28,"FirstTeeLatePar3ScoringAverage",2016
22,26,"Jason Bohn",37,2.97,95,32,"FirstTeeLatePar3ScoringAverage",2016
22,32,"Roberto Castro",55,2.97,190,64,"FirstTeeLatePar3ScoringAverage",2016
22,26,"Jerry Kelly",44,2.97,101,34,"FirstTeeLatePar3ScoringAverage",2016
22,26,"David Toms",38,2.97,110,37,"FirstTeeLatePar3ScoringAverage",2016
26,32,"Chad Campbell",54,2.98,194,65,"FirstTeeLatePar3ScoringAverage",2016
26,17,"Kevin Kisner",49,2.98,238,80,"FirstTeeLatePar3ScoringAverage",2016
26,21,"Andrew Loupe",50,2.98,170,57,"FirstTeeLatePar3ScoringAverage",2016
26,39,"Henrik Norlander",41,2.98,122,41,"FirstTeeLatePar3ScoringAverage",2016
26,32,"Brandt Snedeker",47,2.98,238,80,"FirstTeeLatePar3ScoringAverage",2016
31,38,"Russell Knox",48,2.99,233,78,"FirstTeeLatePar3ScoringAverage",2016
31,32,"Justin Thomas",53,2.99,269,90,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Byeong Hun An",23,3,96,32,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Ricky Barnes",57,3,219,73,"FirstTeeLatePar3ScoringAverage",2016
33,32,"Daniel Berger",52,3,225,75,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Steven Bowditch",40,3,108,36,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Alex Cejka",47,3,183,61,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Luke Donald",49,3,147,49,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Brian Gay",22,3,36,12,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Bill Haas",42,3,207,69,"FirstTeeLatePar3ScoringAverage",2016
33,32,"Adam Hadwin",53,3,144,48,"FirstTeeLatePar3ScoringAverage",2016
33,55,"JB Holmes",39,3,162,54,"FirstTeeLatePar3ScoringAverage",2016
33,26,"Colt Knost",56,3,138,46,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Lucas Lee",22,3,72,24,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Justin Leonard",28,3,120,40,"FirstTeeLatePar3ScoringAverage",2016
33,39,"William McGirt",54,3,168,56,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Steve Stricker",25,3,141,47,"FirstTeeLatePar3ScoringAverage",2016
33,26,"Chris Stroud",52,3,132,44,"FirstTeeLatePar3ScoringAverage",2016
33,2,"Brian Stuard",24,3,51,17,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Nick Taylor",57,3,162,54,"FirstTeeLatePar3ScoringAverage",2016
33,26,"Cameron Tringale",47,3,132,44,"FirstTeeLatePar3ScoringAverage",2016
33,39,"Bubba Watson",30,3,147,49,"FirstTeeLatePar3ScoringAverage",2016
33,10,"Will Wilcox",47,3,120,40,"FirstTeeLatePar3ScoringAverage",2016
54,55,"Stewart Cink",45,3.02,124,41,"FirstTeeLatePar3ScoringAverage",2016
54,74,"Chad Collins",45,3.02,133,44,"FirstTeeLatePar3ScoringAverage",2016
54,55,"Jim Herman",55,3.02,181,60,"FirstTeeLatePar3ScoringAverage",2016
54,55,"John Huh",51,3.02,178,59,"FirstTeeLatePar3ScoringAverage",2016
54,55,"Smylie Kaufman",57,3.02,257,85,"FirstTeeLatePar3ScoringAverage",2016
54,55,"Chris Kirk",51,3.02,142,47,"FirstTeeLatePar3ScoringAverage",2016
60,65,"Zac Blair",56,3.03,185,61,"FirstTeeLatePar3ScoringAverage",2016
60,55,"Graham DeLaet",50,3.03,264,87,"FirstTeeLatePar3ScoringAverage",2016
60,65,"Andres Gonzales",46,3.03,112,37,"FirstTeeLatePar3ScoringAverage",2016
60,65,"Jason Kokrak",52,3.03,209,69,"FirstTeeLatePar3ScoringAverage",2016
60,65,"Francesco Molinari",36,3.03,121,40,"FirstTeeLatePar3ScoringAverage",2016
60,55,"Kyle Reifers",63,3.03,267,88,"FirstTeeLatePar3ScoringAverage",2016
66,39,"Thomas Aiken",42,3.04,76,25,"FirstTeeLatePar3ScoringAverage",2016
66,69,"Hiroshi Iwata",51,3.04,158,52,"FirstTeeLatePar3ScoringAverage",2016
66,69,"Zach Johnson",42,3.04,204,67,"FirstTeeLatePar3ScoringAverage",2016
66,100,"Justin Rose",35,3.04,219,72,"FirstTeeLatePar3ScoringAverage",2016
66,82,"Camilo Villegas",50,3.04,173,57,"FirstTeeLatePar3ScoringAverage",2016
71,74,"Derek Ernst",36,3.05,61,20,"FirstTeeLatePar3ScoringAverage",2016
71,39,"Justin Hicks",26,3.05,67,22,"FirstTeeLatePar3ScoringAverage",2016
