"ReverseBounceBack_RANKTHISWEEK_2012","ReverseBounceBack_RANKLASTWEEK_2012","ReverseBounceBack_PLAYERNAME_2012","ReverseBounceBack_ROUNDS_2012","ReverseBounceBack_PctUNDERTHENOVERPAR_2012","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2012","ReverseBounceBack_UNDERPAR_2012","stat_name","year"
35,35,"Daniel Summerhays",81,14.66,39,266,"ReverseBounceBack",2012
37,37,"Brian Davis",91,14.74,46,312,"ReverseBounceBack",2012
38,38,"Stuart Appleby",75,14.8,33,223,"ReverseBounceBack",2012
38,38,"Boo Weekley",74,14.8,33,223,"ReverseBounceBack",2012
40,40,"DA Points",88,14.81,44,297,"ReverseBounceBack",2012
41,41,"Bill Lunde",83,14.89,39,262,"ReverseBounceBack",2012
42,42,"Tom Gillis",75,14.91,41,275,"ReverseBounceBack",2012
43,43,"Richard Lee",71,15.02,35,233,"ReverseBounceBack",2012
44,44,"Matt Kuchar",86,15.14,43,284,"ReverseBounceBack",2012
45,45,"Jason Dufner",83,15.16,47,310,"ReverseBounceBack",2012
45,45,"Harris English",98,15.16,52,343,"ReverseBounceBack",2012
45,45,"William McGirt",96,15.16,47,310,"ReverseBounceBack",2012
45,45,"Geoff Ogilvy",73,15.16,37,244,"ReverseBounceBack",2012
49,49,"Brian Harman",101,15.25,52,341,"ReverseBounceBack",2012
50,50,"Martin Flores",95,15.26,49,321,"ReverseBounceBack",2012
50,50,"Chez Reavie",83,15.26,38,249,"ReverseBounceBack",2012
52,52,"John Rollins",81,15.44,42,272,"ReverseBounceBack",2012
53,53,"Seung Yul Noh",105,15.47,54,349,"ReverseBounceBack",2012
54,54,"Tom Pernice Jr",62,15.48,26,168,"ReverseBounceBack",2012
55,55,"Nick OHern",78,15.49,33,213,"ReverseBounceBack",2012
55,55,"Brendan Steele",77,15.49,33,213,"ReverseBounceBack",2012
57,57,"Louis Oosthuizen",65,15.52,36,232,"ReverseBounceBack",2012
58,58,"Jonathan Byrd",69,15.56,35,225,"ReverseBounceBack",2012
58,58,"Webb Simpson",77,15.56,47,302,"ReverseBounceBack",2012
60,60,"Billy Mayfair",90,15.59,41,263,"ReverseBounceBack",2012
61,61,"Mathew Goggin",65,15.61,32,205,"ReverseBounceBack",2012
62,62,"Will Claxton",99,15.65,54,345,"ReverseBounceBack",2012
63,63,"Kevin Stadler",85,15.67,42,268,"ReverseBounceBack",2012
64,64,"Phil Mickelson",79,15.72,47,299,"ReverseBounceBack",2012
65,65,"Ben Crane",73,15.83,44,278,"ReverseBounceBack",2012
66,66,"Andres Romero",68,15.94,33,207,"ReverseBounceBack",2012
67,67,"Cameron Tringale",88,15.95,48,301,"ReverseBounceBack",2012
68,68,"Jonas Blixt",72,15.99,43,269,"ReverseBounceBack",2012
68,68,"Ryan Moore",89,15.99,55,344,"ReverseBounceBack",2012
70,70,"Rory Sabbatini",84,16.03,46,287,"ReverseBounceBack",2012
71,71,"Kevin Chappell",91,16.07,45,280,"ReverseBounceBack",2012
72,72,"Ernie Els",80,16.12,39,242,"ReverseBounceBack",2012
72,72,"Justin Rose",69,16.12,39,242,"ReverseBounceBack",2012
74,74,"JJ Henry",93,16.17,43,266,"ReverseBounceBack",2012
75,75,"Jason Bohn",81,16.18,39,241,"ReverseBounceBack",2012
76,76,"Johnson Wagner",88,16.26,47,289,"ReverseBounceBack",2012
77,77,"Kevin Kisner",69,16.27,34,209,"ReverseBounceBack",2012
78,78,"Russell Knox",72,16.3,37,227,"ReverseBounceBack",2012
79,79,"Matt Jones",53,16.36,27,165,"ReverseBounceBack",2012
79,79,"Chris Kirk",93,16.36,53,324,"ReverseBounceBack",2012
79,79,"John Merrick",83,16.36,44,269,"ReverseBounceBack",2012
82,82,"Tommy Gainey",98,16.37,55,336,"ReverseBounceBack",2012
83,83,"Spencer Levin",81,16.41,42,256,"ReverseBounceBack",2012
84,84,"Steve Wheatcroft",56,16.45,25,152,"ReverseBounceBack",2012
85,85,"Jeff Maggert",83,16.48,44,267,"ReverseBounceBack",2012
86,86,"Charl Schwartzel",56,16.49,31,188,"ReverseBounceBack",2012
87,87,"Garth Mulroy",59,16.58,33,199,"ReverseBounceBack",2012
88,88,"Heath Slocum",93,16.61,45,271,"ReverseBounceBack",2012
89,89,"Matt Every",80,16.72,49,293,"ReverseBounceBack",2012
90,90,"Graham DeLaet",79,16.73,44,263,"ReverseBounceBack",2012
91,91,"Charlie Beljan",61,16.75,35,209,"ReverseBounceBack",2012
91,91,"Jason Day",57,16.75,33,197,"ReverseBounceBack",2012
91,91,"Sung Kang",75,16.75,34,203,"ReverseBounceBack",2012
91,91,"Dicky Pride",62,16.75,32,191,"ReverseBounceBack",2012
95,95,"Freddie Jacobson",61,16.76,31,185,"ReverseBounceBack",2012
95,95,"Jeff Overton",101,16.76,62,370,"ReverseBounceBack",2012
97,97,"JJ Killeen",101,16.79,47,280,"ReverseBounceBack",2012
98,98,"Trevor Immelman",76,16.81,38,226,"ReverseBounceBack",2012
99,99,"JB Holmes",90,16.83,52,309,"ReverseBounceBack",2012
100,100,"Chris Stroud",86,16.91,46,272,"ReverseBounceBack",2012
101,101,"Derek Lamely",64,16.92,34,201,"ReverseBounceBack",2012
101,101,"Carl Pettersson",92,16.92,55,325,"ReverseBounceBack",2012
103,103,"Chad Campbell",84,17.04,46,270,"ReverseBounceBack",2012
104,104,"DJ Trahan",73,17.06,36,211,"ReverseBounceBack",2012
105,105,"Stephen Gangluff",57,17.09,27,158,"ReverseBounceBack",2012
105,105,"Graeme McDowell",55,17.09,34,199,"ReverseBounceBack",2012
107,107,"Michael Thompson",80,17.1,46,269,"ReverseBounceBack",2012
108,108,"Arjun Atwal",79,17.11,39,228,"ReverseBounceBack",2012
109,109,"Billy Hurley III",70,17.19,33,192,"ReverseBounceBack",2012
110,110,"Josh Teater",97,17.21,58,337,"ReverseBounceBack",2012
111,111,"Roland Thatcher",55,17.22,31,180,"ReverseBounceBack",2012
112,112,"Charles Howell III",98,17.24,55,319,"ReverseBounceBack",2012
113,113,"Mark Wilson",84,17.26,39,226,"ReverseBounceBack",2012
114,114,"Danny Lee",74,17.27,43,249,"ReverseBounceBack",2012
115,115,"Hunter Mahan",88,17.28,47,272,"ReverseBounceBack",2012
116,116,"Jim Furyk",85,17.29,46,266,"ReverseBounceBack",2012
117,117,"Jhonattan Vegas",77,17.31,45,260,"ReverseBounceBack",2012
118,118,"Tim Herron",88,17.34,47,271,"ReverseBounceBack",2012
118,118,"David Mathis",83,17.34,43,248,"ReverseBounceBack",2012
120,120,"John Senden",81,17.38,49,282,"ReverseBounceBack",2012
121,121,"Jimmy Walker",101,17.39,64,368,"ReverseBounceBack",2012
122,122,"Sean OHair",84,17.45,52,298,"ReverseBounceBack",2012
123,123,"Angel Cabrera",54,17.47,29,166,"ReverseBounceBack",2012
124,124,"John Huh",99,17.48,61,349,"ReverseBounceBack",2012
125,125,"Jason Kokrak",79,17.5,42,240,"ReverseBounceBack",2012
125,125,"Bo Van Pelt",84,17.5,56,320,"ReverseBounceBack",2012
127,127,"Martin Laird",77,17.51,45,257,"ReverseBounceBack",2012
127,127,"Justin Leonard",79,17.51,38,217,"ReverseBounceBack",2012
129,129,"Kyle Reifers",86,17.56,46,262,"ReverseBounceBack",2012
130,130,"John Mallinger",74,17.57,39,222,"ReverseBounceBack",2012
131,131,"Aaron Baddeley",73,17.72,42,237,"ReverseBounceBack",2012
132,132,"James Driscoll",83,17.73,50,282,"ReverseBounceBack",2012
133,133,"Ryo Ishikawa",54,17.76,27,152,"ReverseBounceBack",2012
134,134,"Patrick Sheehan",58,17.79,29,163,"ReverseBounceBack",2012
135,135,"Cameron Beckman",81,17.86,45,252,"ReverseBounceBack",2012
136,136,"Adam Scott",59,17.89,39,218,"ReverseBounceBack",2012
137,137,"Greg Chalmers",88,17.96,51,284,"ReverseBounceBack",2012
138,138,"Vaughn Taylor",81,18.21,51,280,"ReverseBounceBack",2012
139,139,"George McNeill",85,18.25,50,274,"ReverseBounceBack",2012
140,140,"Robert Allenby",76,18.3,43,235,"ReverseBounceBack",2012
141,141,"Rocco Mediate",70,18.31,39,213,"ReverseBounceBack",2012
142,142,"Davis Love III",64,18.39,41,223,"ReverseBounceBack",2012
143,143,"Kevin Streelman",89,18.4,53,288,"ReverseBounceBack",2012
144,144,"Charlie Wi",86,18.44,52,282,"ReverseBounceBack",2012
145,145,"Scott Dunlap",57,18.47,29,157,"ReverseBounceBack",2012
146,146,"Keegan Bradley",90,18.62,62,333,"ReverseBounceBack",2012
147,147,"John Daly",50,19.02,31,163,"ReverseBounceBack",2012
148,148,"Gary Christian",91,19.18,56,292,"ReverseBounceBack",2012
149,149,"Stephen Ames",54,19.21,29,151,"ReverseBounceBack",2012
150,150,"Rickie Fowler",84,19.29,54,280,"ReverseBounceBack",2012
151,151,"Ted Potter Jr",77,19.33,46,238,"ReverseBounceBack",2012
152,152,"Brian Gay",91,19.5,55,282,"ReverseBounceBack",2012
152,152,"Nathan Green",73,19.5,47,241,"ReverseBounceBack",2012
154,154,"Nick Watney",97,19.53,66,338,"ReverseBounceBack",2012
155,155,"YE Yang",64,19.59,38,194,"ReverseBounceBack",2012
156,156,"Chris Couch",61,19.61,40,204,"ReverseBounceBack",2012
157,157,"Chris DiMarco",83,19.62,51,260,"ReverseBounceBack",2012
158,158,"Roberto Castro",92,19.87,59,297,"ReverseBounceBack",2012
159,159,"Marco Dawson",60,19.9,38,191,"ReverseBounceBack",2012
160,160,"Stewart Cink",71,20.2,41,203,"ReverseBounceBack",2012
161,161,"Scott Stallings",78,20.23,52,257,"ReverseBounceBack",2012
162,162,"Miguel Angel Carballo",73,20.35,46,226,"ReverseBounceBack",2012
163,163,"Gavin Coles",72,20.36,45,221,"ReverseBounceBack",2012
164,164,"Mark Anderson",75,20.39,52,255,"ReverseBounceBack",2012
165,165,"Ryuji Imada",78,20.43,48,235,"ReverseBounceBack",2012
166,166,"Harrison Frazar",56,20.47,35,171,"ReverseBounceBack",2012
167,167,"Kyle Stanley",86,20.55,60,292,"ReverseBounceBack",2012
168,168,"Robert Karlsson",54,20.65,38,184,"ReverseBounceBack",2012
169,169,"Charley Hoffman",88,20.66,63,305,"ReverseBounceBack",2012
170,170,"Rod Pampling",88,20.77,54,260,"ReverseBounceBack",2012
171,171,"Matt Bettencourt",80,20.83,50,240,"ReverseBounceBack",2012
172,172,"Brandt Jobe",57,20.88,38,182,"ReverseBounceBack",2012
173,173,"Greg Owen",90,20.94,67,320,"ReverseBounceBack",2012
174,174,"KJ Choi",71,21.1,46,218,"ReverseBounceBack",2012
175,175,"Erik Compton",81,21.18,54,255,"ReverseBounceBack",2012
176,176,"Brendon Todd",78,21.21,49,231,"ReverseBounceBack",2012
176,176,"Lee Westwood",60,21.21,42,198,"ReverseBounceBack",2012
178,178,"Hunter Haas",69,21.29,43,202,"ReverseBounceBack",2012
179,179,"Scott Brown",65,21.3,46,216,"ReverseBounceBack",2012
180,180,"Daniel Chopra",55,21.39,37,173,"ReverseBounceBack",2012
181,181,"Ricky Barnes",92,21.77,64,294,"ReverseBounceBack",2012
182,182,"Kyle Thompson",51,21.83,31,142,"ReverseBounceBack",2012
183,183,"Bobby Gates",87,22.22,60,270,"ReverseBounceBack",2012
184,184,"Sangmoon Bae",81,22.26,61,274,"ReverseBounceBack",2012
185,185,"Troy Matteson",100,22.29,70,314,"ReverseBounceBack",2012
186,186,"Colt Knost",79,22.55,53,235,"ReverseBounceBack",2012
187,187,"Gary Woodland",70,22.77,51,224,"ReverseBounceBack",2012
188,188,"Tommy Biershenk",74,23.08,54,234,"ReverseBounceBack",2012
188,188,"Edward Loar",59,23.08,42,182,"ReverseBounceBack",2012
190,190,"Marc Leishman",84,23.13,62,268,"ReverseBounceBack",2012
191,191,"Sergio Garcia",57,23.65,48,203,"ReverseBounceBack",2012
