"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2011","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2011","BirdieorBetterPercentage150175ya_PLAYERNAME_2011","BirdieorBetterPercentage150175ya_ROUNDS_2011","BirdieorBetterPercentage150175ya_Pct_2011","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2011","BirdieorBetterPercentage150175ya_TOTALHOLES_2011","stat_name","year"
1,1,"Graeme McDowell",50,20.28,29,143,"BirdieorBetterPercentage150175ya",2011
2,2,"Marc Turnesa",54,19.89,36,181,"BirdieorBetterPercentage150175ya",2011
3,3,"Stewart Cink",72,19.61,40,204,"BirdieorBetterPercentage150175ya",2011
3,3,"Luke Donald",73,19.61,40,204,"BirdieorBetterPercentage150175ya",2011
5,5,"Brandt Snedeker",85,19.16,50,261,"BirdieorBetterPercentage150175ya",2011
6,6,"Michael Thompson",79,19.08,54,283,"BirdieorBetterPercentage150175ya",2011
7,7,"Brendon de Jonge",105,19.05,72,378,"BirdieorBetterPercentage150175ya",2011
8,8,"Kevin Na",84,18.82,51,271,"BirdieorBetterPercentage150175ya",2011
9,9,"Hunter Mahan",92,18.73,56,299,"BirdieorBetterPercentage150175ya",2011
10,10,"Webb Simpson",98,18.69,57,305,"BirdieorBetterPercentage150175ya",2011
11,11,"Brian Gay",90,18.49,54,292,"BirdieorBetterPercentage150175ya",2011
12,12,"Michael Putnam",67,18.48,34,184,"BirdieorBetterPercentage150175ya",2011
13,13,"David Toms",78,18.43,40,217,"BirdieorBetterPercentage150175ya",2011
14,14,"Rickie Fowler",84,18.26,44,241,"BirdieorBetterPercentage150175ya",2011
14,14,"Martin Laird",77,18.26,42,230,"BirdieorBetterPercentage150175ya",2011
16,16,"Ernie Els",71,18.22,41,225,"BirdieorBetterPercentage150175ya",2011
17,17,"Lucas Glover",74,18.18,48,264,"BirdieorBetterPercentage150175ya",2011
18,18,"Garrett Willis",71,17.96,44,245,"BirdieorBetterPercentage150175ya",2011
19,19,"Brandt Jobe",100,17.95,56,312,"BirdieorBetterPercentage150175ya",2011
20,20,"Justin Hicks",60,17.86,30,168,"BirdieorBetterPercentage150175ya",2011
21,21,"Jason Dufner",78,17.72,42,237,"BirdieorBetterPercentage150175ya",2011
22,22,"Jerry Kelly",85,17.67,50,283,"BirdieorBetterPercentage150175ya",2011
23,23,"John Merrick",71,17.57,42,239,"BirdieorBetterPercentage150175ya",2011
