"Approach275yardsRTP_RANKTHISWEEK_2010","Approach275yardsRTP_RANKLASTWEEK_2010","Approach275yardsRTP_PLAYERNAME_2010","Approach275yardsRTP_ROUNDS_2010","Approach275yardsRTP_AVGRTP_2010","stat_name","year"
1,1,"Luke Donald",71,-1,"Approach275yardsRTP",2010
1,1,"Bryce Molder",84,-1,"Approach275yardsRTP",2010
3,3,"JP Hayes",79,-0.875,"Approach275yardsRTP",2010
4,4,"Ricky Barnes",103,-0.8,"Approach275yardsRTP",2010
5,5,"Alex Prugh",88,-0.778,"Approach275yardsRTP",2010
6,6,"Robert Garrigus",71,-0.75,"Approach275yardsRTP",2010
6,6,"Dustin Johnson",83,-0.75,"Approach275yardsRTP",2010
6,6,"Chris Riley",73,-0.75,"Approach275yardsRTP",2010
6,6,"Mike Weir",59,-0.75,"Approach275yardsRTP",2010
10,10,"Boo Weekley",88,-0.714,"Approach275yardsRTP",2010
11,11,"John Merrick",109,-0.696,"Approach275yardsRTP",2010
12,12,"Jason Day",82,-0.692,"Approach275yardsRTP",2010
12,12,"Brian Stuard",81,-0.692,"Approach275yardsRTP",2010
14,14,"Martin Laird",91,-0.684,"Approach275yardsRTP",2010
15,15,"Jason Bohn",84,-0.667,"Approach275yardsRTP",2010
15,15,"Padraig Harrington",57,-0.667,"Approach275yardsRTP",2010
15,15,"Tim Herron",79,-0.667,"Approach275yardsRTP",2010
15,15,"Sean OHair",84,-0.667,"Approach275yardsRTP",2010
19,19,"Tom Gillis",97,-0.652,"Approach275yardsRTP",2010
20,20,"Brett Quigley",96,-0.65,"Approach275yardsRTP",2010
21,21,"Nathan Green",86,-0.647,"Approach275yardsRTP",2010
22,22,"Bob Estes",79,-0.643,"Approach275yardsRTP",2010
22,22,"John Mallinger",78,-0.643,"Approach275yardsRTP",2010
24,24,"Blake Adams",84,-0.636,"Approach275yardsRTP",2010
24,24,"Lucas Glover",75,-0.636,"Approach275yardsRTP",2010
24,24,"JB Holmes",100,-0.636,"Approach275yardsRTP",2010
27,27,"Mark Wilson",87,-0.632,"Approach275yardsRTP",2010
28,28,"Ernie Els",72,-0.625,"Approach275yardsRTP",2010
28,28,"Jeff Overton",89,-0.625,"Approach275yardsRTP",2010
30,30,"Jonathan Byrd",85,-0.615,"Approach275yardsRTP",2010
30,30,"Rocco Mediate",71,-0.615,"Approach275yardsRTP",2010
32,32,"Chad Campbell",95,-0.611,"Approach275yardsRTP",2010
32,32,"Steve Flesch",78,-0.611,"Approach275yardsRTP",2010
34,34,"Stephen Ames",75,-0.6,"Approach275yardsRTP",2010
34,34,"Steve Elkington",74,-0.6,"Approach275yardsRTP",2010
34,34,"Andrew McLardy",52,-0.6,"Approach275yardsRTP",2010
34,34,"Joe Ogilvie",99,-0.6,"Approach275yardsRTP",2010
38,38,"Chris Tidland",77,-0.588,"Approach275yardsRTP",2010
39,39,"Craig Bowden",56,-0.583,"Approach275yardsRTP",2010
39,39,"Daniel Chopra",74,-0.583,"Approach275yardsRTP",2010
39,39,"Marc Leishman",87,-0.583,"Approach275yardsRTP",2010
