"YTDConsecutiveCuts_RANKTHISWEEK_2011","YTDConsecutiveCuts_RANKLASTWEEK_2011","YTDConsecutiveCuts_PLAYERNAME_2011","YTDConsecutiveCuts__2011","YTDConsecutiveCuts_NUMBEROFCUTS_2011","stat_name","year"
60,60,"Bubba Watson",NA,3,"YTDConsecutiveCuts",2011
60,60,"Charlie Wi",NA,3,"YTDConsecutiveCuts",2011
86,86,"Keegan Bradley",NA,2,"YTDConsecutiveCuts",2011
86,86,"Angel Cabrera",NA,2,"YTDConsecutiveCuts",2011
86,86,"KJ Choi",NA,2,"YTDConsecutiveCuts",2011
86,86,"Johan Edfors",NA,2,"YTDConsecutiveCuts",2011
86,86,"Peter Hanson",NA,2,"YTDConsecutiveCuts",2011
86,86,"Gregory Havret",NA,2,"YTDConsecutiveCuts",2011
86,86,"Jim Herman",NA,2,"YTDConsecutiveCuts",2011
86,86,"Tim Herron",NA,2,"YTDConsecutiveCuts",2011
86,86,"Bio Kim",NA,2,"YTDConsecutiveCuts",2011
86,86,"Kevin Kisner",NA,2,"YTDConsecutiveCuts",2011
86,86,"Tom Lehman",NA,2,"YTDConsecutiveCuts",2011
86,86,"Peter Lonard",NA,2,"YTDConsecutiveCuts",2011
86,86,"Matteo Manassero",NA,2,"YTDConsecutiveCuts",2011
86,86,"Troy Merritt",NA,2,"YTDConsecutiveCuts",2011
86,86,"Francesco Molinari",NA,2,"YTDConsecutiveCuts",2011
86,86,"Kevin Na",NA,2,"YTDConsecutiveCuts",2011
86,86,"Alexander Noren",NA,2,"YTDConsecutiveCuts",2011
86,86,"Nick OHern",NA,2,"YTDConsecutiveCuts",2011
86,86,"Louis Oosthuizen",NA,2,"YTDConsecutiveCuts",2011
86,86,"Jeff Overton",NA,2,"YTDConsecutiveCuts",2011
86,86,"Cameron Percy",NA,2,"YTDConsecutiveCuts",2011
86,86,"Tom Pernice Jr",NA,2,"YTDConsecutiveCuts",2011
86,86,"Kenny Perry",NA,2,"YTDConsecutiveCuts",2011
86,86,"Patrick Reed",NA,2,"YTDConsecutiveCuts",2011
86,86,"Alexandre Rocha",NA,2,"YTDConsecutiveCuts",2011
86,86,"Robert Rock",NA,2,"YTDConsecutiveCuts",2011
86,86,"Henrik Stenson",NA,2,"YTDConsecutiveCuts",2011
86,86,"Andre Stolz",NA,2,"YTDConsecutiveCuts",2011
86,86,"DJ Trahan",NA,2,"YTDConsecutiveCuts",2011
86,86,"Peter Uihlein",NA,2,"YTDConsecutiveCuts",2011
86,86,"Duffy Waldorf",NA,2,"YTDConsecutiveCuts",2011
86,86,"Charles Warren",NA,2,"YTDConsecutiveCuts",2011
86,86,"Matt Weibring",NA,2,"YTDConsecutiveCuts",2011
86,86,"Lee Westwood",NA,2,"YTDConsecutiveCuts",2011
