"YTDConsecutiveCuts_RANKTHISWEEK_2011","YTDConsecutiveCuts_RANKLASTWEEK_2011","YTDConsecutiveCuts_PLAYERNAME_2011","YTDConsecutiveCuts__2011","YTDConsecutiveCuts_NUMBEROFCUTS_2011","stat_name","year"
1,1,"Steve Stricker",NA,19,"YTDConsecutiveCuts",2011
2,2,"Charl Schwartzel",NA,15,"YTDConsecutiveCuts",2011
3,3,"Gary Woodland",NA,13,"YTDConsecutiveCuts",2011
4,4,"Josh Teater",NA,10,"YTDConsecutiveCuts",2011
4,4,"Jhonattan Vegas",NA,10,"YTDConsecutiveCuts",2011
6,6,"Jim Furyk",NA,9,"YTDConsecutiveCuts",2011
7,7,"Robert Allenby",NA,8,"YTDConsecutiveCuts",2011
7,7,"Luke Donald",NA,8,"YTDConsecutiveCuts",2011
7,7,"Sergio Garcia",NA,8,"YTDConsecutiveCuts",2011
7,7,"Jerry Kelly",NA,8,"YTDConsecutiveCuts",2011
7,7,"Adam Scott",NA,8,"YTDConsecutiveCuts",2011
7,7,"YE Yang",NA,8,"YTDConsecutiveCuts",2011
13,13,"Briny Baird",NA,7,"YTDConsecutiveCuts",2011
13,13,"Matt Kuchar",NA,7,"YTDConsecutiveCuts",2011
13,13,"Hunter Mahan",NA,7,"YTDConsecutiveCuts",2011
13,13,"William McGirt",NA,7,"YTDConsecutiveCuts",2011
13,13,"Carl Pettersson",NA,7,"YTDConsecutiveCuts",2011
13,13,"Webb Simpson",NA,7,"YTDConsecutiveCuts",2011
13,13,"Nick Watney",NA,7,"YTDConsecutiveCuts",2011
20,20,"Blake Adams",NA,6,"YTDConsecutiveCuts",2011
20,20,"Jonathan Byrd",NA,6,"YTDConsecutiveCuts",2011
20,20,"Greg Chalmers",NA,6,"YTDConsecutiveCuts",2011
20,20,"Spencer Levin",NA,6,"YTDConsecutiveCuts",2011
20,20,"Phil Mickelson",NA,6,"YTDConsecutiveCuts",2011
20,20,"Bryce Molder",NA,6,"YTDConsecutiveCuts",2011
20,20,"Andres Romero",NA,6,"YTDConsecutiveCuts",2011
20,20,"Jimmy Walker",NA,6,"YTDConsecutiveCuts",2011
28,28,"Woody Austin",NA,5,"YTDConsecutiveCuts",2011
28,28,"Patrick Cantlay",NA,5,"YTDConsecutiveCuts",2011
28,28,"Paul Casey",NA,5,"YTDConsecutiveCuts",2011
28,28,"Ernie Els",NA,5,"YTDConsecutiveCuts",2011
28,28,"Adam Hadwin",NA,5,"YTDConsecutiveCuts",2011
28,28,"Padraig Harrington",NA,5,"YTDConsecutiveCuts",2011
28,28,"JP Hayes",NA,5,"YTDConsecutiveCuts",2011
28,28,"David Hearn",NA,5,"YTDConsecutiveCuts",2011
28,28,"Robert Karlsson",NA,5,"YTDConsecutiveCuts",2011
28,28,"Rory McIlroy",NA,5,"YTDConsecutiveCuts",2011
28,28,"George McNeill",NA,5,"YTDConsecutiveCuts",2011
28,28,"Edoardo Molinari",NA,5,"YTDConsecutiveCuts",2011
28,28,"Ryan Palmer",NA,5,"YTDConsecutiveCuts",2011
28,28,"Brandt Snedeker",NA,5,"YTDConsecutiveCuts",2011
28,28,"Kyle Stanley",NA,5,"YTDConsecutiveCuts",2011
28,28,"Cameron Tringale",NA,5,"YTDConsecutiveCuts",2011
44,44,"Aaron Baddeley",NA,4,"YTDConsecutiveCuts",2011
44,44,"Jason Bohn",NA,4,"YTDConsecutiveCuts",2011
44,44,"Jason Day",NA,4,"YTDConsecutiveCuts",2011
44,44,"Bill Haas",NA,4,"YTDConsecutiveCuts",2011
44,44,"Charley Hoffman",NA,4,"YTDConsecutiveCuts",2011
44,44,"Trevor Immelman",NA,4,"YTDConsecutiveCuts",2011
44,44,"Freddie Jacobson",NA,4,"YTDConsecutiveCuts",2011
44,44,"Brandt Jobe",NA,4,"YTDConsecutiveCuts",2011
44,44,"Dustin Johnson",NA,4,"YTDConsecutiveCuts",2011
44,44,"Martin Laird",NA,4,"YTDConsecutiveCuts",2011
44,44,"Billy Mayfair",NA,4,"YTDConsecutiveCuts",2011
44,44,"John Senden",NA,4,"YTDConsecutiveCuts",2011
44,44,"Paul Stankowski",NA,4,"YTDConsecutiveCuts",2011
44,44,"Brendan Steele",NA,4,"YTDConsecutiveCuts",2011
44,44,"Camilo Villegas",NA,4,"YTDConsecutiveCuts",2011
44,44,"Brett Wetterich",NA,4,"YTDConsecutiveCuts",2011
60,60,"Craig Barlow",NA,3,"YTDConsecutiveCuts",2011
60,60,"Ricky Barnes",NA,3,"YTDConsecutiveCuts",2011
60,60,"Kris Blanks",NA,3,"YTDConsecutiveCuts",2011
60,60,"Michael Bradley",NA,3,"YTDConsecutiveCuts",2011
60,60,"Bud Cauley",NA,3,"YTDConsecutiveCuts",2011
60,60,"Marco Dawson",NA,3,"YTDConsecutiveCuts",2011
60,60,"Jason Dufner",NA,3,"YTDConsecutiveCuts",2011
60,60,"Simon Dyson",NA,3,"YTDConsecutiveCuts",2011
60,60,"Lucas Glover",NA,3,"YTDConsecutiveCuts",2011
60,60,"Fabian Gomez",NA,3,"YTDConsecutiveCuts",2011
60,60,"Andres Gonzales",NA,3,"YTDConsecutiveCuts",2011
60,60,"Retief Goosen",NA,3,"YTDConsecutiveCuts",2011
60,60,"Anders Hansen",NA,3,"YTDConsecutiveCuts",2011
60,60,"Yuta Ikeda",NA,3,"YTDConsecutiveCuts",2011
60,60,"Miguel Angel Jimenez",NA,3,"YTDConsecutiveCuts",2011
60,60,"KT Kim",NA,3,"YTDConsecutiveCuts",2011
60,60,"Pablo Larrazabal",NA,3,"YTDConsecutiveCuts",2011
60,60,"Steve Marino",NA,3,"YTDConsecutiveCuts",2011
60,60,"Ben Martin",NA,3,"YTDConsecutiveCuts",2011
60,60,"David Mathis",NA,3,"YTDConsecutiveCuts",2011
60,60,"Seung Yul Noh",NA,3,"YTDConsecutiveCuts",2011
60,60,"Sean OHair",NA,3,"YTDConsecutiveCuts",2011
60,60,"Geoff Ogilvy",NA,3,"YTDConsecutiveCuts",2011
60,60,"Heath Slocum",NA,3,"YTDConsecutiveCuts",2011
