"ScramblingfromtheFringe_RANKTHISWEEK_2008","ScramblingfromtheFringe_RANKLASTWEEK_2008","ScramblingfromtheFringe_PLAYERNAME_2008","ScramblingfromtheFringe_ROUNDS_2008","ScramblingfromtheFringe_Pct_2008","ScramblingfromtheFringe_SUCCESSES_2008","ScramblingfromtheFringe_ATTEMPTS_2008","stat_name","year"
1,1,"Bob Estes",90,98.41,62,63,"ScramblingfromtheFringe",2008
2,2,"Gavin Coles",54,97.44,38,39,"ScramblingfromtheFringe",2008
3,3,"John Huston",56,97.06,33,34,"ScramblingfromtheFringe",2008
3,3,"Andres Romero",69,97.06,33,34,"ScramblingfromtheFringe",2008
5,5,"Sergio Garcia",72,96.67,29,30,"ScramblingfromtheFringe",2008
6,6,"Will Ma Kenzie",62,96.43,54,56,"ScramblingfromtheFringe",2008
7,7,"Jon Mills",95,95.65,66,69,"ScramblingfromtheFringe",2008
8,8,"Steve Lowery",74,94.92,56,59,"ScramblingfromtheFringe",2008
9,9,"Angel Cabrera",55,94.44,34,36,"ScramblingfromtheFringe",2008
10,10,"Ryan Moore",72,94.2,65,69,"ScramblingfromtheFringe",2008
11,11,"Ben Crane",86,94.12,64,68,"ScramblingfromtheFringe",2008
12,12,"Kevin Sutherland",98,93.9,77,82,"ScramblingfromtheFringe",2008
13,13,"Harrison Frazar",73,93.88,46,49,"ScramblingfromtheFringe",2008
13,13,"Brenden Pappas",66,93.88,46,49,"ScramblingfromtheFringe",2008
15,15,"Ernie Els",51,93.75,30,32,"ScramblingfromtheFringe",2008
15,15,"Bo Van Pelt",101,93.75,75,80,"ScramblingfromtheFringe",2008
15,15,"Charlie Wi",97,93.75,75,80,"ScramblingfromtheFringe",2008
18,18,"Nathan Green",95,93.59,73,78,"ScramblingfromtheFringe",2008
19,19,"Tim Herron",97,93.46,100,107,"ScramblingfromtheFringe",2008
20,20,"JP Hayes",67,93.44,57,61,"ScramblingfromtheFringe",2008
21,21,"James Driscoll",85,93.33,56,60,"ScramblingfromtheFringe",2008
21,21,"Patrick Sheehan",124,93.33,84,90,"ScramblingfromtheFringe",2008
23,23,"Olin Browne",77,93.15,68,73,"ScramblingfromtheFringe",2008
24,24,"Ryuji Imada",80,93.1,54,58,"ScramblingfromtheFringe",2008
25,25,"Tommy Armour III",77,93.02,40,43,"ScramblingfromtheFringe",2008
25,25,"Phil Mickelson",80,93.02,40,43,"ScramblingfromtheFringe",2008
27,27,"Jesper Parnevik",88,92.98,53,57,"ScramblingfromtheFringe",2008
28,28,"Kevin Na",97,92.94,79,85,"ScramblingfromtheFringe",2008
29,29,"Retief Goosen",59,92.86,39,42,"ScramblingfromtheFringe",2008
29,29,"Richard Johnson",77,92.86,52,56,"ScramblingfromtheFringe",2008
29,29,"Jeff Quinney",87,92.86,65,70,"ScramblingfromtheFringe",2008
32,32,"Tom Pernice Jr",104,92.78,90,97,"ScramblingfromtheFringe",2008
33,33,"Paul Goydos",78,92.73,51,55,"ScramblingfromtheFringe",2008
34,34,"Stephen Ames",83,92.16,47,51,"ScramblingfromtheFringe",2008
34,34,"Glen Day",64,92.16,47,51,"ScramblingfromtheFringe",2008
36,36,"Padraig Harrington",52,92.11,35,38,"ScramblingfromtheFringe",2008
36,36,"John Rollins",94,92.11,70,76,"ScramblingfromtheFringe",2008
