"ScramblingfromtheFringe_RANKTHISWEEK_2008","ScramblingfromtheFringe_RANKLASTWEEK_2008","ScramblingfromtheFringe_PLAYERNAME_2008","ScramblingfromtheFringe_ROUNDS_2008","ScramblingfromtheFringe_Pct_2008","ScramblingfromtheFringe_SUCCESSES_2008","ScramblingfromtheFringe_ATTEMPTS_2008","stat_name","year"
38,38,"Parker McLachlin",88,91.94,57,62,"ScramblingfromtheFringe",2008
39,39,"Aaron Baddeley",76,91.67,55,60,"ScramblingfromtheFringe",2008
39,39,"Rocco Mediate",87,91.67,55,60,"ScramblingfromtheFringe",2008
39,39,"Corey Pavin",69,91.67,66,72,"ScramblingfromtheFringe",2008
42,42,"Vijay Singh",82,91.53,54,59,"ScramblingfromtheFringe",2008
43,43,"Carl Pettersson",110,91.46,75,82,"ScramblingfromtheFringe",2008
44,44,"Nick OHern",82,91.43,64,70,"ScramblingfromtheFringe",2008
45,45,"Stewart Cink",87,91.38,53,58,"ScramblingfromtheFringe",2008
46,46,"Charles Howell III",101,91.23,52,57,"ScramblingfromtheFringe",2008
47,47,"Scott Sterling",89,91.18,62,68,"ScramblingfromtheFringe",2008
48,48,"Geoff Ogilvy",65,91.11,41,45,"ScramblingfromtheFringe",2008
48,48,"Kevin Streelman",114,91.11,82,90,"ScramblingfromtheFringe",2008
50,50,"Scott Verplank",82,91.07,51,56,"ScramblingfromtheFringe",2008
51,51,"Chez Reavie",102,91.01,81,89,"ScramblingfromtheFringe",2008
52,52,"Brandt Jobe",52,90.91,30,33,"ScramblingfromtheFringe",2008
52,52,"Jerry Kelly",89,90.91,60,66,"ScramblingfromtheFringe",2008
54,54,"Vaughn Taylor",103,90.79,69,76,"ScramblingfromtheFringe",2008
55,55,"Brad Elder",67,90.74,49,54,"ScramblingfromtheFringe",2008
56,56,"Brandt Snedeker",85,90.7,39,43,"ScramblingfromtheFringe",2008
57,57,"Carlos Franco",73,90.57,48,53,"ScramblingfromtheFringe",2008
58,58,"Brian Gay",102,90.54,67,74,"ScramblingfromtheFringe",2008
58,58,"Mike Weir",88,90.54,67,74,"ScramblingfromtheFringe",2008
60,60,"Lee Janzen",89,90.48,57,63,"ScramblingfromtheFringe",2008
61,61,"Todd Demsey",80,90.32,56,62,"ScramblingfromtheFringe",2008
61,61,"Tommy Gainey",60,90.32,28,31,"ScramblingfromtheFringe",2008
63,63,"Fred Couples",60,90.2,46,51,"ScramblingfromtheFringe",2008
64,64,"Scott McCarron",63,90.16,55,61,"ScramblingfromtheFringe",2008
65,65,"Woody Austin",109,90,63,70,"ScramblingfromtheFringe",2008
66,66,"Freddie Jacobson",78,89.66,52,58,"ScramblingfromtheFringe",2008
67,67,"Steve Marino",119,89.53,77,86,"ScramblingfromtheFringe",2008
68,68,"Ben Curtis",80,89.47,51,57,"ScramblingfromtheFringe",2008
68,68,"Dudley Hart",74,89.47,51,57,"ScramblingfromtheFringe",2008
70,70,"Billy Andrade",71,89.39,59,66,"ScramblingfromtheFringe",2008
70,70,"Davis Love III",78,89.39,59,66,"ScramblingfromtheFringe",2008
72,72,"Shane Bertsch",96,89.36,84,94,"ScramblingfromtheFringe",2008
73,73,"DJ Trahan",94,89.33,67,75,"ScramblingfromtheFringe",2008
74,74,"David Duval",51,89.29,25,28,"ScramblingfromtheFringe",2008
74,74,"Greg Kraft",63,89.29,50,56,"ScramblingfromtheFringe",2008
74,74,"George McNeill",97,89.29,50,56,"ScramblingfromtheFringe",2008
74,74,"Bob Sowards",61,89.29,50,56,"ScramblingfromtheFringe",2008
74,74,"Nick Watney",96,89.29,75,84,"ScramblingfromtheFringe",2008
79,79,"Steve Stricker",75,89.19,33,37,"ScramblingfromtheFringe",2008
80,80,"Matt Kuchar",88,89.16,74,83,"ScramblingfromtheFringe",2008
81,81,"Kenneth Ferrie",72,89.09,49,55,"ScramblingfromtheFringe",2008
82,82,"Ryan Armour",87,89.06,57,64,"ScramblingfromtheFringe",2008
83,83,"Michael Allen",91,88.89,64,72,"ScramblingfromtheFringe",2008
83,83,"Steve Flesch",95,88.89,72,81,"ScramblingfromtheFringe",2008
83,83,"Doug LaBelle II",65,88.89,40,45,"ScramblingfromtheFringe",2008
83,83,"Tom Lehman",51,88.89,40,45,"ScramblingfromtheFringe",2008
83,83,"John Mallinger",95,88.89,64,72,"ScramblingfromtheFringe",2008
83,83,"Kyle Thompson",70,88.89,64,72,"ScramblingfromtheFringe",2008
89,89,"Marc Turnesa",87,88.61,70,79,"ScramblingfromtheFringe",2008
90,90,"Todd Hamilton",92,88.37,76,86,"ScramblingfromtheFringe",2008
90,90,"Jimmy Walker",73,88.37,38,43,"ScramblingfromtheFringe",2008
92,92,"Tim Clark",90,88.31,68,77,"ScramblingfromtheFringe",2008
93,93,"Chad Collins",72,88.24,45,51,"ScramblingfromtheFringe",2008
93,93,"John Merrick",98,88.24,60,68,"ScramblingfromtheFringe",2008
95,95,"Ted Purdy",68,88.14,52,59,"ScramblingfromtheFringe",2008
96,96,"Jeff Gove",50,88,44,50,"ScramblingfromtheFringe",2008
97,97,"Bill Haas",99,87.93,51,58,"ScramblingfromtheFringe",2008
98,98,"Stuart Appleby",87,87.88,58,66,"ScramblingfromtheFringe",2008
99,99,"Tag Ridings",88,87.78,79,90,"ScramblingfromtheFringe",2008
100,100,"Dustin Johnson",92,87.5,70,80,"ScramblingfromtheFringe",2008
100,100,"Shigeki Maruyama",50,87.5,35,40,"ScramblingfromtheFringe",2008
100,100,"Jeff Overton",103,87.5,77,88,"ScramblingfromtheFringe",2008
103,103,"Johnson Wagner",83,87.34,69,79,"ScramblingfromtheFringe",2008
104,104,"Jason Allred",63,87.3,55,63,"ScramblingfromtheFringe",2008
105,105,"Brett Rumford",72,87.23,41,47,"ScramblingfromtheFringe",2008
106,106,"Jin Park",85,87.18,68,78,"ScramblingfromtheFringe",2008
107,107,"Jonathan Byrd",88,87.14,61,70,"ScramblingfromtheFringe",2008
108,108,"Ken Duke",116,87.1,81,93,"ScramblingfromtheFringe",2008
108,108,"Bob Tway",70,87.1,54,62,"ScramblingfromtheFringe",2008
110,110,"Tim Wilkinson",95,86.96,60,69,"ScramblingfromtheFringe",2008
111,111,"Justin Bolli",87,86.89,53,61,"ScramblingfromtheFringe",2008
112,112,"Bart Bryant",81,86.67,65,75,"ScramblingfromtheFringe",2008
112,112,"Troy Matteson",94,86.67,65,75,"ScramblingfromtheFringe",2008
112,112,"Sean OHair",81,86.67,39,45,"ScramblingfromtheFringe",2008
112,112,"Kenny Perry",97,86.67,65,75,"ScramblingfromtheFringe",2008
116,116,"Heath Slocum",104,86.42,70,81,"ScramblingfromtheFringe",2008
117,117,"Chris DiMarco",87,86.36,57,66,"ScramblingfromtheFringe",2008
117,117,"Frank Lickliter II",107,86.36,76,88,"ScramblingfromtheFringe",2008
119,119,"Matt Jones",95,86.25,69,80,"ScramblingfromtheFringe",2008
120,120,"Mark Hensby",71,86.21,50,58,"ScramblingfromtheFringe",2008
121,121,"Eric Axley",113,86.17,81,94,"ScramblingfromtheFringe",2008
122,122,"Daniel Chopra",84,86.15,56,65,"ScramblingfromtheFringe",2008
122,122,"Jason Day",81,86.15,56,65,"ScramblingfromtheFringe",2008
124,124,"Cody Freeman",66,86,43,50,"ScramblingfromtheFringe",2008
125,125,"Justin Leonard",101,85.96,49,57,"ScramblingfromtheFringe",2008
126,126,"Anthony Kim",81,85.71,48,56,"ScramblingfromtheFringe",2008
127,127,"Steve Elkington",84,85.51,59,69,"ScramblingfromtheFringe",2008
127,127,"Martin Laird",98,85.51,59,69,"ScramblingfromtheFringe",2008
129,129,"Craig Kanada",65,85.45,47,55,"ScramblingfromtheFringe",2008
130,130,"Charley Hoffman",94,85.37,70,82,"ScramblingfromtheFringe",2008
130,130,"Travis Perkins",53,85.37,35,41,"ScramblingfromtheFringe",2008
132,132,"Briny Baird",113,85.19,69,81,"ScramblingfromtheFringe",2008
132,132,"Rory Sabbatini",77,85.19,46,54,"ScramblingfromtheFringe",2008
134,134,"Mark Calcavecchia",67,85.11,40,47,"ScramblingfromtheFringe",2008
134,134,"Stephen Leaney",53,85.11,40,47,"ScramblingfromtheFringe",2008
136,136,"Tom Scherrer",56,85,34,40,"ScramblingfromtheFringe",2008
136,136,"Boo Weekley",86,85,51,60,"ScramblingfromtheFringe",2008
138,138,"Kevin Stadler",90,84.72,61,72,"ScramblingfromtheFringe",2008
139,139,"Mark Wilson",107,84.71,72,85,"ScramblingfromtheFringe",2008
140,140,"Jason Gore",94,84.54,82,97,"ScramblingfromtheFringe",2008
141,141,"JB Holmes",86,84.48,49,58,"ScramblingfromtheFringe",2008
141,141,"Jim McGovern",75,84.48,49,58,"ScramblingfromtheFringe",2008
143,143,"Kent Jones",68,84.44,38,45,"ScramblingfromtheFringe",2008
144,144,"Robert Garrigus",90,84.38,54,64,"ScramblingfromtheFringe",2008
144,144,"Zach Johnson",85,84.38,54,64,"ScramblingfromtheFringe",2008
146,146,"Paul Claxton",63,84.31,43,51,"ScramblingfromtheFringe",2008
147,147,"Lucas Glover",91,84.13,53,63,"ScramblingfromtheFringe",2008
147,147,"Camilo Villegas",79,84.13,53,63,"ScramblingfromtheFringe",2008
149,149,"Omar Uresti",74,84.06,58,69,"ScramblingfromtheFringe",2008
149,149,"YE Yang",89,84.06,58,69,"ScramblingfromtheFringe",2008
151,151,"John Riegger",73,83.87,52,62,"ScramblingfromtheFringe",2008
152,152,"Paul Casey",55,83.78,31,37,"ScramblingfromtheFringe",2008
152,152,"JJ Henry",108,83.78,62,74,"ScramblingfromtheFringe",2008
152,152,"Trevor Immelman",70,83.78,31,37,"ScramblingfromtheFringe",2008
155,155,"Pat Perez",93,83.75,67,80,"ScramblingfromtheFringe",2008
156,156,"Ron Whittaker",54,83.67,41,49,"ScramblingfromtheFringe",2008
157,157,"Steve Allan",58,83.33,30,36,"ScramblingfromtheFringe",2008
158,158,"Jeff Maggert",86,83.12,64,77,"ScramblingfromtheFringe",2008
158,158,"Joe Ogilvie",100,83.12,64,77,"ScramblingfromtheFringe",2008
158,158,"Bubba Watson",97,83.12,64,77,"ScramblingfromtheFringe",2008
161,161,"Dean Wilson",109,82.93,68,82,"ScramblingfromtheFringe",2008
162,162,"Brad Adamonis",87,82.86,58,70,"ScramblingfromtheFringe",2008
163,163,"Peter Lonard",92,82.81,53,64,"ScramblingfromtheFringe",2008
163,163,"Brett Quigley",80,82.81,53,64,"ScramblingfromtheFringe",2008
165,165,"John Senden",93,82.76,48,58,"ScramblingfromtheFringe",2008
166,166,"Brian Davis",108,82.73,91,110,"ScramblingfromtheFringe",2008
167,167,"Nicholas Thompson",113,82.69,86,104,"ScramblingfromtheFringe",2008
168,168,"Michael Letzig",88,82.67,62,75,"ScramblingfromtheFringe",2008
169,169,"Robert Allenby",108,82.61,57,69,"ScramblingfromtheFringe",2008
170,170,"Ryan Palmer",69,82.54,52,63,"ScramblingfromtheFringe",2008
171,171,"David Toms",70,82.46,47,57,"ScramblingfromtheFringe",2008
172,172,"Jim Furyk",95,82.43,61,74,"ScramblingfromtheFringe",2008
173,173,"Marco Dawson",64,82.35,42,51,"ScramblingfromtheFringe",2008
174,174,"Mathias Gronberg",87,82.19,60,73,"ScramblingfromtheFringe",2008
175,175,"Charles Warren",79,82.09,55,67,"ScramblingfromtheFringe",2008
176,176,"Robert Gamez",79,81.97,50,61,"ScramblingfromtheFringe",2008
176,176,"Hunter Mahan",87,81.97,50,61,"ScramblingfromtheFringe",2008
178,178,"Nick Flanagan",89,81.94,59,72,"ScramblingfromtheFringe",2008
179,179,"Tim Petrovic",97,81.69,58,71,"ScramblingfromtheFringe",2008
180,180,"Cliff Kresge",84,81.54,53,65,"ScramblingfromtheFringe",2008
181,181,"Chris Riley",51,81.4,35,43,"ScramblingfromtheFringe",2008
181,181,"Jay Williamson",96,81.4,70,86,"ScramblingfromtheFringe",2008
183,183,"Alex Cejka",75,81.16,56,69,"ScramblingfromtheFringe",2008
183,183,"Billy Mayfair",103,81.16,56,69,"ScramblingfromtheFringe",2008
185,185,"Alejandro Canizares",52,81.08,30,37,"ScramblingfromtheFringe",2008
186,186,"Mathew Goggin",91,80.88,55,68,"ScramblingfromtheFringe",2008
187,187,"Rod Pampling",83,80.6,54,67,"ScramblingfromtheFringe",2008
188,188,"Chad Campbell",94,80.33,49,61,"ScramblingfromtheFringe",2008
189,189,"Cameron Beckman",87,80.3,53,66,"ScramblingfromtheFringe",2008
190,190,"Rich Beem",90,79.69,51,64,"ScramblingfromtheFringe",2008
191,191,"Chris Stroud",81,79.66,47,59,"ScramblingfromtheFringe",2008
192,192,"Joe Durant",92,79.63,43,54,"ScramblingfromtheFringe",2008
193,193,"David Lutterus",59,79.59,39,49,"ScramblingfromtheFringe",2008
194,194,"KJ Choi",74,77.78,35,45,"ScramblingfromtheFringe",2008
196,196,"Ian Poulter",51,75.86,22,29,"ScramblingfromtheFringe",2008
197,197,"Adam Scott",51,72.41,21,29,"ScramblingfromtheFringe",2008
