"Back9Round3ScoringAverage_RANKTHISWEEK_2010","Back9Round3ScoringAverage_RANKLASTWEEK_2010","Back9Round3ScoringAverage_PLAYERNAME_2010","Back9Round3ScoringAverage__2010","Back9Round3ScoringAverage_AVG_2010","Back9Round3ScoringAverage_TOTALSTROKES_2010","Back9Round3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Boo Weekley",NA,34.12,580,17,"Back9Round3ScoringAverage",2010
2,2,"Bill Haas",NA,34.17,615,18,"Back9Round3ScoringAverage",2010
3,3,"Charles Warren",NA,34.18,376,11,"Back9Round3ScoringAverage",2010
4,4,"Aron Price",NA,34.23,445,13,"Back9Round3ScoringAverage",2010
5,5,"Brandt Snedeker",NA,34.28,617,18,"Back9Round3ScoringAverage",2010
6,6,"Jeev Milkha Singh",NA,34.3,343,10,"Back9Round3ScoringAverage",2010
7,7,"Paul Stankowski",NA,34.31,446,13,"Back9Round3ScoringAverage",2010
8,8,"Joe Durant",NA,34.43,482,14,"Back9Round3ScoringAverage",2010
9,9,"Graham DeLaet",NA,34.44,551,16,"Back9Round3ScoringAverage",2010
9,9,"Brenden Pappas",NA,34.44,310,9,"Back9Round3ScoringAverage",2010
11,11,"Blake Adams",NA,34.5,552,16,"Back9Round3ScoringAverage",2010
11,11,"John Daly",NA,34.5,483,14,"Back9Round3ScoringAverage",2010
11,11,"Andrew McLardy",NA,34.5,207,6,"Back9Round3ScoringAverage",2010
14,14,"Nick Watney",NA,34.57,726,21,"Back9Round3ScoringAverage",2010
15,15,"Luke Donald",NA,34.6,519,15,"Back9Round3ScoringAverage",2010
16,16,"Tim Clark",NA,34.63,658,19,"Back9Round3ScoringAverage",2010
17,17,"Brendon de Jonge",NA,34.64,866,25,"Back9Round3ScoringAverage",2010
18,18,"Jim Furyk",NA,34.65,589,17,"Back9Round3ScoringAverage",2010
19,19,"Troy Merritt",NA,34.67,520,15,"Back9Round3ScoringAverage",2010
20,20,"Dustin Johnson",NA,34.68,659,19,"Back9Round3ScoringAverage",2010
21,21,"Troy Matteson",NA,34.71,486,14,"Back9Round3ScoringAverage",2010
22,22,"Webb Simpson",NA,34.72,625,18,"Back9Round3ScoringAverage",2010
23,23,"Chris Couch",NA,34.73,382,11,"Back9Round3ScoringAverage",2010
23,23,"Steve Elkington",NA,34.73,521,15,"Back9Round3ScoringAverage",2010
25,25,"Jeff Maggert",NA,34.75,417,12,"Back9Round3ScoringAverage",2010
25,25,"Bryce Molder",NA,34.75,556,16,"Back9Round3ScoringAverage",2010
27,27,"Rickie Fowler",NA,34.76,730,21,"Back9Round3ScoringAverage",2010
28,28,"Will Ma Kenzie",NA,34.79,487,14,"Back9Round3ScoringAverage",2010
29,29,"Justin Bolli",NA,34.8,174,5,"Back9Round3ScoringAverage",2010
29,29,"Ryan Palmer",NA,34.8,522,15,"Back9Round3ScoringAverage",2010
31,31,"Scott McCarron",NA,34.81,557,16,"Back9Round3ScoringAverage",2010
31,31,"DA Points",NA,34.81,557,16,"Back9Round3ScoringAverage",2010
33,33,"Rocco Mediate",NA,34.83,418,12,"Back9Round3ScoringAverage",2010
