"Front9Round3ScoringAverage_RANKTHISWEEK_2008","Front9Round3ScoringAverage_RANKLASTWEEK_2008","Front9Round3ScoringAverage_PLAYERNAME_2008","Front9Round3ScoringAverage__2008","Front9Round3ScoringAverage_AVG_2008","Front9Round3ScoringAverage_TOTALSTROKES_2008","Front9Round3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Brenden Pappas",NA,33.9,339,10,"Front9Round3ScoringAverage",2008
2,2,"Bob Tway",NA,33.93,509,15,"Front9Round3ScoringAverage",2008
3,3,"Glen Day",NA,34.07,477,14,"Front9Round3ScoringAverage",2008
4,4,"Kevin Sutherland",NA,34.09,784,23,"Front9Round3ScoringAverage",2008
5,5,"Chad Campbell",NA,34.11,648,19,"Front9Round3ScoringAverage",2008
6,6,"Craig Kanada",NA,34.2,342,10,"Front9Round3ScoringAverage",2008
7,7,"Bill Haas",NA,34.39,619,18,"Front9Round3ScoringAverage",2008
8,8,"Tim Clark",NA,34.42,654,19,"Front9Round3ScoringAverage",2008
8,8,"Jim McGovern",NA,34.42,413,12,"Front9Round3ScoringAverage",2008
10,10,"Steve Marino",NA,34.44,930,27,"Front9Round3ScoringAverage",2008
11,11,"Bart Bryant",NA,34.53,587,17,"Front9Round3ScoringAverage",2008
11,11,"Tim Wilkinson",NA,34.53,656,19,"Front9Round3ScoringAverage",2008
13,13,"Kenny Perry",NA,34.57,795,23,"Front9Round3ScoringAverage",2008
14,14,"Mike Weir",NA,34.58,657,19,"Front9Round3ScoringAverage",2008
15,15,"Sergio Garcia",NA,34.59,588,17,"Front9Round3ScoringAverage",2008
16,16,"Mark Wilson",NA,34.6,865,25,"Front9Round3ScoringAverage",2008
17,17,"Bob Estes",NA,34.65,589,17,"Front9Round3ScoringAverage",2008
17,17,"Brandt Snedeker",NA,34.65,589,17,"Front9Round3ScoringAverage",2008
19,19,"Steve Allan",NA,34.67,312,9,"Front9Round3ScoringAverage",2008
20,20,"Jeff Quinney",NA,34.69,555,16,"Front9Round3ScoringAverage",2008
21,21,"Vaughn Taylor",NA,34.7,694,20,"Front9Round3ScoringAverage",2008
22,22,"Brandt Jobe",NA,34.71,243,7,"Front9Round3ScoringAverage",2008
23,23,"Anthony Kim",NA,34.72,625,18,"Front9Round3ScoringAverage",2008
24,24,"Joe Ogilvie",NA,34.73,764,22,"Front9Round3ScoringAverage",2008
25,25,"Mark Calcavecchia",NA,34.75,417,12,"Front9Round3ScoringAverage",2008
25,25,"Daniel Chopra",NA,34.75,556,16,"Front9Round3ScoringAverage",2008
25,25,"YE Yang",NA,34.75,556,16,"Front9Round3ScoringAverage",2008
28,28,"Tim Herron",NA,34.76,730,21,"Front9Round3ScoringAverage",2008
29,29,"Angel Cabrera",NA,34.8,348,10,"Front9Round3ScoringAverage",2008
29,29,"Brian Gay",NA,34.8,696,20,"Front9Round3ScoringAverage",2008
29,29,"Ryuji Imada",NA,34.8,522,15,"Front9Round3ScoringAverage",2008
32,32,"Jon Mills",NA,34.81,557,16,"Front9Round3ScoringAverage",2008
33,33,"Padraig Harrington",NA,34.82,383,11,"Front9Round3ScoringAverage",2008
34,34,"Retief Goosen",NA,34.83,418,12,"Front9Round3ScoringAverage",2008
35,35,"Dudley Hart",NA,34.87,523,15,"Front9Round3ScoringAverage",2008
36,36,"Jesper Parnevik",NA,34.88,558,16,"Front9Round3ScoringAverage",2008
37,37,"John Merrick",NA,34.91,768,22,"Front9Round3ScoringAverage",2008
38,38,"Corey Pavin",NA,34.93,524,15,"Front9Round3ScoringAverage",2008
39,39,"Zach Johnson",NA,34.94,629,18,"Front9Round3ScoringAverage",2008
40,40,"Jim Furyk",NA,34.95,769,22,"Front9Round3ScoringAverage",2008
41,41,"Justin Leonard",NA,34.96,804,23,"Front9Round3ScoringAverage",2008
42,42,"Shane Bertsch",NA,35,700,20,"Front9Round3ScoringAverage",2008
42,42,"KJ Choi",NA,35,525,15,"Front9Round3ScoringAverage",2008
42,42,"Jason Day",NA,35,455,13,"Front9Round3ScoringAverage",2008
42,42,"Charles Howell III",NA,35,700,20,"Front9Round3ScoringAverage",2008
42,42,"Scott Sterling",NA,35,595,17,"Front9Round3ScoringAverage",2008
47,47,"Pat Perez",NA,35.05,701,20,"Front9Round3ScoringAverage",2008
48,48,"Jonathan Byrd",NA,35.06,596,17,"Front9Round3ScoringAverage",2008
48,48,"Sean OHair",NA,35.06,561,16,"Front9Round3ScoringAverage",2008
50,50,"Marco Dawson",NA,35.08,421,12,"Front9Round3ScoringAverage",2008
51,51,"Adam Scott",NA,35.09,386,11,"Front9Round3ScoringAverage",2008
52,52,"Tom Lehman",NA,35.11,316,9,"Front9Round3ScoringAverage",2008
52,52,"Tom Scherrer",NA,35.11,316,9,"Front9Round3ScoringAverage",2008
52,52,"Bo Van Pelt",NA,35.11,667,19,"Front9Round3ScoringAverage",2008
52,52,"Boo Weekley",NA,35.11,632,18,"Front9Round3ScoringAverage",2008
56,56,"Rich Beem",NA,35.12,597,17,"Front9Round3ScoringAverage",2008
56,56,"Tim Petrovic",NA,35.12,597,17,"Front9Round3ScoringAverage",2008
58,58,"Freddie Jacobson",NA,35.13,527,15,"Front9Round3ScoringAverage",2008
59,59,"Tom Pernice Jr",NA,35.14,773,22,"Front9Round3ScoringAverage",2008
60,60,"Billy Andrade",NA,35.17,422,12,"Front9Round3ScoringAverage",2008
60,60,"Mathew Goggin",NA,35.17,633,18,"Front9Round3ScoringAverage",2008
62,62,"Jason Gore",NA,35.18,598,17,"Front9Round3ScoringAverage",2008
