"BestSubParRoundsStreak_RANKTHISWEEK_2008","BestSubParRoundsStreak_RANKLASTWEEK_2008","BestSubParRoundsStreak_PLAYERNAME_2008","BestSubParRoundsStreak__2008","BestSubParRoundsStreak_CAREERBESTSTREAK_2008","BestSubParRoundsStreak_BESTYTDSTREAK_2008","BestSubParRoundsStreak_CURRENTSTREAK_2008","stat_name","year"
1,1,"Tim Petrovic",NA,26,5,NA,"BestSubParRoundsStreak",2008
2,2,"Jeff Sluman",NA,23,2,NA,"BestSubParRoundsStreak",2008
3,3,"Tim Clark",NA,22,6,NA,"BestSubParRoundsStreak",2008
3,3,"Fred Couples",NA,22,6,NA,"BestSubParRoundsStreak",2008
3,3,"Scott McCarron",NA,22,5,NA,"BestSubParRoundsStreak",2008
6,6,"Stuart Appleby",NA,21,5,NA,"BestSubParRoundsStreak",2008
6,6,"Bob Estes",NA,21,5,NA,"BestSubParRoundsStreak",2008
6,6,"Scott Verplank",NA,21,10,NA,"BestSubParRoundsStreak",2008
9,9,"Jay Don Blake",NA,20,NA,NA,"BestSubParRoundsStreak",2008
9,9,"Joey Sindelar",NA,20,1,NA,"BestSubParRoundsStreak",2008
11,11,"Joe Durant",NA,19,6,NA,"BestSubParRoundsStreak",2008
11,11,"Jesper Parnevik",NA,19,5,NA,"BestSubParRoundsStreak",2008
11,11,"Dan Pohl",NA,19,NA,NA,"BestSubParRoundsStreak",2008
14,14,"Glen Day",NA,18,5,NA,"BestSubParRoundsStreak",2008
14,14,"Chris DiMarco",NA,18,4,NA,"BestSubParRoundsStreak",2008
14,14,"Retief Goosen",NA,18,6,NA,"BestSubParRoundsStreak",2008
14,14,"Charles Howell III",NA,18,4,NA,"BestSubParRoundsStreak",2008
14,14,"Craig Parry",NA,18,NA,NA,"BestSubParRoundsStreak",2008
19,19,"Ronnie Black",NA,17,2,NA,"BestSubParRoundsStreak",2008
19,19,"Jonathan Byrd",NA,17,4,NA,"BestSubParRoundsStreak",2008
19,19,"Ed Fiori",NA,17,NA,NA,"BestSubParRoundsStreak",2008
19,19,"Donnie Hammond",NA,17,NA,NA,"BestSubParRoundsStreak",2008
19,19,"Roger Maltbie",NA,17,NA,NA,"BestSubParRoundsStreak",2008
19,19,"Shigeki Maruyama",NA,17,3,NA,"BestSubParRoundsStreak",2008
19,19,"Mark OMeara",NA,17,3,NA,"BestSubParRoundsStreak",2008
19,19,"Vijay Singh",NA,17,8,NA,"BestSubParRoundsStreak",2008
19,19,"Kirk Triplett",NA,17,3,NA,"BestSubParRoundsStreak",2008
19,19,"Tiger Woods",NA,17,5,NA,"BestSubParRoundsStreak",2008
29,29,"Ken Green",NA,16,NA,NA,"BestSubParRoundsStreak",2008
29,29,"Lee Janzen",NA,16,5,NA,"BestSubParRoundsStreak",2008
29,29,"Jerry Kelly",NA,16,4,NA,"BestSubParRoundsStreak",2008
29,29,"Troy Matteson",NA,16,6,NA,"BestSubParRoundsStreak",2008
29,29,"Blaine McCallister",NA,16,NA,NA,"BestSubParRoundsStreak",2008
29,29,"Steve Pate",NA,16,NA,NA,"BestSubParRoundsStreak",2008
29,29,"Corey Pavin",NA,16,3,NA,"BestSubParRoundsStreak",2008
29,29,"Kenny Perry",NA,16,16,NA,"BestSubParRoundsStreak",2008
29,29,"Chris Riley",NA,16,6,NA,"BestSubParRoundsStreak",2008
29,29,"Mike Weir",NA,16,8,NA,"BestSubParRoundsStreak",2008
39,39,"Carlos Franco",NA,15,6,NA,"BestSubParRoundsStreak",2008
39,39,"Scott Hoch",NA,15,1,NA,"BestSubParRoundsStreak",2008
39,39,"Tom Kite",NA,15,NA,NA,"BestSubParRoundsStreak",2008
39,39,"Davis Love III",NA,15,8,NA,"BestSubParRoundsStreak",2008
39,39,"Andrew Magee",NA,15,1,NA,"BestSubParRoundsStreak",2008
39,39,"Scott Simpson",NA,15,NA,NA,"BestSubParRoundsStreak",2008
39,39,"Chris Smith",NA,15,2,NA,"BestSubParRoundsStreak",2008
39,39,"Craig Stadler",NA,15,NA,NA,"BestSubParRoundsStreak",2008
39,39,"Bob Tway",NA,15,8,NA,"BestSubParRoundsStreak",2008
48,48,"Robert Allenby",NA,14,6,NA,"BestSubParRoundsStreak",2008
48,48,"Woody Austin",NA,14,14,NA,"BestSubParRoundsStreak",2008
48,48,"Brian Bateman",NA,14,4,NA,"BestSubParRoundsStreak",2008
48,48,"Russ Cochran",NA,14,NA,NA,"BestSubParRoundsStreak",2008
48,48,"Marco Dawson",NA,14,8,NA,"BestSubParRoundsStreak",2008
48,48,"Steve Flesch",NA,14,4,NA,"BestSubParRoundsStreak",2008
48,48,"Brent Geiberger",NA,14,2,NA,"BestSubParRoundsStreak",2008
48,48,"John Huston",NA,14,7,NA,"BestSubParRoundsStreak",2008
48,48,"Kent Jones",NA,14,4,NA,"BestSubParRoundsStreak",2008
48,48,"Stephen Leaney",NA,14,4,NA,"BestSubParRoundsStreak",2008
48,48,"Justin Leonard",NA,14,8,NA,"BestSubParRoundsStreak",2008
48,48,"Frank Lickliter II",NA,14,6,NA,"BestSubParRoundsStreak",2008
48,48,"Peter Lonard",NA,14,4,NA,"BestSubParRoundsStreak",2008
48,48,"Jeff Maggert",NA,14,7,NA,"BestSubParRoundsStreak",2008
48,48,"Rocco Mediate",NA,14,5,NA,"BestSubParRoundsStreak",2008
48,48,"Joe Ogilvie",NA,14,6,NA,"BestSubParRoundsStreak",2008
48,48,"Loren Roberts",NA,14,NA,NA,"BestSubParRoundsStreak",2008
48,48,"Payne Stewart",NA,14,NA,NA,"BestSubParRoundsStreak",2008
48,48,"Bo Van Pelt",NA,14,7,NA,"BestSubParRoundsStreak",2008
48,48,"Grant Waite",NA,14,1,NA,"BestSubParRoundsStreak",2008
68,68,"Billy Andrade",NA,13,5,NA,"BestSubParRoundsStreak",2008
68,68,"Paul Azinger",NA,13,2,NA,"BestSubParRoundsStreak",2008
68,68,"Briny Baird",NA,13,7,NA,"BestSubParRoundsStreak",2008
68,68,"Jason Bohn",NA,13,3,NA,"BestSubParRoundsStreak",2008
68,68,"Bart Bryant",NA,13,5,NA,"BestSubParRoundsStreak",2008
68,68,"Brad Bryant",NA,13,NA,NA,"BestSubParRoundsStreak",2008
68,68,"Rex Caldwell",NA,13,NA,NA,"BestSubParRoundsStreak",2008
68,68,"John Cook",NA,13,NA,NA,"BestSubParRoundsStreak",2008
68,68,"Jay Delsing",NA,13,1,NA,"BestSubParRoundsStreak",2008
68,68,"David Duval",NA,13,4,NA,"BestSubParRoundsStreak",2008
68,68,"Steve Elkington",NA,13,8,NA,"BestSubParRoundsStreak",2008
68,68,"Rick Fehr",NA,13,2,NA,"BestSubParRoundsStreak",2008
68,68,"Dan Forsman",NA,13,4,NA,"BestSubParRoundsStreak",2008
68,68,"Harrison Frazar",NA,13,4,NA,"BestSubParRoundsStreak",2008
68,68,"David Frost",NA,13,1,NA,"BestSubParRoundsStreak",2008
68,68,"Fred Funk",NA,13,6,NA,"BestSubParRoundsStreak",2008
68,68,"Jim Furyk",NA,13,7,NA,"BestSubParRoundsStreak",2008
68,68,"Buddy Gardner",NA,13,NA,NA,"BestSubParRoundsStreak",2008
68,68,"Brian Gay",NA,13,11,NA,"BestSubParRoundsStreak",2008
68,68,"Paul Gow",NA,13,NA,NA,"BestSubParRoundsStreak",2008
68,68,"Tim Herron",NA,13,5,NA,"BestSubParRoundsStreak",2008
68,68,"Peter Jacobsen",NA,13,NA,NA,"BestSubParRoundsStreak",2008
