"3PuttAvoidanceRound1_RANKTHISWEEK_2015","3PuttAvoidanceRound1_RANKLASTWEEK_2015","3PuttAvoidanceRound1_PLAYERNAME_2015","3PuttAvoidanceRound1__2015","3PuttAvoidanceRound1_Pct_2015","3PuttAvoidanceRound1_TOTAL3PUTTS_2015","3PuttAvoidanceRound1_TOTALHOLES_2015","stat_name","year"
1,1,"Francesco Molinari",NA,0.37,1,270,"3PuttAvoidanceRound1",2015
2,2,"Brian Stuard",NA,0.74,4,540,"3PuttAvoidanceRound1",2015
3,3,"Billy Hurley III",NA,1.03,5,486,"3PuttAvoidanceRound1",2015
4,4,"Sergio Garcia",NA,1.19,3,252,"3PuttAvoidanceRound1",2015
5,5,"Hunter Mahan",NA,1.21,5,414,"3PuttAvoidanceRound1",2015
6,6,"Morgan Hoffmann",NA,1.28,6,468,"3PuttAvoidanceRound1",2015
7,7,"Daniel Summerhays",NA,1.34,7,522,"3PuttAvoidanceRound1",2015
8,8,"Will Wilcox",NA,1.39,4,288,"3PuttAvoidanceRound1",2015
9,9,"Roberto Castro",NA,1.48,4,270,"3PuttAvoidanceRound1",2015
9,9,"Henrik Stenson",NA,1.48,4,270,"3PuttAvoidanceRound1",2015
11,11,"Pat Perez",NA,1.5,7,468,"3PuttAvoidanceRound1",2015
12,12,"KJ Choi",NA,1.54,5,324,"3PuttAvoidanceRound1",2015
13,13,"JB Holmes",NA,1.62,7,432,"3PuttAvoidanceRound1",2015
13,13,"Matt Kuchar",NA,1.62,7,432,"3PuttAvoidanceRound1",2015
13,13,"Jordan Spieth",NA,1.62,7,432,"3PuttAvoidanceRound1",2015
16,16,"Jim Herman",NA,1.65,8,486,"3PuttAvoidanceRound1",2015
17,17,"Chesson Hadley",NA,1.67,9,540,"3PuttAvoidanceRound1",2015
17,17,"David Hearn",NA,1.67,9,540,"3PuttAvoidanceRound1",2015
19,19,"Patrick Rodgers",NA,1.74,5,288,"3PuttAvoidanceRound1",2015
20,20,"Jason Bohn",NA,1.85,9,486,"3PuttAvoidanceRound1",2015
20,20,"Kevin Kisner",NA,1.85,10,540,"3PuttAvoidanceRound1",2015
22,22,"Derek Fathauer",NA,1.92,9,468,"3PuttAvoidanceRound1",2015
22,22,"JJ Henry",NA,1.92,10,522,"3PuttAvoidanceRound1",2015
22,22,"Alex Prugh",NA,1.92,9,468,"3PuttAvoidanceRound1",2015
22,22,"Patrick Reed",NA,1.92,9,468,"3PuttAvoidanceRound1",2015
22,22,"Shawn Stefani",NA,1.92,9,468,"3PuttAvoidanceRound1",2015
27,27,"Ryan Moore",NA,1.93,8,414,"3PuttAvoidanceRound1",2015
28,28,"Eric Axley",NA,1.94,7,360,"3PuttAvoidanceRound1",2015
29,29,"Whee Kim",NA,2.02,8,396,"3PuttAvoidanceRound1",2015
30,30,"Spencer Levin",NA,2.04,11,540,"3PuttAvoidanceRound1",2015
31,31,"Jason Day",NA,2.05,7,342,"3PuttAvoidanceRound1",2015
31,31,"Dustin Johnson",NA,2.05,7,342,"3PuttAvoidanceRound1",2015
31,31,"Roger Sloan",NA,2.05,7,342,"3PuttAvoidanceRound1",2015
34,34,"Andres Gonzales",NA,2.06,10,486,"3PuttAvoidanceRound1",2015
35,35,"Aaron Baddeley",NA,2.08,9,432,"3PuttAvoidanceRound1",2015
35,35,"Greg Chalmers",NA,2.08,6,288,"3PuttAvoidanceRound1",2015
35,35,"Zach Johnson",NA,2.08,9,432,"3PuttAvoidanceRound1",2015
35,35,"John Peterson",NA,2.08,9,432,"3PuttAvoidanceRound1",2015
39,39,"Ricky Barnes",NA,2.14,10,468,"3PuttAvoidanceRound1",2015
40,40,"Harris English",NA,2.18,11,504,"3PuttAvoidanceRound1",2015
41,41,"Graham DeLaet",NA,2.22,8,360,"3PuttAvoidanceRound1",2015
41,41,"Luke Donald",NA,2.22,8,360,"3PuttAvoidanceRound1",2015
41,41,"Tom Hoge",NA,2.22,10,450,"3PuttAvoidanceRound1",2015
41,41,"Bryce Molder",NA,2.22,10,450,"3PuttAvoidanceRound1",2015
41,41,"Robert Streb",NA,2.22,12,540,"3PuttAvoidanceRound1",2015
46,46,"Colt Knost",NA,2.26,11,486,"3PuttAvoidanceRound1",2015
47,47,"Marc Leishman",NA,2.27,9,396,"3PuttAvoidanceRound1",2015
48,48,"Jeff Overton",NA,2.3,12,522,"3PuttAvoidanceRound1",2015
49,49,"Chad Collins",NA,2.31,10,432,"3PuttAvoidanceRound1",2015
49,49,"Jerry Kelly",NA,2.31,10,432,"3PuttAvoidanceRound1",2015
51,51,"Tony Finau",NA,2.33,13,558,"3PuttAvoidanceRound1",2015
52,52,"David Toms",NA,2.34,8,342,"3PuttAvoidanceRound1",2015
53,53,"Fabian Gomez",NA,2.35,11,468,"3PuttAvoidanceRound1",2015
53,53,"Luke Guthrie",NA,2.35,11,468,"3PuttAvoidanceRound1",2015
