"3PuttAvoidanceRound3_RANKTHISWEEK_2008","3PuttAvoidanceRound3_RANKLASTWEEK_2008","3PuttAvoidanceRound3_PLAYERNAME_2008","3PuttAvoidanceRound3__2008","3PuttAvoidanceRound3_Pct_2008","3PuttAvoidanceRound3_TOTAL3PUTTS_2008","3PuttAvoidanceRound3_TOTALHOLES_2008","stat_name","year"
1,1,"Craig Kanada",NA,0.56,1,180,"3PuttAvoidanceRound3",2008
1,1,"Stephen Leaney",NA,0.56,1,180,"3PuttAvoidanceRound3",2008
3,3,"Daniel Chopra",NA,0.69,2,288,"3PuttAvoidanceRound3",2008
4,4,"Bob Tway",NA,0.74,2,270,"3PuttAvoidanceRound3",2008
5,5,"Chad Collins",NA,0.85,2,234,"3PuttAvoidanceRound3",2008
6,6,"Matt Kuchar",NA,0.98,3,306,"3PuttAvoidanceRound3",2008
7,7,"Glen Day",NA,1.19,3,252,"3PuttAvoidanceRound3",2008
8,8,"Kyle Thompson",NA,1.23,2,162,"3PuttAvoidanceRound3",2008
9,9,"Ryan Armour",NA,1.28,3,234,"3PuttAvoidanceRound3",2008
9,9,"Alex Cejka",NA,1.28,3,234,"3PuttAvoidanceRound3",2008
11,11,"Bob Estes",NA,1.31,4,306,"3PuttAvoidanceRound3",2008
12,12,"Retief Goosen",NA,1.39,3,216,"3PuttAvoidanceRound3",2008
12,12,"Jim McGovern",NA,1.39,3,216,"3PuttAvoidanceRound3",2008
12,12,"Nick OHern",NA,1.39,4,288,"3PuttAvoidanceRound3",2008
15,15,"Shane Bertsch",NA,1.67,6,360,"3PuttAvoidanceRound3",2008
15,15,"Richard Johnson",NA,1.67,3,180,"3PuttAvoidanceRound3",2008
15,15,"Brenden Pappas",NA,1.67,3,180,"3PuttAvoidanceRound3",2008
18,18,"Jason Day",NA,1.71,4,234,"3PuttAvoidanceRound3",2008
19,19,"Sean OHair",NA,1.74,5,288,"3PuttAvoidanceRound3",2008
20,20,"Brian Davis",NA,1.77,7,396,"3PuttAvoidanceRound3",2008
21,21,"Stewart Cink",NA,1.85,6,324,"3PuttAvoidanceRound3",2008
21,21,"Marco Dawson",NA,1.85,4,216,"3PuttAvoidanceRound3",2008
21,21,"James Driscoll",NA,1.85,5,270,"3PuttAvoidanceRound3",2008
21,21,"Steve Elkington",NA,1.85,6,324,"3PuttAvoidanceRound3",2008
21,21,"Nathan Green",NA,1.85,6,324,"3PuttAvoidanceRound3",2008
21,21,"Dudley Hart",NA,1.85,5,270,"3PuttAvoidanceRound3",2008
21,21,"Ryuji Imada",NA,1.85,5,270,"3PuttAvoidanceRound3",2008
21,21,"Patrick Sheehan",NA,1.85,9,486,"3PuttAvoidanceRound3",2008
29,29,"Eric Axley",NA,1.93,8,414,"3PuttAvoidanceRound3",2008
30,30,"Vaughn Taylor",NA,1.94,7,360,"3PuttAvoidanceRound3",2008
31,31,"Brad Elder",NA,2.02,4,198,"3PuttAvoidanceRound3",2008
31,31,"John Merrick",NA,2.02,8,396,"3PuttAvoidanceRound3",2008
31,31,"Ted Purdy",NA,2.02,4,198,"3PuttAvoidanceRound3",2008
34,34,"Aaron Baddeley",NA,2.08,6,288,"3PuttAvoidanceRound3",2008
34,34,"Jeff Quinney",NA,2.08,6,288,"3PuttAvoidanceRound3",2008
36,36,"Jin Park",NA,2.14,5,234,"3PuttAvoidanceRound3",2008
37,37,"Alejandro Canizares",NA,2.22,4,180,"3PuttAvoidanceRound3",2008
37,37,"KJ Choi",NA,2.22,6,270,"3PuttAvoidanceRound3",2008
37,37,"Brian Gay",NA,2.22,8,360,"3PuttAvoidanceRound3",2008
37,37,"Martin Laird",NA,2.22,8,360,"3PuttAvoidanceRound3",2008
37,37,"Shigeki Maruyama",NA,2.22,4,180,"3PuttAvoidanceRound3",2008
37,37,"Corey Pavin",NA,2.22,6,270,"3PuttAvoidanceRound3",2008
37,37,"Brett Rumford",NA,2.22,4,180,"3PuttAvoidanceRound3",2008
37,37,"Kevin Stadler",NA,2.22,6,270,"3PuttAvoidanceRound3",2008
37,37,"Mark Wilson",NA,2.22,10,450,"3PuttAvoidanceRound3",2008
46,46,"Parker McLachlin",NA,2.29,7,306,"3PuttAvoidanceRound3",2008
47,47,"Gavin Coles",NA,2.31,5,216,"3PuttAvoidanceRound3",2008
47,47,"Carlos Franco",NA,2.31,5,216,"3PuttAvoidanceRound3",2008
49,49,"Tim Clark",NA,2.34,8,342,"3PuttAvoidanceRound3",2008
50,50,"Cliff Kresge",NA,2.38,6,252,"3PuttAvoidanceRound3",2008
51,51,"Jesper Parnevik",NA,2.43,7,288,"3PuttAvoidanceRound3",2008
52,52,"Stephen Ames",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Ben Curtis",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Bill Haas",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Todd Hamilton",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Zach Johnson",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Hunter Mahan",NA,2.47,8,324,"3PuttAvoidanceRound3",2008
52,52,"Chris Riley",NA,2.47,4,162,"3PuttAvoidanceRound3",2008
52,52,"Bob Sowards",NA,2.47,4,162,"3PuttAvoidanceRound3",2008
60,60,"John Mallinger",NA,2.5,9,360,"3PuttAvoidanceRound3",2008
60,60,"Jeff Overton",NA,2.5,9,360,"3PuttAvoidanceRound3",2008
62,62,"Greg Kraft",NA,2.53,5,198,"3PuttAvoidanceRound3",2008
63,63,"Ryan Palmer",NA,2.56,6,234,"3PuttAvoidanceRound3",2008
63,63,"Rod Pampling",NA,2.56,6,234,"3PuttAvoidanceRound3",2008
65,65,"Tim Petrovic",NA,2.61,8,306,"3PuttAvoidanceRound3",2008
65,65,"Jay Williamson",NA,2.61,8,306,"3PuttAvoidanceRound3",2008
67,67,"Lucas Glover",NA,2.63,9,342,"3PuttAvoidanceRound3",2008
67,67,"Mike Weir",NA,2.63,9,342,"3PuttAvoidanceRound3",2008
67,67,"Tim Wilkinson",NA,2.63,9,342,"3PuttAvoidanceRound3",2008
70,70,"Nick Watney",NA,2.65,10,378,"3PuttAvoidanceRound3",2008
71,71,"Ken Duke",NA,2.67,12,450,"3PuttAvoidanceRound3",2008
72,72,"Angel Cabrera",NA,2.78,5,180,"3PuttAvoidanceRound3",2008
72,72,"Ernie Els",NA,2.78,5,180,"3PuttAvoidanceRound3",2008
