"ScramblingfromOtherLocations_RANKTHISWEEK_2006","ScramblingfromOtherLocations_RANKLASTWEEK_2006","ScramblingfromOtherLocations_PLAYERNAME_2006","ScramblingfromOtherLocations_ROUNDS_2006","ScramblingfromOtherLocations_Pct_2006","ScramblingfromOtherLocations_SUCCESSES_2006","ScramblingfromOtherLocations_ATTEMPTS_2006","stat_name","year"
47,47,"Dudley Hart",83,57.14,72,126,"ScramblingfromOtherLocations",2006
47,47,"Steve Lowery",99,57.14,76,133,"ScramblingfromOtherLocations",2006
51,51,"Woody Austin",107,57.02,69,121,"ScramblingfromOtherLocations",2006
51,51,"Brian Davis",92,57.02,69,121,"ScramblingfromOtherLocations",2006
51,51,"Chris Riley",86,57.02,65,114,"ScramblingfromOtherLocations",2006
54,54,"Nathan Green",108,56.94,82,144,"ScramblingfromOtherLocations",2006
55,55,"Stuart Appleby",83,56.82,50,88,"ScramblingfromOtherLocations",2006
55,55,"Kirk Triplett",58,56.82,50,88,"ScramblingfromOtherLocations",2006
57,57,"Mike Weir",88,56.58,43,76,"ScramblingfromOtherLocations",2006
58,58,"KJ Choi",93,56.44,57,101,"ScramblingfromOtherLocations",2006
59,59,"Adam Scott",70,56.36,31,55,"ScramblingfromOtherLocations",2006
60,60,"Retief Goosen",68,56.34,40,71,"ScramblingfromOtherLocations",2006
61,61,"Joe Ogilvie",95,56.25,63,112,"ScramblingfromOtherLocations",2006
62,62,"Bob May",65,56.16,41,73,"ScramblingfromOtherLocations",2006
63,63,"Jerry Kelly",100,56.03,65,116,"ScramblingfromOtherLocations",2006
64,64,"Jeff Gove",91,55.93,66,118,"ScramblingfromOtherLocations",2006
65,65,"Phil Mickelson",74,55.77,29,52,"ScramblingfromOtherLocations",2006
66,66,"Doug Barron",74,55.75,63,113,"ScramblingfromOtherLocations",2006
67,67,"Brad Faxon",78,55.73,73,131,"ScramblingfromOtherLocations",2006
68,68,"Michael Allen",84,55.56,80,144,"ScramblingfromOtherLocations",2006
68,68,"Sergio Garcia",59,55.56,35,63,"ScramblingfromOtherLocations",2006
70,70,"Nick Watney",97,55.36,62,112,"ScramblingfromOtherLocations",2006
71,71,"Mathew Goggin",72,55.32,52,94,"ScramblingfromOtherLocations",2006
72,72,"Fred Funk",106,55.26,63,114,"ScramblingfromOtherLocations",2006
73,73,"Joe Durant",101,55.22,74,134,"ScramblingfromOtherLocations",2006
74,74,"JJ Henry",96,55.17,64,116,"ScramblingfromOtherLocations",2006
75,75,"Ian Poulter",53,55.13,43,78,"ScramblingfromOtherLocations",2006
76,76,"James Driscoll",80,55.05,60,109,"ScramblingfromOtherLocations",2006
77,77,"Daisuke Maruyama",83,54.72,58,106,"ScramblingfromOtherLocations",2006
78,78,"Danny Ellis",68,54.63,59,108,"ScramblingfromOtherLocations",2006
79,79,"Chris DiMarco",83,54.44,49,90,"ScramblingfromOtherLocations",2006
80,80,"Shigeki Maruyama",94,54.31,63,116,"ScramblingfromOtherLocations",2006
81,81,"Carl Pettersson",95,54.17,65,120,"ScramblingfromOtherLocations",2006
82,82,"Chris Smith",67,54.13,59,109,"ScramblingfromOtherLocations",2006
83,83,"Justin Leonard",83,53.79,71,132,"ScramblingfromOtherLocations",2006
84,84,"Lucas Glover",105,53.77,57,106,"ScramblingfromOtherLocations",2006
84,84,"Charles Howell III",96,53.77,57,106,"ScramblingfromOtherLocations",2006
86,86,"Patrick Sheehan",104,53.69,80,149,"ScramblingfromOtherLocations",2006
87,87,"Charley Hoffman",100,53.68,73,136,"ScramblingfromOtherLocations",2006
88,88,"Robert Damron",91,53.33,80,150,"ScramblingfromOtherLocations",2006
88,88,"Paul Goydos",72,53.33,56,105,"ScramblingfromOtherLocations",2006
90,90,"Brent Geiberger",99,53.29,81,152,"ScramblingfromOtherLocations",2006
91,91,"Bob Estes",85,53.28,65,122,"ScramblingfromOtherLocations",2006
92,92,"Padraig Harrington",54,53.23,33,62,"ScramblingfromOtherLocations",2006
93,93,"Stewart Cink",93,53.21,58,109,"ScramblingfromOtherLocations",2006
93,93,"Steve Flesch",119,53.21,83,156,"ScramblingfromOtherLocations",2006
95,95,"Fred Couples",52,53.19,25,47,"ScramblingfromOtherLocations",2006
96,96,"Tom Lehman",70,53.16,42,79,"ScramblingfromOtherLocations",2006
97,97,"Mark OMeara",52,53.03,35,66,"ScramblingfromOtherLocations",2006
98,98,"Bernhard Langer",77,52.94,54,102,"ScramblingfromOtherLocations",2006
99,99,"Henrik Bjornstad",97,52.9,73,138,"ScramblingfromOtherLocations",2006
100,100,"Mathias Gronberg",92,52.89,64,121,"ScramblingfromOtherLocations",2006
101,101,"Bill Haas",99,52.86,74,140,"ScramblingfromOtherLocations",2006
102,102,"Bart Bryant",87,52.83,56,106,"ScramblingfromOtherLocations",2006
103,103,"David McKenzie",82,52.8,66,125,"ScramblingfromOtherLocations",2006
104,104,"Jose Maria Olazabal",62,52.78,38,72,"ScramblingfromOtherLocations",2006
105,105,"Arron Oberholser",82,52.69,49,93,"ScramblingfromOtherLocations",2006
105,105,"David Toms",76,52.69,49,93,"ScramblingfromOtherLocations",2006
107,107,"Rory Sabbatini",84,52.58,51,97,"ScramblingfromOtherLocations",2006
108,108,"Rod Pampling",89,52.38,55,105,"ScramblingfromOtherLocations",2006
109,109,"Charles Warren",93,52.34,56,107,"ScramblingfromOtherLocations",2006
110,110,"Dean Wilson",115,52.27,69,132,"ScramblingfromOtherLocations",2006
111,111,"John Daly",51,52.24,35,67,"ScramblingfromOtherLocations",2006
112,112,"JL Lewis",57,52.04,51,98,"ScramblingfromOtherLocations",2006
113,113,"Jeff Overton",95,52.03,64,123,"ScramblingfromOtherLocations",2006
113,113,"Ryan Palmer",101,52.03,64,123,"ScramblingfromOtherLocations",2006
115,115,"Craig Barlow",77,51.79,58,112,"ScramblingfromOtherLocations",2006
116,116,"Will Ma Kenzie",91,51.72,60,116,"ScramblingfromOtherLocations",2006
117,117,"DA Points",82,51.67,62,120,"ScramblingfromOtherLocations",2006
118,118,"Arjun Atwal",97,51.66,78,151,"ScramblingfromOtherLocations",2006
119,119,"John Rollins",93,51.59,65,126,"ScramblingfromOtherLocations",2006
120,120,"Geoff Ogilvy",76,51.55,50,97,"ScramblingfromOtherLocations",2006
121,121,"Mark Wilson",79,51.43,54,105,"ScramblingfromOtherLocations",2006
122,122,"Kent Jones",103,51.37,75,146,"ScramblingfromOtherLocations",2006
123,123,"Michael Connell",51,51.22,42,82,"ScramblingfromOtherLocations",2006
124,124,"Kenny Perry",73,51.19,43,84,"ScramblingfromOtherLocations",2006
125,125,"Jason Bohn",104,51.18,65,127,"ScramblingfromOtherLocations",2006
126,126,"JP Hayes",55,51.09,47,92,"ScramblingfromOtherLocations",2006
127,127,"Shane Bertsch",104,51.01,76,149,"ScramblingfromOtherLocations",2006
128,128,"Paul Stankowski",70,51,51,100,"ScramblingfromOtherLocations",2006
129,129,"Aaron Baddeley",78,50.89,57,112,"ScramblingfromOtherLocations",2006
130,130,"Nicholas Thompson",96,50.88,58,114,"ScramblingfromOtherLocations",2006
131,131,"Joey Sindelar",90,50.83,61,120,"ScramblingfromOtherLocations",2006
132,132,"Billy Andrade",78,50.7,36,71,"ScramblingfromOtherLocations",2006
133,133,"Tim Clark",80,50.51,50,99,"ScramblingfromOtherLocations",2006
134,134,"Eric Axley",91,50.36,70,139,"ScramblingfromOtherLocations",2006
135,135,"Tag Ridings",103,50.32,78,155,"ScramblingfromOtherLocations",2006
136,136,"Daniel Chopra",110,50,61,122,"ScramblingfromOtherLocations",2006
136,136,"Marco Dawson",87,50,68,136,"ScramblingfromOtherLocations",2006
136,136,"Harrison Frazar",95,50,60,120,"ScramblingfromOtherLocations",2006
136,136,"Ian Leggatt",80,50,61,122,"ScramblingfromOtherLocations",2006
136,136,"Tom Pernice Jr",108,50,61,122,"ScramblingfromOtherLocations",2006
136,136,"Jerry Smith",94,50,78,156,"ScramblingfromOtherLocations",2006
136,136,"Duffy Waldorf",96,50,52,104,"ScramblingfromOtherLocations",2006
143,143,"Robert Allenby",79,49.41,42,85,"ScramblingfromOtherLocations",2006
144,144,"Robert Gamez",94,49.26,67,136,"ScramblingfromOtherLocations",2006
145,145,"Alex Cejka",93,49.24,65,132,"ScramblingfromOtherLocations",2006
146,146,"Jason Schultz",77,49.21,62,126,"ScramblingfromOtherLocations",2006
147,147,"Shaun Micheel",96,49.07,53,108,"ScramblingfromOtherLocations",2006
148,148,"Jason Gore",86,48.84,63,129,"ScramblingfromOtherLocations",2006
149,149,"Justin Rose",98,48.72,57,117,"ScramblingfromOtherLocations",2006
150,150,"Kris Cox",83,48.7,56,115,"ScramblingfromOtherLocations",2006
151,151,"Mark Calcavecchia",94,48.65,54,111,"ScramblingfromOtherLocations",2006
152,152,"Greg Chalmers",71,48.51,49,101,"ScramblingfromOtherLocations",2006
153,153,"John Huston",74,48.41,61,126,"ScramblingfromOtherLocations",2006
154,154,"Freddie Jacobson",56,48.35,44,91,"ScramblingfromOtherLocations",2006
155,155,"Chad Campbell",91,48.21,54,112,"ScramblingfromOtherLocations",2006
156,156,"David Howell",52,48.15,26,54,"ScramblingfromOtherLocations",2006
157,157,"Len Mattiace",59,48.04,49,102,"ScramblingfromOtherLocations",2006
158,158,"Carlos Franco",86,48.03,73,152,"ScramblingfromOtherLocations",2006
159,159,"Troy Matteson",101,47.93,58,121,"ScramblingfromOtherLocations",2006
160,160,"Camilo Villegas",95,47.62,50,105,"ScramblingfromOtherLocations",2006
161,161,"Heath Slocum",96,47.5,57,120,"ScramblingfromOtherLocations",2006
161,161,"Roger Tambellini",64,47.5,38,80,"ScramblingfromOtherLocations",2006
163,163,"Jeff Maggert",81,47.31,44,93,"ScramblingfromOtherLocations",2006
164,164,"Brandt Jobe",91,47.25,43,91,"ScramblingfromOtherLocations",2006
165,165,"Scott Gutschewski",53,47.14,33,70,"ScramblingfromOtherLocations",2006
165,165,"Sean OHair",100,47.14,66,140,"ScramblingfromOtherLocations",2006
167,167,"Alex Aragon",63,47.01,55,117,"ScramblingfromOtherLocations",2006
168,168,"Mark Brooks",90,46.83,59,126,"ScramblingfromOtherLocations",2006
169,169,"Jimmy Walker",60,46.74,43,92,"ScramblingfromOtherLocations",2006
170,170,"Vance Veazey",59,46.73,50,107,"ScramblingfromOtherLocations",2006
171,171,"Jon Mills",68,46.67,56,120,"ScramblingfromOtherLocations",2006
172,172,"Lee Janzen",79,46.61,55,118,"ScramblingfromOtherLocations",2006
173,173,"Olin Browne",108,46.56,61,131,"ScramblingfromOtherLocations",2006
174,174,"Bo Van Pelt",102,46.51,60,129,"ScramblingfromOtherLocations",2006
175,175,"Bob Tway",81,46.43,52,112,"ScramblingfromOtherLocations",2006
176,176,"Brian Bateman",69,46.36,51,110,"ScramblingfromOtherLocations",2006
177,177,"Ted Purdy",103,46.28,56,121,"ScramblingfromOtherLocations",2006
178,178,"Briny Baird",81,46.08,47,102,"ScramblingfromOtherLocations",2006
179,179,"Peter Lonard",77,46,46,100,"ScramblingfromOtherLocations",2006
180,180,"Hunter Mahan",98,45.83,44,96,"ScramblingfromOtherLocations",2006
181,181,"Tim Herron",82,45.05,41,91,"ScramblingfromOtherLocations",2006
182,182,"Todd Hamilton",72,45.04,59,131,"ScramblingfromOtherLocations",2006
183,183,"JB Holmes",81,44.44,40,90,"ScramblingfromOtherLocations",2006
183,183,"John Senden",96,44.44,48,108,"ScramblingfromOtherLocations",2006
183,183,"Jeff Sluman",101,44.44,48,108,"ScramblingfromOtherLocations",2006
186,186,"Chris Couch",75,43.48,40,92,"ScramblingfromOtherLocations",2006
186,186,"Robert Garrigus",85,43.48,50,115,"ScramblingfromOtherLocations",2006
188,188,"Hidemichi Tanaka",74,43.29,71,164,"ScramblingfromOtherLocations",2006
189,189,"John Engler Jr",69,43.1,50,116,"ScramblingfromOtherLocations",2006
190,190,"Tommy Armour III",65,42.86,33,77,"ScramblingfromOtherLocations",2006
191,191,"Bubba Dickerson",98,42.11,56,133,"ScramblingfromOtherLocations",2006
192,192,"Wes Short Jr",96,41.09,53,129,"ScramblingfromOtherLocations",2006
193,193,"David Duval",71,40.63,39,96,"ScramblingfromOtherLocations",2006
194,194,"Vaughn Taylor",88,40.32,50,124,"ScramblingfromOtherLocations",2006
195,195,"Pat Perez",50,40,24,60,"ScramblingfromOtherLocations",2006
196,196,"Ryan Hietala",61,39.05,41,105,"ScramblingfromOtherLocations",2006
