"Par5EagleLeaders_RANKTHISWEEK_2006","Par5EagleLeaders_RANKLASTWEEK_2006","Par5EagleLeaders_PLAYERNAME_2006","Par5EagleLeaders_ROUNDS_2006","Par5EagleLeaders_TOTAL_2006","Par5EagleLeaders_TOTALPAR5HOLES_2006","Par5EagleLeaders_TOTALHOLEOUTS_2006","stat_name","year"
106,106,"Brian Davis",92,5,309,2,"Par5EagleLeaders",2006
106,106,"Fred Funk",106,5,339,2,"Par5EagleLeaders",2006
106,106,"Sergio Garcia",59,5,197,NA,"Par5EagleLeaders",2006
106,106,"Brian Gay",107,5,358,3,"Par5EagleLeaders",2006
106,106,"Brent Geiberger",99,5,314,NA,"Par5EagleLeaders",2006
106,106,"Todd Hamilton",72,5,248,1,"Par5EagleLeaders",2006
106,106,"Jonathan Kaye",95,5,309,1,"Par5EagleLeaders",2006
106,106,"Tom Lehman",70,5,195,NA,"Par5EagleLeaders",2006
106,106,"Hunter Mahan",98,5,321,NA,"Par5EagleLeaders",2006
106,106,"Shigeki Maruyama",94,5,299,NA,"Par5EagleLeaders",2006
106,106,"Ryan Palmer",101,5,331,4,"Par5EagleLeaders",2006
106,106,"Pat Perez",50,5,183,1,"Par5EagleLeaders",2006
106,106,"Kenny Perry",73,5,213,2,"Par5EagleLeaders",2006
106,106,"Tag Ridings",103,5,337,2,"Par5EagleLeaders",2006
106,106,"Rory Sabbatini",84,5,268,NA,"Par5EagleLeaders",2006
128,128,"Alex Cejka",93,4,303,NA,"Par5EagleLeaders",2006
128,128,"John Daly",51,4,182,NA,"Par5EagleLeaders",2006
128,128,"Robert Damron",91,4,311,2,"Par5EagleLeaders",2006
128,128,"Todd Fischer",101,4,346,2,"Par5EagleLeaders",2006
128,128,"Freddie Jacobson",56,4,189,NA,"Par5EagleLeaders",2006
128,128,"Richard Johnson",94,4,314,1,"Par5EagleLeaders",2006
128,128,"Ian Leggatt",80,4,258,1,"Par5EagleLeaders",2006
128,128,"Jon Mills",68,4,223,3,"Par5EagleLeaders",2006
128,128,"Ryan Moore",68,4,213,NA,"Par5EagleLeaders",2006
128,128,"Jeff Overton",95,4,302,1,"Par5EagleLeaders",2006
128,128,"Greg Owen",79,4,287,NA,"Par5EagleLeaders",2006
128,128,"Jason Schultz",77,4,256,1,"Par5EagleLeaders",2006
128,128,"Jerry Smith",94,4,309,1,"Par5EagleLeaders",2006
128,128,"Steve Stricker",64,4,205,2,"Par5EagleLeaders",2006
128,128,"Scott Verplank",88,4,298,NA,"Par5EagleLeaders",2006
128,128,"Duffy Waldorf",96,4,321,NA,"Par5EagleLeaders",2006
128,128,"Mike Weir",88,4,296,2,"Par5EagleLeaders",2006
128,128,"Mark Wilson",79,4,266,NA,"Par5EagleLeaders",2006
146,146,"Mark Calcavecchia",94,3,316,NA,"Par5EagleLeaders",2006
146,146,"Greg Chalmers",71,3,222,3,"Par5EagleLeaders",2006
146,146,"Tim Clark",80,3,282,1,"Par5EagleLeaders",2006
146,146,"Michael Connell",51,3,162,1,"Par5EagleLeaders",2006
146,146,"John Cook",67,3,223,NA,"Par5EagleLeaders",2006
146,146,"Chris Couch",75,3,255,1,"Par5EagleLeaders",2006
146,146,"Marco Dawson",87,3,306,1,"Par5EagleLeaders",2006
146,146,"Chris DiMarco",83,3,260,NA,"Par5EagleLeaders",2006
146,146,"Steve Elkington",52,3,173,NA,"Par5EagleLeaders",2006
146,146,"John Engler Jr",69,3,230,1,"Par5EagleLeaders",2006
146,146,"Matt Hansen",68,3,218,NA,"Par5EagleLeaders",2006
146,146,"Ryan Hietala",61,3,198,NA,"Par5EagleLeaders",2006
146,146,"Lee Janzen",79,3,275,NA,"Par5EagleLeaders",2006
146,146,"Thomas Levet",53,3,168,1,"Par5EagleLeaders",2006
146,146,"JL Lewis",57,3,199,1,"Par5EagleLeaders",2006
146,146,"Jeff Maggert",81,3,272,1,"Par5EagleLeaders",2006
146,146,"Bob May",65,3,214,2,"Par5EagleLeaders",2006
146,146,"Larry Mize",53,3,181,2,"Par5EagleLeaders",2006
146,146,"Tim Petrovic",95,3,313,1,"Par5EagleLeaders",2006
146,146,"Chris Riley",86,3,278,1,"Par5EagleLeaders",2006
146,146,"Justin Rose",98,3,315,NA,"Par5EagleLeaders",2006
146,146,"Omar Uresti",61,3,192,2,"Par5EagleLeaders",2006
146,146,"Tjaart van der Walt",60,3,188,1,"Par5EagleLeaders",2006
169,169,"Mark Brooks",90,2,311,1,"Par5EagleLeaders",2006
169,169,"Ben Curtis",86,2,279,1,"Par5EagleLeaders",2006
169,169,"Danny Ellis",68,2,218,2,"Par5EagleLeaders",2006
169,169,"Brad Faxon",78,2,263,NA,"Par5EagleLeaders",2006
169,169,"Robert Gamez",94,2,305,NA,"Par5EagleLeaders",2006
169,169,"Jeff Gove",91,2,300,NA,"Par5EagleLeaders",2006
169,169,"Padraig Harrington",54,2,172,NA,"Par5EagleLeaders",2006
169,169,"Steve Jones",83,2,275,1,"Par5EagleLeaders",2006
169,169,"Skip Kendall",72,2,250,NA,"Par5EagleLeaders",2006
169,169,"Greg Kraft",79,2,250,1,"Par5EagleLeaders",2006
169,169,"Stephen Leaney",84,2,284,NA,"Par5EagleLeaders",2006
169,169,"Len Mattiace",59,2,200,NA,"Par5EagleLeaders",2006
169,169,"Jeff Sluman",101,2,347,1,"Par5EagleLeaders",2006
169,169,"Mike Sposa",68,2,220,NA,"Par5EagleLeaders",2006
169,169,"Hidemichi Tanaka",74,2,249,NA,"Par5EagleLeaders",2006
169,169,"Kirk Triplett",58,2,194,NA,"Par5EagleLeaders",2006
169,169,"Jimmy Walker",60,2,184,1,"Par5EagleLeaders",2006
169,169,"Ron Whittaker",81,2,262,NA,"Par5EagleLeaders",2006
187,187,"Tommy Armour III",65,1,218,NA,"Par5EagleLeaders",2006
187,187,"Doug Barron",74,1,245,NA,"Par5EagleLeaders",2006
187,187,"Jim Furyk",89,1,284,NA,"Par5EagleLeaders",2006
187,187,"Paul Goydos",72,1,245,NA,"Par5EagleLeaders",2006
187,187,"JP Hayes",55,1,188,NA,"Par5EagleLeaders",2006
187,187,"David Howell",52,1,155,NA,"Par5EagleLeaders",2006
187,187,"Peter Lonard",77,1,236,NA,"Par5EagleLeaders",2006
187,187,"Corey Pavin",74,1,218,NA,"Par5EagleLeaders",2006
187,187,"Ian Poulter",53,1,180,NA,"Par5EagleLeaders",2006
