"Puttingfrom510_RANKTHISWEEK_2012","Puttingfrom510_RANKLASTWEEK_2012","Puttingfrom510_PLAYERNAME_2012","Puttingfrom510_ROUNDS_2012","Puttingfrom510_Pct_2012","Puttingfrom510_ATTEMPTS_2012","Puttingfrom510_PUTTSMADE_2012","stat_name","year"
68,68,"Angel Cabrera",54,57.78,180,104,"Puttingfrom510",2012
69,69,"Ryuji Imada",78,57.75,329,190,"Puttingfrom510",2012
70,70,"Troy Kelly",68,57.73,194,112,"Puttingfrom510",2012
71,71,"Stuart Appleby",75,57.69,260,150,"Puttingfrom510",2012
71,71,"Brandt Jobe",57,57.69,182,105,"Puttingfrom510",2012
71,71,"Dustin Johnson",70,57.69,208,120,"Puttingfrom510",2012
71,71,"Richard Lee",71,57.69,234,135,"Puttingfrom510",2012
75,75,"Matt Every",80,57.68,293,169,"Puttingfrom510",2012
76,76,"Stephen Gangluff",57,57.67,189,109,"Puttingfrom510",2012
77,77,"Ian Poulter",57,57.5,160,92,"Puttingfrom510",2012
78,78,"Bob Estes",78,57.49,287,165,"Puttingfrom510",2012
79,79,"Billy Horschel",63,57.37,190,109,"Puttingfrom510",2012
80,80,"Graham DeLaet",79,57.19,327,187,"Puttingfrom510",2012
81,81,"Sergio Garcia",57,57.14,189,108,"Puttingfrom510",2012
82,82,"Roberto Castro",92,56.91,304,173,"Puttingfrom510",2012
83,83,"Spencer Levin",81,56.88,276,157,"Puttingfrom510",2012
84,84,"Brendon de Jonge",115,56.76,444,252,"Puttingfrom510",2012
85,85,"Jason Dufner",83,56.72,268,152,"Puttingfrom510",2012
86,86,"Matt Jones",53,56.55,168,95,"Puttingfrom510",2012
87,87,"William McGirt",96,56.52,322,182,"Puttingfrom510",2012
88,88,"Tim Clark",60,56.5,223,126,"Puttingfrom510",2012
89,89,"Harris English",98,56.47,363,205,"Puttingfrom510",2012
90,90,"Vaughn Taylor",81,56.46,271,153,"Puttingfrom510",2012
91,91,"YE Yang",64,56.41,234,132,"Puttingfrom510",2012
92,92,"Webb Simpson",77,56.36,291,164,"Puttingfrom510",2012
93,93,"Kevin Chappell",91,56.21,338,190,"Puttingfrom510",2012
94,94,"Patrick Sheehan",58,56.1,164,92,"Puttingfrom510",2012
95,95,"Nathan Green",73,55.95,227,127,"Puttingfrom510",2012
96,96,"Mark Wilson",84,55.8,276,154,"Puttingfrom510",2012
97,97,"Tiger Woods",69,55.79,190,106,"Puttingfrom510",2012
98,98,"Ben Crane",73,55.68,264,147,"Puttingfrom510",2012
99,99,"Cameron Tringale",88,55.65,336,187,"Puttingfrom510",2012
100,100,"Billy Mayfair",90,55.56,342,190,"Puttingfrom510",2012
101,101,"Rickie Fowler",84,55.36,289,160,"Puttingfrom510",2012
102,102,"Robert Garrigus",89,55.33,338,187,"Puttingfrom510",2012
103,103,"Andres Romero",68,55.32,235,130,"Puttingfrom510",2012
104,104,"Camilo Villegas",79,55.19,308,170,"Puttingfrom510",2012
105,105,"Scott Dunlap",57,55.15,194,107,"Puttingfrom510",2012
106,106,"Ken Duke",104,55.13,390,215,"Puttingfrom510",2012
107,107,"John Daly",50,55.12,205,113,"Puttingfrom510",2012
107,107,"John Senden",81,55.12,254,140,"Puttingfrom510",2012
109,109,"Ernie Els",80,55.06,267,147,"Puttingfrom510",2012
110,110,"Josh Teater",97,55.03,378,208,"Puttingfrom510",2012
111,111,"Charles Howell III",98,55.02,309,170,"Puttingfrom510",2012
112,112,"Will Claxton",99,55,380,209,"Puttingfrom510",2012
112,112,"Sung Kang",75,55,260,143,"Puttingfrom510",2012
112,112,"Nick Watney",97,55,360,198,"Puttingfrom510",2012
115,115,"Jim Furyk",85,54.92,264,145,"Puttingfrom510",2012
116,116,"Tommy Gainey",98,54.9,388,213,"Puttingfrom510",2012
117,117,"Chris Kirk",93,54.8,396,217,"Puttingfrom510",2012
118,118,"Jonathan Byrd",69,54.79,219,120,"Puttingfrom510",2012
119,119,"Russell Knox",72,54.71,223,122,"Puttingfrom510",2012
120,120,"Jason Kokrak",79,54.7,287,157,"Puttingfrom510",2012
121,121,"Martin Laird",77,54.65,269,147,"Puttingfrom510",2012
122,122,"Cameron Beckman",81,54.55,319,174,"Puttingfrom510",2012
122,122,"Bobby Gates",87,54.55,341,186,"Puttingfrom510",2012
124,124,"Trevor Immelman",76,54.51,233,127,"Puttingfrom510",2012
125,125,"Robert Karlsson",54,54.44,180,98,"Puttingfrom510",2012
126,126,"Bill Lunde",83,54.36,287,156,"Puttingfrom510",2012
127,127,"Ricky Barnes",92,54.34,346,188,"Puttingfrom510",2012
128,128,"John Merrick",83,54.3,256,139,"Puttingfrom510",2012
129,129,"Chad Campbell",84,54.1,329,178,"Puttingfrom510",2012
130,130,"Hunter Mahan",88,54,250,135,"Puttingfrom510",2012
131,131,"Mark Anderson",75,53.99,263,142,"Puttingfrom510",2012
132,132,"Miguel Angel Carballo",73,53.97,252,136,"Puttingfrom510",2012
132,132,"Edward Loar",59,53.97,189,102,"Puttingfrom510",2012
134,134,"Danny Lee",74,53.94,241,130,"Puttingfrom510",2012
135,135,"JJ Killeen",101,53.78,370,199,"Puttingfrom510",2012
136,136,"Daniel Summerhays",81,53.68,272,146,"Puttingfrom510",2012
137,137,"Jason Bohn",81,53.59,306,164,"Puttingfrom510",2012
138,138,"Sean OHair",84,53.56,351,188,"Puttingfrom510",2012
138,138,"Kyle Reifers",86,53.56,295,158,"Puttingfrom510",2012
140,140,"Rocco Mediate",70,53.53,241,129,"Puttingfrom510",2012
141,141,"Chris DiMarco",83,53.47,288,154,"Puttingfrom510",2012
142,142,"Erik Compton",81,53.31,272,145,"Puttingfrom510",2012
143,143,"Michael Bradley",63,53.25,246,131,"Puttingfrom510",2012
144,144,"Stewart Cink",71,53.23,201,107,"Puttingfrom510",2012
144,144,"Freddie Jacobson",61,53.23,186,99,"Puttingfrom510",2012
146,146,"Charlie Beljan",61,53.18,173,92,"Puttingfrom510",2012
147,147,"Chez Reavie",83,53.15,254,135,"Puttingfrom510",2012
148,148,"Adam Scott",59,53.09,162,86,"Puttingfrom510",2012
149,149,"Kris Blanks",65,53.08,260,138,"Puttingfrom510",2012
150,150,"Brian Harman",101,53.04,362,192,"Puttingfrom510",2012
151,151,"Jeff Maggert",83,52.99,334,177,"Puttingfrom510",2012
152,152,"Alexandre Rocha",62,52.94,221,117,"Puttingfrom510",2012
153,153,"Kevin Stadler",85,52.82,284,150,"Puttingfrom510",2012
154,154,"Arjun Atwal",79,52.77,271,143,"Puttingfrom510",2012
155,155,"Tom Pernice Jr",62,52.58,213,112,"Puttingfrom510",2012
156,156,"Hunter Haas",69,52.53,217,114,"Puttingfrom510",2012
157,157,"JJ Henry",93,52.48,242,127,"Puttingfrom510",2012
158,158,"Justin Leonard",79,52.46,305,160,"Puttingfrom510",2012
158,158,"Jhonattan Vegas",77,52.46,305,160,"Puttingfrom510",2012
160,160,"Marc Leishman",84,52.43,309,162,"Puttingfrom510",2012
160,160,"Kyle Thompson",51,52.43,185,97,"Puttingfrom510",2012
162,162,"Jerry Kelly",84,52.41,311,163,"Puttingfrom510",2012
163,163,"KJ Choi",71,52.36,254,133,"Puttingfrom510",2012
164,164,"Scott Brown",65,52.34,214,112,"Puttingfrom510",2012
165,165,"Tim Herron",88,52.3,304,159,"Puttingfrom510",2012
166,166,"Kyle Stanley",86,52.23,291,152,"Puttingfrom510",2012
167,167,"Graeme McDowell",55,51.92,156,81,"Puttingfrom510",2012
168,168,"Nick OHern",78,51.76,284,147,"Puttingfrom510",2012
169,169,"Rory Sabbatini",84,51.61,310,160,"Puttingfrom510",2012
170,170,"Heath Slocum",93,51.12,313,160,"Puttingfrom510",2012
171,171,"Matt Bettencourt",80,51,249,127,"Puttingfrom510",2012
172,172,"Louis Oosthuizen",65,50.85,177,90,"Puttingfrom510",2012
173,173,"Bubba Watson",68,50.75,201,102,"Puttingfrom510",2012
174,174,"Gary Woodland",70,50.21,235,118,"Puttingfrom510",2012
175,175,"Scott Stallings",78,50.17,299,150,"Puttingfrom510",2012
176,176,"JB Holmes",90,50.16,321,161,"Puttingfrom510",2012
177,177,"Robert Allenby",76,50,270,135,"Puttingfrom510",2012
178,178,"Rod Pampling",88,49.83,291,145,"Puttingfrom510",2012
179,179,"Harrison Frazar",56,49.76,207,103,"Puttingfrom510",2012
180,180,"Charley Hoffman",88,49.7,338,168,"Puttingfrom510",2012
181,181,"Greg Owen",90,49.5,299,148,"Puttingfrom510",2012
182,182,"John Mallinger",74,49.36,235,116,"Puttingfrom510",2012
183,183,"Vijay Singh",99,48.99,345,169,"Puttingfrom510",2012
184,184,"Justin Rose",69,48.87,221,108,"Puttingfrom510",2012
185,185,"Lee Westwood",60,48.45,161,78,"Puttingfrom510",2012
186,186,"Roland Thatcher",55,48.33,180,87,"Puttingfrom510",2012
187,187,"Ryo Ishikawa",54,48.28,145,70,"Puttingfrom510",2012
188,188,"Marco Dawson",60,47.89,190,91,"Puttingfrom510",2012
189,189,"DA Points",88,47.76,312,149,"Puttingfrom510",2012
190,190,"DJ Trahan",73,47.73,264,126,"Puttingfrom510",2012
191,191,"Boo Weekley",74,47.41,232,110,"Puttingfrom510",2012
