"PuttingfromGrtr10_RANKTHISWEEK_2012","PuttingfromGrtr10_RANKLASTWEEK_2012","PuttingfromGrtr10_PLAYERNAME_2012","PuttingfromGrtr10_ROUNDS_2012","PuttingfromGrtr10_PctMADE_2012","PuttingfromGrtr10_ATTEMPTS_2012","PuttingfromGrtr10_PUTTSMADE_2012","stat_name","year"
1,1,"Brandt Snedeker",81,20.09,667,134,"PuttingfromGrtr10",2012
2,2,"Ben Crane",73,19.5,646,126,"PuttingfromGrtr10",2012
3,3,"YE Yang",64,19.47,457,89,"PuttingfromGrtr10",2012
4,4,"Webb Simpson",77,18.77,682,128,"PuttingfromGrtr10",2012
5,5,"Ken Duke",104,18.59,925,172,"PuttingfromGrtr10",2012
6,6,"Harrison Frazar",56,18.58,506,94,"PuttingfromGrtr10",2012
7,7,"John Daly",50,18.54,383,71,"PuttingfromGrtr10",2012
8,8,"Martin Flores",95,18.51,902,167,"PuttingfromGrtr10",2012
9,9,"Tommy Gainey",98,18.14,948,172,"PuttingfromGrtr10",2012
9,9,"Bryce Molder",83,18.14,783,142,"PuttingfromGrtr10",2012
11,11,"Zach Johnson",95,18.07,747,135,"PuttingfromGrtr10",2012
12,12,"Jonathan Byrd",69,18.03,599,108,"PuttingfromGrtr10",2012
13,13,"Lee Westwood",60,17.95,440,79,"PuttingfromGrtr10",2012
14,14,"Ryuji Imada",78,17.84,712,127,"PuttingfromGrtr10",2012
15,15,"Brian Davis",91,17.56,769,135,"PuttingfromGrtr10",2012
16,16,"Ryo Ishikawa",54,17.5,400,70,"PuttingfromGrtr10",2012
17,17,"Matt Kuchar",86,17.34,669,116,"PuttingfromGrtr10",2012
18,18,"Luke Donald",63,17.31,520,90,"PuttingfromGrtr10",2012
19,19,"Jason Day",57,17.28,486,84,"PuttingfromGrtr10",2012
20,20,"Derek Lamely",64,17.27,608,105,"PuttingfromGrtr10",2012
21,21,"Tiger Woods",69,17.12,520,89,"PuttingfromGrtr10",2012
22,22,"Ryan Moore",89,17.1,877,150,"PuttingfromGrtr10",2012
23,23,"Phil Mickelson",79,17.02,605,103,"PuttingfromGrtr10",2012
24,24,"Sangmoon Bae",81,16.92,597,101,"PuttingfromGrtr10",2012
25,25,"Jason Dufner",83,16.91,674,114,"PuttingfromGrtr10",2012
26,26,"Ryan Palmer",81,16.87,735,124,"PuttingfromGrtr10",2012
27,27,"Charl Schwartzel",56,16.79,417,70,"PuttingfromGrtr10",2012
28,28,"Graeme McDowell",55,16.71,401,67,"PuttingfromGrtr10",2012
29,29,"Bo Van Pelt",84,16.69,683,114,"PuttingfromGrtr10",2012
30,30,"Sung Kang",75,16.67,648,108,"PuttingfromGrtr10",2012
31,31,"Brian Harman",101,16.65,913,152,"PuttingfromGrtr10",2012
32,32,"Danny Lee",74,16.64,625,104,"PuttingfromGrtr10",2012
33,33,"DA Points",88,16.59,874,145,"PuttingfromGrtr10",2012
34,34,"Aaron Baddeley",73,16.54,520,86,"PuttingfromGrtr10",2012
35,35,"Stewart Cink",71,16.53,605,100,"PuttingfromGrtr10",2012
36,36,"Tommy Biershenk",74,16.5,606,100,"PuttingfromGrtr10",2012
37,37,"Erik Compton",81,16.49,661,109,"PuttingfromGrtr10",2012
37,37,"Louis Oosthuizen",65,16.49,570,94,"PuttingfromGrtr10",2012
39,39,"Ben Curtis",62,16.45,535,88,"PuttingfromGrtr10",2012
39,39,"Adam Scott",59,16.45,462,76,"PuttingfromGrtr10",2012
41,41,"John Senden",81,16.42,664,109,"PuttingfromGrtr10",2012
42,42,"Robert Garrigus",89,16.39,793,130,"PuttingfromGrtr10",2012
43,43,"Brendon Todd",78,16.34,667,109,"PuttingfromGrtr10",2012
44,44,"David Mathis",83,16.33,698,114,"PuttingfromGrtr10",2012
45,45,"Andres Romero",68,16.31,558,91,"PuttingfromGrtr10",2012
46,46,"Justin Rose",69,16.3,552,90,"PuttingfromGrtr10",2012
47,47,"Edward Loar",59,16.24,474,77,"PuttingfromGrtr10",2012
48,48,"Scott Piercy",95,16.23,906,147,"PuttingfromGrtr10",2012
49,49,"Jonas Blixt",72,16.22,629,102,"PuttingfromGrtr10",2012
49,49,"Johnson Wagner",88,16.22,863,140,"PuttingfromGrtr10",2012
51,51,"Carl Pettersson",92,16.21,839,136,"PuttingfromGrtr10",2012
52,52,"Keegan Bradley",90,16.2,753,122,"PuttingfromGrtr10",2012
52,52,"Rory Sabbatini",84,16.2,710,115,"PuttingfromGrtr10",2012
54,54,"Mark Anderson",75,16.1,646,104,"PuttingfromGrtr10",2012
55,55,"Nathan Green",73,16.08,622,100,"PuttingfromGrtr10",2012
55,55,"Patrick Sheehan",58,16.08,479,77,"PuttingfromGrtr10",2012
57,57,"Vaughn Taylor",81,16.03,680,109,"PuttingfromGrtr10",2012
58,58,"Chris DiMarco",83,16,725,116,"PuttingfromGrtr10",2012
58,58,"Nick Watney",97,16,806,129,"PuttingfromGrtr10",2012
60,60,"JB Holmes",90,15.99,807,129,"PuttingfromGrtr10",2012
61,61,"Colt Knost",79,15.98,732,117,"PuttingfromGrtr10",2012
62,62,"Spencer Levin",81,15.97,670,107,"PuttingfromGrtr10",2012
62,62,"Rory McIlroy",60,15.97,407,65,"PuttingfromGrtr10",2012
64,64,"Chris Couch",61,15.96,564,90,"PuttingfromGrtr10",2012
65,65,"Michael Thompson",80,15.94,690,110,"PuttingfromGrtr10",2012
66,66,"Stuart Appleby",75,15.93,703,112,"PuttingfromGrtr10",2012
67,67,"Greg Chalmers",88,15.92,741,118,"PuttingfromGrtr10",2012
67,67,"Gavin Coles",72,15.92,603,96,"PuttingfromGrtr10",2012
69,69,"Hunter Haas",69,15.87,523,83,"PuttingfromGrtr10",2012
70,70,"Troy Matteson",100,15.86,914,145,"PuttingfromGrtr10",2012
71,71,"Matt Jones",53,15.81,468,74,"PuttingfromGrtr10",2012
72,72,"Henrik Stenson",51,15.73,464,73,"PuttingfromGrtr10",2012
73,73,"Bob Estes",78,15.67,638,100,"PuttingfromGrtr10",2012
73,73,"Matt Every",80,15.67,651,102,"PuttingfromGrtr10",2012
75,75,"Jeff Maggert",83,15.65,837,131,"PuttingfromGrtr10",2012
75,75,"Jeff Overton",101,15.65,933,146,"PuttingfromGrtr10",2012
77,77,"William McGirt",96,15.61,884,138,"PuttingfromGrtr10",2012
77,77,"Ted Potter Jr",77,15.61,647,101,"PuttingfromGrtr10",2012
79,79,"Freddie Jacobson",61,15.6,455,71,"PuttingfromGrtr10",2012
80,80,"Kevin Na",80,15.59,648,101,"PuttingfromGrtr10",2012
81,81,"Daniel Chopra",55,15.58,430,67,"PuttingfromGrtr10",2012
82,82,"Sergio Garcia",57,15.55,463,72,"PuttingfromGrtr10",2012
83,83,"George McNeill",85,15.52,741,115,"PuttingfromGrtr10",2012
84,84,"Billy Hurley III",70,15.51,593,92,"PuttingfromGrtr10",2012
85,85,"Robert Allenby",76,15.49,736,114,"PuttingfromGrtr10",2012
86,86,"Dustin Johnson",70,15.44,544,84,"PuttingfromGrtr10",2012
87,87,"Marco Dawson",60,15.43,473,73,"PuttingfromGrtr10",2012
88,88,"Brendon de Jonge",115,15.41,1110,171,"PuttingfromGrtr10",2012
89,89,"Jason Bohn",81,15.4,682,105,"PuttingfromGrtr10",2012
89,89,"Padraig Harrington",67,15.4,435,67,"PuttingfromGrtr10",2012
91,91,"Jim Furyk",85,15.35,684,105,"PuttingfromGrtr10",2012
92,92,"Davis Love III",64,15.34,528,81,"PuttingfromGrtr10",2012
93,93,"Matt Bettencourt",80,15.31,601,92,"PuttingfromGrtr10",2012
93,93,"Tim Clark",60,15.31,529,81,"PuttingfromGrtr10",2012
93,93,"Charlie Wi",86,15.31,738,113,"PuttingfromGrtr10",2012
96,96,"Rod Pampling",88,15.28,746,114,"PuttingfromGrtr10",2012
96,96,"Chez Reavie",83,15.28,733,112,"PuttingfromGrtr10",2012
98,98,"James Driscoll",83,15.21,723,110,"PuttingfromGrtr10",2012
99,99,"Russell Knox",72,15.18,626,95,"PuttingfromGrtr10",2012
100,100,"Jerry Kelly",84,15.16,752,114,"PuttingfromGrtr10",2012
100,100,"Nick OHern",78,15.16,699,106,"PuttingfromGrtr10",2012
102,102,"Martin Laird",77,15.15,561,85,"PuttingfromGrtr10",2012
103,103,"Richard Lee",71,15.14,634,96,"PuttingfromGrtr10",2012
104,104,"Cameron Tringale",88,15.06,830,125,"PuttingfromGrtr10",2012
105,105,"Pat Perez",81,15.01,726,109,"PuttingfromGrtr10",2012
106,106,"Roland Thatcher",55,14.96,488,73,"PuttingfromGrtr10",2012
107,107,"Miguel Angel Carballo",73,14.95,622,93,"PuttingfromGrtr10",2012
108,108,"Arjun Atwal",79,14.94,696,104,"PuttingfromGrtr10",2012
108,108,"Dicky Pride",62,14.94,522,78,"PuttingfromGrtr10",2012
110,110,"Jason Kokrak",79,14.93,737,110,"PuttingfromGrtr10",2012
111,111,"Tom Gillis",75,14.91,711,106,"PuttingfromGrtr10",2012
112,112,"John Mallinger",74,14.89,658,98,"PuttingfromGrtr10",2012
113,113,"Ernie Els",80,14.87,686,102,"PuttingfromGrtr10",2012
114,114,"Kevin Kisner",69,14.86,525,78,"PuttingfromGrtr10",2012
115,115,"Robert Karlsson",54,14.85,404,60,"PuttingfromGrtr10",2012
116,116,"Greg Owen",90,14.83,843,125,"PuttingfromGrtr10",2012
117,117,"Geoff Ogilvy",73,14.8,561,83,"PuttingfromGrtr10",2012
118,118,"Troy Kelly",68,14.78,548,81,"PuttingfromGrtr10",2012
119,119,"Brian Gay",91,14.77,792,117,"PuttingfromGrtr10",2012
120,120,"Rocco Mediate",70,14.69,599,88,"PuttingfromGrtr10",2012
121,121,"Steve Stricker",73,14.66,580,85,"PuttingfromGrtr10",2012
122,122,"John Merrick",83,14.53,826,120,"PuttingfromGrtr10",2012
123,123,"Bill Lunde",83,14.51,696,101,"PuttingfromGrtr10",2012
123,123,"Alexandre Rocha",62,14.51,586,85,"PuttingfromGrtr10",2012
125,125,"Bill Haas",79,14.48,663,96,"PuttingfromGrtr10",2012
126,126,"Gary Christian",91,14.44,824,119,"PuttingfromGrtr10",2012
126,126,"Vijay Singh",99,14.44,831,120,"PuttingfromGrtr10",2012
128,128,"Harris English",98,14.43,977,141,"PuttingfromGrtr10",2012
128,128,"JJ Killeen",101,14.43,804,116,"PuttingfromGrtr10",2012
130,130,"John Huh",99,14.4,910,131,"PuttingfromGrtr10",2012
131,131,"Charlie Beljan",61,14.37,487,70,"PuttingfromGrtr10",2012
131,131,"DJ Trahan",73,14.37,668,96,"PuttingfromGrtr10",2012
133,133,"Charley Hoffman",88,14.36,794,114,"PuttingfromGrtr10",2012
134,134,"Tom Pernice Jr",62,14.34,530,76,"PuttingfromGrtr10",2012
135,135,"Michael Bradley",63,14.33,607,87,"PuttingfromGrtr10",2012
136,136,"Daniel Summerhays",81,14.32,754,108,"PuttingfromGrtr10",2012
137,137,"Cameron Beckman",81,14.25,737,105,"PuttingfromGrtr10",2012
138,138,"Justin Leonard",79,14.24,681,97,"PuttingfromGrtr10",2012
139,139,"Steve Wheatcroft",56,14.23,485,69,"PuttingfromGrtr10",2012
140,140,"Jhonattan Vegas",77,14.21,767,109,"PuttingfromGrtr10",2012
141,141,"Charles Howell III",98,14.2,852,121,"PuttingfromGrtr10",2012
142,142,"Scott Brown",65,14.18,557,79,"PuttingfromGrtr10",2012
143,143,"Mark Wilson",84,14.17,734,104,"PuttingfromGrtr10",2012
144,144,"Ricky Barnes",92,14.16,890,126,"PuttingfromGrtr10",2012
145,145,"Gary Woodland",70,14.11,574,81,"PuttingfromGrtr10",2012
146,146,"Sean OHair",84,14.08,817,115,"PuttingfromGrtr10",2012
147,147,"Scott Dunlap",57,14.04,520,73,"PuttingfromGrtr10",2012
148,148,"Kyle Reifers",86,13.98,837,117,"PuttingfromGrtr10",2012
149,149,"Brandt Jobe",57,13.91,496,69,"PuttingfromGrtr10",2012
149,149,"Garth Mulroy",59,13.91,496,69,"PuttingfromGrtr10",2012
151,151,"Billy Horschel",63,13.88,526,73,"PuttingfromGrtr10",2012
152,152,"Josh Teater",97,13.84,867,120,"PuttingfromGrtr10",2012
152,152,"David Toms",60,13.84,477,66,"PuttingfromGrtr10",2012
154,154,"Scott Stallings",78,13.82,731,101,"PuttingfromGrtr10",2012
155,155,"Stephen Ames",54,13.8,413,57,"PuttingfromGrtr10",2012
156,156,"Chris Stroud",86,13.75,771,106,"PuttingfromGrtr10",2012
157,157,"Jimmy Walker",101,13.69,979,134,"PuttingfromGrtr10",2012
158,158,"Ian Poulter",57,13.66,388,53,"PuttingfromGrtr10",2012
159,159,"Kevin Chappell",91,13.62,749,102,"PuttingfromGrtr10",2012
160,160,"Trevor Immelman",76,13.61,595,81,"PuttingfromGrtr10",2012
161,161,"Roberto Castro",92,13.58,825,112,"PuttingfromGrtr10",2012
162,162,"Bubba Watson",68,13.56,553,75,"PuttingfromGrtr10",2012
163,163,"Tim Herron",88,13.43,834,112,"PuttingfromGrtr10",2012
163,163,"John Rollins",81,13.43,752,101,"PuttingfromGrtr10",2012
165,165,"Blake Adams",107,13.42,969,130,"PuttingfromGrtr10",2012
165,165,"Hunter Mahan",88,13.42,723,97,"PuttingfromGrtr10",2012
167,167,"Chad Campbell",84,13.38,777,104,"PuttingfromGrtr10",2012
168,168,"Seung Yul Noh",105,13.37,920,123,"PuttingfromGrtr10",2012
169,169,"Rickie Fowler",84,13.34,667,89,"PuttingfromGrtr10",2012
170,170,"Billy Mayfair",90,13.32,811,108,"PuttingfromGrtr10",2012
171,171,"Kris Blanks",65,13.27,648,86,"PuttingfromGrtr10",2012
172,172,"Chris Kirk",93,13.25,868,115,"PuttingfromGrtr10",2012
173,173,"KJ Choi",71,13.23,567,75,"PuttingfromGrtr10",2012
174,174,"Kevin Streelman",89,13.22,832,110,"PuttingfromGrtr10",2012
175,175,"David Hearn",95,13.21,954,126,"PuttingfromGrtr10",2012
176,176,"Will Claxton",99,13.18,918,121,"PuttingfromGrtr10",2012
177,177,"Kevin Stadler",85,13.16,752,99,"PuttingfromGrtr10",2012
178,178,"Graham DeLaet",79,13.12,762,100,"PuttingfromGrtr10",2012
179,179,"Boo Weekley",74,13.1,649,85,"PuttingfromGrtr10",2012
180,180,"JJ Henry",93,13.03,821,107,"PuttingfromGrtr10",2012
