"PuttingfromGrtr10_RANKTHISWEEK_2012","PuttingfromGrtr10_RANKLASTWEEK_2012","PuttingfromGrtr10_PLAYERNAME_2012","PuttingfromGrtr10_ROUNDS_2012","PuttingfromGrtr10_PctMADE_2012","PuttingfromGrtr10_ATTEMPTS_2012","PuttingfromGrtr10_PUTTSMADE_2012","stat_name","year"
181,181,"Bud Cauley",99,13.01,938,122,"PuttingfromGrtr10",2012
182,182,"Brendan Steele",77,12.97,748,97,"PuttingfromGrtr10",2012
183,183,"Bobby Gates",87,12.96,810,105,"PuttingfromGrtr10",2012
184,184,"Camilo Villegas",79,12.67,797,101,"PuttingfromGrtr10",2012
185,185,"Heath Slocum",93,12.38,808,100,"PuttingfromGrtr10",2012
186,186,"Stephen Gangluff",57,12.28,448,55,"PuttingfromGrtr10",2012
187,187,"Marc Leishman",84,12.21,778,95,"PuttingfromGrtr10",2012
188,188,"Mathew Goggin",65,12.07,613,74,"PuttingfromGrtr10",2012
189,189,"Kyle Thompson",51,11.17,376,42,"PuttingfromGrtr10",2012
190,190,"Angel Cabrera",54,11.14,377,42,"PuttingfromGrtr10",2012
191,191,"Kyle Stanley",86,10.79,732,79,"PuttingfromGrtr10",2012
