"OnePuttPercentageRound3_RANKTHISWEEK_2015","OnePuttPercentageRound3_RANKLASTWEEK_2015","OnePuttPercentageRound3_PLAYERNAME_2015","OnePuttPercentageRound3__2015","OnePuttPercentageRound3_Pct_2015","OnePuttPercentageRound3_OF1PUTTS_2015","OnePuttPercentageRound3_OFHOLES_2015","stat_name","year"
152,152,"Byron Smith",NA,35.8,58,162,"OnePuttPercentageRound3",2015
153,153,"Charl Schwartzel",NA,35.71,90,252,"OnePuttPercentageRound3",2015
154,154,"Paul Casey",NA,35.67,122,342,"OnePuttPercentageRound3",2015
154,154,"John Peterson",NA,35.67,122,342,"OnePuttPercentageRound3",2015
156,156,"Angel Cabrera",NA,35.19,57,162,"OnePuttPercentageRound3",2015
157,157,"Ben Martin",NA,35.09,120,342,"OnePuttPercentageRound3",2015
158,158,"Michael Putnam",NA,35.07,101,288,"OnePuttPercentageRound3",2015
159,159,"Jonas Blixt",NA,35.04,82,234,"OnePuttPercentageRound3",2015
160,160,"Chez Reavie",NA,35,63,180,"OnePuttPercentageRound3",2015
161,161,"Alex Prugh",NA,34.92,88,252,"OnePuttPercentageRound3",2015
162,162,"Brian Harman",NA,34.72,100,288,"OnePuttPercentageRound3",2015
163,163,"Gary Woodland",NA,34.52,87,252,"OnePuttPercentageRound3",2015
164,164,"Jim Herman",NA,34.5,118,342,"OnePuttPercentageRound3",2015
165,165,"Padraig Harrington",NA,34.44,62,180,"OnePuttPercentageRound3",2015
166,166,"Will Wilcox",NA,34.34,68,198,"OnePuttPercentageRound3",2015
167,167,"Luke Donald",NA,34.03,98,288,"OnePuttPercentageRound3",2015
168,168,"Adam Scott",NA,33.89,61,180,"OnePuttPercentageRound3",2015
169,169,"Robert Garrigus",NA,33.84,67,198,"OnePuttPercentageRound3",2015
170,170,"Chad Campbell",NA,33.33,114,342,"OnePuttPercentageRound3",2015
170,170,"Bill Lunde",NA,33.33,42,126,"OnePuttPercentageRound3",2015
170,170,"Francesco Molinari",NA,33.33,72,216,"OnePuttPercentageRound3",2015
170,170,"John Senden",NA,33.33,90,270,"OnePuttPercentageRound3",2015
174,174,"Davis Love III",NA,32.64,47,144,"OnePuttPercentageRound3",2015
175,175,"Ernie Els",NA,32.32,64,198,"OnePuttPercentageRound3",2015
175,175,"Derek Ernst",NA,32.32,64,198,"OnePuttPercentageRound3",2015
177,177,"Lee Westwood",NA,31.94,69,216,"OnePuttPercentageRound3",2015
178,178,"Charles Howell III",NA,31.16,129,414,"OnePuttPercentageRound3",2015
179,179,"Brice Garnett",NA,31.02,67,216,"OnePuttPercentageRound3",2015
180,180,"Jim Renner",NA,30.86,50,162,"OnePuttPercentageRound3",2015
181,181,"Gonzalo Fdez Castano",NA,30.56,66,216,"OnePuttPercentageRound3",2015
182,182,"Scott Stallings",NA,30.3,60,198,"OnePuttPercentageRound3",2015
183,183,"Henrik Stenson",NA,28.89,78,270,"OnePuttPercentageRound3",2015
184,184,"JJ Henry",NA,28.82,83,288,"OnePuttPercentageRound3",2015
