"Approach175200yardsRTPScore_RANKTHISWEEK_2005","Approach175200yardsRTPScore_RANKLASTWEEK_2005","Approach175200yardsRTPScore_PLAYERNAME_2005","Approach175200yardsRTPScore_ROUNDS_2005","Approach175200yardsRTPScore_AVGRTP_2005","stat_name","year"
1,1,"Tiger Woods",76,-0.224,"Approach175200yardsRTPScore",2005
2,2,"Adam Scott",72,-0.085,"Approach175200yardsRTPScore",2005
3,3,"Sergio Garcia",73,-0.081,"Approach175200yardsRTPScore",2005
4,4,"Bart Bryant",91,-0.08,"Approach175200yardsRTPScore",2005
5,5,"Brenden Pappas",51,-0.076,"Approach175200yardsRTPScore",2005
6,6,"Shaun Micheel",81,-0.068,"Approach175200yardsRTPScore",2005
7,7,"Vijay Singh",111,-0.067,"Approach175200yardsRTPScore",2005
8,8,"Davis Love III",80,-0.064,"Approach175200yardsRTPScore",2005
9,9,"Justin Rose",99,-0.063,"Approach175200yardsRTPScore",2005
10,10,"Luke Donald",67,-0.06,"Approach175200yardsRTPScore",2005
11,11,"Jeff Brehaut",71,-0.058,"Approach175200yardsRTPScore",2005
12,12,"Jim Furyk",94,-0.054,"Approach175200yardsRTPScore",2005
13,13,"Rory Sabbatini",81,-0.051,"Approach175200yardsRTPScore",2005
14,14,"Tom Lehman",69,-0.044,"Approach175200yardsRTPScore",2005
14,14,"Shigeki Maruyama",99,-0.044,"Approach175200yardsRTPScore",2005
16,16,"Bill Glasson",54,-0.041,"Approach175200yardsRTPScore",2005
16,16,"Tag Ridings",93,-0.041,"Approach175200yardsRTPScore",2005
18,18,"Kenny Perry",82,-0.038,"Approach175200yardsRTPScore",2005
18,18,"Loren Roberts",54,-0.038,"Approach175200yardsRTPScore",2005
20,20,"Ben Crane",78,-0.036,"Approach175200yardsRTPScore",2005
20,20,"Carlos Franco",78,-0.036,"Approach175200yardsRTPScore",2005
20,20,"Jose Maria Olazabal",55,-0.036,"Approach175200yardsRTPScore",2005
23,23,"Stephen Ames",82,-0.035,"Approach175200yardsRTPScore",2005
24,24,"Bob Tway",87,-0.029,"Approach175200yardsRTPScore",2005
25,25,"Robert Allenby",95,-0.027,"Approach175200yardsRTPScore",2005
25,25,"Hideto Tanihara",50,-0.027,"Approach175200yardsRTPScore",2005
27,27,"Woody Austin",100,-0.022,"Approach175200yardsRTPScore",2005
28,28,"Matt Kuchar",60,-0.02,"Approach175200yardsRTPScore",2005
29,29,"Geoff Ogilvy",97,-0.019,"Approach175200yardsRTPScore",2005
30,30,"JJ Henry",102,-0.018,"Approach175200yardsRTPScore",2005
31,31,"David Toms",87,-0.017,"Approach175200yardsRTPScore",2005
32,32,"Cameron Beckman",96,-0.016,"Approach175200yardsRTPScore",2005
32,32,"John Daly",78,-0.016,"Approach175200yardsRTPScore",2005
34,34,"Brad Faxon",75,-0.013,"Approach175200yardsRTPScore",2005
35,35,"Charles Howell III",95,-0.012,"Approach175200yardsRTPScore",2005
36,36,"Olin Browne",99,-0.008,"Approach175200yardsRTPScore",2005
37,37,"Alex Cejka",84,-0.005,"Approach175200yardsRTPScore",2005
37,37,"Kevin Stadler",96,-0.005,"Approach175200yardsRTPScore",2005
37,37,"Duffy Waldorf",86,-0.005,"Approach175200yardsRTPScore",2005
40,40,"Chad Campbell",95,0,"Approach175200yardsRTPScore",2005
40,40,"Mathias Gronberg",60,0,"Approach175200yardsRTPScore",2005
40,40,"Dudley Hart",84,0,"Approach175200yardsRTPScore",2005
40,40,"Tim Petrovic",97,0,"Approach175200yardsRTPScore",2005
40,40,"Heath Slocum",103,0,"Approach175200yardsRTPScore",2005
40,40,"Jay Williamson",53,0,"Approach175200yardsRTPScore",2005
46,46,"Billy Mayfair",114,0.003,"Approach175200yardsRTPScore",2005
47,47,"Steve Lowery",100,0.005,"Approach175200yardsRTPScore",2005
47,47,"Darron Stiles",78,0.005,"Approach175200yardsRTPScore",2005
49,49,"Stewart Cink",98,0.006,"Approach175200yardsRTPScore",2005
49,49,"Brendan Jones",81,0.006,"Approach175200yardsRTPScore",2005
51,51,"Robert Gamez",91,0.009,"Approach175200yardsRTPScore",2005
51,51,"Sean OHair",103,0.009,"Approach175200yardsRTPScore",2005
53,53,"Steve Allan",102,0.01,"Approach175200yardsRTPScore",2005
53,53,"Aaron Baddeley",84,0.01,"Approach175200yardsRTPScore",2005
53,53,"Tim Herron",100,0.01,"Approach175200yardsRTPScore",2005
53,53,"Brandt Jobe",96,0.01,"Approach175200yardsRTPScore",2005
57,57,"Bob Estes",92,0.011,"Approach175200yardsRTPScore",2005
58,58,"Jason Bohn",91,0.013,"Approach175200yardsRTPScore",2005
59,59,"Billy Andrade",83,0.014,"Approach175200yardsRTPScore",2005
59,59,"Scott Hend",75,0.014,"Approach175200yardsRTPScore",2005
59,59,"Glen Hnatiuk",59,0.014,"Approach175200yardsRTPScore",2005
59,59,"Bradley Hughes",52,0.014,"Approach175200yardsRTPScore",2005
63,63,"Michael Allen",90,0.016,"Approach175200yardsRTPScore",2005
64,64,"Rocco Mediate",73,0.018,"Approach175200yardsRTPScore",2005
64,64,"Brett Quigley",96,0.018,"Approach175200yardsRTPScore",2005
66,66,"Rich Beem",66,0.019,"Approach175200yardsRTPScore",2005
67,67,"Gavin Coles",70,0.02,"Approach175200yardsRTPScore",2005
67,67,"Steve Stricker",62,0.02,"Approach175200yardsRTPScore",2005
69,69,"Bo Van Pelt",112,0.021,"Approach175200yardsRTPScore",2005
69,69,"Mark Wilson",74,0.021,"Approach175200yardsRTPScore",2005
71,71,"KJ Choi",78,0.022,"Approach175200yardsRTPScore",2005
71,71,"Retief Goosen",71,0.022,"Approach175200yardsRTPScore",2005
71,71,"Phillip Price",77,0.022,"Approach175200yardsRTPScore",2005
74,74,"Ryuji Imada",78,0.023,"Approach175200yardsRTPScore",2005
74,74,"Hank Kuehne",84,0.023,"Approach175200yardsRTPScore",2005
74,74,"Jeff Maggert",79,0.023,"Approach175200yardsRTPScore",2005
77,77,"Mark Brooks",72,0.025,"Approach175200yardsRTPScore",2005
77,77,"Todd Fischer",99,0.025,"Approach175200yardsRTPScore",2005
79,79,"Hidemichi Tanaka",106,0.026,"Approach175200yardsRTPScore",2005
80,80,"Tommy Armour III",103,0.028,"Approach175200yardsRTPScore",2005
81,81,"Carl Pettersson",109,0.029,"Approach175200yardsRTPScore",2005
81,81,"Mario Tiziani",67,0.029,"Approach175200yardsRTPScore",2005
83,83,"Steve Elkington",67,0.03,"Approach175200yardsRTPScore",2005
83,83,"Harrison Frazar",105,0.03,"Approach175200yardsRTPScore",2005
83,83,"Stephen Leaney",89,0.03,"Approach175200yardsRTPScore",2005
86,86,"Kirk Triplett",55,0.031,"Approach175200yardsRTPScore",2005
87,87,"JL Lewis",98,0.032,"Approach175200yardsRTPScore",2005
88,88,"Bob Heintz",67,0.034,"Approach175200yardsRTPScore",2005
88,88,"Corey Pavin",77,0.034,"Approach175200yardsRTPScore",2005
88,88,"Patrick Sheehan",114,0.034,"Approach175200yardsRTPScore",2005
88,88,"Brett Wetterich",76,0.034,"Approach175200yardsRTPScore",2005
92,92,"Brent Geiberger",61,0.035,"Approach175200yardsRTPScore",2005
92,92,"Ryan Palmer",101,0.035,"Approach175200yardsRTPScore",2005
92,92,"Joey Sindelar",104,0.035,"Approach175200yardsRTPScore",2005
95,95,"Lucas Glover",88,0.036,"Approach175200yardsRTPScore",2005
96,96,"Jonathan Byrd",103,0.039,"Approach175200yardsRTPScore",2005
96,96,"JP Hayes",63,0.039,"Approach175200yardsRTPScore",2005
98,98,"John Elliott",58,0.041,"Approach175200yardsRTPScore",2005
98,98,"Jerry Kelly",101,0.041,"Approach175200yardsRTPScore",2005
100,100,"Brian Davis",75,0.042,"Approach175200yardsRTPScore",2005
100,100,"Marco Dawson",82,0.042,"Approach175200yardsRTPScore",2005
100,100,"Fred Funk",102,0.042,"Approach175200yardsRTPScore",2005
103,103,"Tom Byrum",83,0.044,"Approach175200yardsRTPScore",2005
103,103,"Jose Coceres",56,0.044,"Approach175200yardsRTPScore",2005
103,103,"Jonathan Kaye",77,0.044,"Approach175200yardsRTPScore",2005
106,106,"Ben Curtis",65,0.046,"Approach175200yardsRTPScore",2005
107,107,"Richard Johnson",50,0.047,"Approach175200yardsRTPScore",2005
108,108,"Will Ma Kenzie",75,0.048,"Approach175200yardsRTPScore",2005
108,108,"Kevin Sutherland",89,0.048,"Approach175200yardsRTPScore",2005
110,110,"Mark OMeara",66,0.049,"Approach175200yardsRTPScore",2005
111,111,"Tim Clark",92,0.05,"Approach175200yardsRTPScore",2005
112,112,"Chris DiMarco",83,0.052,"Approach175200yardsRTPScore",2005
113,113,"Lee Westwood",50,0.053,"Approach175200yardsRTPScore",2005
114,114,"Zach Johnson",96,0.054,"Approach175200yardsRTPScore",2005
115,115,"Peter Lonard",85,0.055,"Approach175200yardsRTPScore",2005
115,115,"Ted Purdy",122,0.055,"Approach175200yardsRTPScore",2005
117,117,"Brian Bateman",98,0.057,"Approach175200yardsRTPScore",2005
117,117,"Kevin Na",88,0.057,"Approach175200yardsRTPScore",2005
119,119,"Stuart Appleby",84,0.058,"Approach175200yardsRTPScore",2005
119,119,"Arjun Atwal",65,0.058,"Approach175200yardsRTPScore",2005
119,119,"Daniel Chopra",108,0.058,"Approach175200yardsRTPScore",2005
119,119,"Justin Leonard",78,0.058,"Approach175200yardsRTPScore",2005
119,119,"Pat Perez",89,0.058,"Approach175200yardsRTPScore",2005
119,119,"DA Points",94,0.058,"Approach175200yardsRTPScore",2005
119,119,"Roland Thatcher",75,0.058,"Approach175200yardsRTPScore",2005
119,119,"Scott Verplank",87,0.058,"Approach175200yardsRTPScore",2005
127,127,"Mark Calcavecchia",92,0.059,"Approach175200yardsRTPScore",2005
128,128,"Paul Azinger",66,0.06,"Approach175200yardsRTPScore",2005
128,128,"Frank Lickliter II",100,0.06,"Approach175200yardsRTPScore",2005
