"LaunchAngle_RANKTHISWEEK_2011","LaunchAngle_RANKLASTWEEK_2011","LaunchAngle_PLAYERNAME_2011","LaunchAngle_ROUNDS_2011","LaunchAngle_AVG_2011","LaunchAngle_TOTALVERTLAUNCHANGLE_2011","LaunchAngle_TOTALATTEMPTS_2011","LaunchAngle_LOWESTLAUNCHANGLE_2011","LaunchAngle_STEEPESTLAUNCHANGLE_2011","stat_name","year"
19,19,"Robert Garrigus",83,12.34,641.69,52,7.09,19.04,"LaunchAngle",2011
19,19,"JP Hayes",56,12.34,493.52,40,10.06,15.25,"LaunchAngle",2011
21,21,"Martin Piller",63,12.29,528.63,43,9.02,15.56,"LaunchAngle",2011
22,22,"Davis Love III",70,12.27,478.55,39,9.08,15.88,"LaunchAngle",2011
23,23,"Tommy Gainey",104,12.23,1002.61,82,8.19,15.97,"LaunchAngle",2011
24,24,"Nick OHern",89,12.2,719.89,59,8.07,15.91,"LaunchAngle",2011
25,25,"Scott Piercy",78,12.19,633.9,52,3.39,15.5,"LaunchAngle",2011
26,26,"Billy Mayfair",94,12.09,918.56,76,8.64,15.4,"LaunchAngle",2011
27,27,"Paul Stankowski",78,12.03,685.96,57,9.18,15.92,"LaunchAngle",2011
28,28,"Kevin Chappell",78,11.98,646.97,54,6.26,16.46,"LaunchAngle",2011
29,29,"Brandt Snedeker",85,11.89,772.53,65,8.04,16.53,"LaunchAngle",2011
30,30,"Padraig Harrington",60,11.88,451.3,38,8.67,16.82,"LaunchAngle",2011
30,30,"Bo Van Pelt",92,11.88,760.41,64,7.56,18.78,"LaunchAngle",2011
32,32,"Justin Hicks",60,11.86,462.45,39,7.87,16.01,"LaunchAngle",2011
33,33,"Jim Renner",65,11.85,556.82,47,8.58,17.61,"LaunchAngle",2011
33,33,"Roland Thatcher",67,11.85,557,47,8.12,17.51,"LaunchAngle",2011
35,35,"Zach Johnson",79,11.84,793.54,67,8.51,14.39,"LaunchAngle",2011
36,36,"Carl Pettersson",95,11.83,982,83,8.79,14.79,"LaunchAngle",2011
37,37,"Brian Gay",90,11.81,827.01,70,9.1,15.44,"LaunchAngle",2011
37,37,"Josh Teater",104,11.81,791.35,67,8.93,14.74,"LaunchAngle",2011
39,39,"Billy Horschel",75,11.76,658.35,56,6.64,14.99,"LaunchAngle",2011
40,40,"Chris Kirk",87,11.74,844.97,72,8.21,16.51,"LaunchAngle",2011
41,41,"Kevin Stadler",88,11.73,715.35,61,8.43,16.85,"LaunchAngle",2011
42,42,"DJ Brigman",67,11.68,525.5,45,7.66,16.12,"LaunchAngle",2011
43,43,"Rickie Fowler",84,11.66,710.99,61,3.98,17.74,"LaunchAngle",2011
44,44,"Steve Elkington",50,11.65,396.06,34,8.75,14.45,"LaunchAngle",2011
45,45,"Harrison Frazar",58,11.62,453.34,39,8.97,16.25,"LaunchAngle",2011
46,46,"Chez Reavie",92,11.61,847.45,73,7.98,14.18,"LaunchAngle",2011
47,47,"Jason Day",76,11.59,533.32,46,8.95,14.24,"LaunchAngle",2011
48,48,"Alex Prugh",82,11.55,704.75,61,8.67,16.64,"LaunchAngle",2011
49,49,"Marc Leishman",87,11.54,842.12,73,6.05,16.64,"LaunchAngle",2011
49,49,"Phil Mickelson",79,11.54,576.98,50,8.04,16.59,"LaunchAngle",2011
51,51,"Michael Putnam",67,11.53,530.27,46,8.38,15.62,"LaunchAngle",2011
52,52,"Dean Wilson",62,11.45,572.71,50,3.92,14.62,"LaunchAngle",2011
53,53,"Robert Allenby",84,11.43,742.73,65,7.41,13.97,"LaunchAngle",2011
53,53,"Marc Turnesa",54,11.43,377.1,33,8.23,14.29,"LaunchAngle",2011
55,55,"Jason Dufner",78,11.34,680.47,60,6.56,16.64,"LaunchAngle",2011
55,55,"Paul Goydos",81,11.34,725.76,64,7.52,16.17,"LaunchAngle",2011
55,55,"Hunter Mahan",92,11.34,839.35,74,6.65,16.69,"LaunchAngle",2011
58,58,"Troy Matteson",91,11.33,815.93,72,6.51,17.29,"LaunchAngle",2011
58,58,"John Rollins",85,11.33,770.46,68,8.31,14.45,"LaunchAngle",2011
60,60,"Rory Sabbatini",85,11.32,611.18,54,8.24,19.6,"LaunchAngle",2011
61,61,"Rocco Mediate",53,11.31,497.56,44,6.86,14.53,"LaunchAngle",2011
61,61,"Pat Perez",76,11.31,689.85,61,7.45,17.02,"LaunchAngle",2011
63,63,"Rich Beem",53,11.28,473.6,42,6.82,14.3,"LaunchAngle",2011
63,63,"Justin Rose",79,11.28,722.16,64,7.78,15.63,"LaunchAngle",2011
65,65,"Michael Thompson",79,11.26,607.79,54,7.98,15.83,"LaunchAngle",2011
66,66,"Derek Lamely",65,11.25,472.56,42,7.69,15.85,"LaunchAngle",2011
67,67,"Ben Martin",74,11.24,494.48,44,7.98,16.01,"LaunchAngle",2011
68,68,"Tim Herron",85,11.23,718.61,64,8.1,15.36,"LaunchAngle",2011
68,68,"John Merrick",71,11.23,629.05,56,8.83,16.7,"LaunchAngle",2011
70,70,"Will Strickler",51,11.22,381.35,34,8.62,15.82,"LaunchAngle",2011
71,71,"Steve Marino",76,11.21,728.97,65,7.9,16.13,"LaunchAngle",2011
72,72,"Sung Kang",63,11.2,436.8,39,8.48,13.59,"LaunchAngle",2011
73,73,"Retief Goosen",50,11.16,424.22,38,7.6,15.3,"LaunchAngle",2011
74,74,"Kent Jones",76,11.1,621.43,56,8.09,14.14,"LaunchAngle",2011
74,74,"Kevin Kisner",70,11.1,543.89,49,8.2,13.68,"LaunchAngle",2011
76,76,"Cameron Beckman",71,11.06,641.43,58,7.78,14.65,"LaunchAngle",2011
76,76,"Charley Hoffman",93,11.06,818.6,74,6.89,17.91,"LaunchAngle",2011
78,78,"Briny Baird",60,11.05,442.12,40,8.04,15.7,"LaunchAngle",2011
78,78,"Shane Bertsch",62,11.05,475.34,43,8.16,15.34,"LaunchAngle",2011
78,78,"Garrett Willis",71,11.05,508.31,46,5.08,15.55,"LaunchAngle",2011
81,81,"Anthony Kim",72,11.04,662.34,60,8.21,13.89,"LaunchAngle",2011
82,82,"Luke Donald",73,11.03,529.51,48,8.3,14.78,"LaunchAngle",2011
83,83,"Chris DiMarco",93,11.02,782.67,71,8.01,16.15,"LaunchAngle",2011
84,84,"Fabian Gomez",84,11.01,506.47,46,7.85,14.91,"LaunchAngle",2011
85,85,"Kyle Stanley",98,10.99,747.45,68,6.35,16.07,"LaunchAngle",2011
86,86,"Jim Furyk",87,10.97,702.17,64,7.84,16.57,"LaunchAngle",2011
87,87,"Chris Stroud",88,10.95,799.52,73,6.74,16.17,"LaunchAngle",2011
88,88,"Jeff Overton",92,10.94,765.46,70,1.95,18.31,"LaunchAngle",2011
89,89,"Jason Bohn",74,10.92,699.17,64,7.69,13.12,"LaunchAngle",2011
89,89,"Matt Kuchar",94,10.92,775.23,71,6.93,15.37,"LaunchAngle",2011
89,89,"Andres Romero",77,10.92,699.11,64,6.32,16.62,"LaunchAngle",2011
92,92,"Alexandre Rocha",65,10.91,425.39,39,7.6,14.06,"LaunchAngle",2011
93,93,"Brendan Steele",89,10.89,773.15,71,6.67,14.4,"LaunchAngle",2011
94,94,"Ben Curtis",66,10.87,619.46,57,8.28,17.55,"LaunchAngle",2011
94,94,"Brandt Jobe",100,10.87,749.86,69,6.99,15.76,"LaunchAngle",2011
96,96,"Geoff Ogilvy",69,10.81,562.12,52,8.62,14.05,"LaunchAngle",2011
97,97,"Charlie Wi",83,10.8,713.04,66,7.2,15.68,"LaunchAngle",2011
98,98,"Sean OHair",71,10.77,484.74,45,4.63,13.99,"LaunchAngle",2011
99,99,"Steve Flesch",88,10.75,655.98,61,6.43,13.42,"LaunchAngle",2011
100,100,"KJ Choi",77,10.73,643.71,60,7.85,16.52,"LaunchAngle",2011
100,100,"JJ Henry",96,10.73,772.54,72,4.92,15.07,"LaunchAngle",2011
102,102,"DJ Trahan",91,10.72,782.81,73,4.69,16.2,"LaunchAngle",2011
103,103,"Steve Stricker",70,10.71,588.99,55,7.93,13.5,"LaunchAngle",2011
104,104,"Andres Gonzales",60,10.7,427.89,40,6.94,16.25,"LaunchAngle",2011
104,104,"Camilo Villegas",69,10.7,545.52,51,5.72,16.12,"LaunchAngle",2011
106,106,"Richard Johnson",64,10.69,512.94,48,6.33,15.24,"LaunchAngle",2011
107,107,"Colt Knost",80,10.68,630.12,59,8,14.63,"LaunchAngle",2011
107,107,"Tag Ridings",87,10.68,630.4,59,6.3,18.52,"LaunchAngle",2011
109,109,"Steven Bowditch",86,10.65,692.49,65,7.97,13.9,"LaunchAngle",2011
110,110,"Woody Austin",59,10.63,414.47,39,8.26,15.07,"LaunchAngle",2011
111,111,"Martin Laird",77,10.6,635.73,60,7.32,13.54,"LaunchAngle",2011
111,111,"DA Points",89,10.6,710.49,67,7.71,14.72,"LaunchAngle",2011
113,113,"Spencer Levin",113,10.56,907.83,86,6.64,19.44,"LaunchAngle",2011
114,114,"Jonathan Byrd",83,10.52,715.44,68,6.58,13.9,"LaunchAngle",2011
115,115,"Jarrod Lyle",83,10.51,620,59,6.64,15,"LaunchAngle",2011
116,116,"Lee Janzen",62,10.5,440.8,42,5.58,13.67,"LaunchAngle",2011
117,117,"Nate Smith",66,10.44,459.49,44,6.92,14.98,"LaunchAngle",2011
118,118,"Troy Merritt",63,10.39,478.12,46,6.83,13.86,"LaunchAngle",2011
119,119,"Jim Herman",69,10.36,455.63,44,6.73,12.79,"LaunchAngle",2011
120,120,"Cameron Tringale",110,10.35,900.19,87,6.32,14.18,"LaunchAngle",2011
121,121,"David Duval",67,10.34,496.43,48,8.46,12.89,"LaunchAngle",2011
122,122,"Webb Simpson",98,10.33,868.12,84,0.76,14.58,"LaunchAngle",2011
123,123,"Stewart Cink",72,10.3,473.8,46,7.63,13.42,"LaunchAngle",2011
123,123,"Zack Miller",86,10.3,525.54,51,6.34,16.95,"LaunchAngle",2011
125,125,"Kris Blanks",92,10.25,779.31,76,6.82,15.41,"LaunchAngle",2011
125,125,"Dustin Johnson",72,10.25,481.67,47,7.69,14.4,"LaunchAngle",2011
125,125,"Jimmy Walker",79,10.25,573.77,56,6.48,16.23,"LaunchAngle",2011
128,128,"Bill Lunde",92,10.23,736.37,72,7.41,14.26,"LaunchAngle",2011
129,129,"George McNeill",69,10.19,519.7,51,6.15,13.52,"LaunchAngle",2011
130,130,"Michael Connell",76,10.18,692.55,68,5.28,14.28,"LaunchAngle",2011
130,130,"Scott Gutschewski",67,10.18,437.67,43,6.6,13.1,"LaunchAngle",2011
132,132,"Robert Karlsson",61,10.14,405.55,40,2.16,13.67,"LaunchAngle",2011
133,133,"Matt Bettencourt",84,10.12,698.55,69,5.27,14.14,"LaunchAngle",2011
134,134,"Joseph Bramlett",73,10.11,505.31,50,4.35,12.87,"LaunchAngle",2011
134,134,"David Mathis",83,10.11,545.84,54,5.37,12.21,"LaunchAngle",2011
136,136,"Charl Schwartzel",58,10.1,343.54,34,7.16,11.91,"LaunchAngle",2011
137,137,"Chris Riley",76,10.07,574.07,57,6.97,12.91,"LaunchAngle",2011
138,138,"William McGirt",103,10.03,852.17,85,6.49,13.39,"LaunchAngle",2011
139,139,"Scott McCarron",65,10.02,471.03,47,2.35,14.9,"LaunchAngle",2011
140,140,"Angel Cabrera",50,10.01,290.32,29,3.75,13.75,"LaunchAngle",2011
141,141,"Justin Leonard",82,9.99,629.17,63,3.11,12.36,"LaunchAngle",2011
142,142,"Tim Petrovic",88,9.98,658.45,66,6.27,13.23,"LaunchAngle",2011
143,143,"Stephen Ames",69,9.94,476.95,48,7.31,14.46,"LaunchAngle",2011
144,144,"Jhonattan Vegas",84,9.93,635.54,64,6.01,16.23,"LaunchAngle",2011
145,145,"Joe Durant",71,9.92,495.78,50,6.65,14.48,"LaunchAngle",2011
146,146,"Johnson Wagner",81,9.85,679.76,69,3.29,14.65,"LaunchAngle",2011
147,147,"Kevin Na",84,9.84,462.47,47,6.75,16.77,"LaunchAngle",2011
148,148,"Graeme McDowell",50,9.83,363.75,37,6.89,14.14,"LaunchAngle",2011
149,149,"Ian Poulter",52,9.79,381.76,39,6.07,14.36,"LaunchAngle",2011
150,150,"Bio Kim",71,9.74,467.61,48,3.52,13.7,"LaunchAngle",2011
150,150,"Shaun Micheel",77,9.74,506.51,52,4.98,15.07,"LaunchAngle",2011
152,152,"Blake Adams",116,9.72,748.68,77,4.55,15.42,"LaunchAngle",2011
153,153,"Ryan Moore",79,9.7,552.72,57,5.97,16.43,"LaunchAngle",2011
153,153,"John Senden",94,9.7,746.59,77,5.41,14.95,"LaunchAngle",2011
155,155,"Matt Jones",71,9.67,493.18,51,5.81,12.85,"LaunchAngle",2011
156,156,"Gary Woodland",93,9.66,492.86,51,1.49,12.82,"LaunchAngle",2011
157,157,"Hunter Haas",96,9.6,729.87,76,0.56,16.59,"LaunchAngle",2011
158,158,"Adam Scott",60,9.56,401.32,42,5.92,13.09,"LaunchAngle",2011
159,159,"Stuart Appleby",65,9.48,521.23,55,3.75,15.02,"LaunchAngle",2011
160,160,"Chris Couch",73,9.44,462.66,49,6.32,15.93,"LaunchAngle",2011
161,161,"Ryuji Imada",83,9.41,705.74,75,3.65,18.96,"LaunchAngle",2011
162,162,"Kevin Streelman",90,9.35,560.72,60,4.92,13.41,"LaunchAngle",2011
163,163,"Scott Stallings",84,9.3,604.25,65,3.96,12.76,"LaunchAngle",2011
164,164,"Bobby Gates",82,9.29,510.78,55,1.45,14.6,"LaunchAngle",2011
165,165,"Bill Haas",93,9.27,602.46,65,6.63,13.27,"LaunchAngle",2011
165,165,"YE Yang",63,9.27,389.31,42,3.25,16.25,"LaunchAngle",2011
167,167,"Bryce Molder",82,9.2,533.5,58,6.38,13.47,"LaunchAngle",2011
168,168,"Rod Pampling",72,9.16,421.56,46,1.18,12.49,"LaunchAngle",2011
169,169,"Lucas Glover",74,9.15,512.5,56,5.43,12.84,"LaunchAngle",2011
170,170,"Freddie Jacobson",92,9.13,584.13,64,2.84,13.29,"LaunchAngle",2011
171,171,"Greg Chalmers",88,9.12,601.85,66,3.48,13.66,"LaunchAngle",2011
172,172,"Michael Bradley",74,9.07,489.68,54,1.38,13.28,"LaunchAngle",2011
173,173,"Boo Weekley",66,9.01,441.58,49,5.21,12.27,"LaunchAngle",2011
174,174,"Chad Campbell",99,8.99,674.36,75,0.71,13.9,"LaunchAngle",2011
175,175,"Sergio Garcia",61,8.9,373.6,42,0.4,13.26,"LaunchAngle",2011
176,176,"James Driscoll",71,8.8,475.26,54,2.54,11.27,"LaunchAngle",2011
177,177,"Bubba Watson",85,8.78,456.51,52,3.24,16.25,"LaunchAngle",2011
178,178,"Nick Watney",80,8.67,555.03,64,1.33,11.85,"LaunchAngle",2011
179,179,"Aaron Baddeley",77,8.59,480.89,56,3.32,16.15,"LaunchAngle",2011
179,179,"Daniel Summerhays",75,8.59,472.71,55,2.99,12.5,"LaunchAngle",2011
181,181,"Ricky Barnes",78,8.28,463.45,56,1.08,11.31,"LaunchAngle",2011
182,182,"Nathan Green",81,8.23,444.32,54,1.46,11.35,"LaunchAngle",2011
183,183,"Charles Howell III",108,8.22,690.07,84,1.53,11.38,"LaunchAngle",2011
184,184,"Brendon de Jonge",105,8.19,704.35,86,3.32,12.34,"LaunchAngle",2011
185,185,"Tom Gillis",55,7.95,381.38,48,1.26,11.46,"LaunchAngle",2011
186,186,"Trevor Immelman",84,7.28,385.76,53,1.29,11.1,"LaunchAngle",2011
