"3PlusPuttsperRound_RANKTHISWEEK_2015","3PlusPuttsperRound_RANKLASTWEEK_2015","3PlusPuttsperRound_PLAYERNAME_2015","3PlusPuttsperRound_ROUNDS_2015","3PlusPuttsperRound_AVG_2015","3PlusPuttsperRound_TOTAL3PUTTS_2015","3PlusPuttsperRound_TOTALROUNDS_2015","stat_name","year"
36,36,"Russell Knox",96,0.01,1,96,"3PlusPuttsperRound",2015
36,36,"Brooks Koepka",84,0.01,1,81,"3PlusPuttsperRound",2015
36,36,"Matt Kuchar",97,0.01,1,94,"3PlusPuttsperRound",2015
36,36,"Marc Leishman",74,0.01,1,70,"3PlusPuttsperRound",2015
36,36,"David Lingmerth",90,0.01,1,90,"3PlusPuttsperRound",2015
36,36,"Hunter Mahan",88,0.01,1,84,"3PlusPuttsperRound",2015
36,36,"Ben Martin",93,0.01,1,90,"3PlusPuttsperRound",2015
36,36,"John Merrick",78,0.01,1,74,"3PlusPuttsperRound",2015
36,36,"Phil Mickelson",70,0.01,1,70,"3PlusPuttsperRound",2015
36,36,"Kevin Na",98,0.01,1,95,"3PlusPuttsperRound",2015
36,36,"Sean OHair",86,0.01,1,86,"3PlusPuttsperRound",2015
36,36,"Jeff Overton",94,0.01,1,92,"3PlusPuttsperRound",2015
36,36,"Ryan Palmer",80,0.01,1,77,"3PlusPuttsperRound",2015
36,36,"SJ Park",79,0.01,1,77,"3PlusPuttsperRound",2015
36,36,"Cameron Percy",72,0.01,1,70,"3PlusPuttsperRound",2015
36,36,"Pat Perez",96,0.01,1,96,"3PlusPuttsperRound",2015
36,36,"Scott Pinckney",88,0.01,1,88,"3PlusPuttsperRound",2015
36,36,"DA Points",72,0.01,1,70,"3PlusPuttsperRound",2015
36,36,"Jonathan Randolph",72,0.01,1,70,"3PlusPuttsperRound",2015
36,36,"Patrick Reed",103,0.01,1,100,"3PlusPuttsperRound",2015
36,36,"Webb Simpson",81,0.01,1,78,"3PlusPuttsperRound",2015
36,36,"Brandt Snedeker",98,0.01,1,95,"3PlusPuttsperRound",2015
36,36,"Jordan Spieth",91,0.01,1,88,"3PlusPuttsperRound",2015
36,36,"Shawn Stefani",94,0.01,1,94,"3PlusPuttsperRound",2015
36,36,"Kevin Streelman",95,0.01,1,91,"3PlusPuttsperRound",2015
36,36,"Chris Stroud",84,0.01,1,84,"3PlusPuttsperRound",2015
36,36,"Hudson Swafford",97,0.01,1,95,"3PlusPuttsperRound",2015
36,36,"Nicholas Thompson",90,0.01,1,86,"3PlusPuttsperRound",2015
36,36,"Brendon Todd",96,0.01,1,93,"3PlusPuttsperRound",2015
36,36,"Camilo Villegas",83,0.01,1,83,"3PlusPuttsperRound",2015
36,36,"Steve Wheatcroft",87,0.01,1,83,"3PlusPuttsperRound",2015
36,36,"Gary Woodland",81,0.01,1,74,"3PlusPuttsperRound",2015
