"3PuttAvoidance510_RANKTHISWEEK_2005","3PuttAvoidance510_RANKLASTWEEK_2005","3PuttAvoidance510_PLAYERNAME_2005","3PuttAvoidance510_ROUNDS_2005","3PuttAvoidance510_Pct_2005","3PuttAvoidance510_TOTAL3PUTTS_2005","3PuttAvoidance510_ATTEMPTS_2005","3PuttAvoidance510_2PUTTORBETTERPct_2005","stat_name","year"
1,1,"Chris Anderson",66,0,NA,236,100,"3PuttAvoidance510",2005
1,1,"Stuart Appleby",84,0,NA,222,100,"3PuttAvoidance510",2005
1,1,"Arjun Atwal",65,0,NA,224,100,"3PuttAvoidance510",2005
1,1,"Rich Beem",66,0,NA,170,100,"3PuttAvoidance510",2005
1,1,"Justin Bolli",65,0,NA,223,100,"3PuttAvoidance510",2005
1,1,"Bart Bryant",91,0,NA,268,100,"3PuttAvoidance510",2005
1,1,"Jonathan Byrd",103,0,NA,329,100,"3PuttAvoidance510",2005
1,1,"KJ Choi",78,0,NA,194,100,"3PuttAvoidance510",2005
1,1,"John Cook",72,0,NA,215,100,"3PuttAvoidance510",2005
1,1,"John Daly",78,0,NA,198,100,"3PuttAvoidance510",2005
1,1,"Matt Davidson",53,0,NA,178,100,"3PuttAvoidance510",2005
1,1,"Chris DiMarco",83,0,NA,222,100,"3PuttAvoidance510",2005
1,1,"Luke Donald",67,0,NA,136,100,"3PuttAvoidance510",2005
1,1,"Steve Elkington",67,0,NA,175,100,"3PuttAvoidance510",2005
1,1,"Brad Faxon",75,0,NA,220,100,"3PuttAvoidance510",2005
1,1,"Carlos Franco",78,0,NA,234,100,"3PuttAvoidance510",2005
1,1,"Brent Geiberger",61,0,NA,163,100,"3PuttAvoidance510",2005
1,1,"Bill Glasson",54,0,NA,181,100,"3PuttAvoidance510",2005
1,1,"Retief Goosen",71,0,NA,153,100,"3PuttAvoidance510",2005
1,1,"Jay Haas",54,0,NA,122,100,"3PuttAvoidance510",2005
1,1,"Padraig Harrington",50,0,NA,151,100,"3PuttAvoidance510",2005
1,1,"Steve Jones",56,0,NA,169,100,"3PuttAvoidance510",2005
1,1,"Brendan Jones",81,0,NA,267,100,"3PuttAvoidance510",2005
1,1,"Jerry Kelly",101,0,NA,259,100,"3PuttAvoidance510",2005
1,1,"Stephen Leaney",89,0,NA,245,100,"3PuttAvoidance510",2005
1,1,"Justin Leonard",78,0,NA,197,100,"3PuttAvoidance510",2005
1,1,"JL Lewis",98,0,NA,327,100,"3PuttAvoidance510",2005
1,1,"Davis Love III",80,0,NA,195,100,"3PuttAvoidance510",2005
1,1,"Scott McCarron",78,0,NA,208,100,"3PuttAvoidance510",2005
1,1,"Shaun Micheel",81,0,NA,220,100,"3PuttAvoidance510",2005
1,1,"Phil Mickelson",81,0,NA,197,100,"3PuttAvoidance510",2005
1,1,"Larry Mize",54,0,NA,161,100,"3PuttAvoidance510",2005
1,1,"Sean OHair",103,0,NA,282,100,"3PuttAvoidance510",2005
