"OfficialWorldGolfRanking_RANKTHISWEEK_2007","OfficialWorldGolfRanking_RANKLASTWEEK_2007","OfficialWorldGolfRanking_PLAYERNAME_2007","OfficialWorldGolfRanking_EVENTS_2007","OfficialWorldGolfRanking_AVGPOINTS_2007","OfficialWorldGolfRanking_TOTALPOINTS_2007","OfficialWorldGolfRanking_POINTSLOST_2007","OfficialWorldGolfRanking_POINTSGAINED_2007","OfficialWorldGolfRanking_COUNTRY_2007","stat_name","year"
39,37,"Miguel Angel Jimenez",53,2.66,141.23,-96.66,138.43,NA,"OfficialWorldGolfRanking",2007
40,39,"Shingo Katayama",55,2.66,146.16,-125.44,102.69,NA,"OfficialWorldGolfRanking",2007
41,36,"David Toms",44,2.65,116.63,-159.55,117.45,NA,"OfficialWorldGolfRanking",2007
42,41,"Robert Karlsson",57,2.64,150.74,-123.36,103.21,NA,"OfficialWorldGolfRanking",2007
43,40,"Charles Howell III",57,2.64,150.63,-129.44,183.64,NA,"OfficialWorldGolfRanking",2007
44,43,"Boo Weekley",54,2.53,136.66,-53.17,150.03,NA,"OfficialWorldGolfRanking",2007
45,46,"Richard Sterne",49,2.48,121.67,-61.12,142.1,NA,"OfficialWorldGolfRanking",2007
46,44,"Soren Hansen",52,2.47,128.69,-49.04,119.53,NA,"OfficialWorldGolfRanking",2007
47,52,"Brandt Snedeker",59,2.43,143.4,-42.6,149.42,NA,"OfficialWorldGolfRanking",2007
48,47,"Mark Calcavecchia",55,2.41,132.31,-81.71,152.7,NA,"OfficialWorldGolfRanking",2007
49,48,"Nick Dougherty",54,2.4,129.79,-79.52,132.82,NA,"OfficialWorldGolfRanking",2007
50,50,"Robert Allenby",56,2.37,132.78,-158.18,132.09,NA,"OfficialWorldGolfRanking",2007
51,49,"Anders Hansen",48,2.37,113.61,-68.64,114.03,NA,"OfficialWorldGolfRanking",2007
52,51,"Rod Pampling",55,2.35,129.11,-142.12,107.58,NA,"OfficialWorldGolfRanking",2007
53,53,"Bradley Dredge",45,2.18,97.94,-85.54,76.14,NA,"OfficialWorldGolfRanking",2007
54,54,"John Senden",61,2.15,130.88,-101.02,113.4,NA,"OfficialWorldGolfRanking",2007
55,55,"Peter Hanson",50,2.13,106.46,-53.95,114.72,NA,"OfficialWorldGolfRanking",2007
56,57,"Camilo Villegas",56,2.1,117.5,-80.03,111.02,NA,"OfficialWorldGolfRanking",2007
57,56,"Colin Montgomerie",55,2.09,115.05,-180.33,88.83,NA,"OfficialWorldGolfRanking",2007
58,59,"Peter Lonard",56,2.06,115.27,-76.23,103.44,NA,"OfficialWorldGolfRanking",2007
59,58,"Brendan Jones",46,2.04,93.97,-34.41,95.23,NA,"OfficialWorldGolfRanking",2007
60,60,"Carl Pettersson",62,2.02,125.07,-154.48,100.24,NA,"OfficialWorldGolfRanking",2007
61,61,"Jonathan Byrd",43,2.01,86.31,-63.86,75.31,NA,"OfficialWorldGolfRanking",2007
62,62,"Mikko Ilonen",40,1.98,79.22,-25.94,84.33,NA,"OfficialWorldGolfRanking",2007
63,63,"Jerry Kelly",60,1.96,117.33,-92.81,119.6,NA,"OfficialWorldGolfRanking",2007
64,64,"Davis Love III",44,1.93,84.76,-146.37,58.08,NA,"OfficialWorldGolfRanking",2007
65,67,"Simon Dyson",63,1.91,120.11,-87.62,104.47,NA,"OfficialWorldGolfRanking",2007
66,65,"John Rollins",57,1.91,108.6,-91.4,128.16,NA,"OfficialWorldGolfRanking",2007
67,66,"Sean OHair",59,1.89,111.35,-98.75,96.16,NA,"OfficialWorldGolfRanking",2007
68,68,"Jose Maria Olazabal",43,1.84,78.97,-160.28,56.81,NA,"OfficialWorldGolfRanking",2007
69,69,"Hideto Tanihara",49,1.83,89.75,-54.08,63.08,NA,"OfficialWorldGolfRanking",2007
70,70,"Soren Kjeldsen",56,1.81,101.45,-53.42,90.33,NA,"OfficialWorldGolfRanking",2007
71,72,"Pat Perez",46,1.78,82.08,-55.53,92.82,NA,"OfficialWorldGolfRanking",2007
72,73,"Heath Slocum",58,1.77,102.56,-81.11,106.31,NA,"OfficialWorldGolfRanking",2007
73,71,"Ryan Moore",52,1.76,91.43,-65.16,84.24,NA,"OfficialWorldGolfRanking",2007
74,75,"Anthony Kim",40,1.75,70.06,-24.47,82.67,NA,"OfficialWorldGolfRanking",2007
75,74,"Chris DiMarco",55,1.74,95.43,-152.34,71.66,NA,"OfficialWorldGolfRanking",2007
76,80,"Prayad Marksaeng",61,1.73,105.75,-59,95.52,NA,"OfficialWorldGolfRanking",2007
77,76,"Martin Kaymer",40,1.73,69.34,-30.76,56.42,NA,"OfficialWorldGolfRanking",2007
78,79,"Jeev Milkha Singh",78,1.72,134.07,-118.92,59.79,NA,"OfficialWorldGolfRanking",2007
79,78,"Bernhard Langer",43,1.71,73.49,-56.65,79.75,NA,"OfficialWorldGolfRanking",2007
80,77,"Lucas Glover",60,1.71,102.43,-132.81,82.81,NA,"OfficialWorldGolfRanking",2007
81,81,"Freddie Jacobson",40,1.68,67.11,-48.23,65.54,NA,"OfficialWorldGolfRanking",2007
82,82,"Joe Durant",56,1.66,92.97,-98.35,37.59,NA,"OfficialWorldGolfRanking",2007
83,84,"Charl Schwartzel",59,1.65,97.57,-100.65,66.6,NA,"OfficialWorldGolfRanking",2007
84,83,"Steve Webster",44,1.65,72.61,-31.3,71.2,NA,"OfficialWorldGolfRanking",2007
85,88,"Jyoti Randhawa",51,1.61,82.11,-61.14,65.02,NA,"OfficialWorldGolfRanking",2007
86,86,"Raphael Jacquelin",52,1.61,83.51,-69.24,84.54,NA,"OfficialWorldGolfRanking",2007
87,89,"WC Liang",57,1.61,91.52,-60.7,87.26,NA,"OfficialWorldGolfRanking",2007
88,87,"Ross Fisher",55,1.6,87.86,-30.86,85.92,NA,"OfficialWorldGolfRanking",2007
89,85,"Chad Campbell",53,1.59,84.37,-143.76,72.9,NA,"OfficialWorldGolfRanking",2007
90,90,"Justin Leonard",55,1.58,87.11,-56.71,85.55,NA,"OfficialWorldGolfRanking",2007
91,94,"Gonzalo Fdez Castano",52,1.58,82.28,-55.48,72.57,NA,"OfficialWorldGolfRanking",2007
92,91,"Kenny Perry",46,1.57,72.2,-86.78,70.22,NA,"OfficialWorldGolfRanking",2007
93,92,"Steve Flesch",64,1.57,100.19,-57.12,83.59,NA,"OfficialWorldGolfRanking",2007
94,95,"Nathan Green",67,1.55,103.64,-87.22,76.27,NA,"OfficialWorldGolfRanking",2007
95,93,"Vaughn Taylor",54,1.54,83.06,-105.45,78.92,NA,"OfficialWorldGolfRanking",2007
96,95,"YE Yang",48,1.53,73.28,-85.6,21.36,NA,"OfficialWorldGolfRanking",2007
97,97,"Troy Matteson",58,1.52,88.3,-70.1,58.5,NA,"OfficialWorldGolfRanking",2007
98,98,"Shaun Micheel",60,1.51,90.75,-90.52,50.72,NA,"OfficialWorldGolfRanking",2007
99,99,"Thomas Bjorn",52,1.51,78.33,-108.99,59.93,NA,"OfficialWorldGolfRanking",2007
100,102,"Thongchai Jaidee",56,1.5,84.13,-72.37,64.88,NA,"OfficialWorldGolfRanking",2007
101,101,"Paul Goydos",43,1.5,64.52,-52.91,70.59,NA,"OfficialWorldGolfRanking",2007
102,100,"David Smail",52,1.49,77.69,-50.02,58.96,NA,"OfficialWorldGolfRanking",2007
103,149,"Oliver Wilson",54,1.49,80.65,-32.08,88.9,NA,"OfficialWorldGolfRanking",2007
104,105,"Markus Brier",52,1.49,77.48,-43.7,73.8,NA,"OfficialWorldGolfRanking",2007
105,107,"Joost Luiten",40,1.49,59.48,-7.37,66.86,NA,"OfficialWorldGolfRanking",2007
106,106,"Bubba Watson",54,1.48,79.96,-66.53,87.46,NA,"OfficialWorldGolfRanking",2007
107,104,"Graeme McDowell",56,1.47,82.11,-60.1,79.25,NA,"OfficialWorldGolfRanking",2007
108,103,"JJ Henry",54,1.45,78.56,-95.87,54.64,NA,"OfficialWorldGolfRanking",2007
109,108,"Billy Mayfair",59,1.44,84.93,-86.05,82.64,NA,"OfficialWorldGolfRanking",2007
110,109,"Tom Lehman",43,1.43,61.31,-80.57,50.55,NA,"OfficialWorldGolfRanking",2007
111,113,"Ross McGowan",40,1.42,56.89,-6.62,63.52,NA,"OfficialWorldGolfRanking",2007
112,111,"Philip Archer",61,1.42,86.61,-38.52,78.51,NA,"OfficialWorldGolfRanking",2007
113,110,"Rocco Mediate",40,1.42,56.79,-36.62,73.32,NA,"OfficialWorldGolfRanking",2007
114,112,"Dean Wilson",62,1.41,87.34,-94.39,62.63,NA,"OfficialWorldGolfRanking",2007
115,115,"Ken Duke",60,1.4,84.04,-47.72,78.86,NA,"OfficialWorldGolfRanking",2007
116,116,"Tomohiro Kondo",51,1.4,71.4,-43.78,58.09,NA,"OfficialWorldGolfRanking",2007
117,114,"Ben Curtis",52,1.4,72.75,-78.47,50.03,NA,"OfficialWorldGolfRanking",2007
118,134,"Louis Oosthuizen",51,1.39,71.06,-34.39,81.68,NA,"OfficialWorldGolfRanking",2007
119,117,"George McNeill",40,1.39,55.56,-6.17,61.73,NA,"OfficialWorldGolfRanking",2007
120,120,"Daniel Chopra",73,1.37,99.7,-69.39,81.5,NA,"OfficialWorldGolfRanking",2007
121,118,"Johan Edfors",50,1.36,67.96,-88.3,32.93,NA,"OfficialWorldGolfRanking",2007
122,121,"Richard Johnson",47,1.35,63.48,-9.56,62.54,NA,"OfficialWorldGolfRanking",2007
123,279,"Craig Parry",47,1.34,62.94,-34.38,57.63,NA,"OfficialWorldGolfRanking",2007
124,119,"Brett Quigley",58,1.33,77.24,-96.23,41.01,NA,"OfficialWorldGolfRanking",2007
125,122,"Mark Wilson",50,1.32,66.08,-47.27,81.93,NA,"OfficialWorldGolfRanking",2007
126,123,"Bo Van Pelt",58,1.32,76.3,-83.72,73.11,NA,"OfficialWorldGolfRanking",2007
127,124,"Alejandro Canizares",40,1.31,52.4,-26.35,43.08,NA,"OfficialWorldGolfRanking",2007
128,126,"Charley Hoffman",60,1.29,77.47,-51.92,81.55,NA,"OfficialWorldGolfRanking",2007
129,125,"Anthony Wall",55,1.29,70.96,-75.37,39.94,NA,"OfficialWorldGolfRanking",2007
130,128,"DH Lee",41,1.28,52.48,-14.65,52.17,NA,"OfficialWorldGolfRanking",2007
131,127,"Jose Coceres",40,1.27,51,-30.84,61.16,NA,"OfficialWorldGolfRanking",2007
132,135,"Peter OMalley",54,1.26,68.28,-47.91,51.85,NA,"OfficialWorldGolfRanking",2007
133,129,"Bart Bryant",51,1.26,64.33,-115.28,61.17,NA,"OfficialWorldGolfRanking",2007
134,130,"Hiroyuki Fujita",52,1.26,65.42,-39.09,53,NA,"OfficialWorldGolfRanking",2007
135,131,"Nick Watney",55,1.24,68.23,-56.4,65.63,NA,"OfficialWorldGolfRanking",2007
136,132,"Jeff Quinney",57,1.24,70.62,-45.26,80.81,NA,"OfficialWorldGolfRanking",2007
137,138,"Gregory Havret",57,1.22,69.47,-28.63,73.87,NA,"OfficialWorldGolfRanking",2007
138,133,"Fred Funk",51,1.21,61.68,-89.85,53.52,NA,"OfficialWorldGolfRanking",2007
139,136,"Alastair Forsyth",51,1.21,61.53,-22.34,63.55,NA,"OfficialWorldGolfRanking",2007
140,138,"Robert Jan Derksen",55,1.2,66.11,-30.75,70.48,NA,"OfficialWorldGolfRanking",2007
141,141,"Wen Teh Lu",40,1.2,47.94,-20.5,48.57,NA,"OfficialWorldGolfRanking",2007
142,137,"Brett Rumford",57,1.2,68.3,-45.03,52.73,NA,"OfficialWorldGolfRanking",2007
143,142,"Michael Lorenzo Vera",40,1.2,47.91,-8.43,49.37,NA,"OfficialWorldGolfRanking",2007
144,138,"Tetsuji Hiratsuka",54,1.19,64.5,-56.06,46.17,NA,"OfficialWorldGolfRanking",2007
145,148,"Gregory Bourdy",51,1.19,60.69,-34.97,53.74,NA,"OfficialWorldGolfRanking",2007
146,144,"Simon Yates",40,1.18,47.29,-20.33,47.3,NA,"OfficialWorldGolfRanking",2007
147,143,"Kevin Sutherland",54,1.18,63.68,-42.96,68.52,NA,"OfficialWorldGolfRanking",2007
148,151,"Chapchai Nirat",53,1.18,62.48,-24.94,67.02,NA,"OfficialWorldGolfRanking",2007
149,146,"Simon Khan",53,1.17,61.9,-63.02,40.35,NA,"OfficialWorldGolfRanking",2007
149,147,"Taichi Teshima",51,1.17,59.56,-59.78,34.18,NA,"OfficialWorldGolfRanking",2007
151,145,"Tom Pernice Jr",64,1.17,74.66,-111.61,53.55,NA,"OfficialWorldGolfRanking",2007
152,152,"Graeme Storm",61,1.17,71.11,-48.72,70.13,NA,"OfficialWorldGolfRanking",2007
153,150,"Marc Warren",55,1.15,63.26,-46.56,41.36,NA,"OfficialWorldGolfRanking",2007
154,157,"Prom Meesawat",55,1.12,61.78,-36.06,53.32,NA,"OfficialWorldGolfRanking",2007
155,153,"Brian Bateman",44,1.12,49.26,-28.7,43.83,NA,"OfficialWorldGolfRanking",2007
156,154,"Pelle Edberg",41,1.11,45.49,-9.33,49.28,NA,"OfficialWorldGolfRanking",2007
157,155,"Tim Herron",54,1.1,59.18,-90.81,44.88,NA,"OfficialWorldGolfRanking",2007
158,350,"James Kingston",54,1.09,58.93,-24.18,57.91,NA,"OfficialWorldGolfRanking",2007
159,158,"Fredrik Andersson Hed",50,1.09,54.44,-13.42,58.55,NA,"OfficialWorldGolfRanking",2007
160,159,"Keiichiro Fukabori",51,1.08,55.32,-50.39,37.75,NA,"OfficialWorldGolfRanking",2007
161,155,"David Howell",52,1.08,56.36,-169.1,12.76,NA,"OfficialWorldGolfRanking",2007
162,160,"Peter Hedblom",48,1.08,51.74,-35.95,56.79,NA,"OfficialWorldGolfRanking",2007
163,161,"John Bickerton",53,1.06,56.33,-54.96,35.75,NA,"OfficialWorldGolfRanking",2007
164,162,"Katsumasa Miyamoto",54,1.05,56.78,-40.23,42.53,NA,"OfficialWorldGolfRanking",2007
165,165,"Kevin Stadler",67,1.04,69.94,-67.57,50.44,NA,"OfficialWorldGolfRanking",2007
166,164,"John Mallinger",52,1.04,54.24,-21.08,60.61,NA,"OfficialWorldGolfRanking",2007
167,168,"Stephen Leaney",58,1.03,59.93,-46.24,57.18,NA,"OfficialWorldGolfRanking",2007
168,163,"Michael Campbell",53,1.01,53.69,-135.1,20.7,NA,"OfficialWorldGolfRanking",2007
169,170,"Frankie Minoza",61,1.01,61.62,-31.07,57.63,NA,"OfficialWorldGolfRanking",2007
170,166,"Robert Garrigus",56,1.01,56.54,-24.54,58.63,NA,"OfficialWorldGolfRanking",2007
171,167,"Wen Tang Lin",40,1.01,40.2,-19.3,28.95,NA,"OfficialWorldGolfRanking",2007
172,181,"Jason Gore",58,1,57.88,-56.26,53.79,NA,"OfficialWorldGolfRanking",2007
173,175,"Felipe Aguilar",51,0.99,50.58,-18.18,44.22,NA,"OfficialWorldGolfRanking",2007
174,173,"Robert Dinwiddie",40,0.99,39.61,-2.98,41.15,NA,"OfficialWorldGolfRanking",2007
175,171,"Jason Day",40,0.99,39.55,-9.96,42.64,NA,"OfficialWorldGolfRanking",2007
176,169,"Jesper Parnevik",53,0.99,52.38,-59.81,39.84,NA,"OfficialWorldGolfRanking",2007
177,178,"Francesco Molinari",52,0.98,51.05,-50.14,35.97,NA,"OfficialWorldGolfRanking",2007
178,174,"Ryuji Imada",66,0.98,64.66,-51.97,60.83,NA,"OfficialWorldGolfRanking",2007
179,176,"Koumei Oda",47,0.98,45.92,-7.44,48.27,NA,"OfficialWorldGolfRanking",2007
180,172,"Paul Broadhurst",50,0.97,48.59,-87.08,32.51,NA,"OfficialWorldGolfRanking",2007
181,180,"Kevin Na",41,0.97,39.57,-28.65,38.51,NA,"OfficialWorldGolfRanking",2007
182,179,"Joe Ogilvie",60,0.96,57.85,-55.13,50.17,NA,"OfficialWorldGolfRanking",2007
183,184,"Juvic Pagunsan",40,0.96,38.55,-16.15,24,NA,"OfficialWorldGolfRanking",2007
184,177,"Jason Bohn",46,0.96,44.13,-83.37,27.97,NA,"OfficialWorldGolfRanking",2007
185,182,"Brian Davis",60,0.96,57.49,-44.99,56.73,NA,"OfficialWorldGolfRanking",2007
186,183,"Charlie Wi",59,0.96,56.35,-41.45,49.86,NA,"OfficialWorldGolfRanking",2007
187,188,"Alexander Noren",53,0.95,50.34,-26.71,40.95,NA,"OfficialWorldGolfRanking",2007
188,200,"Andrew McLardy",55,0.95,52.07,-29.17,57.94,NA,"OfficialWorldGolfRanking",2007
189,187,"Mathew Goggin",59,0.95,55.83,-58.98,40.84,NA,"OfficialWorldGolfRanking",2007
190,193,"Mads Vibe Hastrup",50,0.94,47.06,-12.93,44.47,NA,"OfficialWorldGolfRanking",2007
191,186,"Jose Manuel Lara",53,0.94,49.72,-65.99,14.88,NA,"OfficialWorldGolfRanking",2007
192,185,"Mark Hensby",47,0.93,43.91,-44.62,43.97,NA,"OfficialWorldGolfRanking",2007
193,196,"Daniel Alfredo Vancsik",55,0.93,51.07,-14.86,55.66,NA,"OfficialWorldGolfRanking",2007
194,190,"Nick Flanagan",53,0.93,49.17,-22.15,52.16,NA,"OfficialWorldGolfRanking",2007
195,189,"Frank Lickliter II",59,0.92,54.48,-56.06,27.32,NA,"OfficialWorldGolfRanking",2007
196,191,"Ben Crane",40,0.92,36.6,-96.88,12.56,NA,"OfficialWorldGolfRanking",2007
197,194,"Steve Elkington",44,0.91,40.06,-47.18,45,NA,"OfficialWorldGolfRanking",2007
198,195,"Matt Kuchar",56,0.9,50.66,-37.74,44.71,NA,"OfficialWorldGolfRanking",2007
199,192,"JB Holmes",53,0.9,47.9,-61.72,46.31,NA,"OfficialWorldGolfRanking",2007
200,199,"Steve Marino",51,0.9,46.06,-19.4,50,NA,"OfficialWorldGolfRanking",2007
201,197,"Will Ma Kenzie",61,0.9,54.96,-40.85,53.1,NA,"OfficialWorldGolfRanking",2007
202,198,"Hidemasa Hoshino",43,0.9,38.68,-50.77,16.25,NA,"OfficialWorldGolfRanking",2007
203,202,"David Lynn",50,0.9,44.81,-57.74,41.48,NA,"OfficialWorldGolfRanking",2007
204,207,"Anton Haig",56,0.89,49.84,-29.16,55.14,NA,"OfficialWorldGolfRanking",2007
205,206,"Thaworn Wiratchant",60,0.89,53.31,-48.57,41.18,NA,"OfficialWorldGolfRanking",2007
206,201,"Paul McGinley",54,0.89,47.92,-91.02,42.59,NA,"OfficialWorldGolfRanking",2007
207,204,"Yusaku Miyazato",52,0.88,45.99,-25.93,35.35,NA,"OfficialWorldGolfRanking",2007
208,212,"Hiroshi Iwata",45,0.88,39.6,-8.97,36.37,NA,"OfficialWorldGolfRanking",2007
209,205,"Cliff Kresge",56,0.88,49.15,-34.08,43.98,NA,"OfficialWorldGolfRanking",2007
210,203,"Brian Gay",63,0.88,55.27,-49.77,50.53,NA,"OfficialWorldGolfRanking",2007
211,208,"Rich Beem",56,0.86,48.04,-40.2,48.13,NA,"OfficialWorldGolfRanking",2007
212,209,"DJ Trahan",63,0.86,54.02,-42.2,42.7,NA,"OfficialWorldGolfRanking",2007
213,210,"JP Hayes",48,0.86,41.05,-28,38.94,NA,"OfficialWorldGolfRanking",2007
214,211,"Charles Warren",56,0.85,47.43,-52.51,41.84,NA,"OfficialWorldGolfRanking",2007
215,214,"Roland Thatcher",58,0.84,48.6,-19.46,50.38,NA,"OfficialWorldGolfRanking",2007
216,226,"Michael Sim",40,0.84,33.46,-16.49,25.58,NA,"OfficialWorldGolfRanking",2007
217,213,"Corey Pavin",49,0.84,40.95,-51.79,27.71,NA,"OfficialWorldGolfRanking",2007
218,219,"Matt Jones",50,0.83,41.75,-10.41,40.78,NA,"OfficialWorldGolfRanking",2007
219,215,"Jay Williamson",52,0.83,43.41,-15.39,48.24,NA,"OfficialWorldGolfRanking",2007
220,258,"Darren Clarke",47,0.82,38.76,-96.58,23.47,NA,"OfficialWorldGolfRanking",2007
221,217,"Steven Conran",44,0.82,36.22,-21.08,34.79,NA,"OfficialWorldGolfRanking",2007
222,216,"Briny Baird",56,0.82,45.87,-36.99,42.46,NA,"OfficialWorldGolfRanking",2007
223,218,"Azuma Yano",51,0.81,41.48,-38.89,25.45,NA,"OfficialWorldGolfRanking",2007
224,221,"Mark Foster",53,0.81,42.88,-20.85,43.27,NA,"OfficialWorldGolfRanking",2007
225,220,"Bill Haas",60,0.79,47.69,-36.02,42.4,NA,"OfficialWorldGolfRanking",2007
226,224,"Michael Letzig",40,0.79,31.7,-5.34,35.89,NA,"OfficialWorldGolfRanking",2007
227,230,"Magnus Carlsson",48,0.79,37.84,-7.94,38.04,NA,"OfficialWorldGolfRanking",2007
228,226,"Peter Baker",40,0.79,31.51,-8.22,32,NA,"OfficialWorldGolfRanking",2007
228,223,"Shigeki Maruyama",64,0.79,50.41,-63.88,36.95,NA,"OfficialWorldGolfRanking",2007
230,229,"Gaurav Ghei",45,0.79,35.38,-27.85,30.28,NA,"OfficialWorldGolfRanking",2007
231,222,"SK Ho",51,0.78,40.01,-60.37,17.51,NA,"OfficialWorldGolfRanking",2007
232,225,"Paul Lawrie",48,0.78,37.66,-34.58,34.36,NA,"OfficialWorldGolfRanking",2007
233,243,"Paul Sheehan",61,0.77,47.13,-64.27,22.93,NA,"OfficialWorldGolfRanking",2007
234,228,"Justin Bolli",53,0.77,40.88,-19.98,39.9,NA,"OfficialWorldGolfRanking",2007
235,232,"Rory McIlroy",40,0.76,30.49,-0.31,30.8,NA,"OfficialWorldGolfRanking",2007
236,231,"Johnson Wagner",61,0.75,45.9,-33.6,40.39,NA,"OfficialWorldGolfRanking",2007
237,233,"Kaname Yokoo",56,0.74,41.42,-44.03,29.39,NA,"OfficialWorldGolfRanking",2007
238,235,"Michael Allen",47,0.74,34.57,-19.16,31.22,NA,"OfficialWorldGolfRanking",2007
239,237,"Jon Mills",58,0.73,42.51,-8.75,44.57,NA,"OfficialWorldGolfRanking",2007
240,234,"Bob Estes",54,0.73,39.25,-52.42,31.45,NA,"OfficialWorldGolfRanking",2007
240,236,"Scott Strange",52,0.73,37.79,-29.24,31.27,NA,"OfficialWorldGolfRanking",2007
242,238,"Daisuke Maruyama",64,0.72,46.38,-44.88,31.06,NA,"OfficialWorldGolfRanking",2007
243,239,"Cameron Beckman",53,0.72,38.37,-26.49,35.34,NA,"OfficialWorldGolfRanking",2007
244,240,"Jamie Donaldson",55,0.72,39.44,-14.23,44.67,NA,"OfficialWorldGolfRanking",2007
245,240,"Simon Wakefield",62,0.71,44.04,-37.06,35.37,NA,"OfficialWorldGolfRanking",2007
246,240,"Jeff Maggert",52,0.71,36.7,-47.38,30,NA,"OfficialWorldGolfRanking",2007
247,244,"Gary Orr",40,0.7,28.13,-35.79,18.99,NA,"OfficialWorldGolfRanking",2007
248,246,"Jeff Overton",55,0.7,38.54,-17.38,34.46,NA,"OfficialWorldGolfRanking",2007
249,245,"Craig Kanada",63,0.7,44.09,-31.05,35.16,NA,"OfficialWorldGolfRanking",2007
250,248,"Per Ulrik Johansson",40,0.7,27.87,-4.05,30.08,NA,"OfficialWorldGolfRanking",2007
251,249,"Ron Whittaker",57,0.7,39.69,-9.13,37.21,NA,"OfficialWorldGolfRanking",2007
252,247,"Ted Purdy",66,0.69,45.48,-85.63,36.94,NA,"OfficialWorldGolfRanking",2007
