"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2013","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2013","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2013","TenthTeeLatePar3ScoringAverage_ROUNDS_2013","TenthTeeLatePar3ScoringAverage_AVG_2013","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2013","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Webb Simpson",92,2.8,56,20,"TenthTeeLatePar3ScoringAverage",2013
2,2,"Steve Stricker",51,2.86,20,7,"TenthTeeLatePar3ScoringAverage",2013
3,3,"John Huh",88,2.87,175,61,"TenthTeeLatePar3ScoringAverage",2013
4,4,"Richard Lee",81,2.88,190,66,"TenthTeeLatePar3ScoringAverage",2013
4,4,"John Rollins",77,2.88,144,50,"TenthTeeLatePar3ScoringAverage",2013
6,6,"Doug LaBelle II",72,2.89,165,57,"TenthTeeLatePar3ScoringAverage",2013
7,7,"Ian Poulter",59,2.9,58,20,"TenthTeeLatePar3ScoringAverage",2013
8,8,"Chris Kirk",89,2.91,259,89,"TenthTeeLatePar3ScoringAverage",2013
9,9,"Tim Clark",64,2.92,155,53,"TenthTeeLatePar3ScoringAverage",2013
9,9,"Lucas Glover",65,2.92,143,49,"TenthTeeLatePar3ScoringAverage",2013
9,9,"Graeme McDowell",53,2.92,35,12,"TenthTeeLatePar3ScoringAverage",2013
9,9,"John Merrick",79,2.92,245,84,"TenthTeeLatePar3ScoringAverage",2013
13,13,"Greg Chalmers",77,2.93,170,58,"TenthTeeLatePar3ScoringAverage",2013
13,13,"Jeff Overton",78,2.93,167,57,"TenthTeeLatePar3ScoringAverage",2013
13,13,"Carl Pettersson",82,2.93,234,80,"TenthTeeLatePar3ScoringAverage",2013
13,13,"Brian Stuard",78,2.93,132,45,"TenthTeeLatePar3ScoringAverage",2013
13,13,"Lee Williams",62,2.93,120,41,"TenthTeeLatePar3ScoringAverage",2013
18,18,"Justin Bolli",59,2.94,147,50,"TenthTeeLatePar3ScoringAverage",2013
18,18,"Cameron Tringale",80,2.94,194,66,"TenthTeeLatePar3ScoringAverage",2013
20,20,"Charles Howell III",87,2.95,165,56,"TenthTeeLatePar3ScoringAverage",2013
21,21,"Stephen Ames",49,2.96,133,45,"TenthTeeLatePar3ScoringAverage",2013
