"OnePuttPercentageRound4_RANKTHISWEEK_2014","OnePuttPercentageRound4_RANKLASTWEEK_2014","OnePuttPercentageRound4_PLAYERNAME_2014","OnePuttPercentageRound4__2014","OnePuttPercentageRound4_Pct_2014","OnePuttPercentageRound4_OF1PUTTS_2014","OnePuttPercentageRound4_OFHOLES_2014","stat_name","year"
1,1,"Justin Leonard",NA,48.52,131,270,"OnePuttPercentageRound4",2014
2,2,"Dustin Johnson",NA,47.44,111,234,"OnePuttPercentageRound4",2014
3,3,"Richard Lee",NA,46.58,109,234,"OnePuttPercentageRound4",2014
4,4,"Mike Weir",NA,45.14,65,144,"OnePuttPercentageRound4",2014
5,5,"Jordan Spieth",NA,44.93,186,414,"OnePuttPercentageRound4",2014
6,6,"Kevin Streelman",NA,44.79,129,288,"OnePuttPercentageRound4",2014
7,7,"Stuart Appleby",NA,44.44,136,306,"OnePuttPercentageRound4",2014
7,7,"Brian Davis",NA,44.44,144,324,"OnePuttPercentageRound4",2014
7,7,"Graeme McDowell",NA,44.44,120,270,"OnePuttPercentageRound4",2014
10,10,"Luke Guthrie",NA,44.07,119,270,"OnePuttPercentageRound4",2014
11,11,"Phil Mickelson",NA,44.05,111,252,"OnePuttPercentageRound4",2014
12,12,"Aaron Baddeley",NA,43.98,95,216,"OnePuttPercentageRound4",2014
12,12,"Brooks Koepka",NA,43.98,95,216,"OnePuttPercentageRound4",2014
12,12,"Ian Poulter",NA,43.98,95,216,"OnePuttPercentageRound4",2014
15,15,"Wes Roach",NA,43.89,79,180,"OnePuttPercentageRound4",2014
16,16,"George McNeill",NA,43.75,126,288,"OnePuttPercentageRound4",2014
17,17,"Brian Harman",NA,43.72,181,414,"OnePuttPercentageRound4",2014
18,18,"Brian Gay",NA,43.65,110,252,"OnePuttPercentageRound4",2014
19,19,"Bronson La Cassie",NA,43.52,47,108,"OnePuttPercentageRound4",2014
19,19,"Webb Simpson",NA,43.52,141,324,"OnePuttPercentageRound4",2014
21,21,"Scott Stallings",NA,43.43,86,198,"OnePuttPercentageRound4",2014
22,22,"Brian Stuard",NA,43.33,117,270,"OnePuttPercentageRound4",2014
23,23,"Ernie Els",NA,43.06,124,288,"OnePuttPercentageRound4",2014
24,24,"Morgan Hoffmann",NA,42.9,139,324,"OnePuttPercentageRound4",2014
25,25,"Brendon Todd",NA,42.89,193,450,"OnePuttPercentageRound4",2014
26,26,"Chad Collins",NA,42.59,69,162,"OnePuttPercentageRound4",2014
27,27,"Lee Westwood",NA,42.42,84,198,"OnePuttPercentageRound4",2014
28,28,"Freddie Jacobson",NA,42.28,137,324,"OnePuttPercentageRound4",2014
29,29,"Kevin Na",NA,42.22,152,360,"OnePuttPercentageRound4",2014
29,29,"Jeff Overton",NA,42.22,114,270,"OnePuttPercentageRound4",2014
31,31,"Robert Allenby",NA,42.13,91,216,"OnePuttPercentageRound4",2014
32,32,"Sergio Garcia",NA,42.06,106,252,"OnePuttPercentageRound4",2014
32,32,"Rory Sabbatini",NA,42.06,106,252,"OnePuttPercentageRound4",2014
34,34,"Chris Stroud",NA,41.98,136,324,"OnePuttPercentageRound4",2014
35,35,"James Driscoll",NA,41.92,83,198,"OnePuttPercentageRound4",2014
36,36,"Scott Brown",NA,41.67,135,324,"OnePuttPercentageRound4",2014
37,37,"Retief Goosen",NA,41.52,142,342,"OnePuttPercentageRound4",2014
38,38,"Ryo Ishikawa",NA,41.45,97,234,"OnePuttPercentageRound4",2014
39,39,"Gary Woodland",NA,41.41,164,396,"OnePuttPercentageRound4",2014
40,40,"Brad Fritsch",NA,41.27,52,126,"OnePuttPercentageRound4",2014
41,41,"Jimmy Walker",NA,41.16,163,396,"OnePuttPercentageRound4",2014
42,42,"Patrick Reed",NA,41.05,133,324,"OnePuttPercentageRound4",2014
43,43,"Sangmoon Bae",NA,41.03,96,234,"OnePuttPercentageRound4",2014
44,44,"Greg Chalmers",NA,40.87,103,252,"OnePuttPercentageRound4",2014
44,44,"Will Ma Kenzie",NA,40.87,103,252,"OnePuttPercentageRound4",2014
46,46,"David Hearn",NA,40.83,147,360,"OnePuttPercentageRound4",2014
47,47,"Charley Hoffman",NA,40.74,154,378,"OnePuttPercentageRound4",2014
47,47,"Michael Thompson",NA,40.74,110,270,"OnePuttPercentageRound4",2014
49,49,"John Senden",NA,40.66,161,396,"OnePuttPercentageRound4",2014
50,50,"Harris English",NA,40.64,139,342,"OnePuttPercentageRound4",2014
51,51,"Ben Curtis",NA,40.6,95,234,"OnePuttPercentageRound4",2014
51,51,"Jason Kokrak",NA,40.6,95,234,"OnePuttPercentageRound4",2014
51,51,"Ben Martin",NA,40.6,95,234,"OnePuttPercentageRound4",2014
54,54,"Rickie Fowler",NA,40.52,124,306,"OnePuttPercentageRound4",2014
54,54,"Pat Perez",NA,40.52,124,306,"OnePuttPercentageRound4",2014
56,56,"Tim Clark",NA,40.4,80,198,"OnePuttPercentageRound4",2014
57,57,"JB Holmes",NA,40.35,138,342,"OnePuttPercentageRound4",2014
57,57,"Seung Yul Noh",NA,40.35,138,342,"OnePuttPercentageRound4",2014
59,59,"Matt Jones",NA,40.28,116,288,"OnePuttPercentageRound4",2014
59,59,"Kevin Kisner",NA,40.28,116,288,"OnePuttPercentageRound4",2014
61,61,"Ricky Barnes",NA,40.2,123,306,"OnePuttPercentageRound4",2014
62,62,"Ken Duke",NA,40.17,94,234,"OnePuttPercentageRound4",2014
63,63,"William McGirt",NA,40.12,130,324,"OnePuttPercentageRound4",2014
64,64,"Andres Romero",NA,40.08,101,252,"OnePuttPercentageRound4",2014
65,65,"Steven Bowditch",NA,39.93,115,288,"OnePuttPercentageRound4",2014
65,65,"Ben Crane",NA,39.93,115,288,"OnePuttPercentageRound4",2014
65,65,"Matt Every",NA,39.93,115,288,"OnePuttPercentageRound4",2014
68,68,"David Toms",NA,39.9,79,198,"OnePuttPercentageRound4",2014
69,69,"Paul Casey",NA,39.81,86,216,"OnePuttPercentageRound4",2014
69,69,"Danny Lee",NA,39.81,86,216,"OnePuttPercentageRound4",2014
69,69,"John Peterson",NA,39.81,43,108,"OnePuttPercentageRound4",2014
72,72,"James Hahn",NA,39.74,93,234,"OnePuttPercentageRound4",2014
73,73,"Justin Rose",NA,39.58,114,288,"OnePuttPercentageRound4",2014
74,74,"Chris Kirk",NA,39.56,178,450,"OnePuttPercentageRound4",2014
75,75,"Jerry Kelly",NA,39.54,121,306,"OnePuttPercentageRound4",2014
75,75,"Adam Scott",NA,39.54,121,306,"OnePuttPercentageRound4",2014
77,77,"Jamie Lovemark",NA,39.51,64,162,"OnePuttPercentageRound4",2014
78,78,"Luke Donald",NA,39.35,85,216,"OnePuttPercentageRound4",2014
79,79,"Bill Haas",NA,39.32,184,468,"OnePuttPercentageRound4",2014
79,79,"Geoff Ogilvy",NA,39.32,92,234,"OnePuttPercentageRound4",2014
81,81,"Hunter Mahan",NA,39.2,127,324,"OnePuttPercentageRound4",2014
81,81,"Hideki Matsuyama",NA,39.2,127,324,"OnePuttPercentageRound4",2014
83,83,"KJ Choi",NA,38.89,112,288,"OnePuttPercentageRound4",2014
83,83,"Gonzalo Fdez Castano",NA,38.89,119,306,"OnePuttPercentageRound4",2014
83,83,"Chesson Hadley",NA,38.89,84,216,"OnePuttPercentageRound4",2014
83,83,"Charles Howell III",NA,38.89,168,432,"OnePuttPercentageRound4",2014
83,83,"Zach Johnson",NA,38.89,161,414,"OnePuttPercentageRound4",2014
83,83,"Matt Kuchar",NA,38.89,147,378,"OnePuttPercentageRound4",2014
83,83,"Ted Potter Jr",NA,38.89,63,162,"OnePuttPercentageRound4",2014
83,83,"Robert Streb",NA,38.89,105,270,"OnePuttPercentageRound4",2014
83,83,"Daniel Summerhays",NA,38.89,154,396,"OnePuttPercentageRound4",2014
92,92,"Keegan Bradley",NA,38.6,132,342,"OnePuttPercentageRound4",2014
92,92,"Ryan Moore",NA,38.6,132,342,"OnePuttPercentageRound4",2014
92,92,"Brandt Snedeker",NA,38.6,132,342,"OnePuttPercentageRound4",2014
95,95,"Graham DeLaet",NA,38.54,111,288,"OnePuttPercentageRound4",2014
96,96,"Charl Schwartzel",NA,38.49,97,252,"OnePuttPercentageRound4",2014
97,97,"Russell Knox",NA,38.33,138,360,"OnePuttPercentageRound4",2014
97,97,"Charlie Wi",NA,38.33,69,180,"OnePuttPercentageRound4",2014
99,99,"Carl Pettersson",NA,38.24,117,306,"OnePuttPercentageRound4",2014
100,100,"Erik Compton",NA,38.19,110,288,"OnePuttPercentageRound4",2014
101,101,"Martin Flores",NA,38.15,103,270,"OnePuttPercentageRound4",2014
102,102,"Kyle Stanley",NA,38.1,96,252,"OnePuttPercentageRound4",2014
103,103,"David Lingmerth",NA,38.03,89,234,"OnePuttPercentageRound4",2014
103,103,"Shawn Stefani",NA,38.03,89,234,"OnePuttPercentageRound4",2014
105,105,"Jason Dufner",NA,37.96,82,216,"OnePuttPercentageRound4",2014
105,105,"Scott Langley",NA,37.96,123,324,"OnePuttPercentageRound4",2014
107,107,"Marc Leishman",NA,37.91,116,306,"OnePuttPercentageRound4",2014
107,107,"Bubba Watson",NA,37.91,116,306,"OnePuttPercentageRound4",2014
109,109,"Roberto Castro",NA,37.88,75,198,"OnePuttPercentageRound4",2014
109,109,"YE Yang",NA,37.88,75,198,"OnePuttPercentageRound4",2014
111,111,"Brendan Steele",NA,37.85,109,288,"OnePuttPercentageRound4",2014
112,112,"Jonas Blixt",NA,37.78,68,180,"OnePuttPercentageRound4",2014
112,112,"Jason Bohn",NA,37.78,102,270,"OnePuttPercentageRound4",2014
112,112,"Brice Garnett",NA,37.78,102,270,"OnePuttPercentageRound4",2014
112,112,"Robert Garrigus",NA,37.78,102,270,"OnePuttPercentageRound4",2014
116,116,"Ryan Palmer",NA,37.72,129,342,"OnePuttPercentageRound4",2014
117,117,"Andrew Loupe",NA,37.65,61,162,"OnePuttPercentageRound4",2014
118,118,"Bryce Molder",NA,37.61,88,234,"OnePuttPercentageRound4",2014
118,118,"Henrik Stenson",NA,37.61,88,234,"OnePuttPercentageRound4",2014
