"Last5EventsShortGame_RANKTHISWEEK_2015","Last5EventsShortGame_RANKLASTWEEK_2015","Last5EventsShortGame_PLAYERNAME_2015","Last5EventsShortGame_EVENTS_2015","Last5EventsShortGame_RATING_2015","stat_name","year"
1,1,"Andy Sullivan",1,10,"Last5EventsShortGame",2015
2,2,"Josh Teater",1,9.5,"Last5EventsShortGame",2015
3,3,"Jamie Lovemark",1,9.2,"Last5EventsShortGame",2015
4,4,"Brian Stuard",1,8.8,"Last5EventsShortGame",2015
5,5,"Trevor Immelman",1,8.5,"Last5EventsShortGame",2015
6,6,"Joe Affrunti",1,8.3,"Last5EventsShortGame",2015
6,6,"Tom Gillis",2,8.3,"Last5EventsShortGame",2015
6,6,"Garrett Osborn",1,8.3,"Last5EventsShortGame",2015
6,6,"Chris Riley",1,8.3,"Last5EventsShortGame",2015
6,6,"David Toms",1,8.3,"Last5EventsShortGame",2015
11,11,"Cameron Tringale",4,8.2,"Last5EventsShortGame",2015
12,12,"Shane Lowry",1,8.1,"Last5EventsShortGame",2015
12,12,"Peter Uihlein",1,8.1,"Last5EventsShortGame",2015
12,12,"Chris Williams",1,8.1,"Last5EventsShortGame",2015
15,15,"Pat Perez",3,8,"Last5EventsShortGame",2015
15,15,"Michael Smith",1,8,"Last5EventsShortGame",2015
15,15,"Kevin Tway",1,8,"Last5EventsShortGame",2015
18,18,"Daniel Berger",3,7.9,"Last5EventsShortGame",2015
18,18,"Rickie Fowler",4,7.9,"Last5EventsShortGame",2015
18,18,"Steve Marino",1,7.9,"Last5EventsShortGame",2015
18,18,"Rod Pampling",2,7.9,"Last5EventsShortGame",2015
18,18,"SJ Park",1,7.9,"Last5EventsShortGame",2015
23,23,"Bill Lunde",1,7.8,"Last5EventsShortGame",2015
24,24,"Zac Blair",2,7.7,"Last5EventsShortGame",2015
25,25,"Ryan Armour",2,7.6,"Last5EventsShortGame",2015
25,25,"Charlie Beljan",1,7.6,"Last5EventsShortGame",2015
27,27,"Mark Anderson",2,7.5,"Last5EventsShortGame",2015
27,27,"Adam Hadwin",3,7.5,"Last5EventsShortGame",2015
27,27,"Wes Roach",1,7.5,"Last5EventsShortGame",2015
27,27,"Justin Rose",4,7.5,"Last5EventsShortGame",2015
27,27,"Michael Thompson",1,7.5,"Last5EventsShortGame",2015
32,32,"Eric Axley",1,7.4,"Last5EventsShortGame",2015
32,32,"Chad Campbell",3,7.4,"Last5EventsShortGame",2015
32,32,"Ben Crane",1,7.4,"Last5EventsShortGame",2015
32,32,"Tommy Gainey",2,7.4,"Last5EventsShortGame",2015
32,32,"Jordan Spieth",3,7.4,"Last5EventsShortGame",2015
32,32,"Cory Whitsett",2,7.4,"Last5EventsShortGame",2015
38,38,"Aaron Baddeley",2,7.3,"Last5EventsShortGame",2015
38,38,"Scott Brown",2,7.3,"Last5EventsShortGame",2015
38,38,"Rafa Cabrera Bello",2,7.3,"Last5EventsShortGame",2015
38,38,"Alex Cejka",1,7.3,"Last5EventsShortGame",2015
38,38,"Oscar Fraustro",1,7.3,"Last5EventsShortGame",2015
38,38,"Lucas Glover",1,7.3,"Last5EventsShortGame",2015
44,44,"Woody Austin",1,7.2,"Last5EventsShortGame",2015
44,44,"Tim Clark",2,7.2,"Last5EventsShortGame",2015
44,44,"Jim Herman",2,7.2,"Last5EventsShortGame",2015
44,44,"Hiroshi Iwata",1,7.2,"Last5EventsShortGame",2015
44,44,"Boo Weekley",3,7.2,"Last5EventsShortGame",2015
49,49,"Roberto Castro",3,7.1,"Last5EventsShortGame",2015
49,49,"Martin Laird",1,7.1,"Last5EventsShortGame",2015
49,49,"William McGirt",3,7.1,"Last5EventsShortGame",2015
49,49,"Jonathan Randolph",2,7.1,"Last5EventsShortGame",2015
49,49,"Rory Sabbatini",4,7.1,"Last5EventsShortGame",2015
49,49,"Jhonattan Vegas",2,7.1,"Last5EventsShortGame",2015
49,49,"Mark Wilson",3,7.1,"Last5EventsShortGame",2015
56,56,"Jason Day",4,7,"Last5EventsShortGame",2015
56,56,"Ross Fisher",1,7,"Last5EventsShortGame",2015
56,56,"Matt Kuchar",5,7,"Last5EventsShortGame",2015
56,56,"Greg Owen",1,7,"Last5EventsShortGame",2015
56,56,"Cameron Percy",3,7,"Last5EventsShortGame",2015
56,56,"Robby Shelton",1,7,"Last5EventsShortGame",2015
56,56,"Webb Simpson",4,7,"Last5EventsShortGame",2015
56,56,"Bernd Wiesberger",1,7,"Last5EventsShortGame",2015
64,64,"George Coetzee",2,6.9,"Last5EventsShortGame",2015
64,64,"Steve Flesch",1,6.9,"Last5EventsShortGame",2015
64,64,"Freddie Jacobson",2,6.9,"Last5EventsShortGame",2015
64,64,"Louis Oosthuizen",4,6.9,"Last5EventsShortGame",2015
64,64,"Michael Putnam",3,6.9,"Last5EventsShortGame",2015
64,64,"Brendan Steele",3,6.9,"Last5EventsShortGame",2015
64,64,"Robert Streb",4,6.9,"Last5EventsShortGame",2015
71,71,"Erik Compton",3,6.8,"Last5EventsShortGame",2015
71,71,"Andrew Dodt",1,6.8,"Last5EventsShortGame",2015
71,71,"Jamie Donaldson",1,6.8,"Last5EventsShortGame",2015
71,71,"Tony Finau",4,6.8,"Last5EventsShortGame",2015
71,71,"Smylie Kaufman",1,6.8,"Last5EventsShortGame",2015
71,71,"Andrew Loupe",1,6.8,"Last5EventsShortGame",2015
71,71,"Parker McLachlin",1,6.8,"Last5EventsShortGame",2015
71,71,"Cory Renfrew",1,6.8,"Last5EventsShortGame",2015
71,71,"Andres Romero",3,6.8,"Last5EventsShortGame",2015
71,71,"Kyle Stanley",3,6.8,"Last5EventsShortGame",2015
71,71,"DJ Trahan",1,6.8,"Last5EventsShortGame",2015
71,71,"Steve Wheatcroft",2,6.8,"Last5EventsShortGame",2015
71,71,"Danny Willett",2,6.8,"Last5EventsShortGame",2015
71,71,"Chris Wood",1,6.8,"Last5EventsShortGame",2015
85,85,"Keegan Bradley",4,6.7,"Last5EventsShortGame",2015
85,85,"Austin Cook",3,6.7,"Last5EventsShortGame",2015
85,85,"Brendon de Jonge",2,6.7,"Last5EventsShortGame",2015
85,85,"Colt Knost",2,6.7,"Last5EventsShortGame",2015
85,85,"Hunter Mahan",4,6.7,"Last5EventsShortGame",2015
85,85,"Phil Mickelson",5,6.7,"Last5EventsShortGame",2015
85,85,"Kevin Na",4,6.7,"Last5EventsShortGame",2015
85,85,"Cameron Smith",3,6.7,"Last5EventsShortGame",2015
85,85,"Steve Stricker",3,6.7,"Last5EventsShortGame",2015
85,85,"Vaughn Taylor",4,6.7,"Last5EventsShortGame",2015
85,85,"Nick Taylor",4,6.7,"Last5EventsShortGame",2015
85,85,"Tom Watson",1,6.7,"Last5EventsShortGame",2015
97,97,"Emiliano Grillo",2,6.6,"Last5EventsShortGame",2015
97,97,"Ryo Ishikawa",2,6.6,"Last5EventsShortGame",2015
97,97,"Zach Johnson",4,6.6,"Last5EventsShortGame",2015
97,97,"Whee Kim",1,6.6,"Last5EventsShortGame",2015
97,97,"Marc Leishman",1,6.6,"Last5EventsShortGame",2015
97,97,"Bryce Molder",3,6.6,"Last5EventsShortGame",2015
97,97,"Kevin Stadler",1,6.6,"Last5EventsShortGame",2015
97,97,"Camilo Villegas",4,6.6,"Last5EventsShortGame",2015
105,105,"Cameron Beckman",2,6.5,"Last5EventsShortGame",2015
105,105,"Matt Bettencourt",1,6.5,"Last5EventsShortGame",2015
