"ProximitytoHoleARG_RANKTHISWEEK_2007","ProximitytoHoleARG_RANKLASTWEEK_2007","ProximitytoHoleARG_PLAYERNAME_2007","ProximitytoHoleARG_ROUNDS_2007","ProximitytoHoleARG_AVGDTP_2007","ProximitytoHoleARG_TOTALDISTANCEFEET_2007","ProximitytoHoleARG_OFSHOTS_2007","ProximitytoHoleARG_SCRAMBLINGRANK_2007","stat_name","year"
130,130,"Jeff Brehaut",59,NA,2681.917,342,95,"ProximitytoHoleARG",2007
130,130,"Jeff Gove",103,NA,4710.167,602,151,"ProximitytoHoleARG",2007
130,130,"Charles Howell III",89,NA,3532.75,453,133,"ProximitytoHoleARG",2007
130,130,"Tripp Isenhour",86,NA,4349.333,555,109,"ProximitytoHoleARG",2007
130,130,"Kent Jones",97,NA,4687.667,599,129,"ProximitytoHoleARG",2007
130,130,"Cliff Kresge",107,NA,5339.083,683,65,"ProximitytoHoleARG",2007
130,130,"Jeff Maggert",79,NA,4110,524,118,"ProximitytoHoleARG",2007
130,130,"Troy Matteson",87,NA,4360.333,557,121,"ProximitytoHoleARG",2007
130,130,"George McNeill",95,NA,4445.833,569,74,"ProximitytoHoleARG",2007
130,130,"Ryan Moore",92,NA,4114.417,524,87,"ProximitytoHoleARG",2007
130,130,"Chris Stroud",66,NA,3052.833,390,124,"ProximitytoHoleARG",2007
130,130,"Boo Weekley",101,NA,4358.75,554,108,"ProximitytoHoleARG",2007
143,143,"Stephen Ames",81,NA,3282.75,413,68,"ProximitytoHoleARG",2007
143,143,"Ryan Armour",107,NA,5039.583,634,152,"ProximitytoHoleARG",2007
143,143,"Joe Durant",88,NA,3637.083,459,172,"ProximitytoHoleARG",2007
143,143,"Anders Hansen",55,NA,1847.833,233,137,"ProximitytoHoleARG",2007
143,143,"JB Holmes",71,NA,4027.417,507,182,"ProximitytoHoleARG",2007
143,143,"Craig Lile",77,NA,3919.583,494,38,"ProximitytoHoleARG",2007
143,143,"Dicky Pride",71,NA,3325.167,421,26,"ProximitytoHoleARG",2007
143,143,"Jason Schultz",63,NA,3166.667,398,43,"ProximitytoHoleARG",2007
143,143,"DJ Trahan",99,NA,5007.917,635,63,"ProximitytoHoleARG",2007
143,143,"Brett Wetterich",88,NA,3907.083,492,196,"ProximitytoHoleARG",2007
153,153,"Steve Allan",63,NA,3247.583,404,138,"ProximitytoHoleARG",2007
153,153,"Billy Andrade",88,NA,4330.583,544,177,"ProximitytoHoleARG",2007
153,153,"Mathew Goggin",97,NA,4815.5,603,90,"ProximitytoHoleARG",2007
153,153,"Peter Lonard",85,NA,4295.5,538,42,"ProximitytoHoleARG",2007
153,153,"Daisuke Maruyama",86,NA,4371.25,544,149,"ProximitytoHoleARG",2007
153,153,"Greg Owen",81,NA,3759,472,181,"ProximitytoHoleARG",2007
153,153,"Ryan Palmer",91,NA,4535.917,568,135,"ProximitytoHoleARG",2007
153,153,"Bob Tway",103,NA,5047.667,633,106,"ProximitytoHoleARG",2007
153,153,"Duffy Waldorf",69,NA,3258.75,408,159,"ProximitytoHoleARG",2007
153,153,"Bubba Watson",80,NA,3777.417,472,113,"ProximitytoHoleARG",2007
163,163,"Tommy Armour III",81,NA,3215.917,399,131,"ProximitytoHoleARG",2007
163,163,"Cameron Beckman",96,NA,4623.167,570,132,"ProximitytoHoleARG",2007
163,163,"Rich Beem",89,NA,4013.333,496,170,"ProximitytoHoleARG",2007
163,163,"David Branshaw",83,NA,4297.5,532,173,"ProximitytoHoleARG",2007
163,163,"Frank Lickliter II",95,NA,4709,581,143,"ProximitytoHoleARG",2007
163,163,"Jeff Overton",60,NA,3065.667,379,7,"ProximitytoHoleARG",2007
163,163,"Kyle Reifers",71,NA,3600.667,446,165,"ProximitytoHoleARG",2007
163,163,"Joey Sindelar",75,NA,3368.333,415,164,"ProximitytoHoleARG",2007
163,163,"Johnson Wagner",97,NA,4855,602,169,"ProximitytoHoleARG",2007
172,172,"Jason Gore",86,NA,4687.25,575,72,"ProximitytoHoleARG",2007
172,172,"JJ Henry",86,NA,3618.083,443,184,"ProximitytoHoleARG",2007
172,172,"Richard Johnson",93,NA,4490.5,550,118,"ProximitytoHoleARG",2007
172,172,"John Merrick",92,NA,4246.417,521,150,"ProximitytoHoleARG",2007
172,172,"Chris Tidland",59,NA,3002.667,366,126,"ProximitytoHoleARG",2007
172,172,"Jaco Van Zyl",51,NA,2681.417,329,77,"ProximitytoHoleARG",2007
172,172,"Steve Wheatcroft",73,NA,3840.583,470,148,"ProximitytoHoleARG",2007
179,179,"Bryce Molder",56,NA,3147.75,381,134,"ProximitytoHoleARG",2007
179,179,"Kevin Stadler",95,NA,4526.25,550,186,"ProximitytoHoleARG",2007
181,181,"Tom Byrum",50,NA,2226.667,266,102,"ProximitytoHoleARG",2007
181,181,"Brendon de Jonge",76,NA,3991.333,478,192,"ProximitytoHoleARG",2007
183,183,"DJ Brigman",67,NA,3040.417,361,185,"ProximitytoHoleARG",2007
183,183,"Chad Campbell",96,NA,4092.333,484,188,"ProximitytoHoleARG",2007
183,183,"Chris Couch",76,NA,4524.083,537,162,"ProximitytoHoleARG",2007
183,183,"Mathias Gronberg",95,NA,5666.583,675,122,"ProximitytoHoleARG",2007
183,183,"Bill Haas",93,NA,5117.167,607,88,"ProximitytoHoleARG",2007
183,183,"Jim Rutledge",59,NA,2665.167,318,114,"ProximitytoHoleARG",2007
189,189,"Robert Gamez",88,NA,4245.917,500,191,"ProximitytoHoleARG",2007
190,190,"Scott Gutschewski",67,NA,3776.75,440,171,"ProximitytoHoleARG",2007
190,190,"Tag Ridings",52,NA,2896.167,339,94,"ProximitytoHoleARG",2007
192,192,"John Daly",59,NA,3414.083,389,195,"ProximitytoHoleARG",2007
192,192,"Matt Hendrix",63,NA,3546.167,406,193,"ProximitytoHoleARG",2007
192,192,"Michael Putnam",96,NA,4737.667,542,194,"ProximitytoHoleARG",2007
195,195,"Hunter Mahan",91,NA,4223.167,480,145,"ProximitytoHoleARG",2007
196,196,"Robert Garrigus",95,NA,5458.667,598,183,"ProximitytoHoleARG",2007
