"GoodDrivePercentage_RANKTHISWEEK_2010","GoodDrivePercentage_RANKLASTWEEK_2010","GoodDrivePercentage_PLAYERNAME_2010","GoodDrivePercentage_ROUNDS_2010","GoodDrivePercentage_Pct_2010","GoodDrivePercentage_HIT_2010","GoodDrivePercentage_TOTALATTEMPTS_2010","stat_name","year"
52,52,"Alex Cejka",81,83.39,939,1126,"GoodDrivePercentage",2010
53,53,"Kevin Na",94,83.38,1084,1300,"GoodDrivePercentage",2010
54,54,"Sergio Garcia",58,83.31,609,731,"GoodDrivePercentage",2010
55,55,"Blake Adams",84,83.22,972,1168,"GoodDrivePercentage",2010
56,56,"Vijay Singh",75,83.03,866,1043,"GoodDrivePercentage",2010
57,57,"Rod Pampling",77,83.01,889,1071,"GoodDrivePercentage",2010
58,58,"Charlie Wi",95,82.97,1096,1321,"GoodDrivePercentage",2010
59,59,"Mark Wilson",87,82.96,1008,1215,"GoodDrivePercentage",2010
60,60,"Steve Marino",81,82.91,946,1141,"GoodDrivePercentage",2010
61,61,"Lee Janzen",77,82.9,887,1070,"GoodDrivePercentage",2010
62,62,"Greg Chalmers",93,82.73,1068,1291,"GoodDrivePercentage",2010
63,63,"Ernie Els",72,82.52,812,984,"GoodDrivePercentage",2010
64,64,"Geoff Ogilvy",62,82.46,696,844,"GoodDrivePercentage",2010
65,65,"Pat Perez",90,82.42,1036,1257,"GoodDrivePercentage",2010
66,66,"Bob Estes",79,82.39,903,1096,"GoodDrivePercentage",2010
67,67,"Brett Wetterich",54,82.36,621,754,"GoodDrivePercentage",2010
68,68,"Retief Goosen",75,82.35,821,997,"GoodDrivePercentage",2010
69,69,"Omar Uresti",74,82.31,847,1029,"GoodDrivePercentage",2010
70,70,"Paul Casey",64,82.24,676,822,"GoodDrivePercentage",2010
71,71,"Josh Teater",101,82.21,1155,1405,"GoodDrivePercentage",2010
72,72,"Rory McIlroy",54,82.2,605,736,"GoodDrivePercentage",2010
73,73,"Ricky Barnes",103,82.14,1182,1439,"GoodDrivePercentage",2010
73,73,"Garrett Willis",82,82.14,938,1142,"GoodDrivePercentage",2010
75,75,"Lucas Glover",75,82.09,857,1044,"GoodDrivePercentage",2010
76,76,"Roland Thatcher",72,82.02,821,1001,"GoodDrivePercentage",2010
77,77,"Camilo Villegas",78,81.92,829,1012,"GoodDrivePercentage",2010
78,78,"Michael Sim",64,81.9,724,884,"GoodDrivePercentage",2010
79,79,"John Mallinger",78,81.89,891,1088,"GoodDrivePercentage",2010
79,79,"Brandt Snedeker",89,81.89,1013,1237,"GoodDrivePercentage",2010
81,81,"Brett Quigley",96,81.87,1093,1335,"GoodDrivePercentage",2010
82,82,"Jerry Kelly",99,81.84,1136,1388,"GoodDrivePercentage",2010
83,83,"Chris DiMarco",88,81.74,998,1221,"GoodDrivePercentage",2010
84,84,"Webb Simpson",98,81.7,1112,1361,"GoodDrivePercentage",2010
85,85,"Dustin Johnson",83,81.68,945,1157,"GoodDrivePercentage",2010
86,86,"Ryuji Imada",90,81.59,1024,1255,"GoodDrivePercentage",2010
87,87,"Martin Laird",91,81.58,1041,1276,"GoodDrivePercentage",2010
88,88,"Kevin Streelman",90,81.51,1023,1255,"GoodDrivePercentage",2010
89,89,"Trevor Immelman",55,81.45,628,771,"GoodDrivePercentage",2010
90,90,"Jason Day",82,81.41,937,1151,"GoodDrivePercentage",2010
91,91,"Luke Donald",71,81.28,773,951,"GoodDrivePercentage",2010
92,92,"Ryan Palmer",84,81.27,950,1169,"GoodDrivePercentage",2010
93,93,"Angel Cabrera",64,81.24,723,890,"GoodDrivePercentage",2010
94,94,"Marc Leishman",87,81.22,995,1225,"GoodDrivePercentage",2010
95,95,"Jeff Quinney",91,81.16,1025,1263,"GoodDrivePercentage",2010
96,96,"Ian Poulter",55,80.92,560,692,"GoodDrivePercentage",2010
97,97,"Woody Austin",93,80.91,1047,1294,"GoodDrivePercentage",2010
98,98,"Nicholas Thompson",88,80.88,990,1224,"GoodDrivePercentage",2010
99,99,"Padraig Harrington",57,80.72,632,783,"GoodDrivePercentage",2010
100,100,"Rory Sabbatini",79,80.7,882,1093,"GoodDrivePercentage",2010
101,101,"Chris Tidland",77,80.69,869,1077,"GoodDrivePercentage",2010
102,102,"George McNeill",79,80.56,891,1106,"GoodDrivePercentage",2010
103,103,"JB Holmes",100,80.4,1128,1403,"GoodDrivePercentage",2010
104,104,"James Driscoll",78,80.37,872,1085,"GoodDrivePercentage",2010
105,105,"Aaron Baddeley",94,80.28,1050,1308,"GoodDrivePercentage",2010
106,106,"Charley Hoffman",85,80.24,950,1184,"GoodDrivePercentage",2010
107,107,"Scott Piercy",88,80.21,985,1228,"GoodDrivePercentage",2010
108,108,"Alex Prugh",88,80.16,982,1225,"GoodDrivePercentage",2010
109,109,"Andres Romero",73,80.08,816,1019,"GoodDrivePercentage",2010
110,110,"Steve Flesch",78,79.96,866,1083,"GoodDrivePercentage",2010
111,111,"Joe Durant",67,79.94,745,932,"GoodDrivePercentage",2010
112,112,"Phil Mickelson",76,79.93,856,1071,"GoodDrivePercentage",2010
113,113,"Nathan Green",86,79.92,959,1200,"GoodDrivePercentage",2010
114,114,"Graham DeLaet",88,79.54,976,1227,"GoodDrivePercentage",2010
115,115,"Briny Baird",87,79.44,962,1211,"GoodDrivePercentage",2010
116,116,"KJ Choi",82,79.42,911,1147,"GoodDrivePercentage",2010
117,117,"Troy Merritt",86,79.37,950,1197,"GoodDrivePercentage",2010
118,118,"Daniel Chopra",74,79.24,813,1026,"GoodDrivePercentage",2010
119,119,"Matt Jones",89,79.22,980,1237,"GoodDrivePercentage",2010
120,120,"Johnson Wagner",85,79.14,937,1184,"GoodDrivePercentage",2010
121,121,"Kris Blanks",91,79.1,1003,1268,"GoodDrivePercentage",2010
122,122,"Steve Elkington",74,79.02,810,1025,"GoodDrivePercentage",2010
123,123,"Stuart Appleby",101,78.89,1110,1407,"GoodDrivePercentage",2010
124,124,"Matt Every",60,78.85,656,832,"GoodDrivePercentage",2010
125,125,"JP Hayes",79,78.8,866,1099,"GoodDrivePercentage",2010
126,126,"Cameron Percy",73,78.77,805,1022,"GoodDrivePercentage",2010
127,127,"Brendon de Jonge",114,78.74,1248,1585,"GoodDrivePercentage",2010
128,128,"Chris Riley",73,78.66,800,1017,"GoodDrivePercentage",2010
129,129,"Cliff Kresge",50,78.45,546,696,"GoodDrivePercentage",2010
130,130,"Cameron Beckman",68,78.4,744,949,"GoodDrivePercentage",2010
130,130,"Billy Mayfair",78,78.4,853,1088,"GoodDrivePercentage",2010
132,132,"Charles Howell III",103,78.28,1121,1432,"GoodDrivePercentage",2010
132,132,"John Merrick",109,78.28,1193,1524,"GoodDrivePercentage",2010
134,134,"Spencer Levin",110,78.25,1198,1531,"GoodDrivePercentage",2010
135,135,"Michael Bradley",77,78.2,843,1078,"GoodDrivePercentage",2010
136,136,"James Nitties",92,78.19,1000,1279,"GoodDrivePercentage",2010
137,137,"Boo Weekley",88,78.11,960,1229,"GoodDrivePercentage",2010
138,138,"Garth Mulroy",53,77.78,574,738,"GoodDrivePercentage",2010
139,139,"Steve Lowery",67,77.74,723,930,"GoodDrivePercentage",2010
140,140,"Joe Ogilvie",99,77.63,1069,1377,"GoodDrivePercentage",2010
141,141,"Bryce Molder",84,77.59,907,1169,"GoodDrivePercentage",2010
142,142,"Richard Johnson",90,77.53,980,1264,"GoodDrivePercentage",2010
143,143,"Craig Bowden",56,77.46,605,781,"GoodDrivePercentage",2010
144,144,"Jay Williamson",76,77.41,819,1058,"GoodDrivePercentage",2010
145,145,"David Duval",71,77.23,763,988,"GoodDrivePercentage",2010
146,146,"Aron Price",70,77.1,754,978,"GoodDrivePercentage",2010
147,147,"Charles Warren",64,76.96,688,894,"GoodDrivePercentage",2010
148,148,"JJ Henry",92,76.95,985,1280,"GoodDrivePercentage",2010
149,149,"Ted Purdy",86,76.76,918,1196,"GoodDrivePercentage",2010
150,150,"Kevin Stadler",86,76.75,921,1200,"GoodDrivePercentage",2010
151,151,"Chris Stroud",90,76.68,960,1252,"GoodDrivePercentage",2010
152,152,"Henrik Bjornstad",72,76.67,769,1003,"GoodDrivePercentage",2010
153,153,"Mike Weir",59,76.66,611,797,"GoodDrivePercentage",2010
154,154,"Jeev Milkha Singh",59,76.48,595,778,"GoodDrivePercentage",2010
155,155,"Jeff Overton",89,76.32,954,1250,"GoodDrivePercentage",2010
156,156,"Bill Lunde",79,76.21,836,1097,"GoodDrivePercentage",2010
157,157,"Tom Pernice Jr",74,75.98,791,1041,"GoodDrivePercentage",2010
158,158,"Jeff Maggert",76,75.52,799,1058,"GoodDrivePercentage",2010
159,159,"Mathias Gronberg",61,75.44,642,851,"GoodDrivePercentage",2010
160,160,"Brent Delahoussaye",57,75.41,598,793,"GoodDrivePercentage",2010
161,161,"Roger Tambellini",77,75.35,807,1071,"GoodDrivePercentage",2010
162,162,"Brian Stuard",81,75.24,848,1127,"GoodDrivePercentage",2010
163,163,"Carl Pettersson",99,75.07,1033,1376,"GoodDrivePercentage",2010
164,164,"Jimmy Walker",82,74.87,852,1138,"GoodDrivePercentage",2010
165,165,"Michael Connell",89,74.82,930,1243,"GoodDrivePercentage",2010
166,166,"Robert Garrigus",71,74.8,742,992,"GoodDrivePercentage",2010
167,167,"Dean Wilson",54,74.73,562,752,"GoodDrivePercentage",2010
168,168,"Brenden Pappas",66,74.7,685,917,"GoodDrivePercentage",2010
169,169,"Andrew McLardy",52,74.62,541,725,"GoodDrivePercentage",2010
170,170,"Cameron Tringale",55,74.19,569,767,"GoodDrivePercentage",2010
171,171,"Tim Herron",79,73.84,813,1101,"GoodDrivePercentage",2010
172,172,"Jeff Gove",57,73.8,586,794,"GoodDrivePercentage",2010
173,173,"Martin Flores",75,73.78,771,1045,"GoodDrivePercentage",2010
174,174,"Paul Stankowski",62,73.67,638,866,"GoodDrivePercentage",2010
175,175,"Chris Wilson",65,73.37,664,905,"GoodDrivePercentage",2010
176,176,"Justin Bolli",55,73.11,560,766,"GoodDrivePercentage",2010
177,177,"Steve Wheatcroft",74,73.08,752,1029,"GoodDrivePercentage",2010
178,178,"Derek Lamely",81,73.03,823,1127,"GoodDrivePercentage",2010
179,179,"Kevin Johnson",62,72.69,628,864,"GoodDrivePercentage",2010
180,180,"David Lutterus",69,72.66,699,962,"GoodDrivePercentage",2010
181,181,"Brad Faxon",58,72.08,581,806,"GoodDrivePercentage",2010
182,182,"Shaun Micheel",70,71.94,705,980,"GoodDrivePercentage",2010
183,183,"Skip Kendall",58,71.85,582,810,"GoodDrivePercentage",2010
184,184,"Matt Bettencourt",91,71.46,904,1265,"GoodDrivePercentage",2010
185,185,"Chad Collins",87,71.29,864,1212,"GoodDrivePercentage",2010
186,186,"Jarrod Lyle",54,71.22,537,754,"GoodDrivePercentage",2010
187,187,"Mark Calcavecchia",50,70.44,498,707,"GoodDrivePercentage",2010
188,188,"Greg Kraft",52,70.03,507,724,"GoodDrivePercentage",2010
189,189,"Vance Veazey",58,69.27,559,807,"GoodDrivePercentage",2010
190,190,"John Daly",63,68.93,608,882,"GoodDrivePercentage",2010
191,191,"Rich Barcelo",70,68.14,665,976,"GoodDrivePercentage",2010
192,192,"Jerod Turner",54,67.91,510,751,"GoodDrivePercentage",2010
