"Last5EventsPutting_RANKTHISWEEK_2006","Last5EventsPutting_RANKLASTWEEK_2006","Last5EventsPutting_PLAYERNAME_2006","Last5EventsPutting_EVENTS_2006","Last5EventsPutting_RATING_2006","stat_name","year"
1,1,"Azuma Yano",1,9.1,"Last5EventsPutting",2006
2,2,"Brad Faxon",1,8.9,"Last5EventsPutting",2006
3,3,"Alex Aragon",2,8.7,"Last5EventsPutting",2006
3,3,"Arjun Atwal",3,8.7,"Last5EventsPutting",2006
3,3,"Ricky Barnes",1,8.7,"Last5EventsPutting",2006
3,3,"Glen Day",1,8.7,"Last5EventsPutting",2006
3,3,"Yasuharu Imano",1,8.7,"Last5EventsPutting",2006
3,3,"Scott McCarron",2,8.7,"Last5EventsPutting",2006
3,3,"Chris Parra",1,8.7,"Last5EventsPutting",2006
10,10,"Jeff Brehaut",2,8.6,"Last5EventsPutting",2006
10,10,"Angel Cabrera",2,8.6,"Last5EventsPutting",2006
10,10,"Jose Coceres",2,8.6,"Last5EventsPutting",2006
10,10,"JP Hayes",3,8.6,"Last5EventsPutting",2006
10,10,"Ian Leggatt",2,8.6,"Last5EventsPutting",2006
10,10,"Mark OMeara",2,8.6,"Last5EventsPutting",2006
10,10,"Ian Poulter",2,8.6,"Last5EventsPutting",2006
10,10,"Ted Tryba",1,8.6,"Last5EventsPutting",2006
18,18,"Michael Allen",4,8.5,"Last5EventsPutting",2006
18,18,"Stephen Ames",1,8.5,"Last5EventsPutting",2006
18,18,"Jonathan Byrd",4,8.5,"Last5EventsPutting",2006
18,18,"Luke Donald",3,8.5,"Last5EventsPutting",2006
18,18,"Danny Ellis",1,8.5,"Last5EventsPutting",2006
18,18,"Andres Gonzales",1,8.5,"Last5EventsPutting",2006
18,18,"Thongchai Jaidee",1,8.5,"Last5EventsPutting",2006
18,18,"John Mallinger",1,8.5,"Last5EventsPutting",2006
18,18,"Spike McRoy",1,8.5,"Last5EventsPutting",2006
18,18,"Jyoti Randhawa",1,8.5,"Last5EventsPutting",2006
18,18,"Steve Stricker",4,8.5,"Last5EventsPutting",2006
29,29,"Paul Azinger",3,8.4,"Last5EventsPutting",2006
29,29,"Ben Crenshaw",1,8.4,"Last5EventsPutting",2006
29,29,"Robert Damron",4,8.4,"Last5EventsPutting",2006
29,29,"Marco Dawson",2,8.4,"Last5EventsPutting",2006
29,29,"Ernie Els",4,8.4,"Last5EventsPutting",2006
29,29,"Joel Kribel",1,8.4,"Last5EventsPutting",2006
29,29,"Graeme McDowell",2,8.4,"Last5EventsPutting",2006
29,29,"Joe Ogilvie",3,8.4,"Last5EventsPutting",2006
29,29,"Jose Maria Olazabal",2,8.4,"Last5EventsPutting",2006
29,29,"Jin Park",1,8.4,"Last5EventsPutting",2006
29,29,"Tjaart van der Walt",2,8.4,"Last5EventsPutting",2006
29,29,"Lee Westwood",1,8.4,"Last5EventsPutting",2006
41,41,"Jason Allred",2,8.3,"Last5EventsPutting",2006
41,41,"Eric Axley",5,8.3,"Last5EventsPutting",2006
41,41,"Doug Barron",1,8.3,"Last5EventsPutting",2006
41,41,"Jason Caron",1,8.3,"Last5EventsPutting",2006
41,41,"Daniel Chopra",4,8.3,"Last5EventsPutting",2006
41,41,"Stewart Cink",3,8.3,"Last5EventsPutting",2006
41,41,"Ben Crane",4,8.3,"Last5EventsPutting",2006
41,41,"Joe Durant",5,8.3,"Last5EventsPutting",2006
41,41,"John Engler Jr",3,8.3,"Last5EventsPutting",2006
41,41,"Jim Furyk",5,8.3,"Last5EventsPutting",2006
41,41,"Davis Love III",4,8.3,"Last5EventsPutting",2006
41,41,"Ryan Palmer",4,8.3,"Last5EventsPutting",2006
41,41,"Chris Starkjohann",2,8.3,"Last5EventsPutting",2006
41,41,"Vaughn Taylor",4,8.3,"Last5EventsPutting",2006
41,41,"Jay Williamson",1,8.3,"Last5EventsPutting",2006
56,56,"Aaron Baddeley",4,8.2,"Last5EventsPutting",2006
56,56,"Cameron Beckman",2,8.2,"Last5EventsPutting",2006
56,56,"Gavin Coles",3,8.2,"Last5EventsPutting",2006
56,56,"David Edwards",2,8.2,"Last5EventsPutting",2006
56,56,"Harrison Frazar",4,8.2,"Last5EventsPutting",2006
56,56,"Robert Garrigus",2,8.2,"Last5EventsPutting",2006
56,56,"Jay Haas",2,8.2,"Last5EventsPutting",2006
56,56,"Charley Hoffman",4,8.2,"Last5EventsPutting",2006
56,56,"Yusaku Miyazato",1,8.2,"Last5EventsPutting",2006
56,56,"Rod Pampling",4,8.2,"Last5EventsPutting",2006
66,67,"Stuart Appleby",5,8.1,"Last5EventsPutting",2006
66,67,"Olin Browne",3,8.1,"Last5EventsPutting",2006
66,67,"Ben Curtis",3,8.1,"Last5EventsPutting",2006
66,67,"Scott Dunlap",1,8.1,"Last5EventsPutting",2006
66,67,"David Frost",3,8.1,"Last5EventsPutting",2006
66,67,"Dudley Hart",2,8.1,"Last5EventsPutting",2006
66,67,"Mark Hensby",2,8.1,"Last5EventsPutting",2006
66,67,"Ryuji Imada",5,8.1,"Last5EventsPutting",2006
66,67,"Franklin Langham",2,8.1,"Last5EventsPutting",2006
66,67,"Justin Leonard",3,8.1,"Last5EventsPutting",2006
