"Approach100125yardsRTPScore_RANKTHISWEEK_2016","Approach100125yardsRTPScore_RANKLASTWEEK_2016","Approach100125yardsRTPScore_PLAYERNAME_2016","Approach100125yardsRTPScore_ROUNDS_2016","Approach100125yardsRTPScore_AVGRTP_2016","stat_name","year"
1,2,"Andy Sullivan",25,-0.385,"Approach100125yardsRTPScore",2016
2,3,"Dawie van der Walt",48,-0.35,"Approach100125yardsRTPScore",2016
3,1,"Steven Bowditch",40,-0.333,"Approach100125yardsRTPScore",2016
3,4,"Ollie Schniederjans",23,-0.333,"Approach100125yardsRTPScore",2016
5,7,"Chris Kirk",51,-0.313,"Approach100125yardsRTPScore",2016
5,6,"Ryan Moore",40,-0.313,"Approach100125yardsRTPScore",2016
7,8,"Smylie Kaufman",57,-0.3,"Approach100125yardsRTPScore",2016
8,10,"Harris English",51,-0.281,"Approach100125yardsRTPScore",2016
9,11,"Marc Leishman",41,-0.28,"Approach100125yardsRTPScore",2016
10,12,"Dustin Johnson",37,-0.278,"Approach100125yardsRTPScore",2016
10,9,"Brian Stuard",24,-0.278,"Approach100125yardsRTPScore",2016
12,13,"Tyler Aldridge",53,-0.266,"Approach100125yardsRTPScore",2016
13,13,"Rickie Fowler",42,-0.263,"Approach100125yardsRTPScore",2016
14,17,"Nick Taylor",57,-0.261,"Approach100125yardsRTPScore",2016
15,4,"Hideki Matsuyama",40,-0.258,"Approach100125yardsRTPScore",2016
15,20,"Patrick Rodgers",49,-0.258,"Approach100125yardsRTPScore",2016
17,18,"Aaron Baddeley",51,-0.255,"Approach100125yardsRTPScore",2016
18,19,"Bryce Molder",50,-0.254,"Approach100125yardsRTPScore",2016
19,20,"Charl Schwartzel",29,-0.25,"Approach100125yardsRTPScore",2016
20,15,"Will Ma Kenzie",54,-0.242,"Approach100125yardsRTPScore",2016
21,25,"Jeff Overton",51,-0.241,"Approach100125yardsRTPScore",2016
22,20,"Kevin Kisner",49,-0.239,"Approach100125yardsRTPScore",2016
23,32,"Ben Martin",48,-0.237,"Approach100125yardsRTPScore",2016
24,20,"JB Holmes",39,-0.233,"Approach100125yardsRTPScore",2016
25,29,"Rhein Gibson",36,-0.231,"Approach100125yardsRTPScore",2016
25,29,"Steve Stricker",25,-0.231,"Approach100125yardsRTPScore",2016
25,29,"Jimmy Walker",43,-0.231,"Approach100125yardsRTPScore",2016
28,28,"Peter Malnati",53,-0.226,"Approach100125yardsRTPScore",2016
29,33,"Shane Bertsch",30,-0.225,"Approach100125yardsRTPScore",2016
30,34,"Stewart Cink",45,-0.222,"Approach100125yardsRTPScore",2016
30,15,"Hunter Mahan",43,-0.222,"Approach100125yardsRTPScore",2016
30,34,"Bubba Watson",30,-0.222,"Approach100125yardsRTPScore",2016
33,27,"Jamie Lovemark",57,-0.211,"Approach100125yardsRTPScore",2016
34,38,"Charley Hoffman",49,-0.209,"Approach100125yardsRTPScore",2016
35,40,"Keegan Bradley",40,-0.207,"Approach100125yardsRTPScore",2016
36,26,"Tim Wilkinson",40,-0.205,"Approach100125yardsRTPScore",2016
37,37,"Bronson Burgoon",53,-0.203,"Approach100125yardsRTPScore",2016
37,44,"Jim Herman",55,-0.203,"Approach100125yardsRTPScore",2016
37,63,"Andrew Loupe",50,-0.203,"Approach100125yardsRTPScore",2016
40,43,"Jonas Blixt",46,-0.2,"Approach100125yardsRTPScore",2016
40,36,"David Hearn",55,-0.2,"Approach100125yardsRTPScore",2016
40,45,"Billy Horschel",45,-0.2,"Approach100125yardsRTPScore",2016
40,20,"Patrick Reed",53,-0.2,"Approach100125yardsRTPScore",2016
40,45,"Brandt Snedeker",47,-0.2,"Approach100125yardsRTPScore",2016
45,41,"Justin Rose",35,-0.194,"Approach100125yardsRTPScore",2016
45,68,"Vaughn Taylor",30,-0.194,"Approach100125yardsRTPScore",2016
47,45,"Will Wilcox",47,-0.193,"Approach100125yardsRTPScore",2016
48,42,"Justin Thomas",53,-0.191,"Approach100125yardsRTPScore",2016
49,49,"Jason Bohn",37,-0.19,"Approach100125yardsRTPScore",2016
