"ProximitytoHolefromRough_RANKTHISWEEK_2011","ProximitytoHolefromRough_RANKLASTWEEK_2011","ProximitytoHolefromRough_PLAYERNAME_2011","ProximitytoHolefromRough_ROUNDS_2011","ProximitytoHolefromRough_AVGDTP_2011","ProximitytoHolefromRough_TOTALDISTANCEFEET_2011","ProximitytoHolefromRough_OFSHOTS_2011","ProximitytoHolefromRough_SCRAMBLINGRANK_2011","stat_name","year"
26,26,"YE Yang",63,NA,955.667,130,23,"ProximitytoHolefromRough",2011
31,31,"Joseph Bramlett",73,NA,1250.417,168,119,"ProximitytoHolefromRough",2011
31,31,"Chad Campbell",99,NA,1242.583,168,102,"ProximitytoHolefromRough",2011
31,31,"Chris DiMarco",93,NA,1424.333,192,39,"ProximitytoHolefromRough",2011
31,31,"David Duval",67,NA,1161.25,156,172,"ProximitytoHolefromRough",2011
31,31,"Steve Flesch",88,NA,1470.417,199,108,"ProximitytoHolefromRough",2011
31,31,"Sergio Garcia",61,NA,984.917,133,44,"ProximitytoHolefromRough",2011
31,31,"Rocco Mediate",53,NA,970.833,131,178,"ProximitytoHolefromRough",2011
31,31,"Pat Perez",76,NA,1382.917,187,78,"ProximitytoHolefromRough",2011
31,31,"DA Points",89,NA,1444.667,195,77,"ProximitytoHolefromRough",2011
31,31,"Vaughn Taylor",89,NA,1230.417,166,72,"ProximitytoHolefromRough",2011
41,41,"Nick Watney",80,NA,1126.5,150,12,"ProximitytoHolefromRough",2011
42,42,"DJ Brigman",67,NA,1074.667,141,166,"ProximitytoHolefromRough",2011
42,42,"Ben Curtis",66,NA,998.833,132,21,"ProximitytoHolefromRough",2011
42,42,"Luke Donald",73,NA,1002.083,132,8,"ProximitytoHolefromRough",2011
42,42,"Ernie Els",71,NA,976,129,182,"ProximitytoHolefromRough",2011
42,42,"Zach Johnson",79,NA,1117.583,147,4,"ProximitytoHolefromRough",2011
42,42,"Matt Kuchar",94,NA,1348.833,178,13,"ProximitytoHolefromRough",2011
42,42,"Graeme McDowell",50,NA,757.917,100,160,"ProximitytoHolefromRough",2011
42,42,"Brandt Snedeker",85,NA,1456.75,193,22,"ProximitytoHolefromRough",2011
42,42,"Gary Woodland",93,NA,1590.417,210,86,"ProximitytoHolefromRough",2011
51,51,"Michael Bradley",74,NA,755.417,99,179,"ProximitytoHolefromRough",2011
51,51,"Joe Durant",71,NA,869.333,114,59,"ProximitytoHolefromRough",2011
51,51,"Scott Gutschewski",67,NA,1024.833,134,115,"ProximitytoHolefromRough",2011
51,51,"Anthony Kim",72,NA,1086.417,142,75,"ProximitytoHolefromRough",2011
51,51,"Ryan Palmer",82,NA,1417.667,184,47,"ProximitytoHolefromRough",2011
51,51,"Paul Stankowski",78,NA,1116.083,145,56,"ProximitytoHolefromRough",2011
51,51,"Camilo Villegas",69,NA,1069.25,139,127,"ProximitytoHolefromRough",2011
58,58,"Shane Bertsch",62,NA,934.667,120,57,"ProximitytoHolefromRough",2011
58,58,"Greg Chalmers",88,NA,1620.583,208,1,"ProximitytoHolefromRough",2011
58,58,"Matt Jones",71,NA,1404.333,181,110,"ProximitytoHolefromRough",2011
58,58,"Matt McQuillan",59,NA,928.083,120,101,"ProximitytoHolefromRough",2011
58,58,"Sean OHair",71,NA,1225.167,158,146,"ProximitytoHolefromRough",2011
58,58,"Tag Ridings",87,NA,1676.417,217,134,"ProximitytoHolefromRough",2011
64,64,"Blake Adams",116,NA,1919.667,246,33,"ProximitytoHolefromRough",2011
64,64,"Kris Blanks",92,NA,1210,154,94,"ProximitytoHolefromRough",2011
64,64,"Jim Furyk",87,NA,1297.333,166,76,"ProximitytoHolefromRough",2011
64,64,"Tom Gillis",55,NA,839.167,107,129,"ProximitytoHolefromRough",2011
64,64,"Ryuji Imada",83,NA,1358.25,174,65,"ProximitytoHolefromRough",2011
64,64,"Brandt Jobe",100,NA,1375.917,176,67,"ProximitytoHolefromRough",2011
64,64,"Kevin Kisner",70,NA,1245.667,159,142,"ProximitytoHolefromRough",2011
64,64,"Scott McCarron",65,NA,1357.917,173,36,"ProximitytoHolefromRough",2011
64,64,"Andres Romero",77,NA,1557.833,198,120,"ProximitytoHolefromRough",2011
64,64,"Kevin Streelman",90,NA,1433,182,37,"ProximitytoHolefromRough",2011
74,74,"Robert Karlsson",61,NA,1098.083,139,40,"ProximitytoHolefromRough",2011
74,74,"Chris Kirk",87,NA,1381.083,174,99,"ProximitytoHolefromRough",2011
74,74,"Jarrod Lyle",83,NA,1664.5,210,104,"ProximitytoHolefromRough",2011
74,74,"Hunter Mahan",92,NA,1378.333,174,92,"ProximitytoHolefromRough",2011
74,74,"Billy Mayfair",94,NA,1437.833,181,27,"ProximitytoHolefromRough",2011
74,74,"Ryan Moore",79,NA,1347.25,171,45,"ProximitytoHolefromRough",2011
74,74,"Justin Rose",79,NA,1142.583,145,95,"ProximitytoHolefromRough",2011
74,74,"Kyle Stanley",98,NA,1762.75,223,156,"ProximitytoHolefromRough",2011
82,82,"Briny Baird",60,NA,778.083,97,46,"ProximitytoHolefromRough",2011
82,82,"Kevin Chappell",78,NA,1466.833,184,72,"ProximitytoHolefromRough",2011
82,82,"Stewart Cink",72,NA,1091.333,136,107,"ProximitytoHolefromRough",2011
82,82,"Harrison Frazar",58,NA,975.583,122,157,"ProximitytoHolefromRough",2011
82,82,"JP Hayes",56,NA,990.75,124,80,"ProximitytoHolefromRough",2011
82,82,"Bio Kim",71,NA,1406.333,176,142,"ProximitytoHolefromRough",2011
88,88,"Stephen Ames",69,NA,1127.5,139,35,"ProximitytoHolefromRough",2011
88,88,"Woody Austin",59,NA,842.167,104,5,"ProximitytoHolefromRough",2011
88,88,"Aaron Baddeley",77,NA,1287.583,159,55,"ProximitytoHolefromRough",2011
88,88,"KJ Choi",77,NA,1196.167,148,27,"ProximitytoHolefromRough",2011
88,88,"Paul Goydos",81,NA,1442.083,178,130,"ProximitytoHolefromRough",2011
88,88,"Martin Laird",77,NA,1410.917,175,60,"ProximitytoHolefromRough",2011
88,88,"John Merrick",71,NA,980.5,121,91,"ProximitytoHolefromRough",2011
95,95,"Brendon de Jonge",105,NA,1715.333,210,42,"ProximitytoHolefromRough",2011
95,95,"Rickie Fowler",84,NA,1645.417,201,139,"ProximitytoHolefromRough",2011
97,97,"Bill Haas",93,NA,1601.75,194,79,"ProximitytoHolefromRough",2011
97,97,"Marc Leishman",87,NA,1677.25,204,71,"ProximitytoHolefromRough",2011
97,97,"Bill Lunde",92,NA,1241.083,150,114,"ProximitytoHolefromRough",2011
97,97,"David Mathis",83,NA,1192.083,145,30,"ProximitytoHolefromRough",2011
97,97,"Shaun Micheel",77,NA,1390.667,169,69,"ProximitytoHolefromRough",2011
97,97,"Chris Riley",76,NA,1178.5,143,20,"ProximitytoHolefromRough",2011
97,97,"Daniel Summerhays",75,NA,1272.833,154,138,"ProximitytoHolefromRough",2011
97,97,"Bubba Watson",85,NA,1306.25,158,184,"ProximitytoHolefromRough",2011
105,105,"Lucas Glover",74,NA,1182.333,142,162,"ProximitytoHolefromRough",2011
105,105,"Hunter Haas",96,NA,1731.917,207,48,"ProximitytoHolefromRough",2011
105,105,"Charles Howell III",108,NA,1727.917,207,5,"ProximitytoHolefromRough",2011
105,105,"Kent Jones",76,NA,1364.25,163,151,"ProximitytoHolefromRough",2011
105,105,"Troy Merritt",63,NA,1447.5,173,121,"ProximitytoHolefromRough",2011
105,105,"Chez Reavie",92,NA,1558.917,187,140,"ProximitytoHolefromRough",2011
105,105,"Adam Scott",60,NA,994.25,119,62,"ProximitytoHolefromRough",2011
105,105,"Heath Slocum",89,NA,1086.5,131,149,"ProximitytoHolefromRough",2011
113,113,"Chris Couch",73,NA,1656.583,197,27,"ProximitytoHolefromRough",2011
113,113,"Brian Davis",105,NA,1800.333,214,62,"ProximitytoHolefromRough",2011
113,113,"Jerry Kelly",85,NA,1355.333,161,14,"ProximitytoHolefromRough",2011
113,113,"Troy Matteson",91,NA,1925.25,228,132,"ProximitytoHolefromRough",2011
113,113,"William McGirt",103,NA,1704.917,202,51,"ProximitytoHolefromRough",2011
113,113,"Nick OHern",89,NA,1225.75,145,58,"ProximitytoHolefromRough",2011
113,113,"Jimmy Walker",79,NA,1687.167,200,54,"ProximitytoHolefromRough",2011
113,113,"Dean Wilson",62,NA,1324.667,157,19,"ProximitytoHolefromRough",2011
121,121,"Arjun Atwal",91,NA,1756.75,207,131,"ProximitytoHolefromRough",2011
121,121,"Robert Garrigus",83,NA,1604.25,188,164,"ProximitytoHolefromRough",2011
121,121,"Dustin Johnson",72,NA,1240.917,146,181,"ProximitytoHolefromRough",2011
121,121,"Colt Knost",80,NA,1280.5,150,135,"ProximitytoHolefromRough",2011
121,121,"Rod Pampling",72,NA,1169.083,137,10,"ProximitytoHolefromRough",2011
121,121,"Charlie Wi",83,NA,1537.083,181,64,"ProximitytoHolefromRough",2011
127,127,"Ben Crane",76,NA,1255.75,147,23,"ProximitytoHolefromRough",2011
127,127,"Retief Goosen",50,NA,1008.75,117,81,"ProximitytoHolefromRough",2011
127,127,"Tim Herron",85,NA,1446.417,168,60,"ProximitytoHolefromRough",2011
127,127,"George McNeill",69,NA,1321.833,154,124,"ProximitytoHolefromRough",2011
127,127,"Jeff Overton",92,NA,1580.417,185,147,"ProximitytoHolefromRough",2011
127,127,"Carl Pettersson",95,NA,1874.75,219,72,"ProximitytoHolefromRough",2011
127,127,"Scott Stallings",84,NA,1384.25,162,165,"ProximitytoHolefromRough",2011
127,127,"Cameron Tringale",110,NA,1843.833,215,97,"ProximitytoHolefromRough",2011
127,127,"Bo Van Pelt",92,NA,1596,186,68,"ProximitytoHolefromRough",2011
136,136,"Robert Allenby",84,NA,1513.25,175,66,"ProximitytoHolefromRough",2011
136,136,"Rich Beem",53,NA,956.083,110,168,"ProximitytoHolefromRough",2011
136,136,"Michael Connell",76,NA,1200.333,139,30,"ProximitytoHolefromRough",2011
136,136,"DJ Trahan",91,NA,1831.5,211,82,"ProximitytoHolefromRough",2011
140,140,"Cameron Beckman",71,NA,1320.583,151,113,"ProximitytoHolefromRough",2011
140,140,"Nathan Green",81,NA,1564.667,178,26,"ProximitytoHolefromRough",2011
142,142,"Bobby Gates",82,NA,1629.75,185,180,"ProximitytoHolefromRough",2011
142,142,"Johnson Wagner",81,NA,1349.75,153,96,"ProximitytoHolefromRough",2011
144,144,"Steven Bowditch",86,NA,1989.083,224,175,"ProximitytoHolefromRough",2011
144,144,"Fabian Gomez",84,NA,1628.583,182,177,"ProximitytoHolefromRough",2011
144,144,"Jim Herman",69,NA,1066.5,120,118,"ProximitytoHolefromRough",2011
144,144,"Richard Johnson",64,NA,1085.917,122,155,"ProximitytoHolefromRough",2011
144,144,"Derek Lamely",65,NA,1627.417,182,183,"ProximitytoHolefromRough",2011
144,144,"Joe Ogilvie",75,NA,1434.167,161,109,"ProximitytoHolefromRough",2011
144,144,"Chris Stroud",88,NA,1788.917,200,103,"ProximitytoHolefromRough",2011
144,144,"Roland Thatcher",67,NA,1530.667,171,92,"ProximitytoHolefromRough",2011
144,144,"Jhonattan Vegas",84,NA,1606.917,181,148,"ProximitytoHolefromRough",2011
153,153,"Alexandre Rocha",65,NA,830.75,92,136,"ProximitytoHolefromRough",2011
153,153,"Brendan Steele",89,NA,1929.833,215,149,"ProximitytoHolefromRough",2011
155,155,"Andres Gonzales",60,NA,896.5,99,169,"ProximitytoHolefromRough",2011
155,155,"Davis Love III",70,NA,1135.417,125,161,"ProximitytoHolefromRough",2011
155,155,"Kevin Stadler",88,NA,1590.167,175,174,"ProximitytoHolefromRough",2011
158,158,"Keegan Bradley",91,NA,1878.167,204,125,"ProximitytoHolefromRough",2011
158,158,"Angel Cabrera",50,NA,815.5,89,176,"ProximitytoHolefromRough",2011
158,158,"David Hearn",88,NA,1306,143,53,"ProximitytoHolefromRough",2011
158,158,"Justin Hicks",60,NA,917.417,100,185,"ProximitytoHolefromRough",2011
158,158,"Jim Renner",65,NA,1017.25,111,85,"ProximitytoHolefromRough",2011
158,158,"John Senden",94,NA,1489.333,163,145,"ProximitytoHolefromRough",2011
164,164,"James Driscoll",71,NA,1570.75,170,112,"ProximitytoHolefromRough",2011
164,164,"Josh Teater",104,NA,2098.917,227,152,"ProximitytoHolefromRough",2011
166,166,"John Rollins",85,NA,1435.75,154,123,"ProximitytoHolefromRough",2011
167,167,"Jason Bohn",74,NA,1434.583,152,83,"ProximitytoHolefromRough",2011
167,167,"Steve Marino",76,NA,1613.417,172,97,"ProximitytoHolefromRough",2011
169,169,"Tommy Gainey",104,NA,1902.75,200,133,"ProximitytoHolefromRough",2011
169,169,"Zack Miller",86,NA,1916.25,202,153,"ProximitytoHolefromRough",2011
169,169,"Alex Prugh",82,NA,1457.167,153,186,"ProximitytoHolefromRough",2011
169,169,"Charl Schwartzel",58,NA,974.833,103,50,"ProximitytoHolefromRough",2011
173,173,"Matt Bettencourt",84,NA,1989.25,208,141,"ProximitytoHolefromRough",2011
173,173,"JJ Henry",96,NA,1759.5,183,126,"ProximitytoHolefromRough",2011
175,175,"Billy Horschel",75,NA,1303,135,159,"ProximitytoHolefromRough",2011
175,175,"Michael Putnam",67,NA,1380.417,143,87,"ProximitytoHolefromRough",2011
177,177,"Scott Piercy",78,NA,1593.25,164,100,"ProximitytoHolefromRough",2011
178,178,"Ben Martin",74,NA,1632.5,166,167,"ProximitytoHolefromRough",2011
179,179,"Boo Weekley",66,NA,1327.583,134,169,"ProximitytoHolefromRough",2011
180,180,"Martin Piller",63,NA,1423.75,141,172,"ProximitytoHolefromRough",2011
180,180,"Aron Price",58,NA,805.5,80,137,"ProximitytoHolefromRough",2011
182,182,"Garrett Willis",71,NA,1644.25,162,88,"ProximitytoHolefromRough",2011
183,183,"Will Strickler",51,NA,1151.167,112,154,"ProximitytoHolefromRough",2011
184,184,"Marc Turnesa",54,NA,1235.833,119,171,"ProximitytoHolefromRough",2011
185,185,"JB Holmes",57,NA,1293,120,158,"ProximitytoHolefromRough",2011
185,185,"Sung Kang",63,NA,1379.917,128,115,"ProximitytoHolefromRough",2011
