"LateLowestRound_RANKTHISWEEK_2010","LateLowestRound_RANKLASTWEEK_2010","LateLowestRound_PLAYERNAME_2010","LateLowestRound__2010","LateLowestRound_LOWRND_2010","stat_name","year"
35,35,"Ernie Els",NA,64,"LateLowestRound",2010
35,35,"Rickie Fowler",NA,64,"LateLowestRound",2010
35,35,"Jim Furyk",NA,64,"LateLowestRound",2010
35,35,"Robert Garrigus",NA,64,"LateLowestRound",2010
35,35,"Lucas Glover",NA,64,"LateLowestRound",2010
35,35,"Bill Haas",NA,64,"LateLowestRound",2010
35,35,"Padraig Harrington",NA,64,"LateLowestRound",2010
35,35,"Mark Hensby",NA,64,"LateLowestRound",2010
35,35,"Charles Howell III",NA,64,"LateLowestRound",2010
35,35,"Yuta Ikeda",NA,64,"LateLowestRound",2010
35,35,"Zach Johnson",NA,64,"LateLowestRound",2010
35,35,"Richard Johnson",NA,64,"LateLowestRound",2010
35,35,"Dustin Johnson",NA,64,"LateLowestRound",2010
35,35,"Matt Jones",NA,64,"LateLowestRound",2010
35,35,"Anthony Kim",NA,64,"LateLowestRound",2010
35,35,"Michael Letzig",NA,64,"LateLowestRound",2010
35,35,"Will Ma Kenzie",NA,64,"LateLowestRound",2010
35,35,"Brock Mackenzie",NA,64,"LateLowestRound",2010
35,35,"Hunter Mahan",NA,64,"LateLowestRound",2010
35,35,"Rocco Mediate",NA,64,"LateLowestRound",2010
35,35,"Troy Merritt",NA,64,"LateLowestRound",2010
35,35,"James Nitties",NA,64,"LateLowestRound",2010
35,35,"Sean OHair",NA,64,"LateLowestRound",2010
35,35,"Geoff Ogilvy",NA,64,"LateLowestRound",2010
35,35,"Kenny Perry",NA,64,"LateLowestRound",2010
35,35,"Carl Pettersson",NA,64,"LateLowestRound",2010
35,35,"Scott Piercy",NA,64,"LateLowestRound",2010
35,35,"Alistair Presnell",NA,64,"LateLowestRound",2010
35,35,"Jeff Quinney",NA,64,"LateLowestRound",2010
35,35,"Chris Riley",NA,64,"LateLowestRound",2010
35,35,"Justin Rose",NA,64,"LateLowestRound",2010
35,35,"John Senden",NA,64,"LateLowestRound",2010
35,35,"Webb Simpson",NA,64,"LateLowestRound",2010
35,35,"Jeev Milkha Singh",NA,64,"LateLowestRound",2010
35,35,"Paul Stankowski",NA,64,"LateLowestRound",2010
35,35,"Kevin Streelman",NA,64,"LateLowestRound",2010
35,35,"Kevin Sutherland",NA,64,"LateLowestRound",2010
35,35,"David Toms",NA,64,"LateLowestRound",2010
35,35,"Cameron Tringale",NA,64,"LateLowestRound",2010
35,35,"Scott Verplank",NA,64,"LateLowestRound",2010
35,35,"Mark Wilson",NA,64,"LateLowestRound",2010
86,86,"Robert Allenby",NA,65,"LateLowestRound",2010
86,86,"Stephen Ames",NA,65,"LateLowestRound",2010
86,86,"Rich Barcelo",NA,65,"LateLowestRound",2010
86,86,"Ricky Barnes",NA,65,"LateLowestRound",2010
86,86,"Rich Beem",NA,65,"LateLowestRound",2010
86,86,"Matt Bettencourt",NA,65,"LateLowestRound",2010
86,86,"Kris Blanks",NA,65,"LateLowestRound",2010
86,86,"Jason Bohn",NA,65,"LateLowestRound",2010
86,86,"Greg Chalmers",NA,65,"LateLowestRound",2010
86,86,"KJ Choi",NA,65,"LateLowestRound",2010
86,86,"Daniel Chopra",NA,65,"LateLowestRound",2010
86,86,"Michael Connell",NA,65,"LateLowestRound",2010
86,86,"Brian Davis",NA,65,"LateLowestRound",2010
86,86,"Glen Day",NA,65,"LateLowestRound",2010
86,86,"Jason Day",NA,65,"LateLowestRound",2010
86,86,"Luke Donald",NA,65,"LateLowestRound",2010
86,86,"Steve Elkington",NA,65,"LateLowestRound",2010
86,86,"Martin Flores",NA,65,"LateLowestRound",2010
86,86,"Brian Gay",NA,65,"LateLowestRound",2010
86,86,"Tom Gillis",NA,65,"LateLowestRound",2010
86,86,"Paul Goydos",NA,65,"LateLowestRound",2010
86,86,"Nathan Green",NA,65,"LateLowestRound",2010
86,86,"Ryuji Imada",NA,65,"LateLowestRound",2010
86,86,"Trevor Immelman",NA,65,"LateLowestRound",2010
86,86,"Jerry Kelly",NA,65,"LateLowestRound",2010
86,86,"Beon Yeong Lee",NA,65,"LateLowestRound",2010
86,86,"Marc Leishman",NA,65,"LateLowestRound",2010
86,86,"Davis Love III",NA,65,"LateLowestRound",2010
86,86,"Steve Marino",NA,65,"LateLowestRound",2010
86,86,"Troy Matteson",NA,65,"LateLowestRound",2010
86,86,"George McNeill",NA,65,"LateLowestRound",2010
86,86,"John Merrick",NA,65,"LateLowestRound",2010
86,86,"Bryce Molder",NA,65,"LateLowestRound",2010
86,86,"Ryan Moore",NA,65,"LateLowestRound",2010
86,86,"Kevin Na",NA,65,"LateLowestRound",2010
86,86,"Joe Ogilvie",NA,65,"LateLowestRound",2010
86,86,"Louis Oosthuizen",NA,65,"LateLowestRound",2010
86,86,"Greg Owen",NA,65,"LateLowestRound",2010
86,86,"Pat Perez",NA,65,"LateLowestRound",2010
86,86,"Tim Petrovic",NA,65,"LateLowestRound",2010
86,86,"Aron Price",NA,65,"LateLowestRound",2010
86,86,"Alex Prugh",NA,65,"LateLowestRound",2010
86,86,"Chez Reavie",NA,65,"LateLowestRound",2010
86,86,"John Rollins",NA,65,"LateLowestRound",2010
86,86,"Andres Romero",NA,65,"LateLowestRound",2010
86,86,"Adam Scott",NA,65,"LateLowestRound",2010
86,86,"Vijay Singh",NA,65,"LateLowestRound",2010
86,86,"Kevin Stadler",NA,65,"LateLowestRound",2010
86,86,"Brian Stuard",NA,65,"LateLowestRound",2010
86,86,"Roger Tambellini",NA,65,"LateLowestRound",2010
86,86,"Vaughn Taylor",NA,65,"LateLowestRound",2010
86,86,"Josh Teater",NA,65,"LateLowestRound",2010
86,86,"Roland Thatcher",NA,65,"LateLowestRound",2010
86,86,"Chris Tidland",NA,65,"LateLowestRound",2010
86,86,"DJ Trahan",NA,65,"LateLowestRound",2010
86,86,"Omar Uresti",NA,65,"LateLowestRound",2010
86,86,"Bo Van Pelt",NA,65,"LateLowestRound",2010
86,86,"Johnson Wagner",NA,65,"LateLowestRound",2010
86,86,"Charles Warren",NA,65,"LateLowestRound",2010
86,86,"Charlie Wi",NA,65,"LateLowestRound",2010
86,86,"Garrett Willis",NA,65,"LateLowestRound",2010
86,86,"Dean Wilson",NA,65,"LateLowestRound",2010
148,148,"Michael Allen",NA,66,"LateLowestRound",2010
148,148,"Woody Austin",NA,66,"LateLowestRound",2010
148,148,"Briny Baird",NA,66,"LateLowestRound",2010
148,148,"Paul Casey",NA,66,"LateLowestRound",2010
148,148,"Alex Cejka",NA,66,"LateLowestRound",2010
148,148,"Stewart Cink",NA,66,"LateLowestRound",2010
148,148,"Michael Clark II",NA,66,"LateLowestRound",2010
148,148,"Fred Couples",NA,66,"LateLowestRound",2010
148,148,"John Daly",NA,66,"LateLowestRound",2010
148,148,"Marco Dawson",NA,66,"LateLowestRound",2010
148,148,"Chris DiMarco",NA,66,"LateLowestRound",2010
148,148,"Bradley Dredge",NA,66,"LateLowestRound",2010
148,148,"James Driscoll",NA,66,"LateLowestRound",2010
148,148,"Bob Estes",NA,66,"LateLowestRound",2010
148,148,"Brad Faxon",NA,66,"LateLowestRound",2010
148,148,"Harrison Frazar",NA,66,"LateLowestRound",2010
148,148,"Mathew Goggin",NA,66,"LateLowestRound",2010
148,148,"Jason Gore",NA,66,"LateLowestRound",2010
148,148,"Rob Grube",NA,66,"LateLowestRound",2010
148,148,"Peter Hanson",NA,66,"LateLowestRound",2010
148,148,"JJ Henry",NA,66,"LateLowestRound",2010
148,148,"Tim Herron",NA,66,"LateLowestRound",2010
148,148,"JB Holmes",NA,66,"LateLowestRound",2010
148,148,"Kevin Johnson",NA,66,"LateLowestRound",2010
148,148,"Martin Kaymer",NA,66,"LateLowestRound",2010
148,148,"Skip Kendall",NA,66,"LateLowestRound",2010
148,148,"Jeff Klauk",NA,66,"LateLowestRound",2010
148,148,"Cliff Kresge",NA,66,"LateLowestRound",2010
148,148,"Derek Lamely",NA,66,"LateLowestRound",2010
148,148,"Tom Lehman",NA,66,"LateLowestRound",2010
148,148,"Thomas Levet",NA,66,"LateLowestRound",2010
148,148,"Jamie Lovemark",NA,66,"LateLowestRound",2010
148,148,"Bill Lunde",NA,66,"LateLowestRound",2010
148,148,"Jarrod Lyle",NA,66,"LateLowestRound",2010
148,148,"Billy Mayfair",NA,66,"LateLowestRound",2010
148,148,"Graeme McDowell",NA,66,"LateLowestRound",2010
148,148,"Andrew McLardy",NA,66,"LateLowestRound",2010
148,148,"Phil Mickelson",NA,66,"LateLowestRound",2010
148,148,"Brenden Pappas",NA,66,"LateLowestRound",2010
148,148,"Jesper Parnevik",NA,66,"LateLowestRound",2010
148,148,"Corey Pavin",NA,66,"LateLowestRound",2010
148,148,"Tom Pernice Jr",NA,66,"LateLowestRound",2010
148,148,"Ian Poulter",NA,66,"LateLowestRound",2010
148,148,"Brett Quigley",NA,66,"LateLowestRound",2010
148,148,"Sam Saunders",NA,66,"LateLowestRound",2010
148,148,"Heath Slocum",NA,66,"LateLowestRound",2010
148,148,"Kyle Stanley",NA,66,"LateLowestRound",2010
148,148,"Nicholas Thompson",NA,66,"LateLowestRound",2010
148,148,"Camilo Villegas",NA,66,"LateLowestRound",2010
148,148,"Jimmy Walker",NA,66,"LateLowestRound",2010
148,148,"Mike Weir",NA,66,"LateLowestRound",2010
148,148,"Brett Wetterich",NA,66,"LateLowestRound",2010
148,148,"Steve Wheatcroft",NA,66,"LateLowestRound",2010
148,148,"Tim Wilkinson",NA,66,"LateLowestRound",2010
148,148,"Chris Wilson",NA,66,"LateLowestRound",2010
148,148,"Oliver Wilson",NA,66,"LateLowestRound",2010
148,148,"Gary Woodland",NA,66,"LateLowestRound",2010
148,148,"Tiger Woods",NA,66,"LateLowestRound",2010
148,148,"YE Yang",NA,66,"LateLowestRound",2010
207,207,"Craig Barlow",NA,67,"LateLowestRound",2010
207,207,"Justin Bolli",NA,67,"LateLowestRound",2010
207,207,"Guy Boros",NA,67,"LateLowestRound",2010
207,207,"Michael Bradley",NA,67,"LateLowestRound",2010
207,207,"Mark Brooks",NA,67,"LateLowestRound",2010
207,207,"Angel Cabrera",NA,67,"LateLowestRound",2010
207,207,"Erik Compton",NA,67,"LateLowestRound",2010
207,207,"Sergio Garcia",NA,67,"LateLowestRound",2010
207,207,"Mathias Gronberg",NA,67,"LateLowestRound",2010
207,207,"Peter Gustafsson",NA,67,"LateLowestRound",2010
207,207,"Todd Hamilton",NA,67,"LateLowestRound",2010
207,207,"Alex Hamilton",NA,67,"LateLowestRound",2010
207,207,"Billy Horschel",NA,67,"LateLowestRound",2010
207,207,"Freddie Jacobson",NA,67,"LateLowestRound",2010
207,207,"Robert Karlsson",NA,67,"LateLowestRound",2010
207,207,"Jonathan Kaye",NA,67,"LateLowestRound",2010
207,207,"Colt Knost",NA,67,"LateLowestRound",2010
207,207,"Frank Lickliter II",NA,67,"LateLowestRound",2010
207,207,"Steve Lowery",NA,67,"LateLowestRound",2010
207,207,"David Lutterus",NA,67,"LateLowestRound",2010
207,207,"Parker McLachlin",NA,67,"LateLowestRound",2010
207,207,"Jon Mills",NA,67,"LateLowestRound",2010
207,207,"Garth Mulroy",NA,67,"LateLowestRound",2010
207,207,"Nick OHern",NA,67,"LateLowestRound",2010
207,207,"Rod Pampling",NA,67,"LateLowestRound",2010
207,207,"Fran Quinn",NA,67,"LateLowestRound",2010
207,207,"Alvaro Quiros",NA,67,"LateLowestRound",2010
207,207,"Rory Sabbatini",NA,67,"LateLowestRound",2010
207,207,"Charl Schwartzel",NA,67,"LateLowestRound",2010
207,207,"Jordan Spieth",NA,67,"LateLowestRound",2010
207,207,"Henrik Stenson",NA,67,"LateLowestRound",2010
207,207,"Kirk Triplett",NA,67,"LateLowestRound",2010
207,207,"Marc Turnesa",NA,67,"LateLowestRound",2010
207,207,"Vance Veazey",NA,67,"LateLowestRound",2010
207,207,"Jhonattan Vegas",NA,67,"LateLowestRound",2010
207,207,"Lee Westwood",NA,67,"LateLowestRound",2010
207,207,"Jay Williamson",NA,67,"LateLowestRound",2010
244,244,"Tommy Armour III",NA,68,"LateLowestRound",2010
244,244,"Daniel Barbetti",NA,68,"LateLowestRound",2010
244,244,"Henrik Bjornstad",NA,68,"LateLowestRound",2010
244,244,"Craig Bowden",NA,68,"LateLowestRound",2010
244,244,"Mark Calcavecchia",NA,68,"LateLowestRound",2010
244,244,"Kevin Chappell",NA,68,"LateLowestRound",2010
244,244,"Robert Damron",NA,68,"LateLowestRound",2010
244,244,"Jay Delsing",NA,68,"LateLowestRound",2010
244,244,"Brian Duncan",NA,68,"LateLowestRound",2010
244,244,"John Ellis",NA,68,"LateLowestRound",2010
244,244,"Ross Fisher",NA,68,"LateLowestRound",2010
244,244,"Steve Flesch",NA,68,"LateLowestRound",2010
244,244,"Philip Francis",NA,68,"LateLowestRound",2010
244,244,"Jeff Gove",NA,68,"LateLowestRound",2010
244,244,"Adam Hadwin",NA,68,"LateLowestRound",2010
244,244,"Brian Harman",NA,68,"LateLowestRound",2010
244,244,"Ryo Ishikawa",NA,68,"LateLowestRound",2010
244,244,"Raphael Jacquelin",NA,68,"LateLowestRound",2010
244,244,"Brandt Jobe",NA,68,"LateLowestRound",2010
244,244,"Kent Jones",NA,68,"LateLowestRound",2010
244,244,"Chris Kirk",NA,68,"LateLowestRound",2010
244,244,"Greg Kraft",NA,68,"LateLowestRound",2010
244,244,"WC Liang",NA,68,"LateLowestRound",2010
244,244,"Luke List",NA,68,"LateLowestRound",2010
244,244,"Shane Lowry",NA,68,"LateLowestRound",2010
244,244,"Santiago Luna",NA,68,"LateLowestRound",2010
244,244,"Francesco Molinari",NA,68,"LateLowestRound",2010
244,244,"John Morse",NA,68,"LateLowestRound",2010
244,244,"Seung Yul Noh",NA,68,"LateLowestRound",2010
244,244,"Michael ONeal",NA,68,"LateLowestRound",2010
244,244,"Ryuichi Oda",NA,68,"LateLowestRound",2010
244,244,"Ted Purdy",NA,68,"LateLowestRound",2010
244,244,"Michael Putnam",NA,68,"LateLowestRound",2010
244,244,"Jason Schultz",NA,68,"LateLowestRound",2010
244,244,"Mike Small",NA,68,"LateLowestRound",2010
244,244,"Blake Trimble",NA,68,"LateLowestRound",2010
244,244,"Jerod Turner",NA,68,"LateLowestRound",2010
244,244,"Drew Weaver",NA,68,"LateLowestRound",2010
244,244,"Matt Weibring",NA,68,"LateLowestRound",2010
283,283,"Brad Adamonis",NA,69,"LateLowestRound",2010
283,283,"Paul Azinger",NA,69,"LateLowestRound",2010
283,283,"Brad Benjamin",NA,69,"LateLowestRound",2010
283,283,"Ronnie Black",NA,69,"LateLowestRound",2010
283,283,"Alejandro Canizares",NA,69,"LateLowestRound",2010
283,283,"Danny Chia",NA,69,"LateLowestRound",2010
283,283,"Rhys Davies",NA,69,"LateLowestRound",2010
283,283,"Ken Duke",NA,69,"LateLowestRound",2010
283,283,"Todd Fischer",NA,69,"LateLowestRound",2010
283,283,"Trevor Fisher Jr",NA,69,"LateLowestRound",2010
283,283,"Stephen Gallacher",NA,69,"LateLowestRound",2010
283,283,"Ignacio Garrido",NA,69,"LateLowestRound",2010
283,283,"Soren Hansen",NA,69,"LateLowestRound",2010
283,283,"Gregory Havret",NA,69,"LateLowestRound",2010
283,283,"Bob Heintz",NA,69,"LateLowestRound",2010
283,283,"Billy Hurley III",NA,69,"LateLowestRound",2010
283,283,"John Huston",NA,69,"LateLowestRound",2010
283,283,"Miguel Angel Jimenez",NA,69,"LateLowestRound",2010
283,283,"Simon Khan",NA,69,"LateLowestRound",2010
283,283,"TJ Kua",NA,69,"LateLowestRound",2010
283,283,"Sandy Lyle",NA,69,"LateLowestRound",2010
283,283,"Edoardo Molinari",NA,69,"LateLowestRound",2010
283,283,"Alexander Noren",NA,69,"LateLowestRound",2010
283,283,"Mark OMeara",NA,69,"LateLowestRound",2010
283,283,"Dicky Pride",NA,69,"LateLowestRound",2010
283,283,"Robert Rock",NA,69,"LateLowestRound",2010
283,283,"Warren Schutte",NA,69,"LateLowestRound",2010
283,283,"Chris Smith",NA,69,"LateLowestRound",2010
283,283,"Phil Tataurangi",NA,69,"LateLowestRound",2010
283,283,"Tim Weinhart",NA,69,"LateLowestRound",2010
313,313,"Joe Affrunti",NA,70,"LateLowestRound",2010
313,313,"Byeong Hun An",NA,70,"LateLowestRound",2010
313,313,"Mark Anderson",NA,70,"LateLowestRound",2010
313,313,"Billy Andrade",NA,70,"LateLowestRound",2010
313,313,"Jonathan Bartlett",NA,70,"LateLowestRound",2010
313,313,"Chris Baryla",NA,70,"LateLowestRound",2010
313,313,"Notah Begay III",NA,70,"LateLowestRound",2010
313,313,"Gregory Bourdy",NA,70,"LateLowestRound",2010
313,313,"Tom Byrum",NA,70,"LateLowestRound",2010
313,313,"Jim Carter",NA,70,"LateLowestRound",2010
313,313,"Darren Clarke",NA,70,"LateLowestRound",2010
313,313,"Cesar Costilla",NA,70,"LateLowestRound",2010
313,313,"Gonzalo Fdez Castano",NA,70,"LateLowestRound",2010
313,313,"Carlos Franco",NA,70,"LateLowestRound",2010
313,313,"Robin Freeman",NA,70,"LateLowestRound",2010
313,313,"Fred Funk",NA,70,"LateLowestRound",2010
313,313,"Robert Gamez",NA,70,"LateLowestRound",2010
313,313,"Brendan Gielow",NA,70,"LateLowestRound",2010
313,313,"Anders Hansen",NA,70,"LateLowestRound",2010
313,313,"David Hearn",NA,70,"LateLowestRound",2010
313,313,"Thongchai Jaidee",NA,70,"LateLowestRound",2010
313,313,"Jin Jeong",NA,70,"LateLowestRound",2010
313,313,"Soren Kjeldsen",NA,70,"LateLowestRound",2010
313,313,"Lucas Lee",NA,70,"LateLowestRound",2010
313,313,"Braxton Marquez",NA,70,"LateLowestRound",2010
313,313,"Andy Matthews",NA,70,"LateLowestRound",2010
313,313,"Ross McGowan",NA,70,"LateLowestRound",2010
313,313,"Patrick Moore",NA,70,"LateLowestRound",2010
313,313,"Mike Perez",NA,70,"LateLowestRound",2010
313,313,"Jerry Richardson Jr",NA,70,"LateLowestRound",2010
313,313,"Tag Ridings",NA,70,"LateLowestRound",2010
313,313,"Chris Rogers",NA,70,"LateLowestRound",2010
313,313,"Toru Taniguchi",NA,70,"LateLowestRound",2010
313,313,"Grant Waite",NA,70,"LateLowestRound",2010
313,313,"Danny Wax",NA,70,"LateLowestRound",2010
313,313,"Willie Wood",NA,70,"LateLowestRound",2010
349,349,"Thomas Aiken",NA,71,"LateLowestRound",2010
349,349,"Brian Bateman",NA,71,"LateLowestRound",2010
349,349,"Johnny Bloomfield",NA,71,"LateLowestRound",2010
349,349,"Ted Brown",NA,71,"LateLowestRound",2010
349,349,"Dave Bunker",NA,71,"LateLowestRound",2010
349,349,"Cam Burke",NA,71,"LateLowestRound",2010
349,349,"Jeff Burns",NA,71,"LateLowestRound",2010
349,349,"Eric Chun",NA,71,"LateLowestRound",2010
349,349,"Simon Dyson",NA,71,"LateLowestRound",2010
349,349,"Barry Evans",NA,71,"LateLowestRound",2010
349,349,"Benjamin Fox",NA,71,"LateLowestRound",2010
349,349,"Aaron Goldberg",NA,71,"LateLowestRound",2010
349,349,"Gavin Hall",NA,71,"LateLowestRound",2010
349,349,"Matt Hill",NA,71,"LateLowestRound",2010
349,349,"Steve Holmes",NA,71,"LateLowestRound",2010
349,349,"David Horsey",NA,71,"LateLowestRound",2010
349,349,"James Kingston",NA,71,"LateLowestRound",2010
349,349,"Rob Labritz",NA,71,"LateLowestRound",2010
349,349,"Scott Langley",NA,71,"LateLowestRound",2010
349,349,"Grant Leaver",NA,71,"LateLowestRound",2010
349,349,"JL Lewis",NA,71,"LateLowestRound",2010
349,349,"Mitch Lowe",NA,71,"LateLowestRound",2010
349,349,"Shigeki Maruyama",NA,71,"LateLowestRound",2010
349,349,"Daisuke Maruyama",NA,71,"LateLowestRound",2010
349,349,"Nick Mason",NA,71,"LateLowestRound",2010
349,349,"Dick Mast",NA,71,"LateLowestRound",2010
349,349,"Len Mattiace",NA,71,"LateLowestRound",2010
349,349,"Jim McGovern",NA,71,"LateLowestRound",2010
349,349,"Daniel Mitchell",NA,71,"LateLowestRound",2010
349,349,"Katsumasa Miyamoto",NA,71,"LateLowestRound",2010
349,349,"Hirofumi Miyase",NA,71,"LateLowestRound",2010
349,349,"Colin Montgomerie",NA,71,"LateLowestRound",2010
349,349,"Eddie Olson",NA,71,"LateLowestRound",2010
349,349,"Deane Pappas",NA,71,"LateLowestRound",2010
349,349,"Jerry Pate",NA,71,"LateLowestRound",2010
349,349,"Ron Skayhan",NA,71,"LateLowestRound",2010
349,349,"Bob Sowards",NA,71,"LateLowestRound",2010
349,349,"Nick Taylor",NA,71,"LateLowestRound",2010
349,349,"Tim Thelen",NA,71,"LateLowestRound",2010
349,349,"Manuel Villegas",NA,71,"LateLowestRound",2010
349,349,"Dean Vomacka",NA,71,"LateLowestRound",2010
349,349,"Will Wilcox",NA,71,"LateLowestRound",2010
349,349,"Eugene Wong",NA,71,"LateLowestRound",2010
349,349,"Joshua Wooding",NA,71,"LateLowestRound",2010
393,393,"Steve Allan",NA,72,"LateLowestRound",2010
393,393,"Jason Allred",NA,72,"LateLowestRound",2010
393,393,"Max Alverio",NA,72,"LateLowestRound",2010
393,393,"Chase Baldwin",NA,72,"LateLowestRound",2010
393,393,"Matt Fast",NA,72,"LateLowestRound",2010
393,393,"Marcus Fraser",NA,72,"LateLowestRound",2010
393,393,"Jim Gallagher Jr",NA,72,"LateLowestRound",2010
393,393,"Derek Gillespie",NA,72,"LateLowestRound",2010
393,393,"Bret Guetz",NA,72,"LateLowestRound",2010
393,393,"Seungsu Han",NA,72,"LateLowestRound",2010
393,393,"Russell Henley",NA,72,"LateLowestRound",2010
393,393,"Erick Justesen",NA,72,"LateLowestRound",2010
393,393,"KT Kim",NA,72,"LateLowestRound",2010
393,393,"Brett Lederer",NA,72,"LateLowestRound",2010
393,393,"Gareth Maybin",NA,72,"LateLowestRound",2010
393,393,"Spike McRoy",NA,72,"LateLowestRound",2010
393,393,"Colm Moriarty",NA,72,"LateLowestRound",2010
393,393,"Hennie Otto",NA,72,"LateLowestRound",2010
393,393,"Rod Perry",NA,72,"LateLowestRound",2010
393,393,"Jonathan Randolph",NA,72,"LateLowestRound",2010
393,393,"Christopher Ross",NA,72,"LateLowestRound",2010
393,393,"Pierre Henri Soero",NA,72,"LateLowestRound",2010
393,393,"Jose Trauwitz",NA,72,"LateLowestRound",2010
416,416,"Fredrik Andersson Hed",NA,73,"LateLowestRound",2010
416,416,"Eric Axley",NA,73,"LateLowestRound",2010
416,416,"Ryan Baca",NA,73,"LateLowestRound",2010
416,416,"Christopher Brown",NA,73,"LateLowestRound",2010
416,416,"Rafael Campos",NA,73,"LateLowestRound",2010
416,416,"Jason Caron",NA,73,"LateLowestRound",2010
416,416,"Wil Collins",NA,73,"LateLowestRound",2010
416,416,"Nick Dougherty",NA,73,"LateLowestRound",2010
416,416,"Jim Herman",NA,73,"LateLowestRound",2010
416,416,"Barrett Jarosch",NA,73,"LateLowestRound",2010
416,416,"Shiv Kapur",NA,73,"LateLowestRound",2010
416,416,"Sunny Kim",NA,73,"LateLowestRound",2010
416,416,"Tom Kite",NA,73,"LateLowestRound",2010
416,416,"Pablo Martin Benavides",NA,73,"LateLowestRound",2010
416,416,"Blaine McCallister",NA,73,"LateLowestRound",2010
416,416,"David Morland IV",NA,73,"LateLowestRound",2010
416,416,"Troy Pare",NA,73,"LateLowestRound",2010
416,416,"David Peoples",NA,73,"LateLowestRound",2010
416,416,"Jeff Puska",NA,73,"LateLowestRound",2010
416,416,"Matthew Richardson",NA,73,"LateLowestRound",2010
416,416,"Willis Ring",NA,73,"LateLowestRound",2010
416,416,"Phil Schmitt",NA,73,"LateLowestRound",2010
416,416,"Peter Senior",NA,73,"LateLowestRound",2010
416,416,"Paul Sheehan",NA,73,"LateLowestRound",2010
416,416,"Andrew Svoboda",NA,73,"LateLowestRound",2010
416,416,"Tom Watson",NA,73,"LateLowestRound",2010
416,416,"Gunner Wiebe",NA,73,"LateLowestRound",2010
443,443,"Ryan Benzel",NA,74,"LateLowestRound",2010
443,443,"Ben Boudreau",NA,74,"LateLowestRound",2010
443,443,"Joseph Bramlett",NA,74,"LateLowestRound",2010
443,443,"Greg Casagranda",NA,74,"LateLowestRound",2010
443,443,"Bobby Clampett",NA,74,"LateLowestRound",2010
443,443,"Rocky Cleland",NA,74,"LateLowestRound",2010
443,443,"Darren Fichardt",NA,74,"LateLowestRound",2010
443,443,"Bobby Gates",NA,74,"LateLowestRound",2010
443,443,"Ernie Gonzalez",NA,74,"LateLowestRound",2010
443,443,"Ty Harris",NA,74,"LateLowestRound",2010
443,443,"Kevin Hayashi",NA,74,"LateLowestRound",2010
443,443,"Thomas Kearney",NA,74,"LateLowestRound",2010
443,443,"Tanner Kesterson",NA,74,"LateLowestRound",2010
