"GIRPuttingInside5_RANKTHISWEEK_2010","GIRPuttingInside5_RANKLASTWEEK_2010","GIRPuttingInside5_PLAYERNAME_2010","GIRPuttingInside5_ROUNDS_2010","GIRPuttingInside5_Pct_2010","GIRPuttingInside5_ATTEMPTS_2010","GIRPuttingInside5_PUTTSMADE_2010","stat_name","year"
31,31,"JJ Henry",92,89.13,46,41,"GIRPuttingInside5",2010
32,32,"David Toms",86,89.09,55,49,"GIRPuttingInside5",2010
33,33,"Skip Kendall",58,88.89,18,16,"GIRPuttingInside5",2010
34,34,"Tom Gillis",97,88.68,53,47,"GIRPuttingInside5",2010
34,34,"Joe Ogilvie",99,88.68,53,47,"GIRPuttingInside5",2010
36,36,"Chad Campbell",95,88.64,44,39,"GIRPuttingInside5",2010
37,37,"Craig Bowden",56,88.46,26,23,"GIRPuttingInside5",2010
38,38,"Jerod Turner",54,88.24,17,15,"GIRPuttingInside5",2010
39,39,"Vaughn Taylor",87,88.1,42,37,"GIRPuttingInside5",2010
40,40,"Jeff Overton",89,88,50,44,"GIRPuttingInside5",2010
41,41,"Henrik Bjornstad",72,87.88,33,29,"GIRPuttingInside5",2010
41,41,"Martin Flores",75,87.88,33,29,"GIRPuttingInside5",2010
41,41,"Steve Wheatcroft",74,87.88,33,29,"GIRPuttingInside5",2010
44,44,"Pat Perez",90,87.5,56,49,"GIRPuttingInside5",2010
44,44,"Brett Wetterich",54,87.5,24,21,"GIRPuttingInside5",2010
46,46,"Charles Howell III",103,87.3,63,55,"GIRPuttingInside5",2010
47,47,"Jim Furyk",76,87.1,31,27,"GIRPuttingInside5",2010
47,47,"YE Yang",72,87.1,31,27,"GIRPuttingInside5",2010
49,49,"Woody Austin",93,86.67,45,39,"GIRPuttingInside5",2010
49,49,"Brandt Snedeker",89,86.67,45,39,"GIRPuttingInside5",2010
51,51,"Jason Bohn",84,86.49,37,32,"GIRPuttingInside5",2010
52,52,"Marc Leishman",87,86.36,44,38,"GIRPuttingInside5",2010
53,53,"Lucas Glover",75,86.21,29,25,"GIRPuttingInside5",2010
54,54,"Ryuji Imada",90,86.05,43,37,"GIRPuttingInside5",2010
54,54,"Zach Johnson",93,86.05,43,37,"GIRPuttingInside5",2010
56,56,"Jonathan Byrd",85,85.71,42,36,"GIRPuttingInside5",2010
56,56,"Brian Gay",101,85.71,42,36,"GIRPuttingInside5",2010
58,58,"Charlie Wi",95,85.42,48,41,"GIRPuttingInside5",2010
59,59,"Dustin Johnson",83,85.37,41,35,"GIRPuttingInside5",2010
60,60,"Retief Goosen",75,85.19,27,23,"GIRPuttingInside5",2010
61,61,"Dean Wilson",54,85,20,17,"GIRPuttingInside5",2010
62,62,"Michael Connell",89,84.62,39,33,"GIRPuttingInside5",2010
62,62,"Paul Goydos",78,84.62,39,33,"GIRPuttingInside5",2010
64,64,"Brendon de Jonge",114,84.48,58,49,"GIRPuttingInside5",2010
65,65,"Webb Simpson",98,84.44,45,38,"GIRPuttingInside5",2010
66,66,"Chris Riley",73,84.38,32,27,"GIRPuttingInside5",2010
67,67,"Mark Calcavecchia",50,84.21,19,16,"GIRPuttingInside5",2010
67,67,"Joe Durant",67,84.21,38,32,"GIRPuttingInside5",2010
69,69,"Kevin Sutherland",86,84.09,44,37,"GIRPuttingInside5",2010
70,70,"Andrew McLardy",52,84,25,21,"GIRPuttingInside5",2010
70,70,"Roland Thatcher",72,84,25,21,"GIRPuttingInside5",2010
72,72,"Derek Lamely",81,83.87,31,26,"GIRPuttingInside5",2010
72,72,"Charles Warren",64,83.87,31,26,"GIRPuttingInside5",2010
74,74,"Stewart Cink",84,83.72,43,36,"GIRPuttingInside5",2010
75,75,"Luke Donald",71,83.33,36,30,"GIRPuttingInside5",2010
75,75,"David Duval",71,83.33,30,25,"GIRPuttingInside5",2010
75,75,"Sergio Garcia",58,83.33,18,15,"GIRPuttingInside5",2010
75,75,"Bill Lunde",79,83.33,30,25,"GIRPuttingInside5",2010
75,75,"Ian Poulter",55,83.33,18,15,"GIRPuttingInside5",2010
80,80,"Greg Chalmers",93,82.98,47,39,"GIRPuttingInside5",2010
80,80,"Nathan Green",86,82.98,47,39,"GIRPuttingInside5",2010
82,82,"Tom Pernice Jr",74,82.93,41,34,"GIRPuttingInside5",2010
83,83,"Robert Garrigus",71,82.86,35,29,"GIRPuttingInside5",2010
84,84,"Briny Baird",87,82.76,29,24,"GIRPuttingInside5",2010
85,85,"Graham DeLaet",88,82.69,52,43,"GIRPuttingInside5",2010
86,86,"Cameron Percy",73,82.5,40,33,"GIRPuttingInside5",2010
87,87,"Alex Cejka",81,82.35,34,28,"GIRPuttingInside5",2010
87,87,"Tim Petrovic",105,82.35,51,42,"GIRPuttingInside5",2010
87,87,"Steve Stricker",73,82.35,34,28,"GIRPuttingInside5",2010
90,90,"Mathew Goggin",85,82.22,45,37,"GIRPuttingInside5",2010
91,91,"Matt Kuchar",97,82,50,41,"GIRPuttingInside5",2010
92,92,"Freddie Jacobson",83,81.82,44,36,"GIRPuttingInside5",2010
92,92,"Jerry Kelly",99,81.82,44,36,"GIRPuttingInside5",2010
92,92,"John Merrick",109,81.82,55,45,"GIRPuttingInside5",2010
92,92,"James Nitties",92,81.82,44,36,"GIRPuttingInside5",2010
92,92,"Kenny Perry",69,81.82,33,27,"GIRPuttingInside5",2010
92,92,"Chris Tidland",77,81.82,44,36,"GIRPuttingInside5",2010
98,98,"Brett Quigley",96,81.63,49,40,"GIRPuttingInside5",2010
99,99,"Bill Haas",87,81.54,65,53,"GIRPuttingInside5",2010
100,100,"James Driscoll",78,81.4,43,35,"GIRPuttingInside5",2010
101,101,"Chad Collins",87,81.25,32,26,"GIRPuttingInside5",2010
102,102,"Bob Estes",79,80.95,42,34,"GIRPuttingInside5",2010
102,102,"Andres Romero",73,80.95,42,34,"GIRPuttingInside5",2010
102,102,"Paul Stankowski",62,80.95,42,34,"GIRPuttingInside5",2010
105,105,"Alex Prugh",88,80.77,52,42,"GIRPuttingInside5",2010
106,106,"KJ Choi",82,80.65,31,25,"GIRPuttingInside5",2010
106,106,"Shaun Micheel",70,80.65,31,25,"GIRPuttingInside5",2010
108,108,"Chris DiMarco",88,80.49,41,33,"GIRPuttingInside5",2010
109,109,"JB Holmes",100,80.43,46,37,"GIRPuttingInside5",2010
109,109,"Troy Merritt",86,80.43,46,37,"GIRPuttingInside5",2010
109,109,"Bubba Watson",77,80.43,46,37,"GIRPuttingInside5",2010
112,112,"Cameron Beckman",68,80,30,24,"GIRPuttingInside5",2010
112,112,"Brenden Pappas",66,80,35,28,"GIRPuttingInside5",2010
112,112,"Heath Slocum",97,80,45,36,"GIRPuttingInside5",2010
112,112,"Scott Verplank",74,80,30,24,"GIRPuttingInside5",2010
112,112,"Camilo Villegas",78,80,40,32,"GIRPuttingInside5",2010
112,112,"Boo Weekley",88,80,35,28,"GIRPuttingInside5",2010
118,118,"Charley Hoffman",85,79.66,59,47,"GIRPuttingInside5",2010
119,119,"John Senden",103,79.59,49,39,"GIRPuttingInside5",2010
120,120,"Ernie Els",72,79.55,44,35,"GIRPuttingInside5",2010
121,121,"Lee Janzen",77,79.49,39,31,"GIRPuttingInside5",2010
122,122,"John Rollins",81,79.41,34,27,"GIRPuttingInside5",2010
123,123,"Stephen Ames",75,79.31,29,23,"GIRPuttingInside5",2010
123,123,"Jeev Milkha Singh",59,79.31,29,23,"GIRPuttingInside5",2010
125,125,"Matt Every",60,79.17,24,19,"GIRPuttingInside5",2010
125,125,"John Mallinger",78,79.17,24,19,"GIRPuttingInside5",2010
127,127,"Scott McCarron",90,78.38,37,29,"GIRPuttingInside5",2010
128,128,"Ben Crane",85,78.26,46,36,"GIRPuttingInside5",2010
128,128,"David Lutterus",69,78.26,23,18,"GIRPuttingInside5",2010
128,128,"Nick Watney",91,78.26,46,36,"GIRPuttingInside5",2010
131,131,"Brad Faxon",58,78.13,32,25,"GIRPuttingInside5",2010
131,131,"Roger Tambellini",77,78.13,32,25,"GIRPuttingInside5",2010
133,133,"JP Hayes",79,78.05,41,32,"GIRPuttingInside5",2010
134,134,"Justin Rose",78,78,50,39,"GIRPuttingInside5",2010
135,135,"Steve Flesch",78,77.78,36,28,"GIRPuttingInside5",2010
136,136,"Steve Marino",81,77.5,40,31,"GIRPuttingInside5",2010
137,137,"Cameron Tringale",55,77.42,31,24,"GIRPuttingInside5",2010
138,138,"Nicholas Thompson",88,77.36,53,41,"GIRPuttingInside5",2010
139,139,"Daniel Chopra",74,77.14,35,27,"GIRPuttingInside5",2010
140,140,"Spencer Levin",110,77.03,74,57,"GIRPuttingInside5",2010
141,141,"Rory McIlroy",54,76.92,26,20,"GIRPuttingInside5",2010
142,142,"Kevin Na",94,76.74,43,33,"GIRPuttingInside5",2010
143,143,"Michael Letzig",84,76.67,60,46,"GIRPuttingInside5",2010
143,143,"Chris Stroud",90,76.67,30,23,"GIRPuttingInside5",2010
145,145,"Ted Purdy",86,76.32,38,29,"GIRPuttingInside5",2010
146,146,"Rickie Fowler",98,76.09,46,35,"GIRPuttingInside5",2010
146,146,"Greg Owen",69,76.09,46,35,"GIRPuttingInside5",2010
146,146,"Josh Teater",101,76.09,46,35,"GIRPuttingInside5",2010
149,149,"Jason Dufner",87,76,50,38,"GIRPuttingInside5",2010
149,149,"Jimmy Walker",82,76,50,38,"GIRPuttingInside5",2010
151,151,"Bryce Molder",84,75.61,41,31,"GIRPuttingInside5",2010
151,151,"DA Points",90,75.61,41,31,"GIRPuttingInside5",2010
151,151,"Adam Scott",70,75.61,41,31,"GIRPuttingInside5",2010
154,154,"Jason Day",82,75.56,45,34,"GIRPuttingInside5",2010
155,155,"Tim Clark",88,75,40,30,"GIRPuttingInside5",2010
155,155,"Jeff Gove",57,75,24,18,"GIRPuttingInside5",2010
155,155,"Tim Herron",79,75,40,30,"GIRPuttingInside5",2010
155,155,"Rocco Mediate",71,75,36,27,"GIRPuttingInside5",2010
155,155,"Scott Piercy",88,75,52,39,"GIRPuttingInside5",2010
155,155,"Vijay Singh",75,75,40,30,"GIRPuttingInside5",2010
155,155,"Omar Uresti",74,75,32,24,"GIRPuttingInside5",2010
155,155,"Bo Van Pelt",104,75,64,48,"GIRPuttingInside5",2010
155,155,"Mike Weir",59,75,20,15,"GIRPuttingInside5",2010
164,164,"Kevin Stadler",86,74.47,47,35,"GIRPuttingInside5",2010
165,165,"Hunter Mahan",85,74.42,43,32,"GIRPuttingInside5",2010
166,166,"Mathias Gronberg",61,74.19,31,23,"GIRPuttingInside5",2010
166,166,"Chris Wilson",65,74.19,31,23,"GIRPuttingInside5",2010
168,168,"Stuart Appleby",101,74.07,54,40,"GIRPuttingInside5",2010
169,169,"Ricky Barnes",103,73.91,46,34,"GIRPuttingInside5",2010
170,170,"Brian Davis",101,73.33,45,33,"GIRPuttingInside5",2010
171,171,"Michael Bradley",77,73.17,41,30,"GIRPuttingInside5",2010
172,172,"Aaron Baddeley",94,73.13,67,49,"GIRPuttingInside5",2010
173,173,"Brent Delahoussaye",57,73.08,26,19,"GIRPuttingInside5",2010
174,174,"Richard Johnson",90,72.5,40,29,"GIRPuttingInside5",2010
174,174,"Troy Matteson",84,72.5,40,29,"GIRPuttingInside5",2010
176,176,"Jay Williamson",76,72.22,36,26,"GIRPuttingInside5",2010
177,177,"Cliff Kresge",50,71.88,32,23,"GIRPuttingInside5",2010
178,178,"Will Ma Kenzie",72,71.79,39,28,"GIRPuttingInside5",2010
178,178,"Sean OHair",84,71.79,39,28,"GIRPuttingInside5",2010
180,180,"Davis Love III",79,71.74,46,33,"GIRPuttingInside5",2010
181,181,"Steve Lowery",67,71.43,28,20,"GIRPuttingInside5",2010
182,182,"Garth Mulroy",53,70.97,31,22,"GIRPuttingInside5",2010
183,183,"Rich Barcelo",70,69.7,33,23,"GIRPuttingInside5",2010
183,183,"Angel Cabrera",64,69.7,33,23,"GIRPuttingInside5",2010
185,185,"Robert Allenby",76,69.23,39,27,"GIRPuttingInside5",2010
186,186,"DJ Trahan",92,68.63,51,35,"GIRPuttingInside5",2010
187,187,"Rod Pampling",77,68.57,35,24,"GIRPuttingInside5",2010
188,188,"Justin Bolli",55,68.18,22,15,"GIRPuttingInside5",2010
188,188,"Vance Veazey",58,68.18,22,15,"GIRPuttingInside5",2010
190,190,"Kevin Johnson",62,68,25,17,"GIRPuttingInside5",2010
191,191,"Billy Mayfair",78,67.74,31,21,"GIRPuttingInside5",2010
192,192,"Mark Wilson",87,67.44,43,29,"GIRPuttingInside5",2010
