"GIRPuttingAvg3035_RANKTHISWEEK_2005","GIRPuttingAvg3035_RANKLASTWEEK_2005","GIRPuttingAvg3035_PLAYERNAME_2005","GIRPuttingAvg3035_ROUNDS_2005","GIRPuttingAvg3035_PctMADE_2005","GIRPuttingAvg3035_ATTEMPTS_2005","GIRPuttingAvg3035_PUTTSMADE_2005","stat_name","year"
1,1,"Dan Forsman",52,1.75,40,7,"GIRPuttingAvg3035",2005
2,2,"Thomas Levet",54,1.72,29,5,"GIRPuttingAvg3035",2005
3,3,"Jose Maria Olazabal",55,1.54,39,6,"GIRPuttingAvg3035",2005
4,4,"Gavin Coles",70,1.41,64,9,"GIRPuttingAvg3035",2005
5,5,"Kent Jones",99,1.33,75,10,"GIRPuttingAvg3035",2005
6,6,"Phil Mickelson",81,1.32,38,5,"GIRPuttingAvg3035",2005
7,7,"Shaun Micheel",81,1.3,54,7,"GIRPuttingAvg3035",2005
7,7,"Lee Westwood",50,1.3,23,3,"GIRPuttingAvg3035",2005
9,9,"Steve Stricker",62,1.25,48,6,"GIRPuttingAvg3035",2005
10,10,"Freddie Jacobson",72,1.22,41,5,"GIRPuttingAvg3035",2005
11,11,"Kevin Stadler",96,1.19,67,8,"GIRPuttingAvg3035",2005
12,12,"Ian Poulter",62,1.18,34,4,"GIRPuttingAvg3035",2005
12,12,"Charlie Wi",67,1.18,51,6,"GIRPuttingAvg3035",2005
14,14,"Dudley Hart",84,1.15,52,6,"GIRPuttingAvg3035",2005
15,15,"Hunter Mahan",103,1.14,70,8,"GIRPuttingAvg3035",2005
16,16,"DA Points",94,1.13,62,7,"GIRPuttingAvg3035",2005
17,17,"Arjun Atwal",65,1.11,54,6,"GIRPuttingAvg3035",2005
17,17,"Joey Snyder III",102,1.11,90,10,"GIRPuttingAvg3035",2005
19,19,"Geoff Ogilvy",97,1.09,55,6,"GIRPuttingAvg3035",2005
20,20,"Arron Oberholser",65,1.08,37,4,"GIRPuttingAvg3035",2005
21,21,"Robert Gamez",91,1.06,66,7,"GIRPuttingAvg3035",2005
21,21,"Tim Herron",100,1.06,85,9,"GIRPuttingAvg3035",2005
21,21,"Joey Sindelar",104,1.06,85,9,"GIRPuttingAvg3035",2005
24,24,"Charles Warren",89,1.01,69,7,"GIRPuttingAvg3035",2005
25,25,"Olin Browne",99,0.99,71,7,"GIRPuttingAvg3035",2005
26,26,"Mathias Gronberg",60,0.98,41,4,"GIRPuttingAvg3035",2005
27,27,"Hunter Haas",83,0.97,72,7,"GIRPuttingAvg3035",2005
28,28,"Chris Anderson",66,0.95,42,4,"GIRPuttingAvg3035",2005
28,28,"Jesper Parnevik",84,0.95,42,4,"GIRPuttingAvg3035",2005
30,30,"Briny Baird",98,0.94,85,8,"GIRPuttingAvg3035",2005
30,30,"Brian Davis",75,0.94,53,5,"GIRPuttingAvg3035",2005
32,32,"Jonathan Byrd",103,0.93,75,7,"GIRPuttingAvg3035",2005
32,32,"Matt Kuchar",60,0.93,43,4,"GIRPuttingAvg3035",2005
34,34,"Rod Pampling",89,0.91,55,5,"GIRPuttingAvg3035",2005
34,34,"Duffy Waldorf",86,0.91,66,6,"GIRPuttingAvg3035",2005
36,36,"Lee Janzen",75,0.89,45,4,"GIRPuttingAvg3035",2005
36,36,"JL Lewis",98,0.89,56,5,"GIRPuttingAvg3035",2005
36,36,"Darron Stiles",78,0.89,56,5,"GIRPuttingAvg3035",2005
39,39,"Todd Hamilton",94,0.88,68,6,"GIRPuttingAvg3035",2005
39,39,"Jay Williamson",53,0.88,34,3,"GIRPuttingAvg3035",2005
41,41,"Stewart Cink",98,0.87,46,4,"GIRPuttingAvg3035",2005
41,41,"Scott Gutschewski",86,0.87,69,6,"GIRPuttingAvg3035",2005
43,43,"Mark Wilson",74,0.86,58,5,"GIRPuttingAvg3035",2005
