"DistancefromCenterofFairway_RANKTHISWEEK_2013","DistancefromCenterofFairway_RANKLASTWEEK_2013","DistancefromCenterofFairway_PLAYERNAME_2013","DistancefromCenterofFairway_EVENTS_2013","DistancefromCenterofFairway_AVG_2013","DistancefromCenterofFairway_TOTALDISTANCEFEET_2013","DistancefromCenterofFairway_TOTALSTROKES_2013","stat_name","year"
166,166,"John Huh",28,NA,19017.583,703,"DistancefromCenterofFairway",2013
166,166,"Ian Poulter",16,NA,9240.917,341,"DistancefromCenterofFairway",2013
168,168,"Aaron Baddeley",24,NA,10970.75,404,"DistancefromCenterofFairway",2013
168,168,"Steven Bowditch",22,NA,11462.75,422,"DistancefromCenterofFairway",2013
170,170,"Johnson Wagner",24,NA,11379.167,416,"DistancefromCenterofFairway",2013
171,171,"Chad Campbell",25,NA,16440,600,"DistancefromCenterofFairway",2013
172,172,"Kyle Stanley",24,NA,13789.833,501,"DistancefromCenterofFairway",2013
172,172,"David Toms",16,NA,7964.583,290,"DistancefromCenterofFairway",2013
174,174,"Sean OHair",22,NA,10693.667,384,"DistancefromCenterofFairway",2013
175,175,"Charlie Beljan",24,NA,12757.75,457,"DistancefromCenterofFairway",2013
176,176,"Tag Ridings",24,NA,11889.167,422,"DistancefromCenterofFairway",2013
177,177,"Mark Wilson",19,NA,14015.25,493,"DistancefromCenterofFairway",2013
178,178,"DJ Trahan",16,NA,9438.5,328,"DistancefromCenterofFairway",2013
179,179,"Mike Weir",22,NA,10055.5,347,"DistancefromCenterofFairway",2013
180,180,"Michael Bradley",21,NA,9481,324,"DistancefromCenterofFairway",2013
