"DistancefromCenterofFairway_RANKTHISWEEK_2013","DistancefromCenterofFairway_RANKLASTWEEK_2013","DistancefromCenterofFairway_PLAYERNAME_2013","DistancefromCenterofFairway_EVENTS_2013","DistancefromCenterofFairway_AVG_2013","DistancefromCenterofFairway_TOTALDISTANCEFEET_2013","DistancefromCenterofFairway_TOTALSTROKES_2013","stat_name","year"
1,1,"Derek Ernst",21,NA,8551.583,405,"DistancefromCenterofFairway",2013
2,2,"Martin Laird",21,NA,9766,440,"DistancefromCenterofFairway",2013
3,3,"Bud Cauley",24,NA,10214,459,"DistancefromCenterofFairway",2013
4,4,"Robert Karlsson",18,NA,6866.75,304,"DistancefromCenterofFairway",2013
5,5,"Lee Westwood",19,NA,10026.75,440,"DistancefromCenterofFairway",2013
6,6,"Billy Horschel",26,NA,16727.167,732,"DistancefromCenterofFairway",2013
7,7,"Morgan Hoffmann",20,NA,9428,411,"DistancefromCenterofFairway",2013
8,8,"Jason Dufner",22,NA,12544.083,546,"DistancefromCenterofFairway",2013
8,8,"Rod Pampling",16,NA,6970.5,303,"DistancefromCenterofFairway",2013
8,8,"Boo Weekley",27,NA,17502,761,"DistancefromCenterofFairway",2013
11,11,"Russell Henley",24,NA,13702.75,593,"DistancefromCenterofFairway",2013
11,11,"Jordan Spieth",23,NA,14552.083,631,"DistancefromCenterofFairway",2013
13,13,"Roberto Castro",29,NA,18020.167,779,"DistancefromCenterofFairway",2013
13,13,"Nicholas Thompson",29,NA,17783.917,767,"DistancefromCenterofFairway",2013
13,13,"Bo Van Pelt",22,NA,11012.917,475,"DistancefromCenterofFairway",2013
16,16,"James Driscoll",23,NA,10711.167,461,"DistancefromCenterofFairway",2013
16,16,"YE Yang",19,NA,8534.583,367,"DistancefromCenterofFairway",2013
18,18,"John Merrick",23,NA,13251,566,"DistancefromCenterofFairway",2013
19,19,"Martin Kaymer",17,NA,8406.25,358,"DistancefromCenterofFairway",2013
20,20,"David Lynn",22,NA,10793.333,458,"DistancefromCenterofFairway",2013
20,20,"Henrik Norlander",22,NA,11503.083,487,"DistancefromCenterofFairway",2013
22,22,"Stephen Ames",19,NA,8295.75,351,"DistancefromCenterofFairway",2013
22,22,"Lucas Glover",23,NA,10294.083,435,"DistancefromCenterofFairway",2013
22,22,"DH Lee",22,NA,12565.667,531,"DistancefromCenterofFairway",2013
25,25,"Erik Compton",24,NA,12080.75,508,"DistancefromCenterofFairway",2013
25,25,"Freddie Jacobson",19,NA,8655.333,364,"DistancefromCenterofFairway",2013
25,25,"Rory McIlroy",16,NA,7585.417,319,"DistancefromCenterofFairway",2013
28,28,"Henrik Stenson",18,NA,10237.75,429,"DistancefromCenterofFairway",2013
28,28,"Steve Stricker",13,NA,8297.167,348,"DistancefromCenterofFairway",2013
28,28,"Camilo Villegas",23,NA,12303.333,517,"DistancefromCenterofFairway",2013
31,31,"Tom Gillis",22,NA,12854.167,538,"DistancefromCenterofFairway",2013
32,32,"Luke Guthrie",27,NA,12991.333,541,"DistancefromCenterofFairway",2013
32,32,"Matt Kuchar",23,NA,13186.167,549,"DistancefromCenterofFairway",2013
32,32,"Jin Park",20,NA,9690.75,404,"DistancefromCenterofFairway",2013
35,35,"Will Claxton",24,NA,11716.5,486,"DistancefromCenterofFairway",2013
35,35,"Brendon de Jonge",30,NA,21222,882,"DistancefromCenterofFairway",2013
35,35,"Brian Harman",29,NA,15159.25,629,"DistancefromCenterofFairway",2013
35,35,"John Rollins",24,NA,13093.833,544,"DistancefromCenterofFairway",2013
35,35,"Kevin Streelman",25,NA,15048.083,625,"DistancefromCenterofFairway",2013
35,35,"Michael Thompson",22,NA,10944.083,454,"DistancefromCenterofFairway",2013
41,41,"Ken Duke",28,NA,17571.75,728,"DistancefromCenterofFairway",2013
41,41,"Scott Langley",27,NA,13365.25,553,"DistancefromCenterofFairway",2013
41,41,"Brandt Snedeker",23,NA,12018.75,498,"DistancefromCenterofFairway",2013
44,44,"Scott Brown",21,NA,11343.917,466,"DistancefromCenterofFairway",2013
44,44,"Ben Crane",21,NA,11353.583,466,"DistancefromCenterofFairway",2013
44,44,"Ryo Ishikawa",23,NA,10185.333,418,"DistancefromCenterofFairway",2013
44,44,"David Lingmerth",23,NA,12589.083,517,"DistancefromCenterofFairway",2013
44,44,"Adam Scott",16,NA,9113.417,375,"DistancefromCenterofFairway",2013
49,49,"Justin Bolli",23,NA,9399.917,385,"DistancefromCenterofFairway",2013
49,49,"KJ Choi",24,NA,14627.667,600,"DistancefromCenterofFairway",2013
49,49,"Greg Owen",24,NA,13127.417,537,"DistancefromCenterofFairway",2013
49,49,"John Senden",25,NA,12449.417,510,"DistancefromCenterofFairway",2013
49,49,"Jimmy Walker",24,NA,13084.833,536,"DistancefromCenterofFairway",2013
54,54,"Bob Estes",18,NA,13262.667,541,"DistancefromCenterofFairway",2013
54,54,"Matt Every",28,NA,15773.167,644,"DistancefromCenterofFairway",2013
54,54,"Justin Rose",17,NA,9960.583,406,"DistancefromCenterofFairway",2013
57,57,"Sergio Garcia",17,NA,9524.917,388,"DistancefromCenterofFairway",2013
57,57,"Bobby Gates",20,NA,6448.667,262,"DistancefromCenterofFairway",2013
57,57,"DA Points",28,NA,14691.333,598,"DistancefromCenterofFairway",2013
57,57,"Chez Reavie",22,NA,15968.333,649,"DistancefromCenterofFairway",2013
57,57,"Brian Stuard",25,NA,13891.833,566,"DistancefromCenterofFairway",2013
57,57,"Andrew Svoboda",18,NA,7455.667,303,"DistancefromCenterofFairway",2013
57,57,"Cameron Tringale",24,NA,15868.083,645,"DistancefromCenterofFairway",2013
57,57,"Gary Woodland",26,NA,16057.833,654,"DistancefromCenterofFairway",2013
65,65,"Justin Hicks",25,NA,15589.167,632,"DistancefromCenterofFairway",2013
66,66,"Jason Bohn",23,NA,14820.417,598,"DistancefromCenterofFairway",2013
66,66,"Charley Hoffman",23,NA,14822.667,598,"DistancefromCenterofFairway",2013
66,66,"Steve LeBrun",21,NA,10807.5,437,"DistancefromCenterofFairway",2013
66,66,"Richard Lee",24,NA,16356.167,660,"DistancefromCenterofFairway",2013
66,66,"William McGirt",24,NA,15168.083,612,"DistancefromCenterofFairway",2013
66,66,"Charl Schwartzel",19,NA,11016.5,445,"DistancefromCenterofFairway",2013
72,72,"Tim Clark",20,NA,10170.25,409,"DistancefromCenterofFairway",2013
72,72,"Jason Kokrak",25,NA,13269,534,"DistancefromCenterofFairway",2013
72,72,"Phil Mickelson",21,NA,10814.75,435,"DistancefromCenterofFairway",2013
72,72,"Vaughn Taylor",16,NA,8864.5,357,"DistancefromCenterofFairway",2013
76,76,"James Hahn",26,NA,13398.167,537,"DistancefromCenterofFairway",2013
76,76,"David Hearn",26,NA,15423.167,618,"DistancefromCenterofFairway",2013
76,76,"Tim Herron",15,NA,7959.583,319,"DistancefromCenterofFairway",2013
76,76,"Zach Johnson",24,NA,16210.75,650,"DistancefromCenterofFairway",2013
76,76,"Chris Kirk",24,NA,16489.75,662,"DistancefromCenterofFairway",2013
76,76,"Jeff Maggert",21,NA,13238.5,531,"DistancefromCenterofFairway",2013
76,76,"Patrick Reed",26,NA,14090.417,566,"DistancefromCenterofFairway",2013
83,83,"Ben Curtis",20,NA,9673.833,387,"DistancefromCenterofFairway",2013
83,83,"Trevor Immelman",24,NA,12924.417,517,"DistancefromCenterofFairway",2013
83,83,"Dustin Johnson",22,NA,9078.583,363,"DistancefromCenterofFairway",2013
83,83,"Luke List",24,NA,7912.583,316,"DistancefromCenterofFairway",2013
83,83,"Shawn Stefani",21,NA,9003.583,360,"DistancefromCenterofFairway",2013
83,83,"Darron Stiles",20,NA,9960.75,398,"DistancefromCenterofFairway",2013
83,83,"Chris Stroud",26,NA,16636.333,666,"DistancefromCenterofFairway",2013
83,83,"Daniel Summerhays",26,NA,16399.583,657,"DistancefromCenterofFairway",2013
91,91,"Brian Davis",28,NA,19759.083,789,"DistancefromCenterofFairway",2013
91,91,"Ryan Palmer",22,NA,13738.75,547,"DistancefromCenterofFairway",2013
91,91,"Pat Perez",22,NA,13508.833,538,"DistancefromCenterofFairway",2013
91,91,"Tiger Woods",16,NA,9293.583,370,"DistancefromCenterofFairway",2013
95,95,"Jonas Blixt",24,NA,13528.167,537,"DistancefromCenterofFairway",2013
95,95,"Nicolas Colsaerts",17,NA,6614.917,263,"DistancefromCenterofFairway",2013
95,95,"Harris English",26,NA,16664.25,662,"DistancefromCenterofFairway",2013
95,95,"Brian Gay",24,NA,15917.333,632,"DistancefromCenterofFairway",2013
95,95,"Jim Herman",19,NA,9458.417,376,"DistancefromCenterofFairway",2013
95,95,"Jeff Overton",24,NA,14479.5,575,"DistancefromCenterofFairway",2013
95,95,"Webb Simpson",25,NA,15550.833,618,"DistancefromCenterofFairway",2013
102,102,"Matt Jones",24,NA,15779.833,625,"DistancefromCenterofFairway",2013
102,102,"Colt Knost",25,NA,13373.583,529,"DistancefromCenterofFairway",2013
102,102,"Rory Sabbatini",27,NA,14730.917,584,"DistancefromCenterofFairway",2013
102,102,"Kevin Stadler",25,NA,15119.833,598,"DistancefromCenterofFairway",2013
106,106,"Greg Chalmers",25,NA,15203.083,600,"DistancefromCenterofFairway",2013
106,106,"Kevin Chappell",24,NA,14372.75,568,"DistancefromCenterofFairway",2013
106,106,"Rickie Fowler",22,NA,12893.833,509,"DistancefromCenterofFairway",2013
106,106,"Graeme McDowell",16,NA,9085.75,359,"DistancefromCenterofFairway",2013
106,106,"Josh Teater",24,NA,13015.417,514,"DistancefromCenterofFairway",2013
111,111,"Stewart Cink",22,NA,11380.333,448,"DistancefromCenterofFairway",2013
111,111,"Martin Flores",25,NA,13941.917,549,"DistancefromCenterofFairway",2013
111,111,"George McNeill",21,NA,14758.833,580,"DistancefromCenterofFairway",2013
114,114,"Bill Haas",25,NA,15370.417,602,"DistancefromCenterofFairway",2013
114,114,"Andres Romero",21,NA,10397.417,408,"DistancefromCenterofFairway",2013
114,114,"Casey Wittenberg",27,NA,11363.083,446,"DistancefromCenterofFairway",2013
117,117,"Graham DeLaet",26,NA,19051.583,744,"DistancefromCenterofFairway",2013
117,117,"Doug LaBelle II",23,NA,14035.917,548,"DistancefromCenterofFairway",2013
119,119,"Luke Donald",17,NA,10030.917,391,"DistancefromCenterofFairway",2013
119,119,"Scott Stallings",27,NA,13943.583,544,"DistancefromCenterofFairway",2013
119,119,"Brendan Steele",26,NA,16496.333,642,"DistancefromCenterofFairway",2013
122,122,"Sangmoon Bae",26,NA,14905.5,579,"DistancefromCenterofFairway",2013
122,122,"Brandt Jobe",19,NA,12315.583,479,"DistancefromCenterofFairway",2013
122,122,"Justin Leonard",24,NA,17037.667,662,"DistancefromCenterofFairway",2013
122,122,"Eric Meierdierks",19,NA,7227.083,281,"DistancefromCenterofFairway",2013
122,122,"Ted Potter Jr",22,NA,13458.75,522,"DistancefromCenterofFairway",2013
122,122,"Lee Williams",22,NA,10959.833,425,"DistancefromCenterofFairway",2013
128,128,"Stuart Appleby",25,NA,17381.583,673,"DistancefromCenterofFairway",2013
128,128,"Jason Day",21,NA,12528.917,485,"DistancefromCenterofFairway",2013
128,128,"Bryce Molder",24,NA,16436.333,636,"DistancefromCenterofFairway",2013
128,128,"Alistair Presnell",23,NA,9261.417,358,"DistancefromCenterofFairway",2013
132,132,"Tommy Gainey",28,NA,15057.417,581,"DistancefromCenterofFairway",2013
132,132,"Peter Hanson",15,NA,6432.25,248,"DistancefromCenterofFairway",2013
132,132,"Ben Kohles",25,NA,14888.583,574,"DistancefromCenterofFairway",2013
132,132,"Geoff Ogilvy",19,NA,8767.417,338,"DistancefromCenterofFairway",2013
136,136,"Jim Furyk",22,NA,16310.083,628,"DistancefromCenterofFairway",2013
136,136,"Jerry Kelly",22,NA,16332.333,628,"DistancefromCenterofFairway",2013
136,136,"David Mathis",24,NA,13975.833,537,"DistancefromCenterofFairway",2013
139,139,"Robert Allenby",24,NA,10704.417,410,"DistancefromCenterofFairway",2013
139,139,"Brad Fritsch",24,NA,14016,537,"DistancefromCenterofFairway",2013
139,139,"Vijay Singh",19,NA,10446.833,400,"DistancefromCenterofFairway",2013
142,142,"Scott Gardiner",23,NA,10901.417,416,"DistancefromCenterofFairway",2013
142,142,"Ryan Moore",22,NA,14185.833,542,"DistancefromCenterofFairway",2013
144,144,"Ernie Els",19,NA,10259.667,391,"DistancefromCenterofFairway",2013
144,144,"Hunter Mahan",25,NA,16302.25,621,"DistancefromCenterofFairway",2013
146,146,"Keegan Bradley",25,NA,16600.583,630,"DistancefromCenterofFairway",2013
146,146,"Fabian Gomez",23,NA,12398.333,471,"DistancefromCenterofFairway",2013
146,146,"Charles Howell III",26,NA,15489.5,589,"DistancefromCenterofFairway",2013
149,149,"Angel Cabrera",21,NA,11508.333,435,"DistancefromCenterofFairway",2013
149,149,"Robert Garrigus",22,NA,9763.75,370,"DistancefromCenterofFairway",2013
149,149,"Carl Pettersson",24,NA,14092.667,533,"DistancefromCenterofFairway",2013
149,149,"Nick Watney",26,NA,16617.75,629,"DistancefromCenterofFairway",2013
153,153,"Padraig Harrington",17,NA,7454.583,281,"DistancefromCenterofFairway",2013
154,154,"Cameron Percy",21,NA,12271.083,462,"DistancefromCenterofFairway",2013
154,154,"Charlie Wi",23,NA,15161.833,571,"DistancefromCenterofFairway",2013
156,156,"Ricky Barnes",26,NA,14208.167,532,"DistancefromCenterofFairway",2013
156,156,"JJ Henry",26,NA,17761,666,"DistancefromCenterofFairway",2013
156,156,"Marc Leishman",23,NA,13806.25,517,"DistancefromCenterofFairway",2013
156,156,"Seung Yul Noh",25,NA,11816.833,443,"DistancefromCenterofFairway",2013
156,156,"Dicky Pride",23,NA,13998.417,525,"DistancefromCenterofFairway",2013
161,161,"Bubba Watson",21,NA,12586.417,470,"DistancefromCenterofFairway",2013
162,162,"Troy Matteson",24,NA,12056.083,449,"DistancefromCenterofFairway",2013
163,163,"Robert Streb",25,NA,13545.75,504,"DistancefromCenterofFairway",2013
164,164,"Scott Piercy",24,NA,12648.167,468,"DistancefromCenterofFairway",2013
164,164,"Aaron Watkins",19,NA,8199,304,"DistancefromCenterofFairway",2013
