"Front9Round4ScoringAverage_RANKTHISWEEK_2008","Front9Round4ScoringAverage_RANKLASTWEEK_2008","Front9Round4ScoringAverage_PLAYERNAME_2008","Front9Round4ScoringAverage__2008","Front9Round4ScoringAverage_AVG_2008","Front9Round4ScoringAverage_TOTALSTROKES_2008","Front9Round4ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Steve Allan",NA,33.71,236,7,"Front9Round4ScoringAverage",2008
2,2,"Steve Stricker",NA,34,510,15,"Front9Round4ScoringAverage",2008
2,2,"Bob Tway",NA,34,510,15,"Front9Round4ScoringAverage",2008
4,4,"Hunter Mahan",NA,34.24,582,17,"Front9Round4ScoringAverage",2008
5,5,"Ernie Els",NA,34.4,344,10,"Front9Round4ScoringAverage",2008
5,5,"Ryuji Imada",NA,34.4,516,15,"Front9Round4ScoringAverage",2008
7,7,"Mathias Gronberg",NA,34.42,413,12,"Front9Round4ScoringAverage",2008
8,8,"Fred Couples",NA,34.5,414,12,"Front9Round4ScoringAverage",2008
8,8,"Kent Jones",NA,34.5,414,12,"Front9Round4ScoringAverage",2008
10,10,"Rod Pampling",NA,34.58,415,12,"Front9Round4ScoringAverage",2008
11,11,"Mark Hensby",NA,34.6,346,10,"Front9Round4ScoringAverage",2008
12,12,"Vijay Singh",NA,34.71,590,17,"Front9Round4ScoringAverage",2008
13,13,"Chad Campbell",NA,34.74,660,19,"Front9Round4ScoringAverage",2008
14,14,"Chris Riley",NA,34.78,313,9,"Front9Round4ScoringAverage",2008
15,15,"Pat Perez",NA,34.8,696,20,"Front9Round4ScoringAverage",2008
16,16,"Steve Elkington",NA,34.82,592,17,"Front9Round4ScoringAverage",2008
16,16,"Robert Garrigus",NA,34.82,592,17,"Front9Round4ScoringAverage",2008
18,18,"Woody Austin",NA,34.83,801,23,"Front9Round4ScoringAverage",2008
18,18,"Anthony Kim",NA,34.83,627,18,"Front9Round4ScoringAverage",2008
18,18,"Phil Mickelson",NA,34.83,627,18,"Front9Round4ScoringAverage",2008
21,21,"Kevin Na",NA,34.84,662,19,"Front9Round4ScoringAverage",2008
22,22,"Steve Flesch",NA,34.88,593,17,"Front9Round4ScoringAverage",2008
22,22,"Scott McCarron",NA,34.88,279,8,"Front9Round4ScoringAverage",2008
24,24,"Tim Herron",NA,34.9,698,20,"Front9Round4ScoringAverage",2008
24,24,"Adam Scott",NA,34.9,349,10,"Front9Round4ScoringAverage",2008
26,26,"Aaron Baddeley",NA,34.93,524,15,"Front9Round4ScoringAverage",2008
27,27,"Dean Wilson",NA,34.95,769,22,"Front9Round4ScoringAverage",2008
28,28,"Jonathan Byrd",NA,35,560,16,"Front9Round4ScoringAverage",2008
28,28,"Glen Day",NA,35,420,12,"Front9Round4ScoringAverage",2008
28,28,"David Duval",NA,35,210,6,"Front9Round4ScoringAverage",2008
28,28,"JP Hayes",NA,35,245,7,"Front9Round4ScoringAverage",2008
28,28,"David Lutterus",NA,35,245,7,"Front9Round4ScoringAverage",2008
28,28,"Steve Marino",NA,35,945,27,"Front9Round4ScoringAverage",2008
28,28,"Brett Rumford",NA,35,315,9,"Front9Round4ScoringAverage",2008
28,28,"Scott Sterling",NA,35,560,16,"Front9Round4ScoringAverage",2008
28,28,"Ron Whittaker",NA,35,175,5,"Front9Round4ScoringAverage",2008
37,37,"Charley Hoffman",NA,35.06,561,16,"Front9Round4ScoringAverage",2008
37,37,"Nick OHern",NA,35.06,561,16,"Front9Round4ScoringAverage",2008
39,39,"KJ Choi",NA,35.07,526,15,"Front9Round4ScoringAverage",2008
39,39,"Sean OHair",NA,35.07,526,15,"Front9Round4ScoringAverage",2008
39,39,"Johnson Wagner",NA,35.07,491,14,"Front9Round4ScoringAverage",2008
42,42,"Paul Goydos",NA,35.08,456,13,"Front9Round4ScoringAverage",2008
42,42,"Mark Wilson",NA,35.08,842,24,"Front9Round4ScoringAverage",2008
44,44,"Padraig Harrington",NA,35.09,386,11,"Front9Round4ScoringAverage",2008
45,45,"Shane Bertsch",NA,35.11,667,19,"Front9Round4ScoringAverage",2008
45,45,"Tim Clark",NA,35.11,632,18,"Front9Round4ScoringAverage",2008
45,45,"Ben Curtis",NA,35.11,632,18,"Front9Round4ScoringAverage",2008
45,45,"John Senden",NA,35.11,632,18,"Front9Round4ScoringAverage",2008
49,49,"Jeff Gove",NA,35.14,246,7,"Front9Round4ScoringAverage",2008
49,49,"Heath Slocum",NA,35.14,773,22,"Front9Round4ScoringAverage",2008
51,51,"Robert Allenby",NA,35.15,914,26,"Front9Round4ScoringAverage",2008
51,51,"Brian Gay",NA,35.15,703,20,"Front9Round4ScoringAverage",2008
53,53,"Ryan Armour",NA,35.17,422,12,"Front9Round4ScoringAverage",2008
53,53,"Jason Day",NA,35.17,422,12,"Front9Round4ScoringAverage",2008
53,53,"Chris Stroud",NA,35.17,422,12,"Front9Round4ScoringAverage",2008
56,56,"Joe Durant",NA,35.18,598,17,"Front9Round4ScoringAverage",2008
56,56,"Tom Pernice Jr",NA,35.18,774,22,"Front9Round4ScoringAverage",2008
56,56,"Scott Verplank",NA,35.18,598,17,"Front9Round4ScoringAverage",2008
59,59,"Mike Weir",NA,35.21,669,19,"Front9Round4ScoringAverage",2008
60,60,"Mathew Goggin",NA,35.22,634,18,"Front9Round4ScoringAverage",2008
60,60,"Zach Johnson",NA,35.22,634,18,"Front9Round4ScoringAverage",2008
60,60,"Camilo Villegas",NA,35.22,634,18,"Front9Round4ScoringAverage",2008
63,63,"Sergio Garcia",NA,35.24,599,17,"Front9Round4ScoringAverage",2008
64,64,"Justin Leonard",NA,35.26,811,23,"Front9Round4ScoringAverage",2008
64,64,"DJ Trahan",NA,35.26,670,19,"Front9Round4ScoringAverage",2008
66,66,"Billy Mayfair",NA,35.27,776,22,"Front9Round4ScoringAverage",2008
67,67,"Stewart Cink",NA,35.28,635,18,"Front9Round4ScoringAverage",2008
67,67,"Bill Haas",NA,35.28,635,18,"Front9Round4ScoringAverage",2008
69,69,"Jerry Kelly",NA,35.29,494,14,"Front9Round4ScoringAverage",2008
70,70,"Brad Elder",NA,35.3,353,10,"Front9Round4ScoringAverage",2008
71,71,"Martin Laird",NA,35.32,671,19,"Front9Round4ScoringAverage",2008
71,71,"Kevin Sutherland",NA,35.32,777,22,"Front9Round4ScoringAverage",2008
73,73,"Stephen Ames",NA,35.33,636,18,"Front9Round4ScoringAverage",2008
73,73,"Freddie Jacobson",NA,35.33,530,15,"Front9Round4ScoringAverage",2008
73,73,"Richard Johnson",NA,35.33,318,9,"Front9Round4ScoringAverage",2008
73,73,"Ryan Palmer",NA,35.33,424,12,"Front9Round4ScoringAverage",2008
73,73,"Boo Weekley",NA,35.33,636,18,"Front9Round4ScoringAverage",2008
78,78,"Bob Estes",NA,35.35,601,17,"Front9Round4ScoringAverage",2008
78,78,"John Mallinger",NA,35.35,707,20,"Front9Round4ScoringAverage",2008
80,80,"Jim Furyk",NA,35.36,778,22,"Front9Round4ScoringAverage",2008
80,80,"Michael Letzig",NA,35.36,495,14,"Front9Round4ScoringAverage",2008
82,82,"Charles Howell III",NA,35.37,672,19,"Front9Round4ScoringAverage",2008
83,83,"Peter Lonard",NA,35.38,566,16,"Front9Round4ScoringAverage",2008
83,83,"Brenden Pappas",NA,35.38,283,8,"Front9Round4ScoringAverage",2008
83,83,"Charlie Wi",NA,35.38,743,21,"Front9Round4ScoringAverage",2008
86,86,"Ben Crane",NA,35.39,637,18,"Front9Round4ScoringAverage",2008
86,86,"Tim Wilkinson",NA,35.39,637,18,"Front9Round4ScoringAverage",2008
88,88,"Tag Ridings",NA,35.4,531,15,"Front9Round4ScoringAverage",2008
89,89,"Joe Ogilvie",NA,35.42,673,19,"Front9Round4ScoringAverage",2008
89,89,"Kevin Streelman",NA,35.42,850,24,"Front9Round4ScoringAverage",2008
91,91,"James Driscoll",NA,35.43,496,14,"Front9Round4ScoringAverage",2008
92,92,"Davis Love III",NA,35.44,567,16,"Front9Round4ScoringAverage",2008
92,92,"Ted Purdy",NA,35.44,319,9,"Front9Round4ScoringAverage",2008
94,94,"Steve Lowery",NA,35.45,390,11,"Front9Round4ScoringAverage",2008
94,94,"Nicholas Thompson",NA,35.45,709,20,"Front9Round4ScoringAverage",2008
96,96,"Michael Allen",NA,35.5,639,18,"Front9Round4ScoringAverage",2008
96,96,"Alejandro Canizares",NA,35.5,355,10,"Front9Round4ScoringAverage",2008
96,96,"Brian Davis",NA,35.5,710,20,"Front9Round4ScoringAverage",2008
96,96,"Nathan Green",NA,35.5,639,18,"Front9Round4ScoringAverage",2008
96,96,"George McNeill",NA,35.5,710,20,"Front9Round4ScoringAverage",2008
96,96,"Tim Petrovic",NA,35.5,568,16,"Front9Round4ScoringAverage",2008
96,96,"Andres Romero",NA,35.5,497,14,"Front9Round4ScoringAverage",2008
96,96,"Kevin Stadler",NA,35.5,497,14,"Front9Round4ScoringAverage",2008
104,104,"Cameron Beckman",NA,35.53,533,15,"Front9Round4ScoringAverage",2008
104,104,"David Toms",NA,35.53,533,15,"Front9Round4ScoringAverage",2008
106,106,"Harrison Frazar",NA,35.54,462,13,"Front9Round4ScoringAverage",2008
107,107,"Eric Axley",NA,35.55,711,20,"Front9Round4ScoringAverage",2008
107,107,"Paul Casey",NA,35.55,391,11,"Front9Round4ScoringAverage",2008
109,109,"Briny Baird",NA,35.56,960,27,"Front9Round4ScoringAverage",2008
110,110,"Frank Lickliter II",NA,35.57,747,21,"Front9Round4ScoringAverage",2008
110,110,"Corey Pavin",NA,35.57,498,14,"Front9Round4ScoringAverage",2008
112,112,"John Rollins",NA,35.58,676,19,"Front9Round4ScoringAverage",2008
112,112,"Omar Uresti",NA,35.58,427,12,"Front9Round4ScoringAverage",2008
114,114,"Bart Bryant",NA,35.59,605,17,"Front9Round4ScoringAverage",2008
115,115,"Doug LaBelle II",NA,35.6,356,10,"Front9Round4ScoringAverage",2008
115,115,"Jeff Maggert",NA,35.6,534,15,"Front9Round4ScoringAverage",2008
117,117,"Jason Allred",NA,35.63,285,8,"Front9Round4ScoringAverage",2008
117,117,"Ken Duke",NA,35.63,855,24,"Front9Round4ScoringAverage",2008
117,117,"Dustin Johnson",NA,35.63,570,16,"Front9Round4ScoringAverage",2008
117,117,"Bo Van Pelt",NA,35.63,677,19,"Front9Round4ScoringAverage",2008
122,122,"Kenny Perry",NA,35.64,784,22,"Front9Round4ScoringAverage",2008
122,122,"Marc Turnesa",NA,35.64,499,14,"Front9Round4ScoringAverage",2008
124,124,"Alex Cejka",NA,35.67,428,12,"Front9Round4ScoringAverage",2008
124,124,"Carlos Franco",NA,35.67,428,12,"Front9Round4ScoringAverage",2008
126,126,"JJ Henry",NA,35.68,678,19,"Front9Round4ScoringAverage",2008
126,126,"Jeff Overton",NA,35.68,678,19,"Front9Round4ScoringAverage",2008
128,128,"Tommy Armour III",NA,35.69,464,13,"Front9Round4ScoringAverage",2008
128,128,"John Riegger",NA,35.69,464,13,"Front9Round4ScoringAverage",2008
130,130,"Paul Claxton",NA,35.71,250,7,"Front9Round4ScoringAverage",2008
130,130,"Parker McLachlin",NA,35.71,607,17,"Front9Round4ScoringAverage",2008
130,130,"Brandt Snedeker",NA,35.71,607,17,"Front9Round4ScoringAverage",2008
133,133,"Chad Collins",NA,35.73,393,11,"Front9Round4ScoringAverage",2008
134,134,"Lucas Glover",NA,35.74,679,19,"Front9Round4ScoringAverage",2008
135,135,"Matt Kuchar",NA,35.76,608,17,"Front9Round4ScoringAverage",2008
136,136,"Carl Pettersson",NA,35.77,930,26,"Front9Round4ScoringAverage",2008
