"3PuttsperRound_RANKTHISWEEK_2006","3PuttsperRound_RANKLASTWEEK_2006","3PuttsperRound_PLAYERNAME_2006","3PuttsperRound_ROUNDS_2006","3PuttsperRound_AVG_2006","3PuttsperRound_TOTAL3PUTTS_2006","3PuttsperRound_TOTALROUNDS_2006","stat_name","year"
1,1,"Matt Hansen",68,1.06,70,66,"3PuttsperRound",2006
2,2,"Wes Short Jr",96,0.95,89,94,"3PuttsperRound",2006
2,2,"Nicholas Thompson",96,0.95,88,93,"3PuttsperRound",2006
4,4,"Fred Couples",52,0.92,46,50,"3PuttsperRound",2006
4,4,"JB Holmes",81,0.92,71,77,"3PuttsperRound",2006
6,6,"Thomas Levet",53,0.86,44,51,"3PuttsperRound",2006
7,7,"Michael Connell",51,0.85,41,48,"3PuttsperRound",2006
8,8,"Roger Tambellini",64,0.84,51,61,"3PuttsperRound",2006
9,9,"Mark Calcavecchia",94,0.83,77,93,"3PuttsperRound",2006
10,10,"Carlos Franco",86,0.81,70,86,"3PuttsperRound",2006
11,11,"Mathew Goggin",72,0.8,56,70,"3PuttsperRound",2006
12,12,"John Daly",51,0.78,38,49,"3PuttsperRound",2006
12,12,"James Driscoll",80,0.78,62,80,"3PuttsperRound",2006
14,14,"Jason Gore",86,0.77,65,84,"3PuttsperRound",2006
15,15,"JP Hayes",55,0.76,42,55,"3PuttsperRound",2006
15,15,"Chris Smith",67,0.76,51,67,"3PuttsperRound",2006
17,17,"John Huston",74,0.75,54,72,"3PuttsperRound",2006
18,18,"Adam Scott",70,0.74,50,68,"3PuttsperRound",2006
18,18,"Mike Sposa",68,0.74,48,65,"3PuttsperRound",2006
20,20,"Robert Garrigus",85,0.72,60,83,"3PuttsperRound",2006
20,20,"Jonathan Kaye",95,0.72,66,92,"3PuttsperRound",2006
22,22,"Sergio Garcia",59,0.71,39,55,"3PuttsperRound",2006
22,22,"Hunter Mahan",98,0.71,70,98,"3PuttsperRound",2006
22,22,"Ted Purdy",103,0.71,72,101,"3PuttsperRound",2006
25,25,"Lee Janzen",79,0.7,55,79,"3PuttsperRound",2006
25,25,"Will Ma Kenzie",91,0.7,62,88,"3PuttsperRound",2006
