"ScramblingFringeRTPScore_RANKTHISWEEK_2009","ScramblingFringeRTPScore_RANKLASTWEEK_2009","ScramblingFringeRTPScore_PLAYERNAME_2009","ScramblingFringeRTPScore_ROUNDS_2009","ScramblingFringeRTPScore_AVGRTP_2009","ScramblingFringeRTPScore_TOTALHOLES_2009","ScramblingFringeRTPScore_TOTALRTP_2009","stat_name","year"
59,59,"Johnson Wagner",81,0.015,66,1,"ScramblingFringeRTPScore",2009
62,62,"David Mathis",82,0.016,64,1,"ScramblingFringeRTPScore",2009
63,63,"Kris Blanks",60,0.019,54,1,"ScramblingFringeRTPScore",2009
63,63,"Greg Chalmers",85,0.019,54,1,"ScramblingFringeRTPScore",2009
65,65,"Geoff Ogilvy",78,0.02,50,1,"ScramblingFringeRTPScore",2009
66,66,"Jarrod Lyle",65,0.021,48,1,"ScramblingFringeRTPScore",2009
67,67,"Aaron Baddeley",66,0.023,43,1,"ScramblingFringeRTPScore",2009
67,67,"Ben Crane",93,0.023,86,2,"ScramblingFringeRTPScore",2009
69,69,"Bob Heintz",59,0.024,41,1,"ScramblingFringeRTPScore",2009
70,70,"Hunter Mahan",94,0.026,76,2,"ScramblingFringeRTPScore",2009
70,70,"Joe Ogilvie",85,0.026,76,2,"ScramblingFringeRTPScore",2009
70,70,"Chris Riley",77,0.026,76,2,"ScramblingFringeRTPScore",2009
73,73,"Marc Leishman",91,0.027,74,2,"ScramblingFringeRTPScore",2009
74,74,"Darron Stiles",52,0.028,36,1,"ScramblingFringeRTPScore",2009
75,75,"Brad Adamonis",70,0.029,70,2,"ScramblingFringeRTPScore",2009
76,76,"Ryuji Imada",85,0.03,66,2,"ScramblingFringeRTPScore",2009
77,77,"Woody Austin",84,0.031,65,2,"ScramblingFringeRTPScore",2009
77,77,"Ryan Palmer",78,0.031,65,2,"ScramblingFringeRTPScore",2009
79,79,"Dustin Johnson",85,0.035,57,2,"ScramblingFringeRTPScore",2009
79,79,"Rocco Mediate",79,0.035,57,2,"ScramblingFringeRTPScore",2009
81,81,"Bo Van Pelt",100,0.036,83,3,"ScramblingFringeRTPScore",2009
82,82,"John Senden",100,0.037,81,3,"ScramblingFringeRTPScore",2009
83,83,"Jonathan Byrd",89,0.038,78,3,"ScramblingFringeRTPScore",2009
83,83,"Lee Janzen",74,0.038,52,2,"ScramblingFringeRTPScore",2009
85,85,"Tommy Armour III",58,0.039,51,2,"ScramblingFringeRTPScore",2009
85,85,"Scott McCarron",91,0.039,77,3,"ScramblingFringeRTPScore",2009
87,87,"Briny Baird",89,0.041,73,3,"ScramblingFringeRTPScore",2009
87,87,"Luke Donald",79,0.041,49,2,"ScramblingFringeRTPScore",2009
89,89,"Corey Pavin",73,0.042,72,3,"ScramblingFringeRTPScore",2009
90,90,"Mark Brooks",55,0.043,47,2,"ScramblingFringeRTPScore",2009
91,91,"Freddie Jacobson",83,0.044,68,3,"ScramblingFringeRTPScore",2009
92,92,"Kenny Perry",92,0.045,67,3,"ScramblingFringeRTPScore",2009
92,92,"Rick Price",54,0.045,44,2,"ScramblingFringeRTPScore",2009
92,92,"Scott Verplank",88,0.045,67,3,"ScramblingFringeRTPScore",2009
92,92,"Mike Weir",85,0.045,66,3,"ScramblingFringeRTPScore",2009
96,96,"Tim Clark",81,0.047,64,3,"ScramblingFringeRTPScore",2009
97,97,"Stewart Cink",79,0.048,62,3,"ScramblingFringeRTPScore",2009
97,97,"Brian Davis",103,0.048,84,4,"ScramblingFringeRTPScore",2009
97,97,"Tag Ridings",50,0.048,42,2,"ScramblingFringeRTPScore",2009
97,97,"Heath Slocum",95,0.048,83,4,"ScramblingFringeRTPScore",2009
101,101,"Sean OHair",80,0.049,61,3,"ScramblingFringeRTPScore",2009
101,101,"Chris Stroud",88,0.049,61,3,"ScramblingFringeRTPScore",2009
101,101,"Casey Wittenberg",71,0.049,61,3,"ScramblingFringeRTPScore",2009
104,104,"Rory Sabbatini",81,0.051,59,3,"ScramblingFringeRTPScore",2009
105,105,"Jeff Klauk",97,0.052,77,4,"ScramblingFringeRTPScore",2009
106,106,"Harrison Frazar",93,0.053,57,3,"ScramblingFringeRTPScore",2009
106,106,"Sergio Garcia",59,0.053,38,2,"ScramblingFringeRTPScore",2009
106,106,"Vaughn Taylor",88,0.053,75,4,"ScramblingFringeRTPScore",2009
109,109,"Chris DiMarco",97,0.054,92,5,"ScramblingFringeRTPScore",2009
110,110,"Greg Kraft",51,0.055,55,3,"ScramblingFringeRTPScore",2009
110,110,"Scott Piercy",85,0.055,73,4,"ScramblingFringeRTPScore",2009
110,110,"Charlie Wi",92,0.055,73,4,"ScramblingFringeRTPScore",2009
113,113,"Ben Curtis",63,0.056,36,2,"ScramblingFringeRTPScore",2009
113,113,"Bob Estes",78,0.056,71,4,"ScramblingFringeRTPScore",2009
115,115,"Ken Duke",87,0.057,70,4,"ScramblingFringeRTPScore",2009
115,115,"Martin Laird",72,0.057,53,3,"ScramblingFringeRTPScore",2009
117,117,"James Nitties",86,0.059,68,4,"ScramblingFringeRTPScore",2009
118,118,"Anthony Kim",76,0.06,50,3,"ScramblingFringeRTPScore",2009
118,118,"Billy Mayfair",83,0.06,67,4,"ScramblingFringeRTPScore",2009
118,118,"John Merrick",91,0.06,67,4,"ScramblingFringeRTPScore",2009
118,118,"Webb Simpson",94,0.06,83,5,"ScramblingFringeRTPScore",2009
122,122,"Kevin Sutherland",96,0.062,65,4,"ScramblingFringeRTPScore",2009
123,123,"Padraig Harrington",66,0.064,47,3,"ScramblingFringeRTPScore",2009
124,124,"Ricky Barnes",67,0.067,45,3,"ScramblingFringeRTPScore",2009
125,125,"Stuart Appleby",79,0.068,59,4,"ScramblingFringeRTPScore",2009
125,125,"Chad Campbell",90,0.068,74,5,"ScramblingFringeRTPScore",2009
125,125,"Steve Elkington",70,0.068,59,4,"ScramblingFringeRTPScore",2009
125,125,"Steve Lowery",83,0.068,74,5,"ScramblingFringeRTPScore",2009
125,125,"Nick OHern",90,0.068,74,5,"ScramblingFringeRTPScore",2009
130,130,"Eric Axley",71,0.07,43,3,"ScramblingFringeRTPScore",2009
130,130,"Jimmy Walker",74,0.07,57,4,"ScramblingFringeRTPScore",2009
132,132,"Michael Allen",73,0.071,70,5,"ScramblingFringeRTPScore",2009
132,132,"Rich Beem",77,0.071,56,4,"ScramblingFringeRTPScore",2009
134,134,"Steve Flesch",77,0.074,68,5,"ScramblingFringeRTPScore",2009
134,134,"Spencer Levin",75,0.074,54,4,"ScramblingFringeRTPScore",2009
136,136,"Pat Perez",74,0.076,66,5,"ScramblingFringeRTPScore",2009
137,137,"Chez Reavie",81,0.078,64,5,"ScramblingFringeRTPScore",2009
138,138,"Richard Johnson",85,0.082,61,5,"ScramblingFringeRTPScore",2009
139,139,"Jason Bohn",88,0.083,84,7,"ScramblingFringeRTPScore",2009
139,139,"Jeff Quinney",78,0.083,84,7,"ScramblingFringeRTPScore",2009
141,141,"Mark Calcavecchia",72,0.085,59,5,"ScramblingFringeRTPScore",2009
141,141,"Derek Fathauer",63,0.085,47,4,"ScramblingFringeRTPScore",2009
141,141,"Brian Gay",96,0.085,82,7,"ScramblingFringeRTPScore",2009
141,141,"Nathan Green",104,0.085,82,7,"ScramblingFringeRTPScore",2009
141,141,"Vijay Singh",71,0.085,47,4,"ScramblingFringeRTPScore",2009
146,146,"DA Points",99,0.086,93,8,"ScramblingFringeRTPScore",2009
147,147,"Brett Quigley",92,0.09,78,7,"ScramblingFringeRTPScore",2009
148,148,"Fred Couples",54,0.091,33,3,"ScramblingFringeRTPScore",2009
149,149,"Jason Day",61,0.093,43,4,"ScramblingFringeRTPScore",2009
150,150,"Matt Bettencourt",98,0.096,83,8,"ScramblingFringeRTPScore",2009
150,150,"Brian Vranesh",51,0.096,52,5,"ScramblingFringeRTPScore",2009
152,152,"Stephen Ames",77,0.1,60,6,"ScramblingFringeRTPScore",2009
153,153,"Kirk Triplett",60,0.101,69,7,"ScramblingFringeRTPScore",2009
154,154,"Will Ma Kenzie",69,0.102,49,5,"ScramblingFringeRTPScore",2009
155,155,"Ted Purdy",101,0.103,87,9,"ScramblingFringeRTPScore",2009
156,156,"Parker McLachlin",71,0.104,67,7,"ScramblingFringeRTPScore",2009
157,157,"Aron Price",89,0.107,75,8,"ScramblingFringeRTPScore",2009
158,158,"Greg Owen",97,0.109,64,7,"ScramblingFringeRTPScore",2009
158,158,"Boo Weekley",79,0.109,64,7,"ScramblingFringeRTPScore",2009
160,160,"Marc Turnesa",77,0.111,72,8,"ScramblingFringeRTPScore",2009
161,161,"Brendon de Jonge",90,0.113,71,8,"ScramblingFringeRTPScore",2009
162,162,"Nick Watney",86,0.114,70,8,"ScramblingFringeRTPScore",2009
163,163,"David Toms",98,0.118,85,10,"ScramblingFringeRTPScore",2009
164,164,"Glen Day",79,0.123,57,7,"ScramblingFringeRTPScore",2009
165,165,"Peter Lonard",86,0.127,71,9,"ScramblingFringeRTPScore",2009
166,166,"Joe Durant",62,0.13,54,7,"ScramblingFringeRTPScore",2009
167,167,"Jason Gore",74,0.132,68,9,"ScramblingFringeRTPScore",2009
167,167,"Charley Hoffman",97,0.132,76,10,"ScramblingFringeRTPScore",2009
169,169,"Paul Goydos",79,0.134,67,9,"ScramblingFringeRTPScore",2009
170,170,"Gary Woodland",53,0.135,37,5,"ScramblingFringeRTPScore",2009
171,171,"Brian Bateman",55,0.14,50,7,"ScramblingFringeRTPScore",2009
171,171,"Cliff Kresge",78,0.14,57,8,"ScramblingFringeRTPScore",2009
173,173,"Alex Cejka",82,0.145,62,9,"ScramblingFringeRTPScore",2009
174,174,"Brad Faxon",59,0.15,60,9,"ScramblingFringeRTPScore",2009
175,175,"John Rollins",92,0.151,86,13,"ScramblingFringeRTPScore",2009
176,176,"Adam Scott",53,0.159,44,7,"ScramblingFringeRTPScore",2009
177,177,"KJ Choi",65,0.16,50,8,"ScramblingFringeRTPScore",2009
178,178,"Andres Romero",58,0.161,31,5,"ScramblingFringeRTPScore",2009
179,179,"Justin Rose",71,0.175,40,7,"ScramblingFringeRTPScore",2009
180,180,"David Duval",56,0.184,49,9,"ScramblingFringeRTPScore",2009
181,181,"Leif Olson",51,0.188,48,9,"ScramblingFringeRTPScore",2009
182,182,"Brendon Todd",53,0.194,36,7,"ScramblingFringeRTPScore",2009
183,183,"JB Holmes",74,0.226,53,12,"ScramblingFringeRTPScore",2009
184,184,"Peter Tomasulo",61,0.244,45,11,"ScramblingFringeRTPScore",2009
