"PuttsMadePerEventOver20_RANKTHISWEEK_2015","PuttsMadePerEventOver20_RANKLASTWEEK_2015","PuttsMadePerEventOver20_PLAYERNAME_2015","PuttsMadePerEventOver20_ROUNDS_2015","PuttsMadePerEventOver20_PUTTSMADE_2015","stat_name","year"
1,1,"Sergio Garcia",59,2.6,"PuttsMadePerEventOver20",2015
2,2,"Jason Day",75,2.4,"PuttsMadePerEventOver20",2015
3,3,"Lee Westwood",56,2.3,"PuttsMadePerEventOver20",2015
4,4,"Henrik Stenson",63,2.1,"PuttsMadePerEventOver20",2015
4,4,"Camilo Villegas",83,2.1,"PuttsMadePerEventOver20",2015
6,6,"Stewart Cink",77,2,"PuttsMadePerEventOver20",2015
6,6,"Luke Donald",71,2,"PuttsMadePerEventOver20",2015
6,6,"Billy Horschel",99,2,"PuttsMadePerEventOver20",2015
6,6,"Pat Perez",96,2,"PuttsMadePerEventOver20",2015
10,10,"Matt Jones",89,1.9,"PuttsMadePerEventOver20",2015
10,10,"Brooks Koepka",84,1.9,"PuttsMadePerEventOver20",2015
10,10,"Ben Martin",93,1.9,"PuttsMadePerEventOver20",2015
10,10,"Jordan Spieth",91,1.9,"PuttsMadePerEventOver20",2015
14,14,"Russell Henley",87,1.8,"PuttsMadePerEventOver20",2015
14,14,"Louis Oosthuizen",68,1.8,"PuttsMadePerEventOver20",2015
14,14,"Patrick Reed",103,1.8,"PuttsMadePerEventOver20",2015
17,17,"Matt Kuchar",97,1.7,"PuttsMadePerEventOver20",2015
17,17,"Kevin Na",98,1.7,"PuttsMadePerEventOver20",2015
17,17,"Sean OHair",86,1.7,"PuttsMadePerEventOver20",2015
17,17,"Geoff Ogilvy",50,1.7,"PuttsMadePerEventOver20",2015
17,17,"Ian Poulter",68,1.7,"PuttsMadePerEventOver20",2015
17,17,"Brandt Snedeker",98,1.7,"PuttsMadePerEventOver20",2015
17,17,"Daniel Summerhays",101,1.7,"PuttsMadePerEventOver20",2015
17,17,"Cameron Tringale",96,1.7,"PuttsMadePerEventOver20",2015
17,17,"Will Wilcox",58,1.7,"PuttsMadePerEventOver20",2015
26,26,"Steven Bowditch",103,1.6,"PuttsMadePerEventOver20",2015
26,26,"Paul Casey",87,1.6,"PuttsMadePerEventOver20",2015
26,26,"Tony Finau",106,1.6,"PuttsMadePerEventOver20",2015
26,26,"Martin Flores",95,1.6,"PuttsMadePerEventOver20",2015
26,26,"Luke Guthrie",84,1.6,"PuttsMadePerEventOver20",2015
26,26,"James Hahn",94,1.6,"PuttsMadePerEventOver20",2015
26,26,"Charles Howell III",105,1.6,"PuttsMadePerEventOver20",2015
26,26,"Russell Knox",96,1.6,"PuttsMadePerEventOver20",2015
26,26,"Hideki Matsuyama",95,1.6,"PuttsMadePerEventOver20",2015
26,26,"Scott Piercy",90,1.6,"PuttsMadePerEventOver20",2015
26,26,"Adam Scott",51,1.6,"PuttsMadePerEventOver20",2015
37,37,"Zac Blair",108,1.5,"PuttsMadePerEventOver20",2015
37,37,"Keegan Bradley",87,1.5,"PuttsMadePerEventOver20",2015
37,37,"Jamie Donaldson",50,1.5,"PuttsMadePerEventOver20",2015
37,37,"Jason Dufner",76,1.5,"PuttsMadePerEventOver20",2015
37,37,"Brian Harman",90,1.5,"PuttsMadePerEventOver20",2015
37,37,"Ryo Ishikawa",90,1.5,"PuttsMadePerEventOver20",2015
37,37,"Zach Johnson",90,1.5,"PuttsMadePerEventOver20",2015
37,37,"Cameron Percy",72,1.5,"PuttsMadePerEventOver20",2015
37,37,"Scott Pinckney",88,1.5,"PuttsMadePerEventOver20",2015
37,37,"Robert Streb",110,1.5,"PuttsMadePerEventOver20",2015
37,37,"Kevin Streelman",95,1.5,"PuttsMadePerEventOver20",2015
37,37,"Hudson Swafford",97,1.5,"PuttsMadePerEventOver20",2015
37,37,"Michael Thompson",83,1.5,"PuttsMadePerEventOver20",2015
37,37,"David Toms",62,1.5,"PuttsMadePerEventOver20",2015
37,37,"Jimmy Walker",89,1.5,"PuttsMadePerEventOver20",2015
37,37,"Steve Wheatcroft",87,1.5,"PuttsMadePerEventOver20",2015
53,53,"Jason Bohn",95,1.4,"PuttsMadePerEventOver20",2015
53,53,"Greg Chalmers",58,1.4,"PuttsMadePerEventOver20",2015
53,53,"Ernie Els",57,1.4,"PuttsMadePerEventOver20",2015
53,53,"Harris English",105,1.4,"PuttsMadePerEventOver20",2015
53,53,"Rickie Fowler",76,1.4,"PuttsMadePerEventOver20",2015
53,53,"Jim Furyk",71,1.4,"PuttsMadePerEventOver20",2015
53,53,"Fabian Gomez",83,1.4,"PuttsMadePerEventOver20",2015
53,53,"Andres Gonzales",90,1.4,"PuttsMadePerEventOver20",2015
53,53,"Bill Haas",89,1.4,"PuttsMadePerEventOver20",2015
53,53,"Adam Hadwin",95,1.4,"PuttsMadePerEventOver20",2015
53,53,"Danny Lee",120,1.4,"PuttsMadePerEventOver20",2015
53,53,"Hunter Mahan",88,1.4,"PuttsMadePerEventOver20",2015
53,53,"Troy Merritt",91,1.4,"PuttsMadePerEventOver20",2015
