"SubParRounds_RANKTHISWEEK_2008","SubParRounds_RANKLASTWEEK_2008","SubParRounds_PLAYERNAME_2008","SubParRounds_EVENTS_2008","stat_name","year"
1,1,"Steve Marino",32,"SubParRounds",2008
2,2,"Kevin Streelman",32,"SubParRounds",2008
3,3,"Ken Duke",33,"SubParRounds",2008
4,4,"Kevin Sutherland",26,"SubParRounds",2008
5,5,"Briny Baird",30,"SubParRounds",2008
6,6,"Brian Davis",34,"SubParRounds",2008
6,6,"Patrick Sheehan",35,"SubParRounds",2008
8,8,"Nicholas Thompson",36,"SubParRounds",2008
9,9,"Brian Gay",31,"SubParRounds",2008
9,9,"Mark Wilson",29,"SubParRounds",2008
11,11,"Robert Allenby",28,"SubParRounds",2008
12,12,"Vaughn Taylor",32,"SubParRounds",2008
13,13,"Billy Mayfair",29,"SubParRounds",2008
13,13,"Kenny Perry",26,"SubParRounds",2008
15,15,"Bill Haas",31,"SubParRounds",2008
16,16,"Tom Pernice Jr",30,"SubParRounds",2008
17,17,"Eric Axley",35,"SubParRounds",2008
17,17,"Shane Bertsch",29,"SubParRounds",2008
17,17,"Charles Howell III",31,"SubParRounds",2008
17,17,"Carl Pettersson",29,"SubParRounds",2008
17,17,"Nick Watney",27,"SubParRounds",2008
22,22,"Woody Austin",30,"SubParRounds",2008
22,22,"Justin Leonard",25,"SubParRounds",2008
24,24,"Jim Furyk",26,"SubParRounds",2008
24,24,"Jason Gore",33,"SubParRounds",2008
24,24,"Martin Laird",29,"SubParRounds",2008
24,24,"Kevin Na",29,"SubParRounds",2008
24,24,"Joe Ogilvie",29,"SubParRounds",2008
24,24,"Tim Wilkinson",29,"SubParRounds",2008
24,24,"Dean Wilson",32,"SubParRounds",2008
31,31,"Chad Campbell",28,"SubParRounds",2008
31,31,"Stewart Cink",23,"SubParRounds",2008
31,31,"JJ Henry",34,"SubParRounds",2008
31,31,"Phil Mickelson",21,"SubParRounds",2008
31,31,"Chez Reavie",30,"SubParRounds",2008
31,31,"Heath Slocum",29,"SubParRounds",2008
