"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2008","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2008","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2008","AveragePuttingDistanceGIR3Putts_ROUNDS_2008","AveragePuttingDistanceGIR3Putts_AVG_2008","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2008","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2008","stat_name","year"
1,1,"Ken Duke",116,NA,22.276,37,"AveragePuttingDistanceGIR3Putts",2008
2,2,"Ryuji Imada",80,NA,11.816,20,"AveragePuttingDistanceGIR3Putts",2008
3,3,"Todd Hamilton",92,NA,15.682,27,"AveragePuttingDistanceGIR3Putts",2008
3,3,"Tim Petrovic",97,NA,28.463,49,"AveragePuttingDistanceGIR3Putts",2008
5,5,"Troy Matteson",94,NA,34.196,59,"AveragePuttingDistanceGIR3Putts",2008
6,6,"Ernie Els",51,NA,12.078,21,"AveragePuttingDistanceGIR3Putts",2008
7,7,"Richard Johnson",77,NA,17.156,30,"AveragePuttingDistanceGIR3Putts",2008
9,9,"Brett Quigley",80,NA,14.526,26,"AveragePuttingDistanceGIR3Putts",2008
10,10,"Steve Allan",58,NA,17.288,31,"AveragePuttingDistanceGIR3Putts",2008
10,10,"John Rollins",94,NA,26.8,48,"AveragePuttingDistanceGIR3Putts",2008
12,12,"Peter Lonard",92,NA,23.936,43,"AveragePuttingDistanceGIR3Putts",2008
13,13,"Ryan Palmer",69,NA,14.459,26,"AveragePuttingDistanceGIR3Putts",2008
14,14,"Marc Turnesa",87,NA,16.552,30,"AveragePuttingDistanceGIR3Putts",2008
15,15,"Scott McCarron",63,NA,19.828,36,"AveragePuttingDistanceGIR3Putts",2008
16,16,"Tommy Armour III",77,NA,23.111,42,"AveragePuttingDistanceGIR3Putts",2008
16,16,"Daniel Chopra",84,NA,7.694,14,"AveragePuttingDistanceGIR3Putts",2008
18,18,"Hunter Mahan",87,NA,18.121,33,"AveragePuttingDistanceGIR3Putts",2008
19,19,"Nathan Green",95,NA,20.264,37,"AveragePuttingDistanceGIR3Putts",2008
19,19,"Bob Sowards",61,NA,14.787,27,"AveragePuttingDistanceGIR3Putts",2008
19,19,"Bob Tway",70,NA,9.871,18,"AveragePuttingDistanceGIR3Putts",2008
19,19,"Johnson Wagner",83,NA,21.922,40,"AveragePuttingDistanceGIR3Putts",2008
23,23,"Matt Kuchar",88,NA,15.839,29,"AveragePuttingDistanceGIR3Putts",2008
24,24,"John Riegger",73,NA,22.787,42,"AveragePuttingDistanceGIR3Putts",2008
25,25,"Briny Baird",113,NA,30.326,56,"AveragePuttingDistanceGIR3Putts",2008
25,25,"Jim McGovern",75,NA,18.44,34,"AveragePuttingDistanceGIR3Putts",2008
27,27,"Omar Uresti",74,NA,21.632,40,"AveragePuttingDistanceGIR3Putts",2008
27,27,"Mark Wilson",107,NA,24.877,46,"AveragePuttingDistanceGIR3Putts",2008
29,29,"Cliff Kresge",84,NA,21.052,39,"AveragePuttingDistanceGIR3Putts",2008
30,30,"Jay Williamson",96,NA,26.926,50,"AveragePuttingDistanceGIR3Putts",2008
31,31,"Bubba Watson",97,NA,25.264,47,"AveragePuttingDistanceGIR3Putts",2008
32,32,"Stephen Leaney",53,NA,11.822,22,"AveragePuttingDistanceGIR3Putts",2008
32,32,"Corey Pavin",69,NA,10.739,20,"AveragePuttingDistanceGIR3Putts",2008
32,32,"Jimmy Walker",73,NA,16.661,31,"AveragePuttingDistanceGIR3Putts",2008
35,35,"Tim Herron",97,NA,21.974,41,"AveragePuttingDistanceGIR3Putts",2008
35,35,"Charles Howell III",101,NA,20.914,39,"AveragePuttingDistanceGIR3Putts",2008
35,35,"Zach Johnson",85,NA,16.623,31,"AveragePuttingDistanceGIR3Putts",2008
38,38,"Jon Mills",95,NA,25.155,47,"AveragePuttingDistanceGIR3Putts",2008
39,39,"Mathias Gronberg",87,NA,28.85,54,"AveragePuttingDistanceGIR3Putts",2008
39,39,"Parker McLachlin",88,NA,18.148,34,"AveragePuttingDistanceGIR3Putts",2008
41,41,"Brad Adamonis",87,NA,21.258,40,"AveragePuttingDistanceGIR3Putts",2008
42,42,"Dustin Johnson",92,NA,15.905,30,"AveragePuttingDistanceGIR3Putts",2008
42,42,"Martin Laird",98,NA,26.497,50,"AveragePuttingDistanceGIR3Putts",2008
44,44,"JJ Henry",108,NA,25.339,48,"AveragePuttingDistanceGIR3Putts",2008
44,44,"Billy Mayfair",103,NA,27.473,52,"AveragePuttingDistanceGIR3Putts",2008
44,44,"Vaughn Taylor",103,NA,24.8,47,"AveragePuttingDistanceGIR3Putts",2008
47,47,"Kent Jones",68,NA,16.344,31,"AveragePuttingDistanceGIR3Putts",2008
48,48,"KJ Choi",74,NA,11.571,22,"AveragePuttingDistanceGIR3Putts",2008
48,48,"John Senden",93,NA,22.626,43,"AveragePuttingDistanceGIR3Putts",2008
50,50,"Todd Demsey",80,NA,18.359,35,"AveragePuttingDistanceGIR3Putts",2008
50,50,"Kenny Perry",97,NA,26.752,51,"AveragePuttingDistanceGIR3Putts",2008
52,52,"Justin Bolli",87,NA,25.13,48,"AveragePuttingDistanceGIR3Putts",2008
52,52,"Paul Goydos",78,NA,15.711,30,"AveragePuttingDistanceGIR3Putts",2008
52,52,"John Mallinger",95,NA,15.72,30,"AveragePuttingDistanceGIR3Putts",2008
52,52,"Tim Wilkinson",95,NA,15.196,29,"AveragePuttingDistanceGIR3Putts",2008
56,56,"Angel Cabrera",55,NA,9.94,19,"AveragePuttingDistanceGIR3Putts",2008
57,57,"Jin Park",85,NA,18.274,35,"AveragePuttingDistanceGIR3Putts",2008
58,58,"Stephen Ames",83,NA,13.555,26,"AveragePuttingDistanceGIR3Putts",2008
58,58,"Fred Couples",60,NA,12.511,24,"AveragePuttingDistanceGIR3Putts",2008
60,60,"Brad Elder",67,NA,9.367,18,"AveragePuttingDistanceGIR3Putts",2008
61,61,"Michael Letzig",88,NA,18.69,36,"AveragePuttingDistanceGIR3Putts",2008
61,61,"Shigeki Maruyama",50,NA,9.334,18,"AveragePuttingDistanceGIR3Putts",2008
63,63,"Michael Allen",91,NA,18.129,35,"AveragePuttingDistanceGIR3Putts",2008
63,63,"Bill Haas",99,NA,19.695,38,"AveragePuttingDistanceGIR3Putts",2008
63,63,"Justin Leonard",101,NA,10.88,21,"AveragePuttingDistanceGIR3Putts",2008
66,66,"Bart Bryant",81,NA,18.103,35,"AveragePuttingDistanceGIR3Putts",2008
66,66,"Ben Curtis",80,NA,9.302,18,"AveragePuttingDistanceGIR3Putts",2008
66,66,"Jeff Overton",103,NA,25.346,49,"AveragePuttingDistanceGIR3Putts",2008
66,66,"Scott Sterling",89,NA,19.113,37,"AveragePuttingDistanceGIR3Putts",2008
70,70,"Stuart Appleby",87,NA,14.975,29,"AveragePuttingDistanceGIR3Putts",2008
70,70,"Kevin Sutherland",98,NA,20.658,40,"AveragePuttingDistanceGIR3Putts",2008
72,72,"Dean Wilson",109,NA,20.046,39,"AveragePuttingDistanceGIR3Putts",2008
73,73,"Jeff Quinney",87,NA,14.365,28,"AveragePuttingDistanceGIR3Putts",2008
74,74,"Brian Gay",102,NA,12.804,25,"AveragePuttingDistanceGIR3Putts",2008
74,74,"Lucas Glover",91,NA,18.962,37,"AveragePuttingDistanceGIR3Putts",2008
74,74,"Greg Kraft",63,NA,12.797,25,"AveragePuttingDistanceGIR3Putts",2008
77,77,"Freddie Jacobson",78,NA,13.808,27,"AveragePuttingDistanceGIR3Putts",2008
77,77,"Matt Jones",95,NA,24.03,47,"AveragePuttingDistanceGIR3Putts",2008
79,79,"JB Holmes",86,NA,22.434,44,"AveragePuttingDistanceGIR3Putts",2008
79,79,"Ryan Moore",72,NA,15.795,31,"AveragePuttingDistanceGIR3Putts",2008
81,81,"James Driscoll",85,NA,14.261,28,"AveragePuttingDistanceGIR3Putts",2008
81,81,"David Duval",51,NA,13.731,27,"AveragePuttingDistanceGIR3Putts",2008
81,81,"YE Yang",89,NA,22.907,45,"AveragePuttingDistanceGIR3Putts",2008
84,84,"Charles Warren",79,NA,25.368,50,"AveragePuttingDistanceGIR3Putts",2008
85,85,"Robert Allenby",108,NA,23.769,47,"AveragePuttingDistanceGIR3Putts",2008
85,85,"Brandt Jobe",52,NA,12.639,25,"AveragePuttingDistanceGIR3Putts",2008
87,87,"Nick OHern",82,NA,13.136,26,"AveragePuttingDistanceGIR3Putts",2008
87,87,"Kyle Thompson",70,NA,14.153,28,"AveragePuttingDistanceGIR3Putts",2008
89,89,"Kenneth Ferrie",72,NA,19.648,39,"AveragePuttingDistanceGIR3Putts",2008
90,90,"Tom Lehman",51,NA,12.076,24,"AveragePuttingDistanceGIR3Putts",2008
90,90,"George McNeill",97,NA,28.156,56,"AveragePuttingDistanceGIR3Putts",2008
92,92,"Chris DiMarco",87,NA,18.567,37,"AveragePuttingDistanceGIR3Putts",2008
92,92,"Jeff Maggert",86,NA,23.07,46,"AveragePuttingDistanceGIR3Putts",2008
92,92,"Patrick Sheehan",124,NA,20.599,41,"AveragePuttingDistanceGIR3Putts",2008
92,92,"Charlie Wi",97,NA,23.095,46,"AveragePuttingDistanceGIR3Putts",2008
96,96,"Jim Furyk",95,NA,12.003,24,"AveragePuttingDistanceGIR3Putts",2008
97,97,"Tim Clark",90,NA,17.438,35,"AveragePuttingDistanceGIR3Putts",2008
97,97,"Travis Perkins",53,NA,12.954,26,"AveragePuttingDistanceGIR3Putts",2008
99,99,"Jason Allred",63,NA,20.866,42,"AveragePuttingDistanceGIR3Putts",2008
99,99,"Lee Janzen",89,NA,22.375,45,"AveragePuttingDistanceGIR3Putts",2008
99,99,"John Merrick",98,NA,20.857,42,"AveragePuttingDistanceGIR3Putts",2008
102,102,"Chris Stroud",81,NA,18.826,38,"AveragePuttingDistanceGIR3Putts",2008
103,103,"Aaron Baddeley",76,NA,6.424,13,"AveragePuttingDistanceGIR3Putts",2008
103,103,"Paul Casey",55,NA,13.332,27,"AveragePuttingDistanceGIR3Putts",2008
103,103,"Chad Collins",72,NA,10.369,21,"AveragePuttingDistanceGIR3Putts",2008
103,103,"Chez Reavie",102,NA,24.678,50,"AveragePuttingDistanceGIR3Putts",2008
103,103,"Tag Ridings",88,NA,25.697,52,"AveragePuttingDistanceGIR3Putts",2008
108,108,"Bob Estes",90,NA,20.218,41,"AveragePuttingDistanceGIR3Putts",2008
108,108,"Trevor Immelman",70,NA,12.827,26,"AveragePuttingDistanceGIR3Putts",2008
110,110,"Glen Day",64,NA,8.358,17,"AveragePuttingDistanceGIR3Putts",2008
111,111,"Woody Austin",109,NA,24.081,49,"AveragePuttingDistanceGIR3Putts",2008
111,111,"Sergio Garcia",72,NA,15.721,32,"AveragePuttingDistanceGIR3Putts",2008
111,111,"Dudley Hart",74,NA,17.171,35,"AveragePuttingDistanceGIR3Putts",2008
114,114,"Charley Hoffman",94,NA,23.039,47,"AveragePuttingDistanceGIR3Putts",2008
115,115,"Steve Elkington",84,NA,13.699,28,"AveragePuttingDistanceGIR3Putts",2008
115,115,"Tommy Gainey",60,NA,17.109,35,"AveragePuttingDistanceGIR3Putts",2008
115,115,"Brett Rumford",72,NA,16.133,33,"AveragePuttingDistanceGIR3Putts",2008
118,118,"Marco Dawson",64,NA,9.273,19,"AveragePuttingDistanceGIR3Putts",2008
119,119,"Nick Watney",96,NA,22.382,46,"AveragePuttingDistanceGIR3Putts",2008
119,119,"Ron Whittaker",54,NA,13.645,28,"AveragePuttingDistanceGIR3Putts",2008
121,121,"Davis Love III",78,NA,20.404,42,"AveragePuttingDistanceGIR3Putts",2008
122,122,"Kevin Streelman",114,NA,28.137,58,"AveragePuttingDistanceGIR3Putts",2008
123,123,"Cameron Beckman",87,NA,20.794,43,"AveragePuttingDistanceGIR3Putts",2008
123,123,"Jonathan Byrd",88,NA,19.844,41,"AveragePuttingDistanceGIR3Putts",2008
123,123,"Camilo Villegas",79,NA,11.133,23,"AveragePuttingDistanceGIR3Putts",2008
126,126,"Eric Axley",113,NA,20.292,42,"AveragePuttingDistanceGIR3Putts",2008
126,126,"Chad Campbell",94,NA,22.224,46,"AveragePuttingDistanceGIR3Putts",2008
126,126,"Boo Weekley",86,NA,23.648,49,"AveragePuttingDistanceGIR3Putts",2008
129,129,"Doug LaBelle II",65,NA,11.07,23,"AveragePuttingDistanceGIR3Putts",2008
130,130,"Stewart Cink",87,NA,13.889,29,"AveragePuttingDistanceGIR3Putts",2008
130,130,"Ben Crane",86,NA,14.381,30,"AveragePuttingDistanceGIR3Putts",2008
130,130,"Padraig Harrington",52,NA,7.659,16,"AveragePuttingDistanceGIR3Putts",2008
130,130,"Brandt Snedeker",85,NA,17.73,37,"AveragePuttingDistanceGIR3Putts",2008
134,134,"Geoff Ogilvy",65,NA,8.13,17,"AveragePuttingDistanceGIR3Putts",2008
135,135,"Olin Browne",77,NA,18.116,38,"AveragePuttingDistanceGIR3Putts",2008
135,135,"Nicholas Thompson",113,NA,36.264,76,"AveragePuttingDistanceGIR3Putts",2008
137,137,"Harrison Frazar",73,NA,22.355,47,"AveragePuttingDistanceGIR3Putts",2008
138,138,"Brian Davis",108,NA,28.038,59,"AveragePuttingDistanceGIR3Putts",2008
139,139,"Alejandro Canizares",52,NA,8.54,18,"AveragePuttingDistanceGIR3Putts",2008
139,139,"Retief Goosen",59,NA,9.955,21,"AveragePuttingDistanceGIR3Putts",2008
139,139,"Vijay Singh",82,NA,13.274,28,"AveragePuttingDistanceGIR3Putts",2008
142,142,"Rich Beem",90,NA,18.93,40,"AveragePuttingDistanceGIR3Putts",2008
143,143,"David Toms",70,NA,11.788,25,"AveragePuttingDistanceGIR3Putts",2008
144,144,"Jerry Kelly",89,NA,11.294,24,"AveragePuttingDistanceGIR3Putts",2008
145,145,"Shane Bertsch",96,NA,14.075,30,"AveragePuttingDistanceGIR3Putts",2008
145,145,"Mathew Goggin",91,NA,17.371,37,"AveragePuttingDistanceGIR3Putts",2008
145,145,"Heath Slocum",104,NA,20.187,43,"AveragePuttingDistanceGIR3Putts",2008
145,145,"Steve Stricker",75,NA,11.257,24,"AveragePuttingDistanceGIR3Putts",2008
149,149,"Nick Flanagan",89,NA,26.703,57,"AveragePuttingDistanceGIR3Putts",2008
149,149,"Jesper Parnevik",88,NA,20.142,43,"AveragePuttingDistanceGIR3Putts",2008
151,151,"Carlos Franco",73,NA,15.826,34,"AveragePuttingDistanceGIR3Putts",2008
152,152,"Jason Day",81,NA,16.237,35,"AveragePuttingDistanceGIR3Putts",2008
152,152,"Rory Sabbatini",77,NA,19.022,41,"AveragePuttingDistanceGIR3Putts",2008
152,152,"Tom Scherrer",56,NA,10.678,23,"AveragePuttingDistanceGIR3Putts",2008
155,155,"Gavin Coles",54,NA,9.247,20,"AveragePuttingDistanceGIR3Putts",2008
155,155,"Carl Pettersson",110,NA,17.082,37,"AveragePuttingDistanceGIR3Putts",2008
157,157,"Chris Riley",51,NA,6.45,14,"AveragePuttingDistanceGIR3Putts",2008
158,158,"Ian Poulter",51,NA,5.516,12,"AveragePuttingDistanceGIR3Putts",2008
158,158,"Ted Purdy",68,NA,15.627,34,"AveragePuttingDistanceGIR3Putts",2008
158,158,"Bo Van Pelt",101,NA,24.855,54,"AveragePuttingDistanceGIR3Putts",2008
161,161,"Steve Flesch",95,NA,19.723,43,"AveragePuttingDistanceGIR3Putts",2008
162,162,"Adam Scott",51,NA,10.533,23,"AveragePuttingDistanceGIR3Putts",2008
163,163,"Billy Andrade",71,NA,18.281,40,"AveragePuttingDistanceGIR3Putts",2008
163,163,"Ryan Armour",87,NA,16.896,37,"AveragePuttingDistanceGIR3Putts",2008
163,163,"Kevin Stadler",90,NA,18.286,40,"AveragePuttingDistanceGIR3Putts",2008
166,166,"Steve Lowery",74,NA,18.711,41,"AveragePuttingDistanceGIR3Putts",2008
166,166,"Pat Perez",93,NA,21.423,47,"AveragePuttingDistanceGIR3Putts",2008
168,168,"JP Hayes",67,NA,12.298,27,"AveragePuttingDistanceGIR3Putts",2008
169,169,"Brenden Pappas",66,NA,11.754,26,"AveragePuttingDistanceGIR3Putts",2008
170,170,"Robert Garrigus",90,NA,25.256,56,"AveragePuttingDistanceGIR3Putts",2008
171,171,"Joe Durant",92,NA,31.082,69,"AveragePuttingDistanceGIR3Putts",2008
172,172,"Alex Cejka",75,NA,13.916,31,"AveragePuttingDistanceGIR3Putts",2008
172,172,"Tom Pernice Jr",104,NA,23.372,52,"AveragePuttingDistanceGIR3Putts",2008
174,174,"Mark Hensby",71,NA,16.019,36,"AveragePuttingDistanceGIR3Putts",2008
174,174,"Kevin Na",97,NA,18.243,41,"AveragePuttingDistanceGIR3Putts",2008
176,176,"Jeff Gove",50,NA,12.432,28,"AveragePuttingDistanceGIR3Putts",2008
176,176,"Anthony Kim",81,NA,11.533,26,"AveragePuttingDistanceGIR3Putts",2008
176,176,"Steve Marino",119,NA,24.854,56,"AveragePuttingDistanceGIR3Putts",2008
179,179,"Craig Kanada",65,NA,7.511,17,"AveragePuttingDistanceGIR3Putts",2008
179,179,"DJ Trahan",94,NA,20.79,47,"AveragePuttingDistanceGIR3Putts",2008
181,181,"Mark Calcavecchia",67,NA,14.102,32,"AveragePuttingDistanceGIR3Putts",2008
182,182,"David Lutterus",59,NA,16.711,38,"AveragePuttingDistanceGIR3Putts",2008
182,182,"Will Ma Kenzie",62,NA,12.316,28,"AveragePuttingDistanceGIR3Putts",2008
184,184,"Jason Gore",94,NA,21.517,49,"AveragePuttingDistanceGIR3Putts",2008
185,185,"John Huston",56,NA,10.041,23,"AveragePuttingDistanceGIR3Putts",2008
186,186,"Rod Pampling",83,NA,15.246,35,"AveragePuttingDistanceGIR3Putts",2008
