"Par4Performance_RANKTHISWEEK_2007","Par4Performance_RANKLASTWEEK_2007","Par4Performance_PLAYERNAME_2007","Par4Performance_ROUNDS_2007","Par4Performance_STATUS_2007","Par4Performance_PAR4AVG_2007","Par4Performance_TOTALPAR_2007","stat_name","year"
1,1,"Tiger Woods",63,-23,3.97,2672,"Par4Performance",2007
2,2,"Bo Van Pelt",104,-14,3.99,4532,"Par4Performance",2007
3,3,"Freddie Jacobson",70,-6,3.99,3048,"Par4Performance",2007
3,3,"Jay Williamson",50,-6,3.99,2124,"Par4Performance",2007
5,5,"Jeff Overton",60,-3,4,2556,"Par4Performance",2007
6,6,"Alex Cejka",80,4,4,3420,"Par4Performance",2007
7,7,"Chris Riley",59,8,4.01,2516,"Par4Performance",2007
8,8,"Steve Stricker",81,10,4.01,3560,"Par4Performance",2007
9,9,"Jim Furyk",84,11,4.01,3632,"Par4Performance",2007
10,10,"Tag Ridings",52,12,4.02,2172,"Par4Performance",2007
11,11,"Rory Sabbatini",81,18,4.02,3496,"Par4Performance",2007
12,12,"KJ Choi",87,19,4.02,3748,"Par4Performance",2007
12,12,"Ernie Els",59,19,4.03,2592,"Par4Performance",2007
14,14,"Michael Sim",52,21,4.04,2240,"Par4Performance",2007
15,15,"Sean OHair",98,22,4.02,4296,"Par4Performance",2007
15,15,"Heath Slocum",101,22,4.02,4424,"Par4Performance",2007
17,17,"Tommy Armour III",81,23,4.03,3444,"Par4Performance",2007
18,18,"Woody Austin",95,24,4.02,4144,"Par4Performance",2007
18,18,"Jarrod Lyle",77,24,4.03,3316,"Par4Performance",2007
20,20,"Vijay Singh",102,25,4.02,4432,"Par4Performance",2007
21,21,"Scott Verplank",82,26,4.03,3628,"Par4Performance",2007
22,22,"Brian Davis",101,27,4.02,4356,"Par4Performance",2007
23,23,"Jesper Parnevik",88,28,4.03,3764,"Par4Performance",2007
24,24,"Brandt Snedeker",105,31,4.03,4608,"Par4Performance",2007
25,25,"Stephen Ames",81,33,4.04,3412,"Par4Performance",2007
26,26,"Craig Bowden",78,34,4.04,3300,"Par4Performance",2007
26,26,"Bart Bryant",87,34,4.04,3700,"Par4Performance",2007
28,28,"Steve Allan",63,35,4.05,2712,"Par4Performance",2007
28,28,"Padraig Harrington",64,35,4.05,2752,"Par4Performance",2007
28,28,"Stephen Leaney",82,35,4.04,3524,"Par4Performance",2007
28,28,"Justin Rose",63,35,4.05,2664,"Par4Performance",2007
32,32,"Peter Lonard",85,36,4.04,3704,"Par4Performance",2007
32,32,"Geoff Ogilvy",84,36,4.04,3488,"Par4Performance",2007
34,34,"Cameron Beckman",96,37,4.04,4092,"Par4Performance",2007
34,34,"David Toms",80,37,4.04,3436,"Par4Performance",2007
36,36,"Craig Barlow",52,38,4.07,2184,"Par4Performance",2007
37,37,"Marco Dawson",73,39,4.05,3140,"Par4Performance",2007
37,37,"Zach Johnson",76,39,4.05,3284,"Par4Performance",2007
37,37,"Matt Kuchar",85,39,4.04,3688,"Par4Performance",2007
37,37,"Steve Lowery",74,39,4.05,3160,"Par4Performance",2007
41,41,"Jose Coceres",50,40,4.07,2188,"Par4Performance",2007
41,41,"Ken Duke",112,40,4.03,4804,"Par4Performance",2007
41,41,"Mathias Gronberg",95,40,4.04,4044,"Par4Performance",2007
41,41,"Kevin Na",84,40,4.04,3596,"Par4Performance",2007
45,45,"Daniel Chopra",106,41,4.04,4492,"Par4Performance",2007
45,45,"Jason Gore",86,41,4.04,3660,"Par4Performance",2007
45,45,"Anthony Kim",93,41,4.04,4056,"Par4Performance",2007
45,45,"Cliff Kresge",107,41,4.04,4652,"Par4Performance",2007
45,45,"Camilo Villegas",82,41,4.05,3568,"Par4Performance",2007
50,50,"Sergio Garcia",68,43,4.06,2928,"Par4Performance",2007
50,50,"Hunter Mahan",91,43,4.04,4048,"Par4Performance",2007
50,50,"Adam Scott",69,43,4.06,3008,"Par4Performance",2007
53,53,"Mark Brooks",53,44,4.08,2284,"Par4Performance",2007
53,53,"Justin Leonard",95,44,4.04,4192,"Par4Performance",2007
53,53,"Billy Mayfair",98,44,4.04,4276,"Par4Performance",2007
56,56,"Lucas Glover",98,45,4.04,4160,"Par4Performance",2007
56,56,"Ian Poulter",63,45,4.07,2648,"Par4Performance",2007
56,56,"Chris Stroud",66,45,4.06,2844,"Par4Performance",2007
59,59,"Tim Clark",66,46,4.07,2800,"Par4Performance",2007
