"FirstTeeLateLowestRound_RANKTHISWEEK_2012","FirstTeeLateLowestRound_RANKLASTWEEK_2012","FirstTeeLateLowestRound_PLAYERNAME_2012","FirstTeeLateLowestRound_ROUNDS_2012","FirstTeeLateLowestRound_LOWRND_2012","stat_name","year"
1,1,"Tommy Gainey",98,60,"FirstTeeLateLowestRound",2012
2,2,"Ryan Moore",89,61,"FirstTeeLateLowestRound",2012
2,2,"Charlie Wi",86,61,"FirstTeeLateLowestRound",2012
4,4,"Bud Cauley",99,62,"FirstTeeLateLowestRound",2012
4,4,"JB Holmes",90,62,"FirstTeeLateLowestRound",2012
4,4,"Marc Leishman",84,62,"FirstTeeLateLowestRound",2012
4,4,"John Mallinger",74,62,"FirstTeeLateLowestRound",2012
4,4,"Seung Yul Noh",105,62,"FirstTeeLateLowestRound",2012
4,4,"Mark Wilson",84,62,"FirstTeeLateLowestRound",2012
10,10,"John Daly",50,63,"FirstTeeLateLowestRound",2012
10,10,"Jason Dufner",83,63,"FirstTeeLateLowestRound",2012
10,10,"Scott Dunlap",57,63,"FirstTeeLateLowestRound",2012
10,10,"Brian Harman",101,63,"FirstTeeLateLowestRound",2012
10,10,"John Huh",99,63,"FirstTeeLateLowestRound",2012
10,10,"Dustin Johnson",70,63,"FirstTeeLateLowestRound",2012
10,10,"Chris Kirk",93,63,"FirstTeeLateLowestRound",2012
10,10,"Garth Mulroy",59,63,"FirstTeeLateLowestRound",2012
10,10,"Louis Oosthuizen",65,63,"FirstTeeLateLowestRound",2012
10,10,"Webb Simpson",77,63,"FirstTeeLateLowestRound",2012
10,10,"Steve Stricker",73,63,"FirstTeeLateLowestRound",2012
10,10,"Daniel Summerhays",81,63,"FirstTeeLateLowestRound",2012
10,10,"David Toms",60,63,"FirstTeeLateLowestRound",2012
23,23,"Charlie Beljan",61,64,"FirstTeeLateLowestRound",2012
23,23,"Keegan Bradley",90,64,"FirstTeeLateLowestRound",2012
23,23,"Brian Davis",91,64,"FirstTeeLateLowestRound",2012
23,23,"Jim Furyk",85,64,"FirstTeeLateLowestRound",2012
23,23,"Robert Garrigus",89,64,"FirstTeeLateLowestRound",2012
23,23,"Bobby Gates",87,64,"FirstTeeLateLowestRound",2012
23,23,"Tom Gillis",75,64,"FirstTeeLateLowestRound",2012
23,23,"Luke Guthrie",14,64,"FirstTeeLateLowestRound",2012
23,23,"Bill Haas",79,64,"FirstTeeLateLowestRound",2012
23,23,"Billy Hurley III",70,64,"FirstTeeLateLowestRound",2012
23,23,"Justin Leonard",79,64,"FirstTeeLateLowestRound",2012
23,23,"Jeff Maggert",83,64,"FirstTeeLateLowestRound",2012
23,23,"Phil Mickelson",79,64,"FirstTeeLateLowestRound",2012
23,23,"Kevin Na",80,64,"FirstTeeLateLowestRound",2012
23,23,"Rod Pampling",88,64,"FirstTeeLateLowestRound",2012
23,23,"Ted Potter Jr",77,64,"FirstTeeLateLowestRound",2012
23,23,"Brandt Snedeker",81,64,"FirstTeeLateLowestRound",2012
23,23,"Scott Stallings",78,64,"FirstTeeLateLowestRound",2012
23,23,"Camilo Villegas",79,64,"FirstTeeLateLowestRound",2012
42,42,"Robert Allenby",76,65,"FirstTeeLateLowestRound",2012
42,42,"Scott Brown",65,65,"FirstTeeLateLowestRound",2012
42,42,"Chad Campbell",84,65,"FirstTeeLateLowestRound",2012
42,42,"Alex Cejka",37,65,"FirstTeeLateLowestRound",2012
42,42,"Kevin Chappell",91,65,"FirstTeeLateLowestRound",2012
42,42,"KJ Choi",71,65,"FirstTeeLateLowestRound",2012
42,42,"Gary Christian",91,65,"FirstTeeLateLowestRound",2012
42,42,"Will Claxton",99,65,"FirstTeeLateLowestRound",2012
42,42,"Nicolas Colsaerts",31,65,"FirstTeeLateLowestRound",2012
42,42,"Ben Crane",73,65,"FirstTeeLateLowestRound",2012
42,42,"Jason Day",57,65,"FirstTeeLateLowestRound",2012
42,42,"Brendon de Jonge",115,65,"FirstTeeLateLowestRound",2012
42,42,"Ken Duke",104,65,"FirstTeeLateLowestRound",2012
42,42,"Joe Durant",40,65,"FirstTeeLateLowestRound",2012
42,42,"Derek Ernst",4,65,"FirstTeeLateLowestRound",2012
42,42,"Retief Goosen",39,65,"FirstTeeLateLowestRound",2012
42,42,"Peter Hanson",40,65,"FirstTeeLateLowestRound",2012
42,42,"Freddie Jacobson",61,65,"FirstTeeLateLowestRound",2012
42,42,"Lee Janzen",40,65,"FirstTeeLateLowestRound",2012
