"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2008","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2008","BirdieorBetterPercentage150175ya_PLAYERNAME_2008","BirdieorBetterPercentage150175ya_ROUNDS_2008","BirdieorBetterPercentage150175ya_Pct_2008","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2008","BirdieorBetterPercentage150175ya_TOTALHOLES_2008","stat_name","year"
1,1,"Jeff Quinney",87,20.96,57,272,"BirdieorBetterPercentage150175ya",2008
2,2,"Chris DiMarco",87,19.42,54,278,"BirdieorBetterPercentage150175ya",2008
3,3,"Stephen Ames",83,19.09,46,241,"BirdieorBetterPercentage150175ya",2008
4,4,"Bob Tway",70,19.05,44,231,"BirdieorBetterPercentage150175ya",2008
5,5,"Freddie Jacobson",78,18.78,43,229,"BirdieorBetterPercentage150175ya",2008
6,6,"Matt Kuchar",88,18.65,47,252,"BirdieorBetterPercentage150175ya",2008
7,7,"Bubba Watson",97,18.57,52,280,"BirdieorBetterPercentage150175ya",2008
8,8,"Kent Jones",68,18.5,42,227,"BirdieorBetterPercentage150175ya",2008
9,9,"Paul Casey",55,18.47,29,157,"BirdieorBetterPercentage150175ya",2008
10,10,"Bob Estes",90,18.45,62,336,"BirdieorBetterPercentage150175ya",2008
11,11,"Richard Johnson",60,18.26,40,219,"BirdieorBetterPercentage150175ya",2008
12,12,"Carlos Franco",73,18.15,49,270,"BirdieorBetterPercentage150175ya",2008
13,13,"Mark Wilson",107,17.99,70,389,"BirdieorBetterPercentage150175ya",2008
14,14,"Ian Poulter",51,17.8,21,118,"BirdieorBetterPercentage150175ya",2008
15,15,"Marco Dawson",64,17.67,38,215,"BirdieorBetterPercentage150175ya",2008
16,16,"Lee Janzen",89,17.52,55,314,"BirdieorBetterPercentage150175ya",2008
17,17,"Tommy Armour III",77,17.43,42,241,"BirdieorBetterPercentage150175ya",2008
18,18,"Tim Clark",90,17.31,45,260,"BirdieorBetterPercentage150175ya",2008
19,19,"Steve Elkington",84,17.18,50,291,"BirdieorBetterPercentage150175ya",2008
19,19,"Jerry Kelly",89,17.18,50,291,"BirdieorBetterPercentage150175ya",2008
21,21,"Robert Garrigus",90,17.13,56,327,"BirdieorBetterPercentage150175ya",2008
22,22,"Ryan Palmer",69,17.01,41,241,"BirdieorBetterPercentage150175ya",2008
23,23,"Rory Sabbatini",77,17,42,247,"BirdieorBetterPercentage150175ya",2008
24,24,"Alejandro Canizares",52,16.97,28,165,"BirdieorBetterPercentage150175ya",2008
25,25,"Jay Williamson",96,16.92,55,325,"BirdieorBetterPercentage150175ya",2008
26,26,"Jesper Parnevik",88,16.84,48,285,"BirdieorBetterPercentage150175ya",2008
27,27,"Brett Rumford",72,16.82,37,220,"BirdieorBetterPercentage150175ya",2008
28,28,"John Mallinger",95,16.77,56,334,"BirdieorBetterPercentage150175ya",2008
29,29,"Steve Marino",119,16.75,66,394,"BirdieorBetterPercentage150175ya",2008
30,30,"David Toms",70,16.74,38,227,"BirdieorBetterPercentage150175ya",2008
31,31,"Dudley Hart",74,16.73,47,281,"BirdieorBetterPercentage150175ya",2008
32,32,"Angel Cabrera",55,16.67,23,138,"BirdieorBetterPercentage150175ya",2008
32,32,"Frank Lickliter II",107,16.67,63,378,"BirdieorBetterPercentage150175ya",2008
34,34,"Dean Wilson",109,16.57,60,362,"BirdieorBetterPercentage150175ya",2008
