"PowerRating_RANKTHISWEEK_2011","PowerRating_RANKLASTWEEK_2011","PowerRating_PLAYERNAME_2011","PowerRating_EVENTS_2011","PowerRating_RATING_2011","stat_name","year"
1,1,"JB Holmes",12,9.8,"PowerRating",2011
2,2,"Bubba Watson",14,9.7,"PowerRating",2011
3,3,"Robert Garrigus",14,9.6,"PowerRating",2011
4,4,"Alvaro Quiros",3,9.5,"PowerRating",2011
5,5,"Dustin Johnson",12,9.4,"PowerRating",2011
6,6,"Steven Bowditch",14,9.3,"PowerRating",2011
6,6,"Charles Warren",3,9.3,"PowerRating",2011
8,8,"Gary Woodland",16,9.2,"PowerRating",2011
9,9,"Rory McIlroy",4,9.1,"PowerRating",2011
9,9,"Martin Trainer",1,9.1,"PowerRating",2011
11,11,"Harrison Frazar",6,9,"PowerRating",2011
11,11,"Martin Laird",14,9,"PowerRating",2011
11,11,"Scott Stallings",11,9,"PowerRating",2011
14,14,"John Daly",6,8.9,"PowerRating",2011
14,14,"Jhonattan Vegas",14,8.9,"PowerRating",2011
16,16,"Angel Cabrera",6,8.8,"PowerRating",2011
16,16,"Peter Uihlein",2,8.8,"PowerRating",2011
18,18,"Erick Justesen",1,8.7,"PowerRating",2011
18,18,"Tag Ridings",13,8.7,"PowerRating",2011
18,18,"Lee Westwood",5,8.7,"PowerRating",2011
21,21,"Chris Baryla",1,8.6,"PowerRating",2011
21,21,"Jason Day",13,8.6,"PowerRating",2011
21,21,"Ryan Palmer",12,8.6,"PowerRating",2011
21,21,"Scott Piercy",13,8.6,"PowerRating",2011
21,21,"Kyle Stanley",17,8.6,"PowerRating",2011
21,21,"Josh Teater",18,8.6,"PowerRating",2011
27,27,"Charley Hoffman",16,8.5,"PowerRating",2011
27,27,"Derek Lamely",7,8.5,"PowerRating",2011
27,27,"Seung Yul Noh",1,8.5,"PowerRating",2011
27,27,"Alex Prugh",10,8.5,"PowerRating",2011
27,27,"Will Strickler",6,8.5,"PowerRating",2011
27,27,"Brett Wetterich",5,8.5,"PowerRating",2011
33,33,"Adam Hadwin",4,8.4,"PowerRating",2011
33,33,"Adam Scott",9,8.4,"PowerRating",2011
33,33,"DJ Trahan",15,8.4,"PowerRating",2011
