"Approaches_RANKTHISWEEK_2005","Approaches_RANKLASTWEEK_2005","Approaches_PLAYERNAME_2005","Approaches_ROUNDS_2005","Approaches_AVGRTP_2005","stat_name","year"
1,1,"Phillip Price",77,-0.184,"Approaches",2005
2,2,"Tim Clark",92,-0.179,"Approaches",2005
3,3,"Phil Mickelson",81,-0.176,"Approaches",2005
4,4,"Kevin Na",88,-0.136,"Approaches",2005
5,5,"Brett Wetterich",76,-0.122,"Approaches",2005
6,6,"Davis Love III",80,-0.105,"Approaches",2005
7,7,"Heath Slocum",103,-0.091,"Approaches",2005
8,8,"Chris Anderson",66,-0.087,"Approaches",2005
9,9,"Steve Stricker",62,-0.086,"Approaches",2005
10,10,"Fred Couples",72,-0.083,"Approaches",2005
10,10,"Fred Funk",102,-0.083,"Approaches",2005
12,12,"Tiger Woods",76,-0.079,"Approaches",2005
13,13,"Bob Estes",92,-0.077,"Approaches",2005
13,13,"Bernhard Langer",67,-0.077,"Approaches",2005
15,15,"Kenny Perry",82,-0.074,"Approaches",2005
16,16,"Jay Haas",54,-0.071,"Approaches",2005
16,16,"Will Ma Kenzie",75,-0.071,"Approaches",2005
18,18,"Dan Forsman",52,-0.048,"Approaches",2005
19,19,"Vijay Singh",111,-0.044,"Approaches",2005
20,20,"Justin Rose",99,-0.038,"Approaches",2005
21,21,"Stephen Leaney",89,-0.032,"Approaches",2005
22,22,"Olin Browne",99,-0.03,"Approaches",2005
22,22,"Carlos Franco",78,-0.03,"Approaches",2005
24,24,"Jeff Hart",63,-0.029,"Approaches",2005
25,25,"Scott McCarron",78,-0.025,"Approaches",2005
26,26,"Sergio Garcia",73,-0.021,"Approaches",2005
27,27,"Stuart Appleby",84,0,"Approaches",2005
27,27,"Jeff Brehaut",71,0,"Approaches",2005
27,27,"Chad Campbell",95,0,"Approaches",2005
27,27,"Daniel Chopra",108,0,"Approaches",2005
27,27,"Luke Donald",67,0,"Approaches",2005
27,27,"Tim Herron",100,0,"Approaches",2005
27,27,"Rocco Mediate",73,0,"Approaches",2005
27,27,"Larry Mize",54,0,"Approaches",2005
27,27,"Kevin Sutherland",89,0,"Approaches",2005
36,36,"Bo Van Pelt",112,0.02,"Approaches",2005
37,37,"Darron Stiles",78,0.021,"Approaches",2005
38,38,"Ben Crane",78,0.023,"Approaches",2005
39,39,"Hunter Haas",83,0.024,"Approaches",2005
40,40,"JL Lewis",98,0.026,"Approaches",2005
41,41,"Brian Davis",75,0.031,"Approaches",2005
42,42,"Mathias Gronberg",60,0.032,"Approaches",2005
42,42,"Mark OMeara",66,0.032,"Approaches",2005
44,44,"Shaun Micheel",81,0.034,"Approaches",2005
45,45,"Retief Goosen",71,0.037,"Approaches",2005
46,46,"Geoff Ogilvy",97,0.04,"Approaches",2005
46,46,"Omar Uresti",84,0.04,"Approaches",2005
48,48,"Cameron Beckman",96,0.042,"Approaches",2005
48,48,"Padraig Harrington",50,0.042,"Approaches",2005
48,48,"Arron Oberholser",65,0.042,"Approaches",2005
51,51,"Paul Claxton",79,0.043,"Approaches",2005
52,52,"Hidemichi Tanaka",106,0.045,"Approaches",2005
53,53,"Mark Calcavecchia",92,0.047,"Approaches",2005
54,54,"Tom Lehman",69,0.048,"Approaches",2005
55,55,"Arjun Atwal",65,0.05,"Approaches",2005
56,56,"Jeff Sluman",94,0.051,"Approaches",2005
57,57,"Zach Johnson",96,0.061,"Approaches",2005
57,57,"Adam Scott",72,0.061,"Approaches",2005
59,59,"Brad Faxon",75,0.063,"Approaches",2005
60,60,"Billy Mayfair",114,0.064,"Approaches",2005
61,61,"Alex Cejka",84,0.069,"Approaches",2005
62,62,"Woody Austin",100,0.077,"Approaches",2005
62,62,"Paul Gow",78,0.077,"Approaches",2005
64,64,"Roland Thatcher",75,0.078,"Approaches",2005
65,65,"Brian Gay",101,0.079,"Approaches",2005
66,66,"Ted Purdy",122,0.08,"Approaches",2005
67,67,"Charles Howell III",95,0.088,"Approaches",2005
67,67,"Steve Lowery",100,0.088,"Approaches",2005
67,67,"Pat Perez",89,0.088,"Approaches",2005
67,67,"DA Points",94,0.088,"Approaches",2005
71,71,"Kent Jones",99,0.094,"Approaches",2005
72,72,"Carl Pettersson",109,0.098,"Approaches",2005
73,73,"Jason Bohn",91,0.1,"Approaches",2005
