"Scrambling1020ydsRTPScore_RANKTHISWEEK_2013","Scrambling1020ydsRTPScore_RANKLASTWEEK_2013","Scrambling1020ydsRTPScore_PLAYERNAME_2013","Scrambling1020ydsRTPScore_ROUNDS_2013","Scrambling1020ydsRTPScore_AVGRTP_2013","Scrambling1020ydsRTPScore_TOTALHOLES_2013","Scrambling1020ydsRTPScore_TOTALRTP_2013","stat_name","year"
1,NA,"David Lynn",70,0.204,147,30,"Scrambling1020ydsRTPScore",2013
2,NA,"Luke Donald",60,0.217,120,26,"Scrambling1020ydsRTPScore",2013
3,NA,"Charles Howell III",87,0.222,185,41,"Scrambling1020ydsRTPScore",2013
4,NA,"Steve Stricker",51,0.224,76,17,"Scrambling1020ydsRTPScore",2013
5,NA,"Padraig Harrington",52,0.245,94,23,"Scrambling1020ydsRTPScore",2013
6,NA,"Bryce Molder",82,0.249,205,51,"Scrambling1020ydsRTPScore",2013
7,NA,"Tiger Woods",61,0.257,101,26,"Scrambling1020ydsRTPScore",2013
8,NA,"Freddie Jacobson",63,0.261,134,35,"Scrambling1020ydsRTPScore",2013
9,NA,"Jonas Blixt",76,0.262,202,53,"Scrambling1020ydsRTPScore",2013
10,NA,"Stuart Appleby",88,0.263,205,54,"Scrambling1020ydsRTPScore",2013
11,NA,"Chris Stroud",88,0.265,226,60,"Scrambling1020ydsRTPScore",2013
12,NA,"Chris Kirk",89,0.266,199,53,"Scrambling1020ydsRTPScore",2013
12,NA,"Lee Williams",62,0.266,143,38,"Scrambling1020ydsRTPScore",2013
14,NA,"Brandt Snedeker",79,0.267,150,40,"Scrambling1020ydsRTPScore",2013
15,NA,"Bob Estes",66,0.269,182,49,"Scrambling1020ydsRTPScore",2013
16,NA,"Brian Gay",79,0.27,230,62,"Scrambling1020ydsRTPScore",2013
17,NA,"Cameron Percy",68,0.271,155,42,"Scrambling1020ydsRTPScore",2013
18,NA,"Ian Poulter",59,0.273,121,33,"Scrambling1020ydsRTPScore",2013
19,NA,"Martin Flores",83,0.274,219,60,"Scrambling1020ydsRTPScore",2013
20,NA,"Justin Rose",62,0.276,98,27,"Scrambling1020ydsRTPScore",2013
21,NA,"Bill Haas",85,0.282,181,51,"Scrambling1020ydsRTPScore",2013
22,NA,"Keegan Bradley",88,0.283,184,52,"Scrambling1020ydsRTPScore",2013
23,NA,"Aaron Watkins",46,0.289,97,28,"Scrambling1020ydsRTPScore",2013
24,NA,"Tim Clark",64,0.293,133,39,"Scrambling1020ydsRTPScore",2013
25,NA,"Richard Lee",81,0.295,190,56,"Scrambling1020ydsRTPScore",2013
26,NA,"Erik Compton",74,0.296,162,48,"Scrambling1020ydsRTPScore",2013
27,NA,"Ben Curtis",59,0.298,121,36,"Scrambling1020ydsRTPScore",2013
28,NA,"Steven Bowditch",67,0.299,164,49,"Scrambling1020ydsRTPScore",2013
28,NA,"Cameron Tringale",80,0.299,201,60,"Scrambling1020ydsRTPScore",2013
30,NA,"Jerry Kelly",75,0.3,170,51,"Scrambling1020ydsRTPScore",2013
31,NA,"Matt Kuchar",93,0.301,183,55,"Scrambling1020ydsRTPScore",2013
