"SandSavesfrom2030yards_RANKTHISWEEK_2010","SandSavesfrom2030yards_RANKLASTWEEK_2010","SandSavesfrom2030yards_PLAYERNAME_2010","SandSavesfrom2030yards_ROUNDS_2010","SandSavesfrom2030yards_Pct_2010","SandSavesfrom2030yards_OFSAVES_2010","SandSavesfrom2030yards_OFBUNKERS_2010","stat_name","year"
1,1,"Omar Uresti",74,76.92,10,13,"SandSavesfrom2030yards",2010
2,2,"Robert Allenby",76,74.07,20,27,"SandSavesfrom2030yards",2010
2,2,"Luke Donald",71,74.07,20,27,"SandSavesfrom2030yards",2010
4,4,"Rocco Mediate",71,73.33,11,15,"SandSavesfrom2030yards",2010
5,5,"Padraig Harrington",57,71.43,20,28,"SandSavesfrom2030yards",2010
5,5,"Carl Pettersson",99,71.43,35,49,"SandSavesfrom2030yards",2010
7,7,"Chris Riley",73,70.83,17,24,"SandSavesfrom2030yards",2010
8,8,"Vijay Singh",75,70,21,30,"SandSavesfrom2030yards",2010
9,9,"Mike Weir",59,68.97,20,29,"SandSavesfrom2030yards",2010
10,10,"Zach Johnson",93,68.18,30,44,"SandSavesfrom2030yards",2010
11,11,"Ryuji Imada",90,67.65,23,34,"SandSavesfrom2030yards",2010
12,12,"Jim Furyk",76,66.67,14,21,"SandSavesfrom2030yards",2010
12,12,"Kenny Perry",69,66.67,14,21,"SandSavesfrom2030yards",2010
14,14,"Marc Leishman",87,62.5,20,32,"SandSavesfrom2030yards",2010
15,15,"Martin Laird",91,61.76,21,34,"SandSavesfrom2030yards",2010
16,16,"Jerry Kelly",99,61.36,27,44,"SandSavesfrom2030yards",2010
17,17,"Brian Gay",101,60.53,23,38,"SandSavesfrom2030yards",2010
18,18,"Mathias Gronberg",61,60,12,20,"SandSavesfrom2030yards",2010
18,18,"Rory Sabbatini",79,60,27,45,"SandSavesfrom2030yards",2010
18,18,"Bo Van Pelt",104,60,24,40,"SandSavesfrom2030yards",2010
21,21,"Chad Collins",87,59.52,25,42,"SandSavesfrom2030yards",2010
22,22,"Ben Curtis",78,59.26,16,27,"SandSavesfrom2030yards",2010
23,23,"JP Hayes",79,58.82,20,34,"SandSavesfrom2030yards",2010
23,23,"Pat Perez",90,58.82,20,34,"SandSavesfrom2030yards",2010
23,23,"Ted Purdy",86,58.82,20,34,"SandSavesfrom2030yards",2010
26,26,"Jason Day",82,58.7,27,46,"SandSavesfrom2030yards",2010
27,27,"Brendon de Jonge",114,58.54,24,41,"SandSavesfrom2030yards",2010
28,28,"Briny Baird",87,58.33,21,36,"SandSavesfrom2030yards",2010
28,28,"Matt Kuchar",97,58.33,21,36,"SandSavesfrom2030yards",2010
30,30,"Tim Clark",88,57.14,20,35,"SandSavesfrom2030yards",2010
30,30,"George McNeill",79,57.14,24,42,"SandSavesfrom2030yards",2010
32,32,"Lucas Glover",75,56.67,17,30,"SandSavesfrom2030yards",2010
32,32,"Chris Stroud",90,56.67,17,30,"SandSavesfrom2030yards",2010
32,32,"Johnson Wagner",85,56.67,17,30,"SandSavesfrom2030yards",2010
35,35,"Chris Tidland",77,56.41,22,39,"SandSavesfrom2030yards",2010
36,36,"KJ Choi",82,56.25,18,32,"SandSavesfrom2030yards",2010
36,36,"Brian Davis",101,56.25,27,48,"SandSavesfrom2030yards",2010
36,36,"Adam Scott",70,56.25,18,32,"SandSavesfrom2030yards",2010
39,39,"Steve Stricker",73,56,14,25,"SandSavesfrom2030yards",2010
40,40,"Jeff Overton",89,55.88,19,34,"SandSavesfrom2030yards",2010
40,40,"John Senden",103,55.88,19,34,"SandSavesfrom2030yards",2010
42,42,"Ricky Barnes",103,55.56,20,36,"SandSavesfrom2030yards",2010
43,43,"David Toms",86,55.17,16,29,"SandSavesfrom2030yards",2010
44,44,"Brett Quigley",96,55,22,40,"SandSavesfrom2030yards",2010
45,45,"Graham DeLaet",88,54.55,18,33,"SandSavesfrom2030yards",2010
45,45,"Boo Weekley",88,54.55,18,33,"SandSavesfrom2030yards",2010
47,47,"Troy Merritt",86,54.29,19,35,"SandSavesfrom2030yards",2010
48,48,"James Nitties",92,54.17,13,24,"SandSavesfrom2030yards",2010
49,49,"Steve Wheatcroft",74,53.85,14,26,"SandSavesfrom2030yards",2010
49,49,"YE Yang",72,53.85,14,26,"SandSavesfrom2030yards",2010
51,51,"Nathan Green",86,53.33,24,45,"SandSavesfrom2030yards",2010
52,52,"Brandt Snedeker",89,52.94,18,34,"SandSavesfrom2030yards",2010
53,53,"Spencer Levin",110,52.63,20,38,"SandSavesfrom2030yards",2010
54,54,"Greg Chalmers",93,52.5,21,40,"SandSavesfrom2030yards",2010
55,55,"Paul Casey",64,52.38,11,21,"SandSavesfrom2030yards",2010
56,56,"Charles Howell III",103,52.08,25,48,"SandSavesfrom2030yards",2010
57,57,"Jeev Milkha Singh",59,51.85,14,27,"SandSavesfrom2030yards",2010
57,57,"Garrett Willis",82,51.85,14,27,"SandSavesfrom2030yards",2010
57,57,"Mark Wilson",87,51.85,14,27,"SandSavesfrom2030yards",2010
60,60,"Daniel Chopra",74,51.72,15,29,"SandSavesfrom2030yards",2010
61,61,"Martin Flores",75,51.61,16,31,"SandSavesfrom2030yards",2010
62,62,"Chris DiMarco",88,51.43,18,35,"SandSavesfrom2030yards",2010
63,63,"Matt Jones",89,51.35,19,37,"SandSavesfrom2030yards",2010
64,64,"Ryan Palmer",84,51.28,20,39,"SandSavesfrom2030yards",2010
65,65,"Stephen Ames",75,50,13,26,"SandSavesfrom2030yards",2010
65,65,"Cameron Beckman",68,50,14,28,"SandSavesfrom2030yards",2010
65,65,"Jonathan Byrd",85,50,19,38,"SandSavesfrom2030yards",2010
65,65,"Michael Connell",89,50,17,34,"SandSavesfrom2030yards",2010
65,65,"Michael Letzig",84,50,15,30,"SandSavesfrom2030yards",2010
65,65,"David Lutterus",69,50,13,26,"SandSavesfrom2030yards",2010
65,65,"Rory McIlroy",54,50,14,28,"SandSavesfrom2030yards",2010
65,65,"Ryan Moore",80,50,9,18,"SandSavesfrom2030yards",2010
65,65,"Garth Mulroy",53,50,9,18,"SandSavesfrom2030yards",2010
65,65,"Joe Ogilvie",99,50,21,42,"SandSavesfrom2030yards",2010
65,65,"Paul Stankowski",62,50,8,16,"SandSavesfrom2030yards",2010
76,76,"Charlie Wi",95,48.72,19,39,"SandSavesfrom2030yards",2010
77,77,"Bubba Watson",77,48.57,17,35,"SandSavesfrom2030yards",2010
78,78,"Kevin Sutherland",86,48.39,15,31,"SandSavesfrom2030yards",2010
79,79,"Freddie Jacobson",83,48.28,14,29,"SandSavesfrom2030yards",2010
79,79,"Steve Marino",81,48.28,14,29,"SandSavesfrom2030yards",2010
81,81,"Josh Teater",101,48.21,27,56,"SandSavesfrom2030yards",2010
82,82,"Scott McCarron",90,48.15,13,27,"SandSavesfrom2030yards",2010
82,82,"Aron Price",70,48.15,13,27,"SandSavesfrom2030yards",2010
84,84,"Brad Faxon",58,48,12,25,"SandSavesfrom2030yards",2010
84,84,"Phil Mickelson",76,48,12,25,"SandSavesfrom2030yards",2010
84,84,"Heath Slocum",97,48,12,25,"SandSavesfrom2030yards",2010
87,87,"James Driscoll",78,47.92,23,48,"SandSavesfrom2030yards",2010
88,88,"Tim Herron",79,47.83,11,23,"SandSavesfrom2030yards",2010
88,88,"Greg Owen",69,47.83,11,23,"SandSavesfrom2030yards",2010
90,90,"John Merrick",109,47.5,19,40,"SandSavesfrom2030yards",2010
91,91,"Bob Estes",79,47.06,16,34,"SandSavesfrom2030yards",2010
91,91,"Sean OHair",84,47.06,16,34,"SandSavesfrom2030yards",2010
93,93,"Justin Rose",78,46.88,15,32,"SandSavesfrom2030yards",2010
93,93,"Brian Stuard",81,46.88,15,32,"SandSavesfrom2030yards",2010
