"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2009","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2009","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2009","PercentageofYardagecoveredbyTeeShots_ROUNDS_2009","PercentageofYardagecoveredbyTeeShots_AVGPct_2009","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2009","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2009","stat_name","year"
44,44,"Ricky Barnes",67,62.7,202860.7,323524,"PercentageofYardagecoveredbyTeeShots",2009
44,44,"Camilo Villegas",76,62.7,226929.5,361907,"PercentageofYardagecoveredbyTeeShots",2009
46,46,"DJ Trahan",96,62.69,317802.5,506935,"PercentageofYardagecoveredbyTeeShots",2009
47,47,"Adam Scott",53,62.66,168417.3,268778,"PercentageofYardagecoveredbyTeeShots",2009
48,48,"Michael Letzig",96,62.62,339773.7,542574,"PercentageofYardagecoveredbyTeeShots",2009
49,49,"Jonathan Byrd",89,62.61,315574.7,504014,"PercentageofYardagecoveredbyTeeShots",2009
50,50,"Bill Haas",91,62.58,325676.9,520422,"PercentageofYardagecoveredbyTeeShots",2009
50,50,"Jeff Maggert",79,62.58,287793.9,459853,"PercentageofYardagecoveredbyTeeShots",2009
52,52,"Charles Howell III",99,62.53,331121.2,529503,"PercentageofYardagecoveredbyTeeShots",2009
53,53,"Bo Van Pelt",100,62.5,323674.3,517842,"PercentageofYardagecoveredbyTeeShots",2009
54,54,"Peter Tomasulo",61,62.49,181545.2,290514,"PercentageofYardagecoveredbyTeeShots",2009
55,55,"John Merrick",91,62.48,269635.3,431531,"PercentageofYardagecoveredbyTeeShots",2009
56,56,"Ryan Moore",89,62.47,297727.8,476599,"PercentageofYardagecoveredbyTeeShots",2009
57,57,"Bill Lunde",83,62.43,294456.2,471690,"PercentageofYardagecoveredbyTeeShots",2009
58,58,"Tiger Woods",64,62.4,192759.7,308911,"PercentageofYardagecoveredbyTeeShots",2009
59,59,"Greg Owen",97,62.3,323011.2,518442,"PercentageofYardagecoveredbyTeeShots",2009
60,60,"Jason Gore",74,62.27,244518.3,392695,"PercentageofYardagecoveredbyTeeShots",2009
60,60,"Kevin Stadler",65,62.27,213064.9,342184,"PercentageofYardagecoveredbyTeeShots",2009
62,62,"JJ Henry",97,62.26,331456.7,532359,"PercentageofYardagecoveredbyTeeShots",2009
63,63,"George McNeill",82,62.16,298777.4,480672,"PercentageofYardagecoveredbyTeeShots",2009
63,63,"Joe Ogilvie",85,62.16,302326.7,486390,"PercentageofYardagecoveredbyTeeShots",2009
65,65,"Steve Lowery",83,62.15,302426.3,486602,"PercentageofYardagecoveredbyTeeShots",2009
66,66,"Retief Goosen",74,62.13,223243.4,359328,"PercentageofYardagecoveredbyTeeShots",2009
67,67,"Ernie Els",70,62.11,215536.2,347024,"PercentageofYardagecoveredbyTeeShots",2009
68,68,"Chad Campbell",90,62.1,280131.2,451095,"PercentageofYardagecoveredbyTeeShots",2009
68,68,"John Senden",100,62.1,364435.8,586857,"PercentageofYardagecoveredbyTeeShots",2009
70,70,"James Nitties",86,62.08,300058.5,483335,"PercentageofYardagecoveredbyTeeShots",2009
71,71,"Kris Blanks",60,62.07,183135.7,295036,"PercentageofYardagecoveredbyTeeShots",2009
72,72,"Aaron Baddeley",66,62.06,229942,370525,"PercentageofYardagecoveredbyTeeShots",2009
73,73,"Mathew Goggin",76,62.04,235682.3,379893,"PercentageofYardagecoveredbyTeeShots",2009
74,74,"Will Ma Kenzie",69,62.02,240380.9,387573,"PercentageofYardagecoveredbyTeeShots",2009
74,74,"YE Yang",83,62.02,277669.7,447722,"PercentageofYardagecoveredbyTeeShots",2009
76,76,"Brian Vranesh",51,61.94,168400.9,271891,"PercentageofYardagecoveredbyTeeShots",2009
77,77,"Carl Pettersson",86,61.89,292348.3,472351,"PercentageofYardagecoveredbyTeeShots",2009
78,78,"Tommy Armour III",58,61.88,203477.1,328850,"PercentageofYardagecoveredbyTeeShots",2009
79,79,"Robert Allenby",71,61.86,221730.9,358417,"PercentageofYardagecoveredbyTeeShots",2009
80,80,"Brendon de Jonge",90,61.79,308325.8,498989,"PercentageofYardagecoveredbyTeeShots",2009
81,81,"Jarrod Lyle",65,61.76,195249.3,316155,"PercentageofYardagecoveredbyTeeShots",2009
81,81,"Chris Stroud",88,61.76,296538.2,480130,"PercentageofYardagecoveredbyTeeShots",2009
83,83,"Padraig Harrington",66,61.71,190798.4,309183,"PercentageofYardagecoveredbyTeeShots",2009
84,84,"Pat Perez",74,61.69,244451.9,396233,"PercentageofYardagecoveredbyTeeShots",2009
85,85,"Stuart Appleby",79,61.65,255724.1,414794,"PercentageofYardagecoveredbyTeeShots",2009
86,86,"Derek Fathauer",63,61.64,198698.5,322328,"PercentageofYardagecoveredbyTeeShots",2009
86,86,"Kevin Sutherland",96,61.64,286559,464904,"PercentageofYardagecoveredbyTeeShots",2009
86,86,"Matt Weibring",65,61.64,213856.7,346936,"PercentageofYardagecoveredbyTeeShots",2009
89,89,"Stephen Ames",77,61.61,222839.8,361706,"PercentageofYardagecoveredbyTeeShots",2009
90,90,"Brad Adamonis",70,61.6,236974.5,384692,"PercentageofYardagecoveredbyTeeShots",2009
91,91,"Heath Slocum",95,61.59,330196.9,536123,"PercentageofYardagecoveredbyTeeShots",2009
91,91,"Casey Wittenberg",71,61.59,209497.9,340147,"PercentageofYardagecoveredbyTeeShots",2009
93,93,"Mark Calcavecchia",72,61.58,242932.2,394495,"PercentageofYardagecoveredbyTeeShots",2009
94,94,"Brian Bateman",55,61.56,186888.4,303612,"PercentageofYardagecoveredbyTeeShots",2009
95,95,"Rod Pampling",72,61.54,251118.9,408043,"PercentageofYardagecoveredbyTeeShots",2009
95,95,"Webb Simpson",94,61.54,340575.5,553380,"PercentageofYardagecoveredbyTeeShots",2009
97,97,"Michael Allen",73,61.52,226373.1,367939,"PercentageofYardagecoveredbyTeeShots",2009
97,97,"Johnson Wagner",81,61.52,288260.3,468560,"PercentageofYardagecoveredbyTeeShots",2009
99,99,"Vaughn Taylor",88,61.46,306686.8,498994,"PercentageofYardagecoveredbyTeeShots",2009
100,100,"Brett Quigley",92,61.44,290500.7,472809,"PercentageofYardagecoveredbyTeeShots",2009
100,100,"David Toms",98,61.44,311583.2,507173,"PercentageofYardagecoveredbyTeeShots",2009
102,102,"Rich Beem",77,61.43,224338.2,365196,"PercentageofYardagecoveredbyTeeShots",2009
103,103,"Freddie Jacobson",83,61.41,284734.4,463671,"PercentageofYardagecoveredbyTeeShots",2009
103,103,"Justin Rose",71,61.41,223348,363700,"PercentageofYardagecoveredbyTeeShots",2009
105,105,"Kirk Triplett",60,61.37,212061.2,345525,"PercentageofYardagecoveredbyTeeShots",2009
106,106,"Jimmy Walker",74,61.35,248455.1,405000,"PercentageofYardagecoveredbyTeeShots",2009
107,107,"Ian Poulter",59,61.25,165090.9,269537,"PercentageofYardagecoveredbyTeeShots",2009
108,108,"Brian Davis",103,61.23,352184.4,575212,"PercentageofYardagecoveredbyTeeShots",2009
108,108,"David Duval",56,61.23,170998,279251,"PercentageofYardagecoveredbyTeeShots",2009
110,110,"Jason Dufner",90,61.21,303227.5,495367,"PercentageofYardagecoveredbyTeeShots",2009
111,111,"Justin Leonard",95,61.2,291729.2,476647,"PercentageofYardagecoveredbyTeeShots",2009
112,112,"Rocco Mediate",79,61.17,255929.3,418365,"PercentageofYardagecoveredbyTeeShots",2009
113,113,"Cameron Beckman",87,61.14,291147.9,476229,"PercentageofYardagecoveredbyTeeShots",2009
114,114,"Jay Williamson",69,61.11,219925.9,359869,"PercentageofYardagecoveredbyTeeShots",2009
115,115,"Todd Hamilton",83,61.09,247688.4,405429,"PercentageofYardagecoveredbyTeeShots",2009
116,116,"Zach Johnson",94,61.04,307429.7,503660,"PercentageofYardagecoveredbyTeeShots",2009
117,117,"Mark Wilson",99,61.03,339691.2,556571,"PercentageofYardagecoveredbyTeeShots",2009
118,118,"Bob Heintz",59,60.98,196230.6,321794,"PercentageofYardagecoveredbyTeeShots",2009
118,118,"Matt Kuchar",82,60.98,275334.3,451533,"PercentageofYardagecoveredbyTeeShots",2009
118,118,"Billy Mayfair",83,60.98,266602.3,437181,"PercentageofYardagecoveredbyTeeShots",2009
121,121,"Woody Austin",84,60.97,294700.2,483381,"PercentageofYardagecoveredbyTeeShots",2009
122,122,"Steve Stricker",81,60.91,240792.3,395302,"PercentageofYardagecoveredbyTeeShots",2009
123,123,"Steve Elkington",70,60.9,239244.5,392871,"PercentageofYardagecoveredbyTeeShots",2009
124,124,"Jason Bohn",88,60.89,317016.2,520647,"PercentageofYardagecoveredbyTeeShots",2009
124,124,"Ben Crane",93,60.89,309374.5,508077,"PercentageofYardagecoveredbyTeeShots",2009
126,126,"Bryce Molder",69,60.86,208772.5,343024,"PercentageofYardagecoveredbyTeeShots",2009
126,126,"Tim Petrovic",97,60.86,330085.2,542403,"PercentageofYardagecoveredbyTeeShots",2009
128,128,"Greg Chalmers",85,60.82,271104.6,445740,"PercentageofYardagecoveredbyTeeShots",2009
128,128,"Charlie Wi",92,60.82,303975,499821,"PercentageofYardagecoveredbyTeeShots",2009
130,130,"Steve Flesch",77,60.81,241901.2,397800,"PercentageofYardagecoveredbyTeeShots",2009
130,130,"Scott Verplank",88,60.81,304978.9,501547,"PercentageofYardagecoveredbyTeeShots",2009
132,132,"Scott McCarron",91,60.8,312579,514085,"PercentageofYardagecoveredbyTeeShots",2009
133,133,"Joe Durant",62,60.77,178253.7,293310,"PercentageofYardagecoveredbyTeeShots",2009
134,134,"Jerry Kelly",90,60.74,296436.7,488058,"PercentageofYardagecoveredbyTeeShots",2009
135,135,"Scott Sterling",51,60.72,152359.4,250920,"PercentageofYardagecoveredbyTeeShots",2009
136,136,"Darron Stiles",52,60.68,161295.1,265795,"PercentageofYardagecoveredbyTeeShots",2009
137,137,"Tim Clark",81,60.64,226014.8,372724,"PercentageofYardagecoveredbyTeeShots",2009
138,138,"Patrick Sheehan",51,60.63,149485.3,246568,"PercentageofYardagecoveredbyTeeShots",2009
139,139,"DA Points",99,60.59,331110.4,546437,"PercentageofYardagecoveredbyTeeShots",2009
140,140,"Ken Duke",87,60.58,272531.1,449886,"PercentageofYardagecoveredbyTeeShots",2009
140,140,"Mike Weir",85,60.58,259037.9,427624,"PercentageofYardagecoveredbyTeeShots",2009
142,142,"Briny Baird",89,60.57,275141.1,454237,"PercentageofYardagecoveredbyTeeShots",2009
142,142,"Nathan Green",104,60.57,353356.2,583423,"PercentageofYardagecoveredbyTeeShots",2009
144,144,"Cliff Kresge",78,60.54,255675.4,422350,"PercentageofYardagecoveredbyTeeShots",2009
145,145,"Lee Janzen",74,60.53,232301.6,383785,"PercentageofYardagecoveredbyTeeShots",2009
145,145,"David Mathis",82,60.53,263979,436141,"PercentageofYardagecoveredbyTeeShots",2009
147,147,"KJ Choi",65,60.5,194571.8,321630,"PercentageofYardagecoveredbyTeeShots",2009
148,148,"Chez Reavie",81,60.48,269438.1,445499,"PercentageofYardagecoveredbyTeeShots",2009
149,149,"Alex Cejka",82,60.47,272296.3,450317,"PercentageofYardagecoveredbyTeeShots",2009
150,150,"Eric Axley",71,60.46,225064.4,372239,"PercentageofYardagecoveredbyTeeShots",2009
151,151,"Kevin Na",91,60.45,299360,495256,"PercentageofYardagecoveredbyTeeShots",2009
152,152,"Ben Curtis",63,60.39,182576.5,302336,"PercentageofYardagecoveredbyTeeShots",2009
153,153,"Ryuji Imada",85,60.37,264961.9,438918,"PercentageofYardagecoveredbyTeeShots",2009
153,153,"Colt Knost",71,60.37,212334.6,351698,"PercentageofYardagecoveredbyTeeShots",2009
155,155,"Chris DiMarco",97,60.33,331324.3,549183,"PercentageofYardagecoveredbyTeeShots",2009
156,156,"Rick Price",54,60.32,156438.4,259368,"PercentageofYardagecoveredbyTeeShots",2009
157,157,"Jim Furyk",86,60.3,250479.7,415384,"PercentageofYardagecoveredbyTeeShots",2009
157,157,"Kent Jones",73,60.3,232944.6,386291,"PercentageofYardagecoveredbyTeeShots",2009
159,159,"Parker McLachlin",71,60.27,257620.1,427469,"PercentageofYardagecoveredbyTeeShots",2009
160,160,"Peter Lonard",86,60.26,293182.7,486493,"PercentageofYardagecoveredbyTeeShots",2009
161,161,"Paul Goydos",79,60.24,248508.4,412555,"PercentageofYardagecoveredbyTeeShots",2009
162,162,"Greg Kraft",51,60.21,157207.7,261092,"PercentageofYardagecoveredbyTeeShots",2009
163,163,"Brandt Snedeker",81,60.2,249228.2,413968,"PercentageofYardagecoveredbyTeeShots",2009
164,164,"Spencer Levin",75,60.19,253642.6,421395,"PercentageofYardagecoveredbyTeeShots",2009
165,165,"Bob Estes",78,60.15,262386.6,436192,"PercentageofYardagecoveredbyTeeShots",2009
166,166,"John Mallinger",90,60.12,269411.1,448130,"PercentageofYardagecoveredbyTeeShots",2009
167,167,"Aron Price",89,60.11,291767.1,485401,"PercentageofYardagecoveredbyTeeShots",2009
168,168,"Tom Pernice Jr",82,60.1,285283.9,474666,"PercentageofYardagecoveredbyTeeShots",2009
169,169,"Marc Turnesa",77,60,270397.1,450635,"PercentageofYardagecoveredbyTeeShots",2009
170,170,"Jeff Klauk",97,59.92,333306.7,556271,"PercentageofYardagecoveredbyTeeShots",2009
171,171,"Glen Day",79,59.79,240546.3,402341,"PercentageofYardagecoveredbyTeeShots",2009
172,172,"Nick OHern",90,59.74,320822.3,537066,"PercentageofYardagecoveredbyTeeShots",2009
173,173,"Tom Lehman",55,59.44,131220.2,220753,"PercentageofYardagecoveredbyTeeShots",2009
174,174,"Luke Donald",79,59.38,232065.9,390803,"PercentageofYardagecoveredbyTeeShots",2009
175,175,"Brendon Todd",53,59.33,176582.1,297623,"PercentageofYardagecoveredbyTeeShots",2009
176,176,"Jeff Quinney",78,59.3,267326.4,450793,"PercentageofYardagecoveredbyTeeShots",2009
177,177,"Chris Riley",77,59.29,251256.1,423745,"PercentageofYardagecoveredbyTeeShots",2009
178,178,"Bart Bryant",58,59.28,195145.4,329208,"PercentageofYardagecoveredbyTeeShots",2009
179,179,"Mark Brooks",55,59.08,148195.9,250858,"PercentageofYardagecoveredbyTeeShots",2009
180,180,"Richard Johnson",85,59.01,277349.2,470012,"PercentageofYardagecoveredbyTeeShots",2009
181,181,"Dean Wilson",81,58.96,261956.1,444287,"PercentageofYardagecoveredbyTeeShots",2009
182,182,"Brian Gay",96,58.8,306285.6,520887,"PercentageofYardagecoveredbyTeeShots",2009
183,183,"Brad Faxon",59,58.39,190306.5,325910,"PercentageofYardagecoveredbyTeeShots",2009
184,184,"Corey Pavin",73,56.63,191664.9,338447,"PercentageofYardagecoveredbyTeeShots",2009
