"3PuttAvoidance_RANKTHISWEEK_2010","3PuttAvoidance_RANKLASTWEEK_2010","3PuttAvoidance_PLAYERNAME_2010","3PuttAvoidance_ROUNDS_2010","3PuttAvoidance_Pct_2010","3PuttAvoidance_TOTAL3PUTTS_2010","3PuttAvoidance_TOTALHOLESOVERALL_2010","stat_name","year"
95,95,"Kevin Stadler",86,3.04,47,1548,"3PuttAvoidance",2010
97,97,"John Merrick",109,3.06,60,1962,"3PuttAvoidance",2010
98,98,"Steve Wheatcroft",74,3.08,41,1332,"3PuttAvoidance",2010
99,99,"Scott Piercy",88,3.09,49,1584,"3PuttAvoidance",2010
100,100,"Michael Connell",89,3.12,50,1602,"3PuttAvoidance",2010
101,101,"Jay Williamson",76,3.14,43,1368,"3PuttAvoidance",2010
102,102,"Pat Perez",90,3.15,51,1620,"3PuttAvoidance",2010
103,103,"Alex Cejka",81,3.16,46,1458,"3PuttAvoidance",2010
103,103,"Nick Watney",91,3.16,50,1584,"3PuttAvoidance",2010
105,105,"Michael Bradley",77,3.17,44,1386,"3PuttAvoidance",2010
105,105,"Rickie Fowler",98,3.17,56,1764,"3PuttAvoidance",2010
105,105,"Troy Matteson",84,3.17,48,1512,"3PuttAvoidance",2010
108,108,"Ricky Barnes",103,3.18,59,1854,"3PuttAvoidance",2010
108,108,"KJ Choi",82,3.18,47,1476,"3PuttAvoidance",2010
108,108,"John Senden",103,3.18,59,1854,"3PuttAvoidance",2010
111,111,"Stewart Cink",84,3.19,46,1440,"3PuttAvoidance",2010
112,112,"Jerry Kelly",99,3.2,57,1782,"3PuttAvoidance",2010
112,112,"James Nitties",92,3.2,53,1656,"3PuttAvoidance",2010
114,114,"Boo Weekley",88,3.22,51,1584,"3PuttAvoidance",2010
115,115,"Troy Merritt",86,3.23,50,1548,"3PuttAvoidance",2010
116,116,"Henrik Bjornstad",72,3.24,42,1296,"3PuttAvoidance",2010
117,117,"Aron Price",70,3.25,41,1260,"3PuttAvoidance",2010
117,117,"Chris Tidland",77,3.25,45,1386,"3PuttAvoidance",2010
117,117,"Garrett Willis",82,3.25,48,1476,"3PuttAvoidance",2010
120,120,"Craig Bowden",56,3.27,33,1008,"3PuttAvoidance",2010
121,121,"Brett Quigley",96,3.3,57,1728,"3PuttAvoidance",2010
121,121,"Josh Teater",101,3.3,60,1818,"3PuttAvoidance",2010
123,123,"Rory McIlroy",54,3.31,31,936,"3PuttAvoidance",2010
124,124,"Matt Every",60,3.33,36,1080,"3PuttAvoidance",2010
124,124,"JB Holmes",100,3.33,60,1800,"3PuttAvoidance",2010
124,124,"Geoff Ogilvy",62,3.33,36,1080,"3PuttAvoidance",2010
124,124,"Johnson Wagner",85,3.33,51,1530,"3PuttAvoidance",2010
128,128,"Brian Davis",101,3.36,61,1818,"3PuttAvoidance",2010
129,129,"Bo Van Pelt",104,3.37,63,1872,"3PuttAvoidance",2010
130,130,"Steve Lowery",67,3.4,41,1206,"3PuttAvoidance",2010
131,131,"Andres Romero",73,3.42,45,1314,"3PuttAvoidance",2010
132,132,"Angel Cabrera",64,3.44,39,1134,"3PuttAvoidance",2010
133,133,"Robert Allenby",76,3.45,46,1332,"3PuttAvoidance",2010
133,133,"Vance Veazey",58,3.45,36,1044,"3PuttAvoidance",2010
135,135,"David Lutterus",69,3.46,43,1242,"3PuttAvoidance",2010
136,136,"Martin Flores",75,3.48,47,1350,"3PuttAvoidance",2010
137,137,"Tom Gillis",97,3.49,61,1746,"3PuttAvoidance",2010
137,137,"John Mallinger",78,3.49,49,1404,"3PuttAvoidance",2010
137,137,"Heath Slocum",97,3.49,61,1746,"3PuttAvoidance",2010
140,140,"Steve Marino",81,3.5,51,1458,"3PuttAvoidance",2010
141,141,"Jeff Maggert",76,3.51,48,1368,"3PuttAvoidance",2010
142,142,"Ben Crane",85,3.52,52,1476,"3PuttAvoidance",2010
142,142,"Jason Day",82,3.52,52,1476,"3PuttAvoidance",2010
142,142,"Dustin Johnson",83,3.52,52,1476,"3PuttAvoidance",2010
142,142,"Chris Stroud",90,3.52,57,1620,"3PuttAvoidance",2010
146,146,"Trevor Immelman",55,3.54,35,990,"3PuttAvoidance",2010
146,146,"Lee Janzen",77,3.54,49,1386,"3PuttAvoidance",2010
148,148,"Woody Austin",93,3.58,60,1674,"3PuttAvoidance",2010
148,148,"DA Points",90,3.58,58,1620,"3PuttAvoidance",2010
150,150,"Cameron Beckman",68,3.59,44,1224,"3PuttAvoidance",2010
150,150,"Jonathan Byrd",85,3.59,55,1530,"3PuttAvoidance",2010
150,150,"Mathew Goggin",85,3.59,55,1530,"3PuttAvoidance",2010
150,150,"Bill Lunde",79,3.59,51,1422,"3PuttAvoidance",2010
154,154,"Lucas Glover",75,3.6,48,1332,"3PuttAvoidance",2010
155,155,"Greg Owen",69,3.62,45,1242,"3PuttAvoidance",2010
156,156,"Paul Goydos",78,3.63,51,1404,"3PuttAvoidance",2010
156,156,"Greg Kraft",52,3.63,34,936,"3PuttAvoidance",2010
158,158,"Robert Garrigus",71,3.68,47,1278,"3PuttAvoidance",2010
159,159,"Michael Letzig",84,3.7,56,1512,"3PuttAvoidance",2010
160,160,"George McNeill",79,3.73,53,1422,"3PuttAvoidance",2010
160,160,"Cameron Percy",73,3.73,49,1314,"3PuttAvoidance",2010
162,162,"Justin Bolli",55,3.74,37,990,"3PuttAvoidance",2010
163,163,"Roger Tambellini",77,3.75,52,1386,"3PuttAvoidance",2010
164,164,"Marc Leishman",87,3.77,59,1566,"3PuttAvoidance",2010
164,164,"Hunter Mahan",85,3.77,57,1512,"3PuttAvoidance",2010
166,166,"Camilo Villegas",78,3.78,49,1296,"3PuttAvoidance",2010
167,167,"Martin Laird",91,3.85,63,1638,"3PuttAvoidance",2010
168,168,"Sean OHair",84,3.86,57,1476,"3PuttAvoidance",2010
168,168,"DJ Trahan",92,3.86,64,1656,"3PuttAvoidance",2010
170,170,"Will Ma Kenzie",72,3.94,51,1296,"3PuttAvoidance",2010
171,171,"John Rollins",81,3.98,58,1458,"3PuttAvoidance",2010
172,172,"John Daly",63,4.06,46,1134,"3PuttAvoidance",2010
172,172,"Sergio Garcia",58,4.06,38,936,"3PuttAvoidance",2010
174,174,"Roland Thatcher",72,4.09,53,1296,"3PuttAvoidance",2010
175,175,"Chris Wilson",65,4.1,48,1170,"3PuttAvoidance",2010
176,176,"Jeff Gove",57,4.19,43,1026,"3PuttAvoidance",2010
177,177,"Billy Mayfair",78,4.2,59,1404,"3PuttAvoidance",2010
178,178,"Kris Blanks",91,4.21,69,1638,"3PuttAvoidance",2010
178,178,"Jason Dufner",87,4.21,66,1566,"3PuttAvoidance",2010
180,180,"Cameron Tringale",55,4.24,42,990,"3PuttAvoidance",2010
181,181,"Rory Sabbatini",79,4.27,60,1404,"3PuttAvoidance",2010
182,182,"Vijay Singh",75,4.28,57,1332,"3PuttAvoidance",2010
183,183,"Nicholas Thompson",88,4.29,68,1584,"3PuttAvoidance",2010
184,184,"Rocco Mediate",71,4.3,55,1278,"3PuttAvoidance",2010
184,184,"Garth Mulroy",53,4.3,41,954,"3PuttAvoidance",2010
186,186,"Kenny Perry",69,4.33,53,1224,"3PuttAvoidance",2010
187,187,"Davis Love III",79,4.36,62,1422,"3PuttAvoidance",2010
188,188,"Adam Scott",70,4.41,54,1224,"3PuttAvoidance",2010
189,189,"Charles Warren",64,4.43,51,1152,"3PuttAvoidance",2010
190,190,"Mark Calcavecchia",50,4.67,42,900,"3PuttAvoidance",2010
190,190,"Graham DeLaet",88,4.67,74,1584,"3PuttAvoidance",2010
192,192,"Mathias Gronberg",61,4.92,54,1098,"3PuttAvoidance",2010
