"TenthTeeEarlyLowestRound_RANKTHISWEEK_2016","TenthTeeEarlyLowestRound_RANKLASTWEEK_2016","TenthTeeEarlyLowestRound_PLAYERNAME_2016","TenthTeeEarlyLowestRound_ROUNDS_2016","TenthTeeEarlyLowestRound_LOWRND_2016","stat_name","year"
1,1,"Sung Kang",51,60,"TenthTeeEarlyLowestRound",2016
2,2,"David Lingmerth",54,62,"TenthTeeEarlyLowestRound",2016
2,2,"Kevin Na",52,62,"TenthTeeEarlyLowestRound",2016
4,4,"Morgan Hoffmann",43,63,"TenthTeeEarlyLowestRound",2016
4,4,"Freddie Jacobson",54,63,"TenthTeeEarlyLowestRound",2016
4,4,"Graeme McDowell",33,63,"TenthTeeEarlyLowestRound",2016
4,4,"Vijay Singh",42,63,"TenthTeeEarlyLowestRound",2016
4,4,"Brendan Steele",48,63,"TenthTeeEarlyLowestRound",2016
4,4,"Jimmy Walker",43,63,"TenthTeeEarlyLowestRound",2016
10,10,"Aaron Baddeley",51,64,"TenthTeeEarlyLowestRound",2016
10,10,"Bronson Burgoon",53,64,"TenthTeeEarlyLowestRound",2016
10,10,"Jason Dufner",53,64,"TenthTeeEarlyLowestRound",2016
10,10,"Jason Gore",51,64,"TenthTeeEarlyLowestRound",2016
10,10,"David Hearn",55,64,"TenthTeeEarlyLowestRound",2016
10,10,"Tom Hoge",47,64,"TenthTeeEarlyLowestRound",2016
10,10,"Daisuke Kataoka",4,64,"TenthTeeEarlyLowestRound",2016
10,10,"Kevin Kisner",49,64,"TenthTeeEarlyLowestRound",2016
10,10,"Patton Kizzire",57,64,"TenthTeeEarlyLowestRound",2016
10,10,"Jason Kokrak",52,64,"TenthTeeEarlyLowestRound",2016
10,10,"Bryce Molder",50,64,"TenthTeeEarlyLowestRound",2016
10,10,"Jeff Overton",51,64,"TenthTeeEarlyLowestRound",2016
10,10,"Patrick Rodgers",49,64,"TenthTeeEarlyLowestRound",2016
10,10,"Kyle Stanley",57,64,"TenthTeeEarlyLowestRound",2016
10,10,"Michael Thompson",46,64,"TenthTeeEarlyLowestRound",2016
10,10,"Jhonattan Vegas",49,64,"TenthTeeEarlyLowestRound",2016
26,26,"Ricky Barnes",57,65,"TenthTeeEarlyLowestRound",2016
26,26,"Shane Bertsch",30,65,"TenthTeeEarlyLowestRound",2016
26,26,"Zac Blair",56,65,"TenthTeeEarlyLowestRound",2016
26,26,"Ryan Blaum",4,65,"TenthTeeEarlyLowestRound",2016
26,26,"Scott Brown",59,65,"TenthTeeEarlyLowestRound",2016
26,26,"Chad Campbell",54,65,"TenthTeeEarlyLowestRound",2016
26,26,"Roberto Castro",55,65,"TenthTeeEarlyLowestRound",2016
26,26,"Jason Day",36,65,"TenthTeeEarlyLowestRound",2016
26,26,"Brendon de Jonge",55,65,"TenthTeeEarlyLowestRound",2016
26,26,"Luke Donald",49,65,"TenthTeeEarlyLowestRound",2016
26,26,"Harris English",51,65,"TenthTeeEarlyLowestRound",2016
26,26,"Rickie Fowler",42,65,"TenthTeeEarlyLowestRound",2016
26,26,"Adam Hadwin",53,65,"TenthTeeEarlyLowestRound",2016
26,26,"Brian Harman",60,65,"TenthTeeEarlyLowestRound",2016
26,26,"Dustin Johnson",37,65,"TenthTeeEarlyLowestRound",2016
26,26,"Chris Kirk",51,65,"TenthTeeEarlyLowestRound",2016
26,26,"Russell Knox",48,65,"TenthTeeEarlyLowestRound",2016
26,26,"Marc Leishman",41,65,"TenthTeeEarlyLowestRound",2016
26,26,"Jamie Lovemark",57,65,"TenthTeeEarlyLowestRound",2016
26,26,"Shane Lowry",35,65,"TenthTeeEarlyLowestRound",2016
26,26,"Hideki Matsuyama",40,65,"TenthTeeEarlyLowestRound",2016
26,26,"George McNeill",33,65,"TenthTeeEarlyLowestRound",2016
26,26,"Phil Mickelson",37,65,"TenthTeeEarlyLowestRound",2016
26,26,"Seung Yul Noh",54,65,"TenthTeeEarlyLowestRound",2016
26,26,"Rob Oppenheim",37,65,"TenthTeeEarlyLowestRound",2016
26,26,"Greg Owen",56,65,"TenthTeeEarlyLowestRound",2016
26,26,"Chez Reavie",56,65,"TenthTeeEarlyLowestRound",2016
26,26,"Brandt Snedeker",47,65,"TenthTeeEarlyLowestRound",2016
26,26,"Shawn Stefani",45,65,"TenthTeeEarlyLowestRound",2016
26,26,"Chris Stroud",52,65,"TenthTeeEarlyLowestRound",2016
26,26,"Daniel Summerhays",55,65,"TenthTeeEarlyLowestRound",2016
26,26,"Tyrone Van Aswegen",67,65,"TenthTeeEarlyLowestRound",2016
26,26,"Harold Varner III",58,65,"TenthTeeEarlyLowestRound",2016
26,26,"Tim Wilkinson",40,65,"TenthTeeEarlyLowestRound",2016
26,26,"Danny Willett",19,65,"TenthTeeEarlyLowestRound",2016
26,26,"Gary Woodland",45,65,"TenthTeeEarlyLowestRound",2016
62,62,"Joe Affrunti",6,66,"TenthTeeEarlyLowestRound",2016
62,62,"Jonas Blixt",46,66,"TenthTeeEarlyLowestRound",2016
62,62,"Bud Cauley",17,66,"TenthTeeEarlyLowestRound",2016
62,62,"Alex Cejka",47,66,"TenthTeeEarlyLowestRound",2016
62,62,"Jon Curran",55,66,"TenthTeeEarlyLowestRound",2016
62,62,"Robert Garrigus",34,66,"TenthTeeEarlyLowestRound",2016
62,62,"Lucas Glover",53,66,"TenthTeeEarlyLowestRound",2016
62,62,"Luke Guthrie",31,66,"TenthTeeEarlyLowestRound",2016
62,62,"James Hahn",45,66,"TenthTeeEarlyLowestRound",2016
62,62,"Padraig Harrington",38,66,"TenthTeeEarlyLowestRound",2016
62,62,"Tim Herron",21,66,"TenthTeeEarlyLowestRound",2016
62,62,"Billy Horschel",45,66,"TenthTeeEarlyLowestRound",2016
62,62,"Charles Howell III",63,66,"TenthTeeEarlyLowestRound",2016
62,62,"Zach Johnson",42,66,"TenthTeeEarlyLowestRound",2016
62,62,"KT Kim",8,66,"TenthTeeEarlyLowestRound",2016
